Rule1;Rule2;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaTotal;AltaHitRate;MediaTotal;MediaHitRate;PrimaryUse
AwayAttackScore<=11.82;HomeLast10OverScore<=6.0;30;0;418;260;30;1.0;678;0.616519;REDUCE_ALTA_KO
AwayAttackScore<=10.97;HomeLast10OverScore<=6.0;20;0;328;216;20;1.0;544;0.602941;REDUCE_ALTA_KO
AwayAttackScore<=9.97;HomeLast10OverScore<=6.0;9;0;279;176;9;1.0;455;0.613187;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;BTTSProfileScore<=6.91;2;0;251;149;2;1.0;400;0.6275;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayAttackScore<=9.97;11;0;211;173;11;1.0;384;0.549479;REDUCE_ALTA_KO
AwayAttackScore<=9.106;HomeLast10OverScore<=6.0;8;0;224;133;8;1.0;357;0.627451;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFLast5Avg<=1.6;16;0;194;136;16;1.0;330;0.587879;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;AwayVenueOverScore<=5.0;3;0;199;120;3;1.0;319;0.623824;REDUCE_ALTA_KO
HomeLast10OverScore<=7.2;AwayVenueOverScore<=5.0;4;0;196;118;4;1.0;314;0.624204;REDUCE_ALTA_KO
HomeLast10OverScore<=7.2;AwayVenueOverScore<=5.0;4;0;196;118;4;1.0;314;0.624204;REDUCE_ALTA_KO
HomeLast10OverScore<=7.2;AwayLast10OverScore<=6.0;1;0;206;107;1;1.0;313;0.658147;REDUCE_ALTA_KO
HomeLast10OverScore<=7.2;AwayLast10OverScore<=6.0;1;0;206;107;1;1.0;313;0.658147;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayAttackScore<=9.106;8;0;171;139;8;1.0;310;0.551613;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeVenueOverScore<=5.0;2;0;185;124;2;1.0;309;0.598706;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeVenueOverScore<=5.0;2;0;185;124;2;1.0;309;0.598706;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;BTTSProfileScore<=6.384;1;0;190;110;1;1.0;300;0.633333;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayLast10OverScore<=7.2;1;0;195;103;1;1.0;298;0.654362;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayLast10OverScore<=7.2;1;0;195;103;1;1.0;298;0.654362;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomeVenueOverScore<=6.36;5;0;192;101;5;1.0;293;0.65529;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFLast5Avg<=1.4;10;0;149;114;10;1.0;263;0.56654;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFLast5Avg<=1.4;10;0;149;114;10;1.0;263;0.56654;REDUCE_ALTA_KO
AwayAttackScore<=8.27;HomeLast10OverScore<=6.0;6;0;155;105;6;1.0;260;0.596154;REDUCE_ALTA_KO
HomeVenueOverScore<=5.71;AwayVenueOverScore<=5.0;2;0;154;96;2;1.0;250;0.616;REDUCE_ALTA_KO
HomeAttackScore<=8.27;AwayLast10OverScore<=6.0;4;0;151;97;4;1.0;248;0.608871;REDUCE_ALTA_KO
HomeVenueOverScore<=5.0;AwayVenueOverScore<=5.71;4;0;137;98;4;1.0;235;0.582979;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayVenueOverScore<=5.71;4;0;130;99;4;1.0;229;0.567686;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomeVenueOverScore<=5.71;2;0;147;81;2;1.0;228;0.644737;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayAttackScore<=8.27;4;0;120;98;4;1.0;218;0.550459;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayVenueOverScore<=5.71;2;0;120;85;2;1.0;205;0.585366;REDUCE_ALTA_KO
HomeVenueOverScore<=5.0;AwayVenueOverScore<=5.0;2;0;120;74;2;1.0;194;0.618557;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFLast5Avg<=1.2;3;0;103;85;3;1.0;188;0.547872;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayVenueOverScore<=5.0;4;0;105;80;4;1.0;185;0.567568;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayLast10OverScore<=6.0;1;0;120;60;1;1.0;180;0.666667;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayLast10OverScore<=6.0;2;0;107;70;2;1.0;177;0.60452;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=2.1715;8;0;101;73;8;1.0;174;0.58046;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomeGFLast5Avg<=1.2;7;0;100;74;7;1.0;174;0.574713;REDUCE_ALTA_KO
AwayAttackScore<=7.09;HomeLast10OverScore<=6.0;4;0;101;71;4;1.0;172;0.587209;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=2.0;8;0;98;72;8;1.0;170;0.576471;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayVenueOverScore<=5.0;1;0;98;59;1;1.0;157;0.624204;REDUCE_ALTA_KO
HomeAttackScore<=7.27;HomeVenueOverScore>=8.89;15;0;81;59;15;1.0;140;0.578571;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=1.7;6;0;72;62;6;1.0;134;0.537313;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayAttackScore<=7.09;2;0;72;60;2;1.0;132;0.545455;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=2.5;11;0;76;42;11;1.0;118;0.644068;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=1.5;5;0;59;57;5;1.0;116;0.508621;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=5.0;13;0;74;41;13;1.0;115;0.643478;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays>=25.0;5;0;65;38;5;1.0;103;0.631068;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=4.0;9;0;66;35;9;1.0;101;0.653465;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=2.0;7;0;61;39;7;1.0;100;0.61;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=2.0332;7;0;61;39;7;1.0;100;0.61;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=0.8;8;0;62;36;8;1.0;98;0.632653;REDUCE_ALTA_KO
AwayGALast5Avg<=1.2;AwayLongBreakDays>=38.0;4;0;66;31;4;1.0;97;0.680412;REDUCE_ALTA_KO
AwayGALast5Avg<=1.2;AwayLongBreakDays>=38.0;4;0;66;31;4;1.0;97;0.680412;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays>=28.0;4;0;57;37;4;1.0;94;0.606383;REDUCE_ALTA_KO
BTTSProfileScore>=8.69;AwayGFAvgSinceRestart>=2.1715;69;21;4;0;90;0.766667;4;1.0;PROMOTE_MEDIA_OK
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=0.714;6;0;56;31;6;1.0;87;0.643678;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=1.286;2;0;45;40;2;1.0;85;0.529412;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=0.667;6;0;56;29;6;1.0;85;0.658824;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=3.0;7;0;55;29;7;1.0;84;0.654762;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=3.0;7;0;55;29;7;1.0;84;0.654762;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeLongBreakDays<=35.0;65;18;13;0;83;0.783133;13;1.0;PROMOTE_MEDIA_OK
AwayVenueOverScore<=5.0;AwayLongBreakDays>=38.0;3;0;53;28;3;1.0;81;0.654321;REDUCE_ALTA_KO
BTTSProfileScore>=8.69;AwayGFAvgSinceRestart>=2.5;61;18;1;0;79;0.772152;1;1.0;PROMOTE_MEDIA_OK
AwayLast10OverScore<=6.0;HomeGFAvgSinceRestart<=1.2;5;0;45;33;5;1.0;78;0.576923;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeLongBreakDays>=38.0;2;0;47;30;2;1.0;77;0.61039;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeLongBreakDays<=32.0;59;17;11;0;76;0.776316;11;1.0;PROMOTE_MEDIA_OK
AwayLast10OverScore<=6.0;HomeMatchesSinceRestart<=2.0;5;0;42;33;5;1.0;75;0.56;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomeMatchesSinceRestart<=2.0;5;0;42;33;5;1.0;75;0.56;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeOverRateSinceRestart>=1.0;66;9;5;0;75;0.88;5;1.0;PROMOTE_MEDIA_OK
HomeVenueOverScore>=8.89;HomeOverRateSinceRestart>=1.0;66;9;5;0;75;0.88;5;1.0;PROMOTE_MEDIA_OK
AwayLast10OverScore<=6.0;HomeOverRateSinceRestart<=0.5;5;0;44;30;5;1.0;74;0.594595;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomeOverRateSinceRestart<=0.5;5;0;44;30;5;1.0;74;0.594595;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays>=29.0;4;0;47;27;4;1.0;74;0.635135;REDUCE_ALTA_KO
HomeVenueOverScore<=5.0;AwayGFAvgSinceRestart<=1.286;2;0;38;35;2;1.0;73;0.520548;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayOverRateSinceRestart<=0.5;3;0;42;30;3;1.0;72;0.583333;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayOverRateSinceRestart<=0.5;3;0;42;30;3;1.0;72;0.583333;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=1.667;5;0;45;27;5;1.0;72;0.625;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=1.0;2;0;37;34;2;1.0;71;0.521127;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeOverRateSinceRestart>=0.667;5;0;44;26;5;1.0;70;0.628571;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomeGFAvgSinceRestart<=1.0;5;0;40;30;5;1.0;70;0.571429;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeGFAvgSinceRestart>=1.5;53;15;8;0;68;0.779412;8;1.0;PROMOTE_MEDIA_OK
HomeLast10OverScore<=6.0;HomeGALast5Avg>=2.2;12;0;39;26;12;1.0;65;0.6;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays>=32.0;4;0;41;24;4;1.0;65;0.630769;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeLongBreakDays<=29.0;51;13;9;0;64;0.796875;9;1.0;PROMOTE_MEDIA_OK
AwayGALast5Avg<=1.2;AwayGFAvgSinceRestart<=1.0;3;0;37;27;3;1.0;64;0.578125;REDUCE_ALTA_KO
AwayGALast5Avg<=1.2;AwayGFAvgSinceRestart<=1.0;3;0;37;27;3;1.0;64;0.578125;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays>=35.0;4;0;39;24;4;1.0;63;0.619048;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=1.5;3;0;40;23;3;1.0;63;0.634921;REDUCE_ALTA_KO
HomeVenueOverScore<=5.0;AwayGFAvgSinceRestart<=1.0;2;0;30;32;2;1.0;62;0.483871;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeGFAvgSinceRestart>=1.667;48;14;5;0;62;0.774194;5;1.0;PROMOTE_MEDIA_OK
AwayMatchesSinceRestart>=6.0;AwayOverRateSinceRestart<=0.5;8;0;33;29;8;1.0;62;0.532258;REDUCE_ALTA_KO
AwayMatchesSinceRestart>=6.0;AwayOverRateSinceRestart<=0.5;8;0;33;29;8;1.0;62;0.532258;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeLongBreakDays<=28.0;47;13;9;0;60;0.783333;9;1.0;PROMOTE_MEDIA_OK
AwayVenueOverScore>=9.23;HomeGFAvgSinceRestart>=2.0;44;14;5;0;58;0.758621;5;1.0;PROMOTE_MEDIA_OK
BTTSProfileScore<=6.384;AwayGFAvgSinceRestart>=2.0;6;0;33;23;6;1.0;56;0.589286;REDUCE_ALTA_KO
RankingGapScore<=0.92;AwayLongBreakDays>=38.0;10;0;34;20;10;1.0;54;0.62963;REDUCE_ALTA_KO
HomeAttackScore>=13.0;HomeGFLast5Avg<=1.6;43;11;8;0;54;0.796296;8;1.0;PROMOTE_MEDIA_OK
AwayLast10OverScore<=6.0;HomeLongBreakDays<=23.0;6;0;34;20;6;1.0;54;0.62963;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;AwayGFAvgSinceRestart>=2.1715;40;11;2;0;51;0.784314;2;1.0;PROMOTE_MEDIA_OK
HomeAttackScore>=13.0;HomePPGLast5<=0.8;41;9;2;0;50;0.82;2;1.0;PROMOTE_MEDIA_OK
HomeLast10OverScore<=6.0;HomeOverRateSinceRestart>=0.714;3;0;29;21;3;1.0;50;0.58;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=0.5;2;0;34;16;2;1.0;50;0.68;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=0.5;2;0;34;16;2;1.0;50;0.68;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=5.58;AwayWinsLast5<=1.0;4;0;27;22;4;1.0;49;0.55102;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=5.58;AwayWinsLast5<=1.0;4;0;27;22;4;1.0;49;0.55102;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeGFAvgSinceRestart>=2.5;45;3;5;0;48;0.9375;5;1.0;PROMOTE_MEDIA_OK
HomeAttackScore<=7.27;AwayGFAvgSinceRestart<=1.0;2;0;27;20;2;1.0;47;0.574468;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AwayPPGLast5>=2.0;3;0;30;17;3;1.0;47;0.638298;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;AwayGFAvgSinceRestart>=2.1715;6;0;26;19;6;1.0;45;0.577778;REDUCE_ALTA_KO
HomeAttackScore<=7.27;HomeGALast5Avg<=1.0;1;0;26;18;1;1.0;44;0.590909;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=2.0;4;0;27;17;4;1.0;44;0.613636;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=2.0;4;0;27;17;4;1.0;44;0.613636;REDUCE_ALTA_KO
AwayAttackScore<=7.09;AveragePPGLast5>=1.8;13;0;24;19;13;1.0;43;0.55814;REDUCE_ALTA_KO
AwayAttackScore<=7.09;TotalPPGLast5>=3.6;13;0;24;19;13;1.0;43;0.55814;REDUCE_ALTA_KO
HomePPGLast5>=2.0;HomeGFLast5Avg<=1.4;9;0;24;19;9;1.0;43;0.55814;REDUCE_ALTA_KO
HomeAttackScore>=13.0;HomeGFLast5Avg<=1.4;32;8;3;0;40;0.8;3;1.0;PROMOTE_MEDIA_OK
HomeDefenseWeaknessScore<=4.36;HomeMatchesSinceRestart>=6.0;11;0;27;13;11;1.0;40;0.675;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeOverRateSinceRestart>=0.8;2;0;23;17;2;1.0;40;0.575;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeLongBreakDays<=25.0;29;10;5;0;39;0.74359;5;1.0;PROMOTE_MEDIA_OK
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=1.2;2;0;28;11;2;1.0;39;0.717949;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart>=1.0;6;0;25;14;6;1.0;39;0.641026;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart>=1.0;6;0;25;14;6;1.0;39;0.641026;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeOverRateSinceRestart>=1.0;2;0;22;16;2;1.0;38;0.578947;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeOverRateSinceRestart>=1.0;2;0;22;16;2;1.0;38;0.578947;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays>=38.0;1;0;23;15;1;1.0;38;0.605263;REDUCE_ALTA_KO
HomeAttackScore<=8.27;HomeGFLast5Avg>=2.0;6;0;22;15;6;1.0;37;0.594595;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeGALast5Avg>=2.4;8;0;22;15;8;1.0;37;0.594595;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeGFAvgSinceRestart>=2.0332;31;5;1;0;36;0.861111;1;1.0;PROMOTE_MEDIA_OK
AwayDefenseWeaknessScore<=5.58;AwayPPGLast5<=1.0;4;0;17;18;4;1.0;35;0.485714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart<=1.0;2;0;27;8;2;1.0;35;0.771429;REDUCE_ALTA_KO
HomeAttackScore<=8.27;HomePPGLast5>=2.0;4;0;18;16;4;1.0;34;0.529412;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;AwayGFAvgSinceRestart>=2.5;30;4;2;0;34;0.882353;2;1.0;PROMOTE_MEDIA_OK
BTTSProfileScore<=6.384;AwayGFAvgSinceRestart>=2.5;6;0;19;15;6;1.0;34;0.558824;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=5.58;AwayGFAvgSinceRestart<=1.286;3;0;19;12;3;1.0;31;0.612903;REDUCE_ALTA_KO
AwayPPGLast5<=0.8;AwayGALast5Avg<=1.2;5;0;18;10;5;1.0;28;0.642857;REDUCE_ALTA_KO
AwayPPGLast5<=0.8;AwayGALast5Avg<=1.2;5;0;18;10;5;1.0;28;0.642857;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;HomeLongBreakDays<=23.0;20;7;2;0;27;0.740741;2;1.0;PROMOTE_MEDIA_OK
HomeAttackScore<=9.23;HomeGFAvgSinceRestart>=2.0332;9;0;17;9;9;1.0;26;0.653846;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=5.58;AwayGFAvgSinceRestart<=1.0;3;0;15;11;3;1.0;26;0.576923;REDUCE_ALTA_KO
HomeGALast5Avg<=1.0;HomeOverRateSinceRestart>=1.0;14;0;13;13;14;1.0;26;0.5;REDUCE_ALTA_KO
HomeGALast5Avg<=1.0;HomeOverRateSinceRestart>=1.0;14;0;13;13;14;1.0;26;0.5;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=6.0;HomeOverRateSinceRestart>=1.0;19;4;4;0;23;0.826087;4;1.0;PROMOTE_MEDIA_OK
HomeMatchesSinceRestart>=6.0;HomeOverRateSinceRestart>=1.0;19;4;4;0;23;0.826087;4;1.0;PROMOTE_MEDIA_OK
AwayVenueOverScore>=9.23;HomeMatchesSinceRestart>=5.0;17;5;3;0;22;0.772727;3;1.0;PROMOTE_MEDIA_OK
HomePPGLast5>=2.0;HomeGFLast5Avg<=1.2;2;0;11;9;2;1.0;20;0.55;REDUCE_ALTA_KO
HomeMatchesSinceRestart<=3.0;AwayMatchesSinceRestart>=4.0;11;0;18;2;11;1.0;20;0.9;REDUCE_ALTA_KO
HomeMatchesSinceRestart<=3.0;AwayMatchesSinceRestart>=4.0;11;0;18;2;11;1.0;20;0.9;REDUCE_ALTA_KO
HomeAttackScore<=9.23;HomeGFAvgSinceRestart>=2.5;6;0;14;5;6;1.0;19;0.736842;REDUCE_ALTA_KO
HomeAttackScore>=13.0;HomeGFLast5Avg<=1.2;11;8;2;0;19;0.578947;2;1.0;PROMOTE_MEDIA_OK
AwayDefenseWeaknessScore<=5.58;AwayPPGLast5<=0.8;3;0;10;9;3;1.0;19;0.526316;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AwayGFLast5Avg>=2.2;7;0;14;4;7;1.0;18;0.777778;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=5.58;AwayGALast5Avg>=1.8;6;0;10;6;6;1.0;16;0.625;REDUCE_ALTA_KO
HomeGFLast5Avg>=2.4;HomeGFAvgSinceRestart<=1.0;10;6;7;0;16;0.625;7;1.0;PROMOTE_MEDIA_OK
HomeGFLast5Avg>=2.4;HomeGFAvgSinceRestart<=1.2;10;6;7;0;16;0.625;7;1.0;PROMOTE_MEDIA_OK
AwayPPGLast5>=2.0;AwayGFAvgSinceRestart<=1.0;2;0;13;2;2;1.0;15;0.866667;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;AwayLongBreakDays>=38.0;8;0;10;5;8;1.0;15;0.666667;REDUCE_ALTA_KO
HomeAttackScore<=7.27;HomeVenueOverScore>=8.33;28;1;91;67;29;0.965517;158;0.575949;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeMatchesSinceRestart>=4.0;24;1;55;30;25;0.96;85;0.647059;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;AwayLongBreakDays<=32.0;69;23;23;1;92;0.75;24;0.958333;PROMOTE_MEDIA_OK
HomePPGLast5>=2.0;HomeGFAvgSinceRestart<=1.667;23;1;30;24;24;0.958333;54;0.555556;REDUCE_ALTA_KO
HomeGALast5Avg<=1.0;HomeOverRateSinceRestart>=0.8;22;1;21;14;23;0.956522;35;0.6;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AveragePPGLast5<=1.0;42;2;119;102;44;0.954545;221;0.538462;REDUCE_ALTA_KO
HomeAttackScore<=7.27;TotalPPGLast5<=2.0;42;2;119;102;44;0.954545;221;0.538462;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeGFAvgSinceRestart>=2.0332;21;1;48;26;22;0.954545;74;0.648649;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayWinsLast5<=1.0;20;1;99;74;21;0.952381;173;0.572254;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayWinsLast5<=1.0;20;1;99;74;21;0.952381;173;0.572254;REDUCE_ALTA_KO
AwayAttackScore<=7.09;HomeGFAvgSinceRestart>=2.5;20;1;20;9;21;0.952381;29;0.689655;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeMatchesSinceRestart>=5.0;19;1;51;36;20;0.95;87;0.586207;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeOverRateSinceRestart>=1.0;19;1;38;30;20;0.95;68;0.558824;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeOverRateSinceRestart>=1.0;19;1;38;30;20;0.95;68;0.558824;REDUCE_ALTA_KO
HomePPGLast5>=2.0;HomeGFAvgSinceRestart<=1.5;19;1;25;16;20;0.95;41;0.609756;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeMatchesSinceRestart<=4.0;18;1;92;69;19;0.947368;161;0.571429;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayMatchesSinceRestart<=4.0;18;1;90;65;19;0.947368;155;0.580645;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeGFAvgSinceRestart>=1.2;18;1;61;56;19;0.947368;117;0.521368;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AveragePPGLast5>=1.8;18;1;53;32;19;0.947368;85;0.623529;REDUCE_ALTA_KO
AwayAttackScore<=8.27;TotalPPGLast5>=3.6;18;1;53;32;19;0.947368;85;0.623529;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeGFAvgSinceRestart>=1.5;18;1;44;40;19;0.947368;84;0.52381;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;WorstPPGLast5<=0.6;17;1;122;80;18;0.944444;202;0.60396;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;WorstPPGLast5<=0.6;17;1;122;80;18;0.944444;202;0.60396;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeOverRateSinceRestart<=0.5;17;1;60;36;18;0.944444;96;0.625;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeOverRateSinceRestart<=0.5;17;1;60;36;18;0.944444;96;0.625;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;AwayLongBreakDays<=29.0;60;19;17;1;79;0.759494;18;0.944444;PROMOTE_MEDIA_OK
HomeVenueOverScore>=8.89;HomeGFAvgSinceRestart>=2.0;73;5;17;1;78;0.935897;18;0.944444;PROMOTE_MEDIA_OK
AveragePPGLast5>=1.8;AwayGFLast5Avg<=1.2;17;1;37;29;18;0.944444;66;0.560606;REDUCE_ALTA_KO
TotalPPGLast5>=3.6;AwayGFLast5Avg<=1.2;17;1;37;29;18;0.944444;66;0.560606;REDUCE_ALTA_KO
HomeAttackScore<=10.0;HomePPGLast5>=2.0;16;1;91;53;17;0.941176;144;0.631944;REDUCE_ALTA_KO
AwayLongBreakDays<=22.0;HomeOverRateSinceRestart>=1.0;16;1;5;5;17;0.941176;10;0.5;REDUCE_ALTA_KO
AwayLongBreakDays<=22.0;HomeOverRateSinceRestart>=1.0;16;1;5;5;17;0.941176;10;0.5;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeGFAvgSinceRestart<=2.5;31;2;99;61;33;0.939394;160;0.61875;REDUCE_ALTA_KO
AwayWinsLast5<=1.0;AwayLongBreakDays<=22.0;46;3;26;27;49;0.938776;53;0.490566;REDUCE_ALTA_KO
AwayWinsLast5<=1.0;AwayLongBreakDays<=22.0;46;3;26;27;49;0.938776;53;0.490566;REDUCE_ALTA_KO
AwayPPGLast5<=1.0;AwayLongBreakDays<=22.0;46;3;25;25;49;0.938776;50;0.5;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeGFAvgSinceRestart>=2.0332;61;4;11;1;65;0.938462;12;0.916667;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFAvgSinceRestart<=2.5;15;1;116;86;16;0.9375;202;0.574257;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayPPGLast5<=0.8;15;1;103;78;16;0.9375;181;0.569061;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayPPGLast5<=1.0;15;1;92;70;16;0.9375;162;0.567901;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
