Driver;Group;BinIndex;BinMin;BinMax;Count;GroupTotal;Percentage
AwayRestartNotReady;ALTA_OK;7;0.6;0.7;0;440;0.0
AwayRestartNotReady;ALTA_OK;8;0.7;0.8;0;440;0.0
AwayRestartNotReady;ALTA_OK;9;0.8;0.9;0;440;0.0
AwayRestartNotReady;ALTA_OK;10;0.9;1.0;41;440;9.318182
AwayRestartNotReady;MEDIA_KO;1;0.0;0.1;262;299;87.625418
AwayRestartNotReady;MEDIA_KO;2;0.1;0.2;0;299;0.0
AwayRestartNotReady;MEDIA_KO;3;0.2;0.3;0;299;0.0
AwayRestartNotReady;MEDIA_KO;4;0.3;0.4;0;299;0.0
AwayRestartNotReady;MEDIA_KO;5;0.4;0.5;0;299;0.0
AwayRestartNotReady;MEDIA_KO;6;0.5;0.6;0;299;0.0
AwayRestartNotReady;MEDIA_KO;7;0.6;0.7;0;299;0.0
AwayRestartNotReady;MEDIA_KO;8;0.7;0.8;0;299;0.0
AwayRestartNotReady;MEDIA_KO;9;0.8;0.9;0;299;0.0
AwayRestartNotReady;MEDIA_KO;10;0.9;1.0;37;299;12.374582
AwayRestartNotReady;MEDIA_OK;1;0.0;0.1;432;487;88.706366
AwayRestartNotReady;MEDIA_OK;2;0.1;0.2;0;487;0.0
AwayRestartNotReady;MEDIA_OK;3;0.2;0.3;0;487;0.0
AwayRestartNotReady;MEDIA_OK;4;0.3;0.4;0;487;0.0
AwayRestartNotReady;MEDIA_OK;5;0.4;0.5;0;487;0.0
AwayRestartNotReady;MEDIA_OK;6;0.5;0.6;0;487;0.0
AwayRestartNotReady;MEDIA_OK;7;0.6;0.7;0;487;0.0
AwayRestartNotReady;MEDIA_OK;8;0.7;0.8;0;487;0.0
AwayRestartNotReady;MEDIA_OK;9;0.8;0.9;0;487;0.0
AwayRestartNotReady;MEDIA_OK;10;0.9;1.0;55;487;11.293634
AwayRestartReady;ALTA_KO;1;0.0;0.1;16;136;11.764706
AwayRestartReady;ALTA_KO;2;0.1;0.2;0;136;0.0
AwayRestartReady;ALTA_KO;3;0.2;0.3;0;136;0.0
AwayRestartReady;ALTA_KO;4;0.3;0.4;0;136;0.0
AwayRestartReady;ALTA_KO;5;0.4;0.5;0;136;0.0
AwayRestartReady;ALTA_KO;6;0.5;0.6;0;136;0.0
AwayRestartReady;ALTA_KO;7;0.6;0.7;0;136;0.0
AwayRestartReady;ALTA_KO;8;0.7;0.8;0;136;0.0
AwayRestartReady;ALTA_KO;9;0.8;0.9;0;136;0.0
AwayRestartReady;ALTA_KO;10;0.9;1.0;120;136;88.235294
AwayRestartReady;ALTA_OK;1;0.0;0.1;41;440;9.318182
AwayRestartReady;ALTA_OK;2;0.1;0.2;0;440;0.0
AwayRestartReady;ALTA_OK;3;0.2;0.3;0;440;0.0
AwayRestartReady;ALTA_OK;4;0.3;0.4;0;440;0.0
AwayRestartReady;ALTA_OK;5;0.4;0.5;0;440;0.0
AwayRestartReady;ALTA_OK;6;0.5;0.6;0;440;0.0
AwayRestartReady;ALTA_OK;7;0.6;0.7;0;440;0.0
AwayRestartReady;ALTA_OK;8;0.7;0.8;0;440;0.0
AwayRestartReady;ALTA_OK;9;0.8;0.9;0;440;0.0
AwayRestartReady;ALTA_OK;10;0.9;1.0;399;440;90.681818
AwayRestartReady;MEDIA_KO;1;0.0;0.1;37;299;12.374582
AwayRestartReady;MEDIA_KO;2;0.1;0.2;0;299;0.0
AwayRestartReady;MEDIA_KO;3;0.2;0.3;0;299;0.0
AwayRestartReady;MEDIA_KO;4;0.3;0.4;0;299;0.0
AwayRestartReady;MEDIA_KO;5;0.4;0.5;0;299;0.0
AwayRestartReady;MEDIA_KO;6;0.5;0.6;0;299;0.0
AwayRestartReady;MEDIA_KO;7;0.6;0.7;0;299;0.0
AwayRestartReady;MEDIA_KO;8;0.7;0.8;0;299;0.0
AwayRestartReady;MEDIA_KO;9;0.8;0.9;0;299;0.0
AwayRestartReady;MEDIA_KO;10;0.9;1.0;262;299;87.625418
AwayRestartReady;MEDIA_OK;1;0.0;0.1;55;487;11.293634
AwayRestartReady;MEDIA_OK;2;0.1;0.2;0;487;0.0
AwayRestartReady;MEDIA_OK;3;0.2;0.3;0;487;0.0
AwayRestartReady;MEDIA_OK;4;0.3;0.4;0;487;0.0
AwayRestartReady;MEDIA_OK;5;0.4;0.5;0;487;0.0
AwayRestartReady;MEDIA_OK;6;0.5;0.6;0;487;0.0
AwayRestartReady;MEDIA_OK;7;0.6;0.7;0;487;0.0
AwayRestartReady;MEDIA_OK;8;0.7;0.8;0;487;0.0
AwayRestartReady;MEDIA_OK;9;0.8;0.9;0;487;0.0
AwayRestartReady;MEDIA_OK;10;0.9;1.0;432;487;88.706366
AwayVenueOverScore;ALTA_KO;1;0.0;1.0;2;366;0.546448
AwayVenueOverScore;ALTA_KO;2;1.0;2.0;0;366;0.0
AwayVenueOverScore;ALTA_KO;3;2.0;3.0;0;366;0.0
AwayVenueOverScore;ALTA_KO;4;3.0;4.0;3;366;0.819672
AwayVenueOverScore;ALTA_KO;5;4.0;5.0;8;366;2.185792
AwayVenueOverScore;ALTA_KO;6;5.0;6.0;33;366;9.016393
AwayVenueOverScore;ALTA_KO;7;6.0;7.0;64;366;17.486339
AwayVenueOverScore;ALTA_KO;8;7.0;8.0;72;366;19.672131
AwayVenueOverScore;ALTA_KO;9;8.0;9.0;89;366;24.31694
AwayVenueOverScore;ALTA_KO;10;9.0;10.0;95;366;25.956284
AwayVenueOverScore;ALTA_OK;1;0.0;1.0;3;1043;0.287632
AwayVenueOverScore;ALTA_OK;2;1.0;2.0;0;1043;0.0
AwayVenueOverScore;ALTA_OK;3;2.0;3.0;1;1043;0.095877
AwayVenueOverScore;ALTA_OK;4;3.0;4.0;10;1043;0.958773
AwayVenueOverScore;ALTA_OK;5;4.0;5.0;14;1043;1.342282
AwayVenueOverScore;ALTA_OK;6;5.0;6.0;100;1043;9.587728
AwayVenueOverScore;ALTA_OK;7;6.0;7.0;139;1043;13.326942
AwayVenueOverScore;ALTA_OK;8;7.0;8.0;241;1043;23.106424
AwayVenueOverScore;ALTA_OK;9;8.0;9.0;301;1043;28.85906
AwayVenueOverScore;ALTA_OK;10;9.0;10.0;234;1043;22.435283
AwayVenueOverScore;MEDIA_KO;1;0.0;1.0;88;1002;8.782435
AwayVenueOverScore;MEDIA_KO;2;1.0;2.0;1;1002;0.0998
AwayVenueOverScore;MEDIA_KO;3;2.0;3.0;20;1002;1.996008
AwayVenueOverScore;MEDIA_KO;4;3.0;4.0;54;1002;5.389222
AwayVenueOverScore;MEDIA_KO;5;4.0;5.0;73;1002;7.285429
AwayVenueOverScore;MEDIA_KO;6;5.0;6.0;211;1002;21.057884
AwayVenueOverScore;MEDIA_KO;7;6.0;7.0;165;1002;16.467066
AwayVenueOverScore;MEDIA_KO;8;7.0;8.0;138;1002;13.772455
AwayVenueOverScore;MEDIA_KO;9;8.0;9.0;63;1002;6.287425
AwayVenueOverScore;MEDIA_KO;10;9.0;10.0;189;1002;18.862275
AwayVenueOverScore;MEDIA_OK;1;0.0;1.0;131;1638;7.997558
AwayVenueOverScore;MEDIA_OK;2;1.0;2.0;3;1638;0.18315
AwayVenueOverScore;MEDIA_OK;3;2.0;3.0;36;1638;2.197802
AwayVenueOverScore;MEDIA_OK;4;3.0;4.0;79;1638;4.822955
AwayVenueOverScore;MEDIA_OK;5;4.0;5.0;98;1638;5.982906
AwayVenueOverScore;MEDIA_OK;6;5.0;6.0;334;1638;20.39072
AwayVenueOverScore;MEDIA_OK;7;6.0;7.0;257;1638;15.689866
AwayVenueOverScore;MEDIA_OK;8;7.0;8.0;216;1638;13.186813
AwayVenueOverScore;MEDIA_OK;9;8.0;9.0;129;1638;7.875458
AwayVenueOverScore;MEDIA_OK;10;9.0;10.0;355;1638;21.672772
AwayWinlessLast5;ALTA_KO;1;0.0;0.1;334;358;93.296089
AwayWinlessLast5;ALTA_KO;2;0.1;0.2;0;358;0.0
AwayWinlessLast5;ALTA_KO;3;0.2;0.3;0;358;0.0
AwayWinlessLast5;ALTA_KO;4;0.3;0.4;0;358;0.0
AwayWinlessLast5;ALTA_KO;5;0.4;0.5;0;358;0.0
AwayWinlessLast5;ALTA_KO;6;0.5;0.6;0;358;0.0
AwayWinlessLast5;ALTA_KO;7;0.6;0.7;0;358;0.0
AwayWinlessLast5;ALTA_KO;8;0.7;0.8;0;358;0.0
AwayWinlessLast5;ALTA_KO;9;0.8;0.9;0;358;0.0
AwayWinlessLast5;ALTA_KO;10;0.9;1.0;24;358;6.703911
AwayWinlessLast5;ALTA_OK;1;0.0;0.1;900;1025;87.804878
AwayWinlessLast5;ALTA_OK;2;0.1;0.2;0;1025;0.0
AwayWinlessLast5;ALTA_OK;3;0.2;0.3;0;1025;0.0
AwayWinlessLast5;ALTA_OK;4;0.3;0.4;0;1025;0.0
AwayWinlessLast5;ALTA_OK;5;0.4;0.5;0;1025;0.0
AwayWinlessLast5;ALTA_OK;6;0.5;0.6;0;1025;0.0
AwayWinlessLast5;ALTA_OK;7;0.6;0.7;0;1025;0.0
AwayWinlessLast5;ALTA_OK;8;0.7;0.8;0;1025;0.0
AwayWinlessLast5;ALTA_OK;9;0.8;0.9;0;1025;0.0
AwayWinlessLast5;ALTA_OK;10;0.9;1.0;125;1025;12.195122
AwayWinlessLast5;MEDIA_KO;1;0.0;0.1;636;724;87.845304
AwayWinlessLast5;MEDIA_KO;2;0.1;0.2;0;724;0.0
AwayWinlessLast5;MEDIA_KO;3;0.2;0.3;0;724;0.0
AwayWinlessLast5;MEDIA_KO;4;0.3;0.4;0;724;0.0
AwayWinlessLast5;MEDIA_KO;5;0.4;0.5;0;724;0.0
AwayWinlessLast5;MEDIA_KO;6;0.5;0.6;0;724;0.0
AwayWinlessLast5;MEDIA_KO;7;0.6;0.7;0;724;0.0
AwayWinlessLast5;MEDIA_KO;8;0.7;0.8;0;724;0.0
AwayWinlessLast5;MEDIA_KO;9;0.8;0.9;0;724;0.0
AwayWinlessLast5;MEDIA_KO;10;0.9;1.0;88;724;12.154696
AwayWinlessLast5;MEDIA_OK;1;0.0;0.1;991;1161;85.35745
AwayWinlessLast5;MEDIA_OK;2;0.1;0.2;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;3;0.2;0.3;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;4;0.3;0.4;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;5;0.4;0.5;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;6;0.5;0.6;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;7;0.6;0.7;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;8;0.7;0.8;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;9;0.8;0.9;0;1161;0.0
AwayWinlessLast5;MEDIA_OK;10;0.9;1.0;170;1161;14.64255
AwayWinsLast5;ALTA_KO;1;0.0;0.5;24;358;6.703911
AwayWinsLast5;ALTA_KO;2;0.5;1.0;0;358;0.0
AwayWinsLast5;ALTA_KO;3;1.0;1.5;77;358;21.50838
AwayWinsLast5;ALTA_KO;4;1.5;2.0;0;358;0.0
AwayWinsLast5;ALTA_KO;5;2.0;2.5;104;358;29.050279
AwayWinsLast5;ALTA_KO;6;2.5;3.0;0;358;0.0
AwayWinsLast5;ALTA_KO;7;3.0;3.5;98;358;27.374302
AwayWinsLast5;ALTA_KO;8;3.5;4.0;0;358;0.0
AwayWinsLast5;ALTA_KO;9;4.0;4.5;40;358;11.173184
AwayWinsLast5;ALTA_KO;10;4.5;5.0;15;358;4.189944
AwayWinsLast5;ALTA_OK;1;0.0;0.5;125;1025;12.195122
AwayWinsLast5;ALTA_OK;2;0.5;1.0;0;1025;0.0
AwayWinsLast5;ALTA_OK;3;1.0;1.5;250;1025;24.390244
AwayWinsLast5;ALTA_OK;4;1.5;2.0;0;1025;0.0
AwayWinsLast5;ALTA_OK;5;2.0;2.5;311;1025;30.341463
AwayWinsLast5;ALTA_OK;6;2.5;3.0;0;1025;0.0
AwayWinsLast5;ALTA_OK;7;3.0;3.5;201;1025;19.609756
AwayWinsLast5;ALTA_OK;8;3.5;4.0;0;1025;0.0
AwayWinsLast5;ALTA_OK;9;4.0;4.5;103;1025;10.04878
AwayWinsLast5;ALTA_OK;10;4.5;5.0;35;1025;3.414634
AwayWinsLast5;MEDIA_KO;1;0.0;0.5;88;724;12.154696
AwayWinsLast5;MEDIA_KO;2;0.5;1.0;0;724;0.0
AwayWinsLast5;MEDIA_KO;3;1.0;1.5;198;724;27.348066
AwayWinsLast5;MEDIA_KO;4;1.5;2.0;0;724;0.0
AwayWinsLast5;MEDIA_KO;5;2.0;2.5;194;724;26.79558
AwayWinsLast5;MEDIA_KO;6;2.5;3.0;0;724;0.0
AwayWinsLast5;MEDIA_KO;7;3.0;3.5;142;724;19.61326
AwayWinsLast5;MEDIA_KO;8;3.5;4.0;0;724;0.0
AwayWinsLast5;MEDIA_KO;9;4.0;4.5;87;724;12.016575
AwayWinsLast5;MEDIA_KO;10;4.5;5.0;15;724;2.071823
AwayWinsLast5;MEDIA_OK;1;0.0;0.5;170;1161;14.64255
AwayWinsLast5;MEDIA_OK;2;0.5;1.0;0;1161;0.0
AwayWinsLast5;MEDIA_OK;3;1.0;1.5;296;1161;25.495263
AwayWinsLast5;MEDIA_OK;4;1.5;2.0;0;1161;0.0
AwayWinsLast5;MEDIA_OK;5;2.0;2.5;306;1161;26.356589
AwayWinsLast5;MEDIA_OK;6;2.5;3.0;0;1161;0.0
AwayWinsLast5;MEDIA_OK;7;3.0;3.5;222;1161;19.121447
AwayWinsLast5;MEDIA_OK;8;3.5;4.0;0;1161;0.0
AwayWinsLast5;MEDIA_OK;9;4.0;4.5;129;1161;11.111111
AwayWinsLast5;MEDIA_OK;10;4.5;5.0;38;1161;3.27304
BTTSProfileScore;ALTA_KO;1;1.5;2.55;0;366;0.0
BTTSProfileScore;ALTA_KO;2;2.55;3.6;0;366;0.0
BTTSProfileScore;ALTA_KO;3;3.6;4.65;0;366;0.0
BTTSProfileScore;ALTA_KO;4;4.65;5.7;3;366;0.819672
BTTSProfileScore;ALTA_KO;5;5.7;6.75;21;366;5.737705
BTTSProfileScore;ALTA_KO;6;6.75;7.8;102;366;27.868852
BTTSProfileScore;ALTA_KO;7;7.8;8.85;127;366;34.699454
BTTSProfileScore;ALTA_KO;8;8.85;9.9;94;366;25.68306
BTTSProfileScore;ALTA_KO;9;9.9;10.95;14;366;3.825137
BTTSProfileScore;ALTA_KO;10;10.95;12.0;5;366;1.36612
BTTSProfileScore;ALTA_OK;1;1.5;2.55;0;1043;0.0
BTTSProfileScore;ALTA_OK;2;2.55;3.6;1;1043;0.095877
BTTSProfileScore;ALTA_OK;3;3.6;4.65;2;1043;0.191755
BTTSProfileScore;ALTA_OK;4;4.65;5.7;14;1043;1.342282
BTTSProfileScore;ALTA_OK;5;5.7;6.75;56;1043;5.369128
BTTSProfileScore;ALTA_OK;6;6.75;7.8;261;1043;25.023969
BTTSProfileScore;ALTA_OK;7;7.8;8.85;418;1043;40.076702
BTTSProfileScore;ALTA_OK;8;8.85;9.9;231;1043;22.147651
BTTSProfileScore;ALTA_OK;9;9.9;10.95;45;1043;4.314477
BTTSProfileScore;ALTA_OK;10;10.95;12.0;15;1043;1.438159
BTTSProfileScore;MEDIA_KO;1;1.5;2.55;6;1002;0.598802
BTTSProfileScore;MEDIA_KO;2;2.55;3.6;3;1002;0.299401
BTTSProfileScore;MEDIA_KO;3;3.6;4.65;31;1002;3.093812
BTTSProfileScore;MEDIA_KO;4;4.65;5.7;53;1002;5.289421
BTTSProfileScore;MEDIA_KO;5;5.7;6.75;272;1002;27.145709
BTTSProfileScore;MEDIA_KO;6;6.75;7.8;334;1002;33.333333
BTTSProfileScore;MEDIA_KO;7;7.8;8.85;185;1002;18.463074
BTTSProfileScore;MEDIA_KO;8;8.85;9.9;78;1002;7.784431
BTTSProfileScore;MEDIA_KO;9;9.9;10.95;33;1002;3.293413
BTTSProfileScore;MEDIA_KO;10;10.95;12.0;7;1002;0.698603
BTTSProfileScore;MEDIA_OK;1;1.5;2.55;4;1638;0.2442
BTTSProfileScore;MEDIA_OK;2;2.55;3.6;12;1638;0.732601
BTTSProfileScore;MEDIA_OK;3;3.6;4.65;38;1638;2.319902
BTTSProfileScore;MEDIA_OK;4;4.65;5.7;93;1638;5.677656
BTTSProfileScore;MEDIA_OK;5;5.7;6.75;423;1638;25.824176
BTTSProfileScore;MEDIA_OK;6;6.75;7.8;549;1638;33.516484
BTTSProfileScore;MEDIA_OK;7;7.8;8.85;322;1638;19.65812
BTTSProfileScore;MEDIA_OK;8;8.85;9.9;140;1638;8.547009
BTTSProfileScore;MEDIA_OK;9;9.9;10.95;40;1638;2.442002
BTTSProfileScore;MEDIA_OK;10;10.95;12.0;17;1638;1.037851
BothTeamsLowPPGLowGF;ALTA_KO;1;0.0;0.1;358;358;100.0
BothTeamsLowPPGLowGF;ALTA_KO;2;0.1;0.2;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;3;0.2;0.3;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;4;0.3;0.4;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;5;0.4;0.5;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;6;0.5;0.6;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;7;0.6;0.7;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;8;0.7;0.8;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;9;0.8;0.9;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_KO;10;0.9;1.0;0;358;0.0
BothTeamsLowPPGLowGF;ALTA_OK;1;0.0;0.1;1023;1025;99.804878
BothTeamsLowPPGLowGF;ALTA_OK;2;0.1;0.2;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;3;0.2;0.3;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;4;0.3;0.4;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;5;0.4;0.5;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;6;0.5;0.6;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;7;0.6;0.7;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;8;0.7;0.8;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;9;0.8;0.9;0;1025;0.0
BothTeamsLowPPGLowGF;ALTA_OK;10;0.9;1.0;2;1025;0.195122
BothTeamsLowPPGLowGF;MEDIA_KO;1;0.0;0.1;719;724;99.309392
BothTeamsLowPPGLowGF;MEDIA_KO;2;0.1;0.2;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;3;0.2;0.3;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;4;0.3;0.4;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;5;0.4;0.5;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;6;0.5;0.6;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;7;0.6;0.7;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;8;0.7;0.8;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;9;0.8;0.9;0;724;0.0
BothTeamsLowPPGLowGF;MEDIA_KO;10;0.9;1.0;5;724;0.690608
BothTeamsLowPPGLowGF;MEDIA_OK;1;0.0;0.1;1152;1161;99.224806
BothTeamsLowPPGLowGF;MEDIA_OK;2;0.1;0.2;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;3;0.2;0.3;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;4;0.3;0.4;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;5;0.4;0.5;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;6;0.5;0.6;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;7;0.6;0.7;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;8;0.7;0.8;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;9;0.8;0.9;0;1161;0.0
BothTeamsLowPPGLowGF;MEDIA_OK;10;0.9;1.0;9;1161;0.775194
BothTeamsRestartNotReady;ALTA_KO;1;0.0;0.1;359;366;98.087432
BothTeamsRestartNotReady;ALTA_KO;2;0.1;0.2;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;3;0.2;0.3;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;4;0.3;0.4;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;5;0.4;0.5;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;6;0.5;0.6;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;7;0.6;0.7;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;8;0.7;0.8;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;9;0.8;0.9;0;366;0.0
BothTeamsRestartNotReady;ALTA_KO;10;0.9;1.0;7;366;1.912568
BothTeamsRestartNotReady;ALTA_OK;1;0.0;0.1;1039;1043;99.616491
BothTeamsRestartNotReady;ALTA_OK;2;0.1;0.2;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;3;0.2;0.3;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;4;0.3;0.4;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;5;0.4;0.5;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;6;0.5;0.6;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;7;0.6;0.7;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;8;0.7;0.8;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;9;0.8;0.9;0;1043;0.0
BothTeamsRestartNotReady;ALTA_OK;10;0.9;1.0;4;1043;0.383509
BothTeamsRestartNotReady;MEDIA_KO;1;0.0;0.1;984;1002;98.203593
BothTeamsRestartNotReady;MEDIA_KO;2;0.1;0.2;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;3;0.2;0.3;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;4;0.3;0.4;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;5;0.4;0.5;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;6;0.5;0.6;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;7;0.6;0.7;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;8;0.7;0.8;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;9;0.8;0.9;0;1002;0.0
BothTeamsRestartNotReady;MEDIA_KO;10;0.9;1.0;18;1002;1.796407
BothTeamsRestartNotReady;MEDIA_OK;1;0.0;0.1;1618;1638;98.778999
BothTeamsRestartNotReady;MEDIA_OK;2;0.1;0.2;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;3;0.2;0.3;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;4;0.3;0.4;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;5;0.4;0.5;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;6;0.5;0.6;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;7;0.6;0.7;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;8;0.7;0.8;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;9;0.8;0.9;0;1638;0.0
BothTeamsRestartNotReady;MEDIA_OK;10;0.9;1.0;20;1638;1.221001
BothTeamsWinlessLast5;ALTA_KO;1;0.0;0.1;357;358;99.72067
BothTeamsWinlessLast5;ALTA_KO;2;0.1;0.2;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;3;0.2;0.3;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;4;0.3;0.4;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;5;0.4;0.5;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;6;0.5;0.6;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;7;0.6;0.7;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;8;0.7;0.8;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;9;0.8;0.9;0;358;0.0
BothTeamsWinlessLast5;ALTA_KO;10;0.9;1.0;1;358;0.27933
BothTeamsWinlessLast5;ALTA_OK;1;0.0;0.1;1013;1025;98.829268
BothTeamsWinlessLast5;ALTA_OK;2;0.1;0.2;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;3;0.2;0.3;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;4;0.3;0.4;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;5;0.4;0.5;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;6;0.5;0.6;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;7;0.6;0.7;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;8;0.7;0.8;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;9;0.8;0.9;0;1025;0.0
BothTeamsWinlessLast5;ALTA_OK;10;0.9;1.0;12;1025;1.170732
BothTeamsWinlessLast5;MEDIA_KO;1;0.0;0.1;716;724;98.895028
BothTeamsWinlessLast5;MEDIA_KO;2;0.1;0.2;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;3;0.2;0.3;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;4;0.3;0.4;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;5;0.4;0.5;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;6;0.5;0.6;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;7;0.6;0.7;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;8;0.7;0.8;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;9;0.8;0.9;0;724;0.0
BothTeamsWinlessLast5;MEDIA_KO;10;0.9;1.0;8;724;1.104972
BothTeamsWinlessLast5;MEDIA_OK;1;0.0;0.1;1140;1161;98.191214
BothTeamsWinlessLast5;MEDIA_OK;2;0.1;0.2;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;3;0.2;0.3;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;4;0.3;0.4;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;5;0.4;0.5;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;6;0.5;0.6;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;7;0.6;0.7;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;8;0.7;0.8;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;9;0.8;0.9;0;1161;0.0
BothTeamsWinlessLast5;MEDIA_OK;10;0.9;1.0;21;1161;1.808786
HomeAttackScore;ALTA_KO;1;0.0;1.3;0;366;0.0
HomeAttackScore;ALTA_KO;2;1.3;2.6;0;366;0.0
HomeAttackScore;ALTA_KO;3;2.6;3.9;1;366;0.273224
HomeAttackScore;ALTA_KO;4;3.9;5.2;5;366;1.36612
HomeAttackScore;ALTA_KO;5;5.2;6.5;7;366;1.912568
HomeAttackScore;ALTA_KO;6;6.5;7.8;19;366;5.191257
HomeAttackScore;ALTA_KO;7;7.8;9.1;41;366;11.202186
HomeAttackScore;ALTA_KO;8;9.1;10.4;50;366;13.661202
HomeAttackScore;ALTA_KO;9;10.4;11.7;62;366;16.939891
HomeAttackScore;ALTA_KO;10;11.7;13.0;181;366;49.453552
HomeAttackScore;ALTA_OK;1;0.0;1.3;0;1043;0.0
HomeAttackScore;ALTA_OK;2;1.3;2.6;1;1043;0.095877
