Driver;Group;BinIndex;BinMin;BinMax;Count;GroupTotal;Percentage
HomeAttackScore;ALTA_OK;3;2.6;3.9;2;1043;0.191755
HomeAttackScore;ALTA_OK;4;3.9;5.2;17;1043;1.629914
HomeAttackScore;ALTA_OK;5;5.2;6.5;31;1043;2.972196
HomeAttackScore;ALTA_OK;6;6.5;7.8;56;1043;5.369128
HomeAttackScore;ALTA_OK;7;7.8;9.1;84;1043;8.053691
HomeAttackScore;ALTA_OK;8;9.1;10.4;146;1043;13.998082
HomeAttackScore;ALTA_OK;9;10.4;11.7;145;1043;13.902205
HomeAttackScore;ALTA_OK;10;11.7;13.0;561;1043;53.787152
HomeAttackScore;MEDIA_KO;1;0.0;1.3;5;1002;0.499002
HomeAttackScore;MEDIA_KO;2;1.3;2.6;12;1002;1.197605
HomeAttackScore;MEDIA_KO;3;2.6;3.9;18;1002;1.796407
HomeAttackScore;MEDIA_KO;4;3.9;5.2;71;1002;7.085828
HomeAttackScore;MEDIA_KO;5;5.2;6.5;125;1002;12.47505
HomeAttackScore;MEDIA_KO;6;6.5;7.8;121;1002;12.075848
HomeAttackScore;MEDIA_KO;7;7.8;9.1;182;1002;18.163673
HomeAttackScore;MEDIA_KO;8;9.1;10.4;150;1002;14.97006
HomeAttackScore;MEDIA_KO;9;10.4;11.7;97;1002;9.680639
HomeAttackScore;MEDIA_KO;10;11.7;13.0;221;1002;22.055888
HomeAttackScore;MEDIA_OK;1;0.0;1.3;10;1638;0.610501
HomeAttackScore;MEDIA_OK;2;1.3;2.6;5;1638;0.30525
HomeAttackScore;MEDIA_OK;3;2.6;3.9;38;1638;2.319902
HomeAttackScore;MEDIA_OK;4;3.9;5.2;81;1638;4.945055
HomeAttackScore;MEDIA_OK;5;5.2;6.5;170;1638;10.37851
HomeAttackScore;MEDIA_OK;6;6.5;7.8;181;1638;11.050061
HomeAttackScore;MEDIA_OK;7;7.8;9.1;318;1638;19.413919
HomeAttackScore;MEDIA_OK;8;9.1;10.4;260;1638;15.873016
HomeAttackScore;MEDIA_OK;9;10.4;11.7;172;1638;10.500611
HomeAttackScore;MEDIA_OK;10;11.7;13.0;403;1638;24.603175
HomeDefenseWeaknessScore;ALTA_KO;1;0.0;0.8;0;366;0.0
HomeDefenseWeaknessScore;ALTA_KO;2;0.8;1.6;0;366;0.0
HomeDefenseWeaknessScore;ALTA_KO;3;1.6;2.4;0;366;0.0
HomeDefenseWeaknessScore;ALTA_KO;4;2.4;3.2;8;366;2.185792
HomeDefenseWeaknessScore;ALTA_KO;5;3.2;4.0;19;366;5.191257
HomeDefenseWeaknessScore;ALTA_KO;6;4.0;4.8;28;366;7.650273
HomeDefenseWeaknessScore;ALTA_KO;7;4.8;5.6;47;366;12.84153
HomeDefenseWeaknessScore;ALTA_KO;8;5.6;6.4;59;366;16.120219
HomeDefenseWeaknessScore;ALTA_KO;9;6.4;7.2;48;366;13.114754
HomeDefenseWeaknessScore;ALTA_KO;10;7.2;8.0;157;366;42.896175
HomeDefenseWeaknessScore;ALTA_OK;1;0.0;0.8;1;1043;0.095877
HomeDefenseWeaknessScore;ALTA_OK;2;0.8;1.6;0;1043;0.0
HomeDefenseWeaknessScore;ALTA_OK;3;1.6;2.4;3;1043;0.287632
HomeDefenseWeaknessScore;ALTA_OK;4;2.4;3.2;28;1043;2.684564
HomeDefenseWeaknessScore;ALTA_OK;5;3.2;4.0;48;1043;4.602109
HomeDefenseWeaknessScore;ALTA_OK;6;4.0;4.8;74;1043;7.094919
HomeDefenseWeaknessScore;ALTA_OK;7;4.8;5.6;129;1043;12.368169
HomeDefenseWeaknessScore;ALTA_OK;8;5.6;6.4;111;1043;10.642378
HomeDefenseWeaknessScore;ALTA_OK;9;6.4;7.2;165;1043;15.819751
HomeDefenseWeaknessScore;ALTA_OK;10;7.2;8.0;484;1043;46.404602
HomeDefenseWeaknessScore;MEDIA_KO;1;0.0;0.8;6;1002;0.598802
HomeDefenseWeaknessScore;MEDIA_KO;2;0.8;1.6;11;1002;1.097804
HomeDefenseWeaknessScore;MEDIA_KO;3;1.6;2.4;20;1002;1.996008
HomeDefenseWeaknessScore;MEDIA_KO;4;2.4;3.2;76;1002;7.58483
HomeDefenseWeaknessScore;MEDIA_KO;5;3.2;4.0;90;1002;8.982036
HomeDefenseWeaknessScore;MEDIA_KO;6;4.0;4.8;106;1002;10.578842
HomeDefenseWeaknessScore;MEDIA_KO;7;4.8;5.6;178;1002;17.764471
HomeDefenseWeaknessScore;MEDIA_KO;8;5.6;6.4;144;1002;14.371257
HomeDefenseWeaknessScore;MEDIA_KO;9;6.4;7.2;88;1002;8.782435
HomeDefenseWeaknessScore;MEDIA_KO;10;7.2;8.0;283;1002;28.243513
HomeDefenseWeaknessScore;MEDIA_OK;1;0.0;0.8;8;1638;0.4884
HomeDefenseWeaknessScore;MEDIA_OK;2;0.8;1.6;21;1638;1.282051
HomeDefenseWeaknessScore;MEDIA_OK;3;1.6;2.4;49;1638;2.991453
HomeDefenseWeaknessScore;MEDIA_OK;4;2.4;3.2;90;1638;5.494505
HomeDefenseWeaknessScore;MEDIA_OK;5;3.2;4.0;165;1638;10.07326
HomeDefenseWeaknessScore;MEDIA_OK;6;4.0;4.8;195;1638;11.904762
HomeDefenseWeaknessScore;MEDIA_OK;7;4.8;5.6;312;1638;19.047619
HomeDefenseWeaknessScore;MEDIA_OK;8;5.6;6.4;226;1638;13.797314
HomeDefenseWeaknessScore;MEDIA_OK;9;6.4;7.2;140;1638;8.547009
HomeDefenseWeaknessScore;MEDIA_OK;10;7.2;8.0;432;1638;26.373626
HomeGALast5Avg;ALTA_KO;1;0.0;0.7;12;358;3.351955
HomeGALast5Avg;ALTA_KO;2;0.7;1.4;64;358;17.877095
HomeGALast5Avg;ALTA_KO;3;1.4;2.1;132;358;36.871508
HomeGALast5Avg;ALTA_KO;4;2.1;2.8;93;358;25.977654
HomeGALast5Avg;ALTA_KO;5;2.8;3.5;39;358;10.893855
HomeGALast5Avg;ALTA_KO;6;3.5;4.2;13;358;3.631285
HomeGALast5Avg;ALTA_KO;7;4.2;4.9;4;358;1.117318
HomeGALast5Avg;ALTA_KO;8;4.9;5.6;0;358;0.0
HomeGALast5Avg;ALTA_KO;9;5.6;6.3;1;358;0.27933
HomeGALast5Avg;ALTA_KO;10;6.3;7.0;0;358;0.0
HomeGALast5Avg;ALTA_OK;1;0.0;0.7;45;1025;4.390244
HomeGALast5Avg;ALTA_OK;2;0.7;1.4;176;1025;17.170732
HomeGALast5Avg;ALTA_OK;3;1.4;2.1;364;1025;35.512195
HomeGALast5Avg;ALTA_OK;4;2.1;2.8;224;1025;21.853659
HomeGALast5Avg;ALTA_OK;5;2.8;3.5;135;1025;13.170732
HomeGALast5Avg;ALTA_OK;6;3.5;4.2;51;1025;4.97561
HomeGALast5Avg;ALTA_OK;7;4.2;4.9;18;1025;1.756098
HomeGALast5Avg;ALTA_OK;8;4.9;5.6;7;1025;0.682927
HomeGALast5Avg;ALTA_OK;9;5.6;6.3;2;1025;0.195122
HomeGALast5Avg;ALTA_OK;10;6.3;7.0;3;1025;0.292683
HomeGALast5Avg;MEDIA_KO;1;0.0;0.7;64;724;8.839779
HomeGALast5Avg;MEDIA_KO;2;0.7;1.4;203;724;28.038674
HomeGALast5Avg;MEDIA_KO;3;1.4;2.1;296;724;40.883978
HomeGALast5Avg;MEDIA_KO;4;2.1;2.8;104;724;14.364641
HomeGALast5Avg;MEDIA_KO;5;2.8;3.5;46;724;6.353591
HomeGALast5Avg;MEDIA_KO;6;3.5;4.2;7;724;0.966851
HomeGALast5Avg;MEDIA_KO;7;4.2;4.9;3;724;0.414365
HomeGALast5Avg;MEDIA_KO;8;4.9;5.6;1;724;0.138122
HomeGALast5Avg;MEDIA_KO;9;5.6;6.3;0;724;0.0
HomeGALast5Avg;MEDIA_KO;10;6.3;7.0;0;724;0.0
HomeGALast5Avg;MEDIA_OK;1;0.0;0.7;105;1161;9.043928
HomeGALast5Avg;MEDIA_OK;2;0.7;1.4;304;1161;26.184324
HomeGALast5Avg;MEDIA_OK;3;1.4;2.1;469;1161;40.39621
HomeGALast5Avg;MEDIA_OK;4;2.1;2.8;167;1161;14.384152
HomeGALast5Avg;MEDIA_OK;5;2.8;3.5;89;1161;7.665805
HomeGALast5Avg;MEDIA_OK;6;3.5;4.2;13;1161;1.119724
HomeGALast5Avg;MEDIA_OK;7;4.2;4.9;5;1161;0.430663
HomeGALast5Avg;MEDIA_OK;8;4.9;5.6;3;1161;0.258398
HomeGALast5Avg;MEDIA_OK;9;5.6;6.3;5;1161;0.430663
HomeGALast5Avg;MEDIA_OK;10;6.3;7.0;1;1161;0.086133
HomeGFAvgSinceRestart;ALTA_KO;1;0.0;0.7667;14;120;11.666667
HomeGFAvgSinceRestart;ALTA_KO;2;0.7667;1.5334;36;120;30.0
HomeGFAvgSinceRestart;ALTA_KO;3;1.5334;2.3001;31;120;25.833333
HomeGFAvgSinceRestart;ALTA_KO;4;2.3001;3.0668;32;120;26.666667
HomeGFAvgSinceRestart;ALTA_KO;5;3.0668;3.8335;4;120;3.333333
HomeGFAvgSinceRestart;ALTA_KO;6;3.8335;4.6002;3;120;2.5
HomeGFAvgSinceRestart;ALTA_KO;7;4.6002;5.3669;0;120;0.0
HomeGFAvgSinceRestart;ALTA_KO;8;5.3669;6.1336;0;120;0.0
HomeGFAvgSinceRestart;ALTA_KO;9;6.1336;6.9003;0;120;0.0
HomeGFAvgSinceRestart;ALTA_KO;10;6.9003;7.667;0;120;0.0
HomeGFAvgSinceRestart;ALTA_OK;1;0.0;0.7667;38;474;8.016878
HomeGFAvgSinceRestart;ALTA_OK;2;0.7667;1.5334;117;474;24.683544
HomeGFAvgSinceRestart;ALTA_OK;3;1.5334;2.3001;145;474;30.590717
HomeGFAvgSinceRestart;ALTA_OK;4;2.3001;3.0668;115;474;24.261603
HomeGFAvgSinceRestart;ALTA_OK;5;3.0668;3.8335;27;474;5.696203
HomeGFAvgSinceRestart;ALTA_OK;6;3.8335;4.6002;19;474;4.008439
HomeGFAvgSinceRestart;ALTA_OK;7;4.6002;5.3669;5;474;1.054852
HomeGFAvgSinceRestart;ALTA_OK;8;5.3669;6.1336;5;474;1.054852
HomeGFAvgSinceRestart;ALTA_OK;9;6.1336;6.9003;1;474;0.21097
HomeGFAvgSinceRestart;ALTA_OK;10;6.9003;7.667;2;474;0.421941
HomeGFAvgSinceRestart;MEDIA_KO;1;0.0;0.7667;37;295;12.542373
HomeGFAvgSinceRestart;MEDIA_KO;2;0.7667;1.5334;133;295;45.084746
HomeGFAvgSinceRestart;MEDIA_KO;3;1.5334;2.3001;82;295;27.79661
HomeGFAvgSinceRestart;MEDIA_KO;4;2.3001;3.0668;33;295;11.186441
HomeGFAvgSinceRestart;MEDIA_KO;5;3.0668;3.8335;2;295;0.677966
HomeGFAvgSinceRestart;MEDIA_KO;6;3.8335;4.6002;6;295;2.033898
HomeGFAvgSinceRestart;MEDIA_KO;7;4.6002;5.3669;2;295;0.677966
HomeGFAvgSinceRestart;MEDIA_KO;8;5.3669;6.1336;0;295;0.0
HomeGFAvgSinceRestart;MEDIA_KO;9;6.1336;6.9003;0;295;0.0
HomeGFAvgSinceRestart;MEDIA_KO;10;6.9003;7.667;0;295;0.0
HomeGFAvgSinceRestart;MEDIA_OK;1;0.0;0.7667;66;475;13.894737
HomeGFAvgSinceRestart;MEDIA_OK;2;0.7667;1.5334;177;475;37.263158
HomeGFAvgSinceRestart;MEDIA_OK;3;1.5334;2.3001;140;475;29.473684
HomeGFAvgSinceRestart;MEDIA_OK;4;2.3001;3.0668;73;475;15.368421
HomeGFAvgSinceRestart;MEDIA_OK;5;3.0668;3.8335;3;475;0.631579
HomeGFAvgSinceRestart;MEDIA_OK;6;3.8335;4.6002;11;475;2.315789
HomeGFAvgSinceRestart;MEDIA_OK;7;4.6002;5.3669;3;475;0.631579
HomeGFAvgSinceRestart;MEDIA_OK;8;5.3669;6.1336;2;475;0.421053
HomeGFAvgSinceRestart;MEDIA_OK;9;6.1336;6.9003;0;475;0.0
HomeGFAvgSinceRestart;MEDIA_OK;10;6.9003;7.667;0;475;0.0
HomeGFLast5Avg;ALTA_KO;1;0.0;0.82;20;358;5.586592
HomeGFLast5Avg;ALTA_KO;2;0.82;1.64;119;358;33.240223
HomeGFLast5Avg;ALTA_KO;3;1.64;2.46;137;358;38.268156
HomeGFLast5Avg;ALTA_KO;4;2.46;3.28;61;358;17.039106
HomeGFLast5Avg;ALTA_KO;5;3.28;4.1;16;358;4.469274
HomeGFLast5Avg;ALTA_KO;6;4.1;4.92;4;358;1.117318
HomeGFLast5Avg;ALTA_KO;7;4.92;5.74;1;358;0.27933
HomeGFLast5Avg;ALTA_KO;8;5.74;6.56;0;358;0.0
HomeGFLast5Avg;ALTA_KO;9;6.56;7.38;0;358;0.0
HomeGFLast5Avg;ALTA_KO;10;7.38;8.2;0;358;0.0
HomeGFLast5Avg;ALTA_OK;1;0.0;0.82;74;1025;7.219512
HomeGFLast5Avg;ALTA_OK;2;0.82;1.64;280;1025;27.317073
HomeGFLast5Avg;ALTA_OK;3;1.64;2.46;413;1025;40.292683
HomeGFLast5Avg;ALTA_OK;4;2.46;3.28;165;1025;16.097561
HomeGFLast5Avg;ALTA_OK;5;3.28;4.1;56;1025;5.463415
HomeGFLast5Avg;ALTA_OK;6;4.1;4.92;28;1025;2.731707
HomeGFLast5Avg;ALTA_OK;7;4.92;5.74;2;1025;0.195122
HomeGFLast5Avg;ALTA_OK;8;5.74;6.56;4;1025;0.390244
HomeGFLast5Avg;ALTA_OK;9;6.56;7.38;2;1025;0.195122
HomeGFLast5Avg;ALTA_OK;10;7.38;8.2;1;1025;0.097561
HomeGFLast5Avg;MEDIA_KO;1;0.0;0.82;126;724;17.403315
HomeGFLast5Avg;MEDIA_KO;2;0.82;1.64;296;724;40.883978
HomeGFLast5Avg;MEDIA_KO;3;1.64;2.46;228;724;31.491713
HomeGFLast5Avg;MEDIA_KO;4;2.46;3.28;63;724;8.701657
HomeGFLast5Avg;MEDIA_KO;5;3.28;4.1;9;724;1.243094
HomeGFLast5Avg;MEDIA_KO;6;4.1;4.92;0;724;0.0
HomeGFLast5Avg;MEDIA_KO;7;4.92;5.74;2;724;0.276243
HomeGFLast5Avg;MEDIA_KO;8;5.74;6.56;0;724;0.0
HomeGFLast5Avg;MEDIA_KO;9;6.56;7.38;0;724;0.0
HomeGFLast5Avg;MEDIA_KO;10;7.38;8.2;0;724;0.0
HomeGFLast5Avg;MEDIA_OK;1;0.0;0.82;155;1161;13.35056
HomeGFLast5Avg;MEDIA_OK;2;0.82;1.64;532;1161;45.822567
HomeGFLast5Avg;MEDIA_OK;3;1.64;2.46;354;1161;30.490956
HomeGFLast5Avg;MEDIA_OK;4;2.46;3.28;92;1161;7.924203
HomeGFLast5Avg;MEDIA_OK;5;3.28;4.1;24;1161;2.067183
HomeGFLast5Avg;MEDIA_OK;6;4.1;4.92;4;1161;0.344531
HomeGFLast5Avg;MEDIA_OK;7;4.92;5.74;0;1161;0.0
HomeGFLast5Avg;MEDIA_OK;8;5.74;6.56;0;1161;0.0
HomeGFLast5Avg;MEDIA_OK;9;6.56;7.38;0;1161;0.0
HomeGFLast5Avg;MEDIA_OK;10;7.38;8.2;0;1161;0.0
HomeLast10OverScore;ALTA_KO;1;0.0;1.2;0;366;0.0
HomeLast10OverScore;ALTA_KO;2;1.2;2.4;0;366;0.0
HomeLast10OverScore;ALTA_KO;3;2.4;3.6;0;366;0.0
HomeLast10OverScore;ALTA_KO;4;3.6;4.8;0;366;0.0
HomeLast10OverScore;ALTA_KO;5;4.8;6.0;4;366;1.092896
HomeLast10OverScore;ALTA_KO;6;6.0;7.2;11;366;3.005464
HomeLast10OverScore;ALTA_KO;7;7.2;8.4;56;366;15.300546
HomeLast10OverScore;ALTA_KO;8;8.4;9.6;93;366;25.409836
HomeLast10OverScore;ALTA_KO;9;9.6;10.8;109;366;29.781421
HomeLast10OverScore;ALTA_KO;10;10.8;12.0;93;366;25.409836
HomeLast10OverScore;ALTA_OK;1;0.0;1.2;0;1043;0.0
HomeLast10OverScore;ALTA_OK;2;1.2;2.4;0;1043;0.0
HomeLast10OverScore;ALTA_OK;3;2.4;3.6;0;1043;0.0
HomeLast10OverScore;ALTA_OK;4;3.6;4.8;0;1043;0.0
HomeLast10OverScore;ALTA_OK;5;4.8;6.0;7;1043;0.671141
HomeLast10OverScore;ALTA_OK;6;6.0;7.2;46;1043;4.410355
HomeLast10OverScore;ALTA_OK;7;7.2;8.4;132;1043;12.655801
HomeLast10OverScore;ALTA_OK;8;8.4;9.6;225;1043;21.572387
HomeLast10OverScore;ALTA_OK;9;9.6;10.8;306;1043;29.338447
HomeLast10OverScore;ALTA_OK;10;10.8;12.0;327;1043;31.35187
HomeLast10OverScore;MEDIA_KO;1;0.0;1.2;4;1002;0.399202
HomeLast10OverScore;MEDIA_KO;2;1.2;2.4;0;1002;0.0
HomeLast10OverScore;MEDIA_KO;3;2.4;3.6;14;1002;1.397206
HomeLast10OverScore;MEDIA_KO;4;3.6;4.8;60;1002;5.988024
HomeLast10OverScore;MEDIA_KO;5;4.8;6.0;65;1002;6.487026
HomeLast10OverScore;MEDIA_KO;6;6.0;7.2;216;1002;21.556886
HomeLast10OverScore;MEDIA_KO;7;7.2;8.4;248;1002;24.750499
HomeLast10OverScore;MEDIA_KO;8;8.4;9.6;182;1002;18.163673
HomeLast10OverScore;MEDIA_KO;9;9.6;10.8;96;1002;9.580838
HomeLast10OverScore;MEDIA_KO;10;10.8;12.0;117;1002;11.676647
HomeLast10OverScore;MEDIA_OK;1;0.0;1.2;7;1638;0.42735
HomeLast10OverScore;MEDIA_OK;2;1.2;2.4;4;1638;0.2442
HomeLast10OverScore;MEDIA_OK;3;2.4;3.6;35;1638;2.136752
HomeLast10OverScore;MEDIA_OK;4;3.6;4.8;87;1638;5.311355
HomeLast10OverScore;MEDIA_OK;5;4.8;6.0;104;1638;6.349206
HomeLast10OverScore;MEDIA_OK;6;6.0;7.2;340;1638;20.757021
HomeLast10OverScore;MEDIA_OK;7;7.2;8.4;407;1638;24.847375
HomeLast10OverScore;MEDIA_OK;8;8.4;9.6;309;1638;18.864469
HomeLast10OverScore;MEDIA_OK;9;9.6;10.8;172;1638;10.500611
HomeLast10OverScore;MEDIA_OK;10;10.8;12.0;173;1638;10.561661
HomeLongBreakDays;ALTA_KO;1;21.0;25.0;30;120;25.0
HomeLongBreakDays;ALTA_KO;2;25.0;29.0;27;120;22.5
HomeLongBreakDays;ALTA_KO;3;29.0;33.0;21;120;17.5
HomeLongBreakDays;ALTA_KO;4;33.0;37.0;12;120;10.0
HomeLongBreakDays;ALTA_KO;5;37.0;41.0;13;120;10.833333
HomeLongBreakDays;ALTA_KO;6;41.0;45.0;8;120;6.666667
HomeLongBreakDays;ALTA_KO;7;45.0;49.0;0;120;0.0
HomeLongBreakDays;ALTA_KO;8;49.0;53.0;0;120;0.0
HomeLongBreakDays;ALTA_KO;9;53.0;57.0;3;120;2.5
HomeLongBreakDays;ALTA_KO;10;57.0;61.0;6;120;5.0
HomeLongBreakDays;ALTA_OK;1;21.0;25.0;153;474;32.278481
HomeLongBreakDays;ALTA_OK;2;25.0;29.0;151;474;31.85654
HomeLongBreakDays;ALTA_OK;3;29.0;33.0;84;474;17.721519
HomeLongBreakDays;ALTA_OK;4;33.0;37.0;32;474;6.751055
HomeLongBreakDays;ALTA_OK;5;37.0;41.0;14;474;2.953586
HomeLongBreakDays;ALTA_OK;6;41.0;45.0;10;474;2.109705
HomeLongBreakDays;ALTA_OK;7;45.0;49.0;3;474;0.632911
HomeLongBreakDays;ALTA_OK;8;49.0;53.0;4;474;0.843882
HomeLongBreakDays;ALTA_OK;9;53.0;57.0;3;474;0.632911
HomeLongBreakDays;ALTA_OK;10;57.0;61.0;20;474;4.219409
HomeLongBreakDays;MEDIA_KO;1;21.0;25.0;69;295;23.389831
HomeLongBreakDays;MEDIA_KO;2;25.0;29.0;45;295;15.254237
HomeLongBreakDays;MEDIA_KO;3;29.0;33.0;29;295;9.830508
HomeLongBreakDays;MEDIA_KO;4;33.0;37.0;56;295;18.983051
HomeLongBreakDays;MEDIA_KO;5;37.0;41.0;38;295;12.881356
HomeLongBreakDays;MEDIA_KO;6;41.0;45.0;9;295;3.050847
HomeLongBreakDays;MEDIA_KO;7;45.0;49.0;7;295;2.372881
HomeLongBreakDays;MEDIA_KO;8;49.0;53.0;6;295;2.033898
HomeLongBreakDays;MEDIA_KO;9;53.0;57.0;8;295;2.711864
HomeLongBreakDays;MEDIA_KO;10;57.0;61.0;28;295;9.491525
HomeLongBreakDays;MEDIA_OK;1;21.0;25.0;98;475;20.631579
HomeLongBreakDays;MEDIA_OK;2;25.0;29.0;76;475;16.0
HomeLongBreakDays;MEDIA_OK;3;29.0;33.0;44;475;9.263158
HomeLongBreakDays;MEDIA_OK;4;33.0;37.0;102;475;21.473684
HomeLongBreakDays;MEDIA_OK;5;37.0;41.0;33;475;6.947368
HomeLongBreakDays;MEDIA_OK;6;41.0;45.0;32;475;6.736842
HomeLongBreakDays;MEDIA_OK;7;45.0;49.0;20;475;4.210526
HomeLongBreakDays;MEDIA_OK;8;49.0;53.0;9;475;1.894737
HomeLongBreakDays;MEDIA_OK;9;53.0;57.0;16;475;3.368421
HomeLongBreakDays;MEDIA_OK;10;57.0;61.0;45;475;9.473684
HomeLongBreakDetected;ALTA_KO;1;1.0;1.0;120;120;100.0
HomeLongBreakDetected;ALTA_OK;1;1.0;1.0;474;474;100.0
HomeLongBreakDetected;MEDIA_KO;1;1.0;1.0;295;295;100.0
HomeLongBreakDetected;MEDIA_OK;1;1.0;1.0;475;475;100.0
HomeLowPPGLowGF;ALTA_KO;1;0.0;0.1;339;358;94.692737
HomeLowPPGLowGF;ALTA_KO;2;0.1;0.2;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;3;0.2;0.3;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;4;0.3;0.4;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;5;0.4;0.5;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;6;0.5;0.6;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;7;0.6;0.7;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;8;0.7;0.8;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;9;0.8;0.9;0;358;0.0
HomeLowPPGLowGF;ALTA_KO;10;0.9;1.0;19;358;5.307263
HomeLowPPGLowGF;ALTA_OK;1;0.0;0.1;967;1025;94.341463
HomeLowPPGLowGF;ALTA_OK;2;0.1;0.2;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;3;0.2;0.3;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;4;0.3;0.4;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;5;0.4;0.5;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;6;0.5;0.6;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;7;0.6;0.7;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;8;0.7;0.8;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;9;0.8;0.9;0;1025;0.0
HomeLowPPGLowGF;ALTA_OK;10;0.9;1.0;58;1025;5.658537
HomeLowPPGLowGF;MEDIA_KO;1;0.0;0.1;654;724;90.331492
HomeLowPPGLowGF;MEDIA_KO;2;0.1;0.2;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;3;0.2;0.3;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;4;0.3;0.4;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;5;0.4;0.5;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;6;0.5;0.6;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;7;0.6;0.7;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;8;0.7;0.8;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;9;0.8;0.9;0;724;0.0
HomeLowPPGLowGF;MEDIA_KO;10;0.9;1.0;70;724;9.668508
HomeLowPPGLowGF;MEDIA_OK;1;0.0;0.1;1079;1161;92.937123
HomeLowPPGLowGF;MEDIA_OK;2;0.1;0.2;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;3;0.2;0.3;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;4;0.3;0.4;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;5;0.4;0.5;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;6;0.5;0.6;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;7;0.6;0.7;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;8;0.7;0.8;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;9;0.8;0.9;0;1161;0.0
HomeLowPPGLowGF;MEDIA_OK;10;0.9;1.0;82;1161;7.062877
HomeMatchesSinceRestart;ALTA_KO;1;1.0;2.8;43;120;35.833333
HomeMatchesSinceRestart;ALTA_KO;2;2.8;4.6;36;120;30.0
HomeMatchesSinceRestart;ALTA_KO;3;4.6;6.4;22;120;18.333333
HomeMatchesSinceRestart;ALTA_KO;4;6.4;8.2;12;120;10.0
HomeMatchesSinceRestart;ALTA_KO;5;8.2;10.0;4;120;3.333333
HomeMatchesSinceRestart;ALTA_KO;6;10.0;11.8;3;120;2.5
HomeMatchesSinceRestart;ALTA_KO;7;11.8;13.6;0;120;0.0
HomeMatchesSinceRestart;ALTA_KO;8;13.6;15.4;0;120;0.0
HomeMatchesSinceRestart;ALTA_KO;9;15.4;17.2;0;120;0.0
HomeMatchesSinceRestart;ALTA_KO;10;17.2;19.0;0;120;0.0
HomeMatchesSinceRestart;ALTA_OK;1;1.0;2.8;147;474;31.012658
HomeMatchesSinceRestart;ALTA_OK;2;2.8;4.6;178;474;37.552743
HomeMatchesSinceRestart;ALTA_OK;3;4.6;6.4;90;474;18.987342
HomeMatchesSinceRestart;ALTA_OK;4;6.4;8.2;39;474;8.227848
HomeMatchesSinceRestart;ALTA_OK;5;8.2;10.0;10;474;2.109705
HomeMatchesSinceRestart;ALTA_OK;6;10.0;11.8;4;474;0.843882
HomeMatchesSinceRestart;ALTA_OK;7;11.8;13.6;6;474;1.265823
HomeMatchesSinceRestart;ALTA_OK;8;13.6;15.4;0;474;0.0
HomeMatchesSinceRestart;ALTA_OK;9;15.4;17.2;0;474;0.0
HomeMatchesSinceRestart;ALTA_OK;10;17.2;19.0;0;474;0.0
HomeMatchesSinceRestart;MEDIA_KO;1;1.0;2.8;100;295;33.898305
HomeMatchesSinceRestart;MEDIA_KO;2;2.8;4.6;88;295;29.830508
HomeMatchesSinceRestart;MEDIA_KO;3;4.6;6.4;60;295;20.338983
HomeMatchesSinceRestart;MEDIA_KO;4;6.4;8.2;29;295;9.830508
HomeMatchesSinceRestart;MEDIA_KO;5;8.2;10.0;8;295;2.711864
HomeMatchesSinceRestart;MEDIA_KO;6;10.0;11.8;7;295;2.372881
HomeMatchesSinceRestart;MEDIA_KO;7;11.8;13.6;3;295;1.016949
HomeMatchesSinceRestart;MEDIA_KO;8;13.6;15.4;0;295;0.0
HomeMatchesSinceRestart;MEDIA_KO;9;15.4;17.2;0;295;0.0
HomeMatchesSinceRestart;MEDIA_KO;10;17.2;19.0;0;295;0.0
HomeMatchesSinceRestart;MEDIA_OK;1;1.0;2.8;140;475;29.473684
HomeMatchesSinceRestart;MEDIA_OK;2;2.8;4.6;178;475;37.473684
HomeMatchesSinceRestart;MEDIA_OK;3;4.6;6.4;88;475;18.526316
HomeMatchesSinceRestart;MEDIA_OK;4;6.4;8.2;43;475;9.052632
