PredictionDate;AlgorithmVersion;LeagueId;Round;Home;Away;Match;Score;Band;HG;AG;Goals;Over25;BTTS
2026-06-29;1.3.0;Iceland_Division_1_2026;17;Afturelding;Aegir;Afturelding - Aegir;83.89;ALTA;8;1;9;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_MidAtlantic_2026;20260629;West Chester Utd;LVU Rush;West Chester Utd - LVU Rush;80.29;ALTA;2;3;5;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Tacoma Stars;West Seattle Junction;Tacoma Stars - West Seattle Junction;75.94;ALTA;1;2;3;OK;OK
2026-06-29;1.3.0;Iceland_BestaDeildKarla_2026;17;Akranes;Fram;Akranes - Fram;75.82;ALTA;0;2;2;KO;KO
2026-06-29;1.3.0;USA_USLLeagueTwo_NorCal_2026;20260629;Academica SC;Marin;Academica SC - Marin;73.49;MEDIA-ALTA;3;2;5;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Northeast_2026;20260629;Albany Rush;Boston Bolts;Albany Rush - Boston Bolts;72.51;MEDIA-ALTA;1;0;1;KO;KO
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthFlorida_2026;16;Miami;Brevard SC;Miami - Brevard SC;69.47;MEDIA-ALTA;2;3;5;OK;OK
2026-06-29;1.3.0;Finland_Ykkonen_2026;13;VJS;TPV;VJS - TPV;64.64;MEDIA-ALTA;2;1;3;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Mountain_2026;20260629;Albion Colorado;Colorado Storm;Albion Colorado - Colorado Storm;63.15;MEDIA-ALTA;0;1;1;KO;KO
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthFlorida_2026;16;Weston;Lakeland United;Weston - Lakeland United;62.73;MEDIA-ALTA;2;3;5;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthCentral_2026;18;Swarm FC;Dothan United;Swarm FC - Dothan United;55.31;MEDIA;3;1;4;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_LoneStar_2026;20260629;Hill Country Lobos;Lonestar SC;Hill Country Lobos - Lonestar SC;73.72;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;USA_USLLeagueTwo_Mountain_2026;20260629;Atletico Union;Real Colorado;Atletico Union - Real Colorado;71.27;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthAtlantic_2026;20260629;Asheville City;Charlotte Independ. 2;Asheville City - Charlotte Independ. 2;53.17;MEDIA;;;;;
2026-06-29;1.3.0;Estonia_Esiliiga_2026;18;Nomme Utd U21;Flora U21;Nomme Utd U21 - Flora U21;88.55;ALTA;;;;;
2026-06-29;1.3.0;Australia_QueenslandPremierLeague_2026;17;Logan Lightning;Redlands;Logan Lightning - Redlands;72.39;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;Latvia_Virsliga_2026;21;FK Liepaja;Ogre United;FK Liepaja - Ogre United;71.86;MEDIA-ALTA;4;1;5;OK;OK
2026-06-29;1.3.0;Australia_NPL_NSW_U20_2026;22;SD Raiders U20;Sydney FC U20;SD Raiders U20 - Sydney FC U20;69.06;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;Finland_Kakkonen_GroupC_2026;11;SJK Akatemia 2;Vaajakoski;SJK Akatemia 2 - Vaajakoski;67.55;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;Latvia_Virsliga_2026;21;RFS;BFC Daugavpils;RFS - BFC Daugavpils;66.7;MEDIA-ALTA;4;1;5;OK;OK
2026-06-29;1.3.0;Australia_NPLNSW_2026;22;SD Raiders;Sydney FC U23;SD Raiders - Sydney FC U23;56.67;MEDIA;;;;;
2026-06-30;1.3.0;Lithuania_Toplyga_2026;23;FA Siauliai;Transinvest;FA Siauliai - Transinvest;73.57;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;FaroeIslands_PremierLeague_2026;16;Toftir;Argir;Toftir - Argir;65.8;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Latvia_Virsliga_2026;21;Auda;Riga FC;Auda - Riga FC;65.49;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;FaroeIslands_PremierLeague_2026;16;HB Torshavn;Skala Itrottarfelag;HB Torshavn - Skala Itrottarfelag;64.86;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;FaroeIslands_PremierLeague_2026;16;Vikingur;Runavik;Vikingur - Runavik;61.93;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Lithuania_Toplyga_2026;23;FK Panevezys;Suduva;FK Panevezys - Suduva;59.61;MEDIA;;;;;
2026-06-30;1.3.0;Latvia_Virsliga_2026;21;Jelgava;Grobina;Jelgava - Grobina;46.92;MEDIA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Mountain_2026;20260630;Colorado Storm;CISA;Colorado Storm - CISA;83.7;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Portland Bangers;FC Olympia;Portland Bangers - FC Olympia;81.43;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Ranger_2026;20260629;Fort Worth Vaqueros;McKinney Chupacabras;Fort Worth Vaqueros - McKinney Chupacabras;80.79;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Snohomish United;Tacoma Stars;Snohomish United - Tacoma Stars;80.1;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_MidAtlantic_2026;20260629;Reading;Eagle FC;Reading - Eagle FC;80.0;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Chesapeake_2026;20260629;Virginia Marauders;Annapolis Blues;Virginia Marauders - Annapolis Blues;78.98;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Chesapeake_2026;20260629;Patuxent;Hill City;Patuxent - Hill City;78.86;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatLakes_2026;20260629;Kalamazoo FC;Oakland County;Kalamazoo FC - Oakland County;77.75;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Northeast_2026;20260629;Boston Bolts;Western Mass Pioneers;Boston Bolts - Western Mass Pioneers;77.64;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_MidSouth_2026;20260629;Memphis FC;Mississippi Brilla;Memphis FC - Mississippi Brilla;71.15;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_SouthAtlantic_2026;20260630;Charlotte Eagles;Hickory;Charlotte Eagles - Hickory;71.04;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Australia_NPLQueenslandU23_2026;17;QLD State Team U17;Peninsula U23;QLD State Team U17 - Peninsula U23;70.58;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Australia_NPLQueenslandU23_2026;17;Rochedale U23;Moreton City Excelsior U23;Rochedale U23 - Moreton City Excelsior U23;70.11;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatLakes_2026;20260629;Midwest United;Flint City;Midwest United - Flint City;69.34;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatForest_2026;20260629;Erie Sports Center;Akron City;Erie Sports Center - Akron City;66.94;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatPlains_2026;20260629;Sunflower State;Menace;Sunflower State - Menace;66.23;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Southeast_2026;20260629;Inter Gainesville;Brooke House;Inter Gainesville - Brooke House;64.24;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Australia_NPLNorthernNSW_2026;18;Newcastle Olympic;Charlestown Azzurri;Newcastle Olympic - Charlestown Azzurri;62.37;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Southwest_2026;20260629;Ventura;Tucson;Ventura - Tucson;59.26;MEDIA;;;;;
