StrongDefenseThreshold;LowRecentPPGThreshold;VulnerableDefenseThreshold;HighRecentPPGThreshold;StrongDefenseWeight;RecentFormWeight;RestartWeight;VulnerableDefensesBonusWeight;StrongRecentFormBonusWeight;RestartReadyBonusWeight;MaxTotalPenalty;MaxTotalBonus;TrainBaselineAltaOK;TrainBaselineAltaKO;TrainBaselineAltaTotal;TrainBaselineAltaPrecision;TrainSimulatedAltaOK;TrainSimulatedAltaKO;TrainSimulatedAltaTotal;TrainSimulatedAltaPrecision;TrainAltaCoverage;TrainAltaKOAvoided;TrainAltaOKLost;TrainProtectiveBalance;TrainAltaOKPromoted;TrainAltaKOPromoted;TrainPromotionBalance;TrainNetGain;ValidationBaselineAltaOK;ValidationBaselineAltaKO;ValidationBaselineAltaTotal;ValidationBaselineAltaPrecision;ValidationSimulatedAltaOK;ValidationSimulatedAltaKO;ValidationSimulatedAltaTotal;ValidationSimulatedAltaPrecision;ValidationAltaCoverage;ValidationAltaKOAvoided;ValidationAltaOKLost;ValidationProtectiveBalance;ValidationAltaOKPromoted;ValidationAltaKOPromoted;ValidationPromotionBalance;ValidationNetGain
6.0;0.6;7.5;2.0;0.5;0.0;0.0;1.0;1.0;0.0;4.0;2.0;195;70;265;73.5849;195;65;260;75.0;98.1132;5;5;0;5;0;5;5;67;27;94;71.2766;65;28;93;69.8925;98.9362;0;3;-3;1;1;0;-3
