LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_NPLWesternAustralia;Bayswater City;Perth RedStar;64.85;MEDIA-ALTA;17;Engine v1.3 | Squadra alta: Bayswater City (1ª), squadra bassa: Perth RedStar (2ª) | GF alta: 2.56/gara | GS bassa: 1.40/gara | Profilo ultime 10: 0.88 | Real over index: 0.80;Bayswater City - Perth RedStar;1.38;20.0;12.73;8.75;8.0
Australia_NPLVictoria;St Albans;Melbourne City U21;63.85;MEDIA-ALTA;19;Engine v1.3 | Squadra alta: Melbourne City U21 (6ª), squadra bassa: St Albans (10ª) | GF alta: 1.88/gara | GS bassa: 1.83/gara | Profilo ultime 10: 0.74 | Real over index: 0.55;St Albans - Melbourne City U21;5.83;15.69;16.67;7.35;5.5
Australia_NPLVictoria;Heidelberg;Oakleigh;62.74;MEDIA-ALTA;19;Engine v1.3 | Squadra alta: Oakleigh (1ª), squadra bassa: Heidelberg (4ª) | GF alta: 2.22/gara | GS bassa: 1.28/gara | Profilo ultime 10: 0.74 | Real over index: 0.60;Heidelberg - Oakleigh;7.07;18.52;11.62;7.45;6.0
Australia_NPLVictoria;Bentleigh;Altona Magic;56.83;MEDIA;19;Engine v1.3 | Squadra alta: Altona Magic (11ª), squadra bassa: Bentleigh (12ª) | GF alta: 1.17/gara | GS bassa: 2.17/gara | Profilo ultime 10: 0.67 | Real over index: 0.60;Bentleigh - Altona Magic;2.18;9.72;19.7;6.72;6.0
Australia_NPLNSW;Sydney FC U23;Sydney Utd;54.39;MEDIA;22;Engine v1.3 | Squadra alta: Sydney Utd (3ª), squadra bassa: Sydney FC U23 (6ª) | GF alta: 1.57/gara | GS bassa: 1.45/gara | Profilo ultime 10: 0.60 | Real over index: 0.40;Sydney FC U23 - Sydney Utd;6.74;13.1;13.18;6.02;4.0
USA_USLLeagueTwo_Mountain;Flatirons FC;Utah United;54.27;MEDIA;23;Engine v1.3 | Squadra alta: Utah United (1ª), squadra bassa: Flatirons FC (999ª) | GF alta: 2.60/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.39 | Real over index: 0.35;Flatirons FC - Utah United;22.0;20.0;0.0;3.92;3.5
USA_USLLeagueTwo_SouthCentral;Birmingham Legion FC II;Swarm FC;54.08;MEDIA;17;Engine v1.3 | Squadra alta: Swarm FC (2ª), squadra bassa: Birmingham Legion FC II (999ª) | GF alta: 2.67/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.40 | Real over index: 0.39;Birmingham Legion FC II - Swarm FC;22.0;20.0;0.0;4.0;3.89
USA_USLLeagueTwo_SouthFlorida;Brevard SC;Weston FC;53.24;MEDIA;16;Engine v1.3 | Squadra alta: Brevard SC (5ª), squadra bassa: Weston FC (999ª) | GF alta: 1.89/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.46 | Real over index: 0.39;Brevard SC - Weston FC;22.0;15.74;0.0;4.61;3.89
USA_USLLeagueTwo_Northeast;Seacoast United Phantoms;Boston Bolts;53.06;MEDIA;25;Engine v1.3 | Squadra alta: Boston Bolts (7ª), squadra bassa: Seacoast United Phantoms (999ª) | GF alta: 1.78/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.48 | Real over index: 0.44;Seacoast United Phantoms - Boston Bolts;22.0;14.81;0.0;4.81;4.44
USA_USLLeagueTwo_MidSouth;Hattiesburg FC;Jackson Boom;34.26;BASSA;17;Engine v1.3 | Squadra alta: Jackson Boom (7ª), squadra bassa: Hattiesburg FC (999ª) | GF alta: 0.14/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.12 | Real over index: 0.29;Hattiesburg FC - Jackson Boom;22.0;1.19;0.0;1.21;2.86
USA_USLLeagueTwo_Metropolitan;Long Island Rough Riders;Cedar Stars;0.0;BASSA;24;Engine v1.3 | Squadra alta: Long Island Rough Riders (999ª), squadra bassa: Cedar Stars (999ª) | GF alta: 0.00/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.00 | Real over index: 0.00;Long Island Rough Riders - Cedar Stars;0.0;0.0;0.0;0.0;0.0
