LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Iceland_Division_1;IR Reykjavik;Afturelding;85.28;ALTA;18;Engine v1.3 | Squadra alta: Afturelding (2ª), squadra bassa: IR Reykjavik (9ª) | GF alta: 3.00/gara | GS bassa: 2.64/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;IR Reykjavik - Afturelding;14.43;20.0;20.0;8.85;8.0
Norway_OBOSLigaen;Kongsvinger;Sogndal;84.49;ALTA;15;Engine v1.3 | Squadra alta: Kongsvinger (3ª), squadra bassa: Sogndal (12ª) | GF alta: 2.38/gara | GS bassa: 2.38/gara | Profilo ultime 10: 0.92 | Real over index: 0.80;Kongsvinger - Sogndal;13.42;19.87;20.0;9.2;8.0
Australia_SAStateLeague;Adelaide Olympic;Salisbury Utd.;81.25;ALTA;17;Engine v1.3 | Squadra alta: Adelaide Olympic (4ª), squadra bassa: Salisbury Utd. (11ª) | GF alta: 1.94/gara | GS bassa: 2.38/gara | Profilo ultime 10: 0.87 | Real over index: 0.80;Adelaide Olympic - Salisbury Utd.;14.43;16.15;20.0;8.67;8.0
Australia_TasmaniaSouthernChampionship;Glenorchy Knights U21;Clarence Zebras U21;81.07;ALTA;13;Engine v1.3 | Squadra alta: Clarence Zebras U21 (6ª), squadra bassa: Glenorchy Knights U21 (9ª) | GF alta: 2.27/gara | GS bassa: 3.20/gara | Profilo ultime 10: 0.98 | Real over index: 0.95;Glenorchy Knights U21 - Clarence Zebras U21;8.81;18.94;20.0;9.83;9.5
Australia_NPLNorthernNSW;Edgeworth E.;Kahibah;80.79;ALTA;19;Engine v1.3 | Squadra alta: Edgeworth E. (5ª), squadra bassa: Kahibah (11ª) | GF alta: 2.00/gara | GS bassa: 2.40/gara | Profilo ultime 10: 0.98 | Real over index: 0.95;Edgeworth E. - Kahibah;10.79;16.67;20.0;9.83;9.5
Latvia_Virsliga;Riga FC;Jelgava;80.64;ALTA;21;Engine v1.3 | Squadra alta: Riga FC (1ª), squadra bassa: Jelgava (6ª) | GF alta: 3.22/gara | GS bassa: 1.94/gara | Profilo ultime 10: 0.75 | Real over index: 0.60;Riga FC - Jelgava;18.58;20.0;17.68;7.47;6.0
Kyrgyzstan_PremierLiga;Abdysh-Ata;Alga;80.22;ALTA;15;Engine v1.3 | Squadra alta: Alga (1ª), squadra bassa: Abdysh-Ata (15ª) | GF alta: 2.23/gara | GS bassa: 1.69/gara | Profilo ultime 10: 0.74 | Real over index: 0.70;Abdysh-Ata - Alga;21.49;18.59;15.38;7.41;7.0
Iceland_Division_1;Aegir;Fylkir;78.95;ALTA;18;Engine v1.3 | Squadra alta: Fylkir (3ª), squadra bassa: Aegir (11ª) | GF alta: 1.73/gara | GS bassa: 2.33/gara | Profilo ultime 10: 0.78 | Real over index: 0.60;Aegir - Fylkir;17.44;14.39;20.0;7.79;6.0
Iceland_Division_2;KFG Gardabaer;Selfoss;75.81;ALTA;22;Engine v1.3 | Squadra alta: Selfoss (4ª), squadra bassa: KFG Gardabaer (8ª) | GF alta: 2.10/gara | GS bassa: 2.90/gara | Profilo ultime 10: 0.92 | Real over index: 0.85;KFG Gardabaer - Selfoss;6.61;17.5;20.0;9.19;8.5
USA_USLLeagueTwo_GreatForest;Akron City;Erie Sports Center;75.63;ALTA;20260630;Engine v1.3 | Squadra alta: Akron City (5ª), squadra bassa: Erie Sports Center (7ª) | GF alta: 1.89/gara | GS bassa: 3.90/gara | Profilo ultime 10: 0.78 | Real over index: 0.78;Akron City - Erie Sports Center;13.16;15.74;20.0;7.81;7.83
