LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group3;Åsane 2;OS;91.5;ALTA;13;Engine v1.3 | Squadra alta: OS (1ª), squadra bassa: Åsane 2 (12ª) | GF alta: 3.58/gara | GS bassa: 2.17/gara | Profilo ultime 10: 0.93 | Real over index: 0.85;Åsane 2 - OS;20.02;20.0;19.7;9.28;8.5
Norway_3rdDivision_Group1;Konnerud;Ready;87.73;ALTA;13;Engine v1.3 | Squadra alta: Ready (2ª), squadra bassa: Konnerud (12ª) | GF alta: 2.58/gara | GS bassa: 2.67/gara | Profilo ultime 10: 0.84 | Real over index: 0.70;Konnerud - Ready;18.63;20.0;20.0;8.37;7.0
Sweden_Division2_NorraSvealand;Helges;Sunnersta AIF;82.1;ALTA;15;Engine v1.3 | Squadra alta: Sunnersta AIF (1ª), squadra bassa: Helges (14ª) | GF alta: 2.67/gara | GS bassa: 2.60/gara | Profilo ultime 10: 0.69 | Real over index: 0.65;Helges - Sunnersta AIF;22.0;20.0;20.0;6.9;6.5
Sweden_Division2_SodraSvealand;Nykopings;Nacka FC;81.44;ALTA;15;Engine v1.3 | Squadra alta: Nykopings (1ª), squadra bassa: Nacka FC (14ª) | GF alta: 2.07/gara | GS bassa: 2.47/gara | Profilo ultime 10: 0.66 | Real over index: 0.55;Nykopings - Nacka FC;22.0;17.22;20.0;6.61;5.5
Sweden_Division2_NorraGotaland;IFK Skovde;Lidkoping;79.8;ALTA;15;Engine v1.3 | Squadra alta: IFK Skovde (3ª), squadra bassa: Lidkoping (10ª) | GF alta: 2.07/gara | GS bassa: 2.27/gara | Profilo ultime 10: 0.80 | Real over index: 0.75;IFK Skovde - Lidkoping;13.04;17.22;20.0;8.03;7.5
Iceland_BestaDeildKarla;Breidablik;Vikingur Reykjavik;79.4;ALTA;17;Engine v1.3 | Squadra alta: Vikingur Reykjavik (1ª), squadra bassa: Breidablik (4ª) | GF alta: 3.46/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.87 | Real over index: 0.85;Breidablik - Vikingur Reykjavik;14.14;20.0;18.18;8.68;8.5
Norway_3rdDivision_Group3;Austevoll;Fyllingsdalen;77.74;ALTA;13;Engine v1.3 | Squadra alta: Austevoll (9ª), squadra bassa: Fyllingsdalen (13ª) | GF alta: 2.25/gara | GS bassa: 2.67/gara | Profilo ultime 10: 0.79 | Real over index: 0.75;Austevoll - Fyllingsdalen;10.31;18.75;20.0;7.86;7.5
Norway_3rdDivision_Group6;Brumunddal;SK Gjovik-Lyn;75.6;ALTA;13;Engine v1.3 | Squadra alta: SK Gjovik-Lyn (2ª), squadra bassa: Brumunddal (13ª) | GF alta: 1.42/gara | GS bassa: 3.42/gara | Profilo ultime 10: 0.69 | Real over index: 0.70;Brumunddal - SK Gjovik-Lyn;20.82;11.81;20.0;6.93;7.0
Norway_3rdDivision_Group2;Strindheim;Melhus;74.05;MEDIA-ALTA;14;Engine v1.3 | Squadra alta: Melhus (2ª), squadra bassa: Strindheim (4ª) | GF alta: 2.42/gara | GS bassa: 2.17/gara | Profilo ultime 10: 0.91 | Real over index: 0.85;Strindheim - Melhus;2.77;20.0;19.7;9.07;8.5
Norway_3rdDivision_Group4;Staal Jorpeland;Hinna;73.72;MEDIA-ALTA;13;Engine v1.3 | Squadra alta: Staal Jorpeland (7ª), squadra bassa: Hinna (14ª) | GF alta: 1.83/gara | GS bassa: 2.83/gara | Profilo ultime 10: 0.85 | Real over index: 0.70;Staal Jorpeland - Hinna;8.91;15.28;20.0;8.53;7.0
Norway_3rdDivision_Group4;Vag;Viking 2;72.2;MEDIA-ALTA;13;Engine v1.3 | Squadra alta: Viking 2 (3ª), squadra bassa: Vag (8ª) | GF alta: 2.67/gara | GS bassa: 1.75/gara | Profilo ultime 10: 0.84 | Real over index: 0.70;Vag - Viking 2;6.93;20.0;15.91;8.36;7.0
Sweden_Division2_VastraGotaland;Galtabacks BK;Boljan;63.92;MEDIA-ALTA;15;Engine v1.3 | Squadra alta: Boljan (5ª), squadra bassa: Galtabacks BK (13ª) | GF alta: 1.33/gara | GS bassa: 1.67/gara | Profilo ultime 10: 0.66 | Real over index: 0.55;Galtabacks BK - Boljan;11.73;11.11;15.15;6.61;5.5
