LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group1;Asker;Ullern;89.62;ALTA;13;Engine v1.3 | Squadra alta: Asker (1ª), squadra bassa: Ullern (9ª) | GF alta: 3.36/gara | GS bassa: 2.45/gara | Profilo ultime 10: 0.92 | Real over index: 0.90;Asker - Ullern;19.04;20.0;20.0;9.2;9.0
Iceland_Division_2;Kari;Magni;87.59;ALTA;21;Engine v1.3 | Squadra alta: Kari (2ª), squadra bassa: Magni (12ª) | GF alta: 3.00/gara | GS bassa: 3.22/gara | Profilo ultime 10: 0.87 | Real over index: 0.83;Kari - Magni;16.53;20.0;20.0;8.72;8.33
USA_USLLeagueTwo_Metropolitan;New Jersey Copa;Ironbound SC;87.19;ALTA;24;Engine v1.3 | Squadra alta: Ironbound SC (2ª), squadra bassa: New Jersey Copa (7ª) | GF alta: 2.38/gara | GS bassa: 2.50/gara | Profilo ultime 10: 0.82 | Real over index: 0.69;New Jersey Copa - Ironbound SC;18.58;19.79;20.0;8.21;6.88
Norway_3rdDivision_Group2;Herd;Ntnui;83.03;ALTA;14;Engine v1.3 | Squadra alta: Herd (1ª), squadra bassa: Ntnui (11ª) | GF alta: 2.64/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.83 | Real over index: 0.70;Herd - Ntnui;15.53;20.0;18.18;8.32;7.0
Norway_3rdDivision_Group5;Ulfstind;Harstad;82.76;ALTA;12;Engine v1.3 | Squadra alta: Harstad (7ª), squadra bassa: Ulfstind (14ª) | GF alta: 2.55/gara | GS bassa: 3.45/gara | Profilo ultime 10: 0.96 | Real over index: 0.90;Ulfstind - Harstad;10.21;20.0;20.0;9.55;9.0
Norway_3rdDivision_Group3;Sogndal 2;Stord;81.71;ALTA;13;Engine v1.3 | Squadra alta: Sogndal 2 (4ª), squadra bassa: Stord (10ª) | GF alta: 3.00/gara | GS bassa: 2.45/gara | Profilo ultime 10: 0.90 | Real over index: 0.75;Sogndal 2 - Stord;11.18;20.0;20.0;9.03;7.5
Sweden_Division2_NorraGotaland;Husqvarna;Karlstad II;80.63;ALTA;15;Engine v1.3 | Squadra alta: Husqvarna (1ª), squadra bassa: Karlstad II (12ª) | GF alta: 2.46/gara | GS bassa: 1.77/gara | Profilo ultime 10: 0.69 | Real over index: 0.55;Husqvarna - Karlstad II;20.82;20.0;16.08;6.94;5.5
USA_USLLeagueTwo_Heartland;Edgewater Castle;Chicago Dutch Lions;79.4;ALTA;21;Engine v1.3 | Squadra alta: Chicago Dutch Lions (3ª), squadra bassa: Edgewater Castle (8ª) | GF alta: 1.50/gara | GS bassa: 3.22/gara | Profilo ultime 10: 0.96 | Real over index: 0.94;Edgewater Castle - Chicago Dutch Lions;13.95;12.5;20.0;9.58;9.38
Norway_OBOSLigaen;Åsane;Ranheim;79.1;ALTA;13;Engine v1.3 | Squadra alta: Ranheim (6ª), squadra bassa: Åsane (13ª) | GF alta: 2.67/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.84 | Real over index: 0.70;Åsane - Ranheim;11.54;20.0;18.18;8.38;7.0
Norway_3rdDivision_Group5;Fauske Sprint;Floya;77.68;ALTA;12;Engine v1.3 | Squadra alta: Floya (2ª), squadra bassa: Fauske Sprint (4ª) | GF alta: 2.55/gara | GS bassa: 2.73/gara | Profilo ultime 10: 0.95 | Real over index: 0.95;Fauske Sprint - Floya;4.65;20.0;20.0;9.53;9.5
Iceland_Division_2;Dalvik/Reynir;KFA;77.66;ALTA;21;Engine v1.3 | Squadra alta: Dalvik/Reynir (3ª), squadra bassa: KFA (10ª) | GF alta: 1.89/gara | GS bassa: 2.33/gara | Profilo ultime 10: 0.89 | Real over index: 0.78;Dalvik/Reynir - KFA;11.26;15.74;20.0;8.89;7.78
Sweden_Division2_NorraGotaland;Ahlafors IF;Tord;77.54;ALTA;15;Engine v1.3 | Squadra alta: Ahlafors IF (5ª), squadra bassa: Tord (13ª) | GF alta: 2.23/gara | GS bassa: 1.85/gara | Profilo ultime 10: 0.71 | Real over index: 0.65;Ahlafors IF - Tord;15.74;18.59;16.78;7.1;6.5
Norway_3rdDivision_Group2;Byåsen;Aalesund 2;77.15;ALTA;14;Engine v1.3 | Squadra alta: Byåsen (6ª), squadra bassa: Aalesund 2 (14ª) | GF alta: 1.91/gara | GS bassa: 3.27/gara | Profilo ultime 10: 0.93 | Real over index: 0.80;Byåsen - Aalesund 2;9.94;15.91;20.0;9.3;8.0
Norway_OBOSLigaen;Strømmen;Moss;76.81;ALTA;13;Engine v1.3 | Squadra alta: Moss (7ª), squadra bassa: Strømmen (16ª) | GF alta: 1.75/gara | GS bassa: 2.75/gara | Profilo ultime 10: 0.85 | Real over index: 0.80;Strømmen - Moss;11.77;14.58;20.0;8.46;8.0
Norway_2ndDivision_Group1;Lysekloster;Brattvag;75.96;ALTA;12;Engine v1.3 | Squadra alta: Brattvag (2ª), squadra bassa: Lysekloster (11ª) | GF alta: 1.91/gara | GS bassa: 2.09/gara | Profilo ultime 10: 0.72 | Real over index: 0.55;Lysekloster - Brattvag;17.46;15.91;19.01;7.16;5.5
Sweden_Division2_VastraGotaland;Astrio;Hestrafors;75.63;ALTA;15;Engine v1.3 | Squadra alta: Hestrafors (7ª), squadra bassa: Astrio (14ª) | GF alta: 2.08/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.77 | Real over index: 0.70;Astrio - Hestrafors;14.41;17.31;18.18;7.68;7.0
Norway_3rdDivision_Group5;Bossekop;Kongsvinger 2;75.54;ALTA;12;Engine v1.3 | Squadra alta: Kongsvinger 2 (8ª), squadra bassa: Bossekop (12ª) | GF alta: 2.00/gara | GS bassa: 3.18/gara | Profilo ultime 10: 0.93 | Real over index: 0.80;Bossekop - Kongsvinger 2;7.57;16.67;20.0;9.3;8.0
USA_USLLeagueTwo_Valley;West Virginia;Dayton;74.9;MEDIA-ALTA;19;Engine v1.3 | Squadra alta: West Virginia (1ª), squadra bassa: Dayton (4ª) | GF alta: 2.00/gara | GS bassa: 1.88/gara | Profilo ultime 10: 0.69 | Real over index: 0.44;West Virginia - Dayton;18.92;16.67;17.05;6.85;4.38
Iceland_Division_1;Volsungur;Grotta;74.8;MEDIA-ALTA;16;Engine v1.3 | Squadra alta: Grotta (8ª), squadra bassa: Volsungur (12ª) | GF alta: 1.89/gara | GS bassa: 2.20/gara | Profilo ultime 10: 0.84 | Real over index: 0.74;Volsungur - Grotta;9.79;15.74;20.0;8.4;7.44
USA_USLLeagueTwo_Heartland;Rochester FC;Rockford Raptors;74.76;MEDIA-ALTA;21;Engine v1.3 | Squadra alta: Rockford Raptors (4ª), squadra bassa: Rochester FC (9ª) | GF alta: 1.67/gara | GS bassa: 3.71/gara | Profilo ultime 10: 0.90 | Real over index: 0.89;Rochester FC - Rockford Raptors;9.35;13.89;20.0;8.97;8.89
Norway_3rdDivision_Group2;Ranheim 2;Nardo;74.56;MEDIA-ALTA;14;Engine v1.3 | Squadra alta: Ranheim 2 (9ª), squadra bassa: Nardo (13ª) | GF alta: 2.73/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.91 | Real over index: 0.75;Ranheim 2 - Nardo;4.1;20.0;19.83;9.12;7.5
Norway_2ndDivision_Group1;Vidar;Halden;74.43;MEDIA-ALTA;12;Engine v1.3 | Squadra alta: Halden (5ª), squadra bassa: Vidar (14ª) | GF alta: 1.64/gara | GS bassa: 2.36/gara | Profilo ultime 10: 0.66 | Real over index: 0.55;Vidar - Halden;19.63;13.64;20.0;6.57;5.5
Norway_3rdDivision_Group6;Lillehammer;Elverum;74.09;MEDIA-ALTA;13;Engine v1.3 | Squadra alta: Lillehammer (1ª), squadra bassa: Elverum (4ª) | GF alta: 4.18/gara | GS bassa: 1.55/gara | Profilo ultime 10: 0.92 | Real over index: 0.90;Lillehammer - Elverum;7.84;20.0;14.05;9.2;9.0
Norway_3rdDivision_Group2;FK Kvik;Volda TI;73.65;MEDIA-ALTA;14;Engine v1.3 | Squadra alta: Volda TI (3ª), squadra bassa: FK Kvik (5ª) | GF alta: 2.55/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.87 | Real over index: 0.70;FK Kvik - Volda TI;5.01;20.0;18.94;8.7;7.0
Norway_3rdDivision_Group1;Frigg;Baerum Sportsklubb;73.5;MEDIA-ALTA;13;Engine v1.3 | Squadra alta: Baerum Sportsklubb (5ª), squadra bassa: Frigg (7ª) | GF alta: 3.27/gara | GS bassa: 1.91/gara | Profilo ultime 10: 0.97 | Real over index: 0.95;Frigg - Baerum Sportsklubb;2.92;20.0;17.36;9.73;9.5
Sweden_Division2_SodraGotaland;Solvesborgs;Oskarshamn;73.4;MEDIA-ALTA;15;Engine v1.3 | Squadra alta: Oskarshamn (2ª), squadra bassa: Solvesborgs (12ª) | GF alta: 2.08/gara | GS bassa: 1.77/gara | Profilo ultime 10: 0.74 | Real over index: 0.50;Solvesborgs - Oskarshamn;13.99;17.31;16.08;7.39;5.0
Norway_2ndDivision_Group2;Kjelsås;Honefoss;72.73;MEDIA-ALTA;12;Engine v1.3 | Squadra alta: Kjelsås (1ª), squadra bassa: Honefoss (5ª) | GF alta: 2.36/gara | GS bassa: 1.45/gara | Profilo ultime 10: 0.86 | Real over index: 0.80;Kjelsås - Honefoss;9.3;19.7;13.22;8.65;8.0
