LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Iceland_BestaDeildKarla;Thor Akureyri;KR Reykjavik;89.01;ALTA;18;Engine v1.3 | Squadra alta: KR Reykjavik (2ª), squadra bassa: Thor Akureyri (12ª) | GF alta: 3.46/gara | GS bassa: 2.67/gara | Profilo ultime 10: 0.79 | Real over index: 0.75;Thor Akureyri - KR Reykjavik;21.3;20.0;20.0;7.86;7.5
Iceland_BestaDeildKarla;Vikingur Reykjavik;Akureyri;84.45;ALTA;18;Engine v1.3 | Squadra alta: Vikingur Reykjavik (1ª), squadra bassa: Akureyri (10ª) | GF alta: 3.46/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.80 | Real over index: 0.70;Vikingur Reykjavik - Akureyri;20.6;20.0;18.94;8.01;7.0
Finland_Kakkonen_GroupB;EBK;Abo;80.92;ALTA;11;Engine v1.3 | Squadra alta: Abo (2ª), squadra bassa: EBK (8ª) | GF alta: 2.20/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.76 | Real over index: 0.63;EBK - Abo;18.59;18.33;18.18;7.64;6.33
Estonia_Meistriliiga;Kuressaare;Flora;71.2;MEDIA-ALTA;18;Engine v1.3 | Squadra alta: Flora (2ª), squadra bassa: Kuressaare (9ª) | GF alta: 2.06/gara | GS bassa: 1.59/gara | Profilo ultime 10: 0.69 | Real over index: 0.65;Kuressaare - Flora;14.33;17.19;14.44;6.85;6.5
Finland_Ykkonen;Jazz Pori;KPV;67.84;MEDIA-ALTA;14;Engine v1.3 | Squadra alta: Jazz Pori (7ª), squadra bassa: KPV (12ª) | GF alta: 1.17/gara | GS bassa: 3.67/gara | Profilo ultime 10: 0.67 | Real over index: 0.65;Jazz Pori - KPV;13.03;9.72;20.0;6.73;6.5
USA_USLLeagueTwo_SouthCentral;Birmingham 2;Columbus United;66.23;MEDIA-ALTA;19;Engine v1.3 | Squadra alta: Columbus United (3ª), squadra bassa: Birmingham 2 (6ª) | GF alta: 1.33/gara | GS bassa: 2.11/gara | Profilo ultime 10: 0.77 | Real over index: 0.61;Birmingham 2 - Columbus United;8.09;11.11;19.19;7.73;6.11
Finland_Kakkonen_GroupA;PPJ;Kiffen;63.89;MEDIA-ALTA;11;Engine v1.3 | Squadra alta: Kiffen (3ª), squadra bassa: PPJ (5ª) | GF alta: 2.20/gara | GS bassa: 1.20/gara | Profilo ultime 10: 0.86 | Real over index: 0.75;PPJ - Kiffen;4.57;18.33;10.91;8.57;7.5
Lithuania_ILyga;BFA Vilnius;Ekranas;63.67;MEDIA-ALTA;17;Engine v1.3 | Squadra alta: BFA Vilnius (10ª), squadra bassa: Ekranas (14ª) | GF alta: 1.08/gara | GS bassa: 1.86/gara | Profilo ultime 10: 0.80 | Real over index: 0.75;BFA Vilnius - Ekranas;9.02;8.97;16.88;8.04;7.5
Belarus_VysshayaLiga;FC Minsk;Din. Minsk;62.39;MEDIA-ALTA;15;Engine v1.3 | Squadra alta: Din. Minsk (2ª), squadra bassa: FC Minsk (7ª) | GF alta: 1.77/gara | GS bassa: 1.23/gara | Profilo ultime 10: 0.79 | Real over index: 0.60;FC Minsk - Din. Minsk;10.63;14.74;11.19;7.85;6.0
Lithuania_ILyga;Zalgiris 2;Hegelmann Litauen 2;60.24;MEDIA-ALTA;17;Engine v1.3 | Squadra alta: Zalgiris 2 (11ª), squadra bassa: Hegelmann Litauen 2 (13ª) | GF alta: 1.29/gara | GS bassa: 2.07/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;Zalgiris 2 - Hegelmann Litauen 2;2.39;10.71;18.83;8.06;7.0
Norway_OBOSLigaen;Lyn;Åsane;59.03;MEDIA;14;Engine v1.3 | Squadra alta: Åsane (13ª), squadra bassa: Lyn (16ª) | GF alta: 1.38/gara | GS bassa: 2.15/gara | Profilo ultime 10: 0.62 | Real over index: 0.60;Lyn - Åsane;3.74;11.54;19.58;6.23;6.0
Estonia_Esiliiga;Tartu Welco;Viimsi JK;57.81;MEDIA;19;Engine v1.3 | Squadra alta: Tartu Welco (1ª), squadra bassa: Viimsi JK (3ª) | GF alta: 3.06/gara | GS bassa: 0.77/gara | Profilo ultime 10: 0.70 | Real over index: 0.45;Tartu Welco - Viimsi JK;5.64;20.0;6.99;7.03;4.5
Belarus_VysshayaLiga;BATE;Gomel;57.52;MEDIA;15;Engine v1.3 | Squadra alta: Gomel (5ª), squadra bassa: BATE (15ª) | GF alta: 1.50/gara | GS bassa: 1.23/gara | Profilo ultime 10: 0.56 | Real over index: 0.40;BATE - Gomel;15.22;12.5;11.19;5.64;4.0
