LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group3;Varegg;V. Haugesund;88.12;ALTA;13;Engine v1.3 | Squadra alta: V. Haugesund (3ª), squadra bassa: Varegg (14ª) | GF alta: 2.36/gara | GS bassa: 2.10/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;Varegg - V. Haugesund;20.82;19.7;19.09;8.1;7.0
Norway_3rdDivision_Group5;Lillestrom 2;Tromsø 2;85.85;ALTA;13;Engine v1.3 | Squadra alta: Lillestrom 2 (5ª), squadra bassa: Tromsø 2 (14ª) | GF alta: 3.18/gara | GS bassa: 2.09/gara | Profilo ultime 10: 0.95 | Real over index: 0.85;Lillestrom 2 - Tromsø 2;14.86;20.0;19.01;9.47;8.5
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;85.73;ALTA;20260629;Engine v1.3 | Squadra alta: Ocean City (1ª), squadra bassa: Philadelphia Lone Star (7ª) | GF alta: 3.00/gara | GS bassa: 2.45/gara | Profilo ultime 10: 0.85 | Real over index: 0.80;Philadelphia Lone Star - Ocean City;20.07;20.0;20.0;8.5;8.0
Norway_2ndDivision_Group2;Follo;Levanger;84.78;ALTA;13;Engine v1.3 | Squadra alta: Levanger (3ª), squadra bassa: Follo (13ª) | GF alta: 2.09/gara | GS bassa: 2.10/gara | Profilo ultime 10: 0.83 | Real over index: 0.75;Follo - Levanger;19.1;17.42;19.09;8.3;7.5
Iceland_BestaDeildKarla;Keflavik;KR Reykjavik;82.66;ALTA;17;Engine v1.3 | Squadra alta: KR Reykjavik (2ª), squadra bassa: Keflavik (7ª) | GF alta: 3.58/gara | GS bassa: 1.91/gara | Profilo ultime 10: 0.85 | Real over index: 0.75;Keflavik - KR Reykjavik;15.34;20.0;17.36;8.46;7.5
Norway_3rdDivision_Group1;K. Oslo 2;Heming;81.84;ALTA;13;Engine v1.3 | Squadra alta: Heming (5ª), squadra bassa: K. Oslo 2 (11ª) | GF alta: 2.18/gara | GS bassa: 3.09/gara | Profilo ultime 10: 0.87 | Real over index: 0.70;K. Oslo 2 - Heming;13.95;18.18;20.0;8.7;7.0
USA_USLLeagueTwo_GreatForest;Erie Sports Center;Pittsburgh Riverhounds 2;81.6;ALTA;20260629;Engine v1.3 | Squadra alta: Pittsburgh Riverhounds 2 (3ª), squadra bassa: Erie Sports Center (7ª) | GF alta: 1.90/gara | GS bassa: 3.62/gara | Profilo ultime 10: 0.76 | Real over index: 0.74;Erie Sports Center - Pittsburgh Riverhounds 2;19.43;15.83;20.0;7.59;7.38
Sweden_Division2_SodraGotaland;Linero IF;IFK Karlshamn;78.94;ALTA;15;Engine v1.3 | Squadra alta: Linero IF (5ª), squadra bassa: IFK Karlshamn (14ª) | GF alta: 1.92/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.81 | Real over index: 0.75;Linero IF - IFK Karlshamn;16.33;16.03;18.18;8.07;7.5
Finland_Ykkonen;OLS Oulu;KuPS Akatemia;78.84;ALTA;13;Engine v1.3 | Squadra alta: OLS Oulu (4ª), squadra bassa: KuPS Akatemia (10ª) | GF alta: 1.92/gara | GS bassa: 2.27/gara | Profilo ultime 10: 0.82 | Real over index: 0.70;OLS Oulu - KuPS Akatemia;14.82;15.97;20.0;8.22;7.0
Norway_3rdDivision_Group6;Rade;Lyn 2;78.73;ALTA;13;Engine v1.3 | Squadra alta: Rade (3ª), squadra bassa: Lyn 2 (10ª) | GF alta: 3.82/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.92 | Real over index: 0.80;Rade - Lyn 2;9.35;20.0;18.18;9.2;8.0
