LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_NPLACT;Monaro Panthers;Brindabella;87.97;ALTA;16;Engine v1.3 | Squadra alta: Monaro Panthers (2ª), squadra bassa: Brindabella (10ª) | GF alta: 3.23/gara | GS bassa: 2.75/gara | Profilo ultime 10: 0.80 | Real over index: 0.75;Monaro Panthers - Brindabella;21.14;20.0;20.0;7.95;7.5
Australia_NPLACT;Canberra White Eagles;Tigers FC;87.85;ALTA;16;Engine v1.3 | Squadra alta: Tigers FC (3ª), squadra bassa: Canberra White Eagles (11ª) | GF alta: 2.79/gara | GS bassa: 3.15/gara | Profilo ultime 10: 0.78 | Real over index: 0.75;Canberra White Eagles - Tigers FC;21.14;20.0;20.0;7.79;7.5
Australia_NPLACT;Belconnen Utd.;Canberra Juventus;87.5;ALTA;16;Engine v1.3 | Squadra alta: Canberra Juventus (6ª), squadra bassa: Belconnen Utd. (9ª) | GF alta: 2.42/gara | GS bassa: 2.46/gara | Profilo ultime 10: 0.98 | Real over index: 0.95;Belconnen Utd. - Canberra Juventus;14.18;20.0;20.0;9.83;9.5
Australia_NPLTasmania;Launceston;Launceston United;87.28;ALTA;14;Engine v1.3 | Squadra alta: Launceston (4ª), squadra bassa: Launceston United (9ª) | GF alta: 2.67/gara | GS bassa: 3.50/gara | Profilo ultime 10: 0.84 | Real over index: 0.70;Launceston - Launceston United;18.58;20.0;20.0;8.39;7.0
Australia_TasmaniaNorthernChampionship;Devonport U21;Launceston United U21;87.02;ALTA;13;Engine v1.3 | Squadra alta: Devonport U21 (1ª), squadra bassa: Launceston United U21 (8ª) | GF alta: 5.00/gara | GS bassa: 4.91/gara | Profilo ultime 10: 0.74 | Real over index: 0.85;Devonport U21 - Launceston United U21;22.0;20.0;20.0;7.4;8.5
USA_USLLeagueTwo_Southwest;Ventura;AMSG FC;86.97;ALTA;20260630;Engine v1.3 | Squadra alta: Ventura (1ª), squadra bassa: AMSG FC (8ª) | GF alta: 2.56/gara | GS bassa: 3.00/gara | Profilo ultime 10: 0.77 | Real over index: 0.72;Ventura - AMSG FC;22.0;20.0;20.0;7.67;7.22
Australia_VictoriaPremierLeague2;Goulburn Valley Suns;Moreland City;86.35;ALTA;19;Engine v1.3 | Squadra alta: Goulburn Valley Suns (2ª), squadra bassa: Moreland City (14ª) | GF alta: 2.18/gara | GS bassa: 2.19/gara | Profilo ultime 10: 0.75 | Real over index: 0.65;Goulburn Valley Suns - Moreland City;20.74;18.14;19.89;7.52;6.5
Australia_NPLTasmania;Ulverstone;Kingborough Lions;85.99;ALTA;14;Engine v1.3 | Squadra alta: Kingborough Lions (2ª), squadra bassa: Ulverstone (10ª) | GF alta: 3.08/gara | GS bassa: 3.85/gara | Profilo ultime 10: 0.74 | Real over index: 0.80;Ulverstone - Kingborough Lions;21.14;20.0;20.0;7.38;8.0
Australia_TasmaniaSouthernChampionship;Taroona;Hobart Utd.;85.64;ALTA;13;Engine v1.3 | Squadra alta: Taroona (4ª), squadra bassa: Hobart Utd. (8ª) | GF alta: 3.82/gara | GS bassa: 5.00/gara | Profilo ultime 10: 0.93 | Real over index: 0.95;Taroona - Hobart Utd.;12.81;20.0;20.0;9.32;9.5
Finland_Kakkonen_GroupB;Honka;MuSa;84.58;ALTA;12;Engine v1.3 | Squadra alta: Honka (1ª), squadra bassa: MuSa (9ª) | GF alta: 3.00/gara | GS bassa: 2.90/gara | Profilo ultime 10: 0.72 | Real over index: 0.60;Honka - MuSa;21.14;20.0;20.0;7.25;6.0
Australia_NPLWesternAustralia;Armadale;Olympic Kingsway;84.35;ALTA;17;Engine v1.3 | Squadra alta: Olympic Kingsway (2ª), squadra bassa: Armadale (10ª) | GF alta: 2.00/gara | GS bassa: 2.44/gara | Profilo ultime 10: 0.96 | Real over index: 0.90;Armadale - Olympic Kingsway;15.13;16.67;20.0;9.55;9.0
Australia_WAStateLeague;Murdoch Melville;Floreat Athena;84.32;ALTA;15;Engine v1.3 | Squadra alta: Floreat Athena (1ª), squadra bassa: Murdoch Melville (9ª) | GF alta: 2.29/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;Murdoch Melville - Floreat Athena;17.86;19.05;18.18;8.85;8.0
Australia_NPLQueensland;Queensland Lions;Olympic FC;84.31;ALTA;17;Engine v1.3 | Squadra alta: Queensland Lions (2ª), squadra bassa: Olympic FC (8ª) | GF alta: 3.00/gara | GS bassa: 2.06/gara | Profilo ultime 10: 0.91 | Real over index: 0.85;Queensland Lions - Olympic FC;14.53;20.0;18.75;9.07;8.5
Australia_NPL_NSW_U20;Sutherland U20;APIA Leichhardt U20;84.19;ALTA;23;Engine v1.3 | Squadra alta: APIA Leichhardt U20 (1ª), squadra bassa: Sutherland U20 (14ª) | GF alta: 2.52/gara | GS bassa: 1.95/gara | Profilo ultime 10: 0.81 | Real over index: 0.65;Sutherland U20 - APIA Leichhardt U20;20.97;20.0;17.75;8.12;6.5
Finland_Kakkonen_GroupC;Narpes Kraft;Jaro 2;83.65;ALTA;12;Engine v1.3 | Squadra alta: Jaro 2 (1ª), squadra bassa: Narpes Kraft (5ª) | GF alta: 2.44/gara | GS bassa: 2.33/gara | Profilo ultime 10: 0.94 | Real over index: 0.83;Narpes Kraft - Jaro 2;11.9;20.0;20.0;9.42;8.33
Australia_NSWLeagueOne;Blacktown Spartans;Newcastle Jets U23;83.13;ALTA;22;Engine v1.3 | Squadra alta: Blacktown Spartans (1ª), squadra bassa: Newcastle Jets U23 (13ª) | GF alta: 2.33/gara | GS bassa: 2.05/gara | Profilo ultime 10: 0.84 | Real over index: 0.65;Blacktown Spartans - Newcastle Jets U23;16.15;19.44;18.61;8.43;6.5
Estonia_Meistriliiga;Narva;Levadia;83.09;ALTA;19;Engine v1.3 | Squadra alta: Levadia (1ª), squadra bassa: Narva (10ª) | GF alta: 2.69/gara | GS bassa: 2.35/gara | Profilo ultime 10: 0.63 | Real over index: 0.70;Narva - Levadia;22.0;20.0;20.0;6.28;7.0
USA_USLLeagueTwo_Northwest;Tacoma Stars;Snohomish United;82.91;ALTA;20260629;Engine v1.3 | Squadra alta: Snohomish United (1ª), squadra bassa: Tacoma Stars (4ª) | GF alta: 2.91/gara | GS bassa: 1.82/gara | Profilo ultime 10: 0.89 | Real over index: 0.85;Tacoma Stars - Snohomish United;17.6;20.0;16.53;8.88;8.5
Australia_TasmaniaSouthernChampionship;Hobart City;University of Tasmania;82.48;ALTA;13;Engine v1.3 | Squadra alta: Hobart City (5ª), squadra bassa: University of Tasmania (7ª) | GF alta: 2.36/gara | GS bassa: 3.58/gara | Profilo ultime 10: 0.96 | Real over index: 0.90;Hobart City - University of Tasmania;10.23;19.7;20.0;9.55;9.0
