LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Sweden_Division2_NorraGotaland;Husqvarna;Lidkoping;86.44;ALTA;15;Engine v1.3 | Squadra alta: Husqvarna (1ª), squadra bassa: Lidkoping (11ª) | GF alta: 2.50/gara | GS bassa: 2.27/gara | Profilo ultime 10: 0.76 | Real over index: 0.70;Husqvarna - Lidkoping;20.22;20.0;20.0;7.61;7.0
USA_USLLeagueOne;Charlotte Independ.;Corpus Christi FC;79.17;ALTA;21;Engine v1.3 | Squadra alta: Charlotte Independ. (3ª), squadra bassa: Corpus Christi FC (13ª) | GF alta: 2.58/gara | GS bassa: 1.64/gara | Profilo ultime 10: 0.80 | Real over index: 0.70;Charlotte Independ. - Corpus Christi FC;15.25;20.0;14.94;7.98;7.0
Lithuania_ILyga;Siauliai 2;Tauras;75.94;ALTA;16;Engine v1.3 | Squadra alta: Tauras (6ª), squadra bassa: Siauliai 2 (16ª) | GF alta: 1.71/gara | GS bassa: 2.29/gara | Profilo ultime 10: 0.75 | Real over index: 0.60;Siauliai 2 - Tauras;17.39;14.29;20.0;7.5;6.0
USA_USLLeagueTwo_LoneStar;Houston FC;Twin City Toucans;70.26;MEDIA-ALTA;20260630;Engine v1.3 | Squadra alta: Houston FC (6ª), squadra bassa: Twin City Toucans (8ª) | GF alta: 1.88/gara | GS bassa: 2.22/gara | Profilo ultime 10: 0.84 | Real over index: 0.71;Houston FC - Twin City Toucans;5.1;15.62;20.0;8.45;7.08
Iceland_Division_2;Haukar;Kari;70.01;MEDIA-ALTA;22;Engine v1.3 | Squadra alta: Haukar (1ª), squadra bassa: Kari (3ª) | GF alta: 2.44/gara | GS bassa: 1.60/gara | Profilo ultime 10: 0.87 | Real over index: 0.79;Haukar - Kari;5.32;20.0;14.55;8.67;7.89
USA_USLLeagueTwo_NorCal;Glens SC;San Juan;66.56;MEDIA-ALTA;20260629;Engine v1.3 | Squadra alta: Glens SC (4ª), squadra bassa: San Juan (8ª) | GF alta: 0.90/gara | GS bassa: 2.64/gara | Profilo ultime 10: 0.71 | Real over index: 0.65;Glens SC - San Juan;11.59;7.5;20.0;7.07;6.5
USA_USLLeagueTwo_NorCal;Project 51O;San Francisco City;66.12;MEDIA-ALTA;20260629;Engine v1.3 | Squadra alta: San Francisco City (1ª), squadra bassa: Project 51O (2ª) | GF alta: 3.20/gara | GS bassa: 1.30/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;Project 51O - San Francisco City;6.82;20.0;11.82;8.1;7.0
USA_USLLeagueTwo_Northeast;NEFC;Vermont Green;64.19;MEDIA-ALTA;20260629;Engine v1.3 | Squadra alta: Vermont Green (1ª), squadra bassa: NEFC (2ª) | GF alta: 4.55/gara | GS bassa: 1.36/gara | Profilo ultime 10: 0.92 | Real over index: 1.00;NEFC - Vermont Green;1.72;20.0;12.4;9.15;10.0
USA_USLLeagueTwo_SouthAtlantic;Asheville City;SC United Bantams;61.49;MEDIA-ALTA;20260630;Engine v1.3 | Squadra alta: Asheville City (4ª), squadra bassa: SC United Bantams (5ª) | GF alta: 1.82/gara | GS bassa: 1.82/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;Asheville City - SC United Bantams;4.24;15.15;16.53;8.15;7.0
Latvia_Virsliga;Tukums 2000;Super Nova;60.06;MEDIA-ALTA;21;Engine v1.3 | Squadra alta: Tukums 2000 (7ª), squadra bassa: Super Nova (8ª) | GF alta: 1.88/gara | GS bassa: 1.81/gara | Profilo ultime 10: 0.76 | Real over index: 0.65;Tukums 2000 - Super Nova;0.93;15.69;16.48;7.64;6.5
Sweden_Division1_Sodra;Eskilsminne;Kristianstad;59.74;MEDIA;15;Engine v1.3 | Squadra alta: Eskilsminne (10ª), squadra bassa: Kristianstad (13ª) | GF alta: 1.57/gara | GS bassa: 1.62/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;Eskilsminne - Kristianstad;3.58;13.1;14.69;8.1;7.0
Lithuania_ILyga;Atmosfera;BE1 NFA;57.77;MEDIA;16;Engine v1.3 | Squadra alta: BE1 NFA (3ª), squadra bassa: Atmosfera (8ª) | GF alta: 1.93/gara | GS bassa: 1.14/gara | Profilo ultime 10: 0.65 | Real over index: 0.40;Atmosfera - BE1 NFA;8.01;16.07;10.39;6.53;4.0
