LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_SAStateLeague;Eastern United;Modbury;71.77;MEDIA-ALTA;17;Engine v1.3 | Squadra alta: Modbury (5ª), squadra bassa: Eastern United (10ª) | GF alta: 2.14/gara | GS bassa: 2.06/gara | Profilo ultime 10: 0.61 | Real over index: 0.45;Eastern United - Modbury;12.95;17.86;18.75;6.15;4.5
Australia_QueenslandPremierLeague;Caboolture;Sunshine Coast Wanderers;68.97;MEDIA-ALTA;18;Engine v1.3 | Squadra alta: Sunshine Coast Wanderers (4ª), squadra bassa: Caboolture (7ª) | GF alta: 2.12/gara | GS bassa: 1.88/gara | Profilo ultime 10: 0.88 | Real over index: 0.75;Caboolture - Sunshine Coast Wanderers;3.89;17.71;17.05;8.82;7.5
Australia_QueenslandPremierLeague;Ipswich;Holland Park Hawks;68.13;MEDIA-ALTA;18;Engine v1.3 | Squadra alta: Ipswich (3ª), squadra bassa: Holland Park Hawks (9ª) | GF alta: 1.50/gara | GS bassa: 1.94/gara | Profilo ultime 10: 0.86 | Real over index: 0.70;Ipswich - Holland Park Hawks;8.37;12.5;17.61;8.65;7.0
USA_USLLeagueTwo_MidSouth;Red River;Little Rock Rangers;66.98;MEDIA-ALTA;20260630;Engine v1.3 | Squadra alta: Little Rock Rangers (1ª), squadra bassa: Red River (3ª) | GF alta: 1.88/gara | GS bassa: 1.50/gara | Profilo ultime 10: 0.77 | Real over index: 0.65;Red River - Little Rock Rangers;14.48;15.62;13.64;7.71;6.5
Australia_NSWLeagueOne;Prospect United;Hakoah Sydney;66.75;MEDIA-ALTA;22;Engine v1.3 | Squadra alta: Hakoah Sydney (8ª), squadra bassa: Prospect United (15ª) | GF alta: 1.81/gara | GS bassa: 1.81/gara | Profilo ultime 10: 0.76 | Real over index: 0.65;Prospect United - Hakoah Sydney;8.59;15.08;16.45;7.58;6.5
Australia_NPLVictoria;Heidelberg;St Albans;65.95;MEDIA-ALTA;19;Engine v1.3 | Squadra alta: Heidelberg (5ª), squadra bassa: St Albans (10ª) | GF alta: 1.67/gara | GS bassa: 1.83/gara | Profilo ultime 10: 0.78 | Real over index: 0.65;Heidelberg - St Albans;7.73;13.89;16.67;7.8;6.5
USA_USLLeagueTwo_LoneStar;Lonestar SC;Laredo Heat;65.23;MEDIA-ALTA;20260630;Engine v1.3 | Squadra alta: Laredo Heat (1ª), squadra bassa: Lonestar SC (4ª) | GF alta: 2.56/gara | GS bassa: 1.40/gara | Profilo ultime 10: 0.76 | Real over index: 0.63;Lonestar SC - Laredo Heat;9.14;20.0;12.73;7.64;6.33
Australia_NPLNorthernNSW;Cooks Hill United;Valentine;63.64;MEDIA-ALTA;19;Engine v1.3 | Squadra alta: Cooks Hill United (7ª), squadra bassa: Valentine (10ª) | GF alta: 1.81/gara | GS bassa: 1.94/gara | Profilo ultime 10: 0.78 | Real over index: 0.65;Cooks Hill United - Valentine;4.48;15.1;17.61;7.83;6.5
Australia_VictoriaPremierLeague2;Springvale;Keilor Park;59.49;MEDIA;19;Engine v1.3 | Squadra alta: Keilor Park (5ª), squadra bassa: Springvale (10ª) | GF alta: 1.35/gara | GS bassa: 1.83/gara | Profilo ultime 10: 0.62 | Real over index: 0.45;Springvale - Keilor Park;8.07;11.27;16.67;6.17;4.5
Australia_VictoriaPremierLeague2;Kingston City;Nunawading City;57.75;MEDIA;19;Engine v1.3 | Squadra alta: Nunawading City (8ª), squadra bassa: Kingston City (12ª) | GF alta: 1.06/gara | GS bassa: 2.29/gara | Profilo ultime 10: 0.59 | Real over index: 0.55;Kingston City - Nunawading City;5.73;8.82;20.0;5.88;5.5
Australia_NPLVictoria;Green Gully;Bentleigh;56.36;MEDIA;19;Engine v1.3 | Squadra alta: Bentleigh (12ª), squadra bassa: Green Gully (14ª) | GF alta: 0.94/gara | GS bassa: 2.17/gara | Profilo ultime 10: 0.61 | Real over index: 0.65;Green Gully - Bentleigh;5.95;7.87;19.7;6.1;6.5
Australia_VictoriaPremierLeague2;Box Hill;Whittlesea United;50.07;MEDIA;19;Engine v1.3 | Squadra alta: Box Hill (6ª), squadra bassa: Whittlesea United (7ª) | GF alta: 1.47/gara | GS bassa: 1.17/gara | Profilo ultime 10: 0.67 | Real over index: 0.45;Box Hill - Whittlesea United;2.99;12.25;10.61;6.7;4.5
