LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group4;Brodd;Haugesund 2;95.53;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Brodd - Haugesund 2;0.62;11.28;14.0;10.8;10.8
Norway_3rdDivision_Group5;Lillestrom 2;Tromsø 2;92.84;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Lillestrom 2 - Tromsø 2;5.54;13.0;13.31;12.0;8.4
Norway_3rdDivision_Group6;Rade;Lyn 2;89.23;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Rade - Lyn 2;4.31;13.0;12.73;9.6;9.6
Norway_3rdDivision_Group4;Vindbjart;Stabaek 2;86.5;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Vindbjart - Stabaek 2;4.31;10.74;14.0;6.0;12.0
Iceland_BestaDeildKarla;Keflavik;KR Reykjavik;84.84;ALTA;17;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Keflavik - KR Reykjavik;3.64;7.52;14.0;7.2;10.8
Iceland_BestaDeildKarla;Hafnarfjordur;Vestmannaeyjar;83.86;ALTA;17;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Hafnarfjordur - Vestmannaeyjar;2.18;8.06;14.0;9.6;9.6
Sweden_Division2_SodraGotaland;Linero IF;IFK Karlshamn;82.81;ALTA;15;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Linero IF - IFK Karlshamn;5.54;11.36;12.73;9.6;8.4
Norway_3rdDivision_Group1;K. Oslo 2;Heming;82.16;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;K. Oslo 2 - Heming;3.69;10.21;8.68;9.6;7.2
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;81.52;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Philadelphia Lone Star - Ocean City;6.0;12.36;2.55;10.8;8.4
Iceland_BestaDeildKarla;Stjarnan;Akureyri;80.68;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Stjarnan - Akureyri;1.45;11.33;12.73;9.6;6.0
Norway_2ndDivision_Group2;Follo;Levanger;79.94;ALTA;13;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Follo - Levanger;6.15;7.68;7.52;8.4;9.6
Norway_3rdDivision_Group4;Varhaug;Odd 2;77.8;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Varhaug - Odd 2;3.69;10.21;14.0;6.0;10.8
