LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_NPLACT;Belconnen Utd.;Canberra Juventus;96.48;ALTA;16;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Belconnen Utd. - Canberra Juventus;2.67;10.45;12.2;12.0;10.8
Australia_TasmaniaSouthernChampionship;Hobart City;University of Tasmania;96.36;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Hobart City - University of Tasmania;1.78;13.0;14.0;10.8;10.8
Finland_Kakkonen_GroupC;Narpes Kraft;Jaro 2;94.62;ALTA;12;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Narpes Kraft - Jaro 2;3.56;13.0;14.0;10.67;9.33
Australia_TasmaniaNorthernChampionship;Burnie Utd.;Riverside Olympic U21;94.25;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Burnie Utd. - Riverside Olympic U21;1.14;13.0;14.0;12.0;10.67
Australia_TasmaniaSouthernChampionship;Taroona;Hobart Utd.;92.6;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Taroona - Hobart Utd.;3.56;13.0;14.0;10.8;12.0
Australia_NPLWesternAustralia;Armadale;Olympic Kingsway;91.91;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Armadale - Olympic Kingsway;5.82;11.82;9.33;10.8;10.8
Australia_NPLACT;Queanbeyan City;Tuggeranong Utd;91.22;ALTA;16;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Queanbeyan City - Tuggeranong Utd;0.89;13.0;14.0;9.6;12.0
FaroeIslands_1Deild;TB Tvoroyri;Streymur 2;90.28;ALTA;16;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;TB Tvoroyri - Streymur 2;4.44;9.06;14.0;12.0;9.6
Australia_VictoriaPremierLeague;Langwarrin;Eltham Redbacks;89.81;ALTA;19;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Langwarrin - Eltham Redbacks;1.23;10.51;11.67;9.6;10.8
Australia_NPLQueensland;Queensland Lions;Olympic FC;89.38;ALTA;17;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Queensland Lions - Olympic FC;4.36;13.0;13.12;9.6;10.8
Australia_TasmaniaNorthernChampionship;Launceston U21;Somerset;88.93;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Launceston U21 - Somerset;1.14;11.33;14.0;8.4;10.8
Australia_TasmaniaNorthernChampionship;Ulverstone U21;Northern Rangers;87.91;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Ulverstone U21 - Northern Rangers;1.14;13.0;7.64;12.0;12.0
Iceland_Division_2;KFA;Olafsvik;87.76;ALTA;22;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;KFA - Olafsvik;2.18;13.0;12.73;9.6;8.4
USA_USLLeagueTwo_GreatLakes;Kalamazoo FC;Flint City;86.99;ALTA;20260630;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Kalamazoo FC - Flint City;2.67;13.0;7.07;9.33;10.67
Australia_NSWLeagueOne;Blacktown Spartans;Newcastle Jets U23;85.73;ALTA;22;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;Blacktown Spartans - Newcastle Jets U23;6.4;13.0;13.03;8.4;7.2
Australia_TasmaniaNorthernChampionship;Devonport U21;Launceston United U21;85.65;ALTA;13;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Devonport U21 - Launceston United U21;8.0;13.0;14.0;10.8;9.6
Australia_NPL_NSW_U20;UNSW U20;Sydney FC U20;84.95;ALTA;23;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;UNSW U20 - Sydney FC U20;3.73;11.26;9.39;10.8;8.4
Australia_WAStateLeague;Mandurah City;Gwelup Croatia;84.81;ALTA;15;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;Mandurah City - Gwelup Croatia;5.09;13.0;12.73;10.8;7.2
Finland_Kakkonen_GroupC;Hercules;Vaajakoski;84.79;ALTA;12;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Hercules - Vaajakoski;0.89;8.86;14.0;12.0;8.4
Iceland_Division_2;Fjolnir;Kormakur/Hvot;84.61;ALTA;22;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;Fjolnir - Kormakur/Hvot;0.73;13.0;8.27;10.8;8.4
Norway_OBOSLigaen;Egersund;Moss;84.55;ALTA;15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Egersund - Moss;0.53;9.55;14.0;9.6;10.8
Australia_NPLACT;Monaro Panthers;Brindabella;84.53;ALTA;16;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Monaro Panthers - Brindabella;7.11;13.0;14.0;10.8;7.2
USA_USLLeagueTwo_Chesapeake;Lionsbridge;Hill City;84.14;ALTA;20260630;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Lionsbridge - Hill City;4.8;13.0;12.2;9.6;8.4
Iceland_BestaDeildKarla;Vestmannaeyjar;Valur;83.82;ALTA;19;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Vestmannaeyjar - Valur;2.91;10.34;12.73;8.4;8.4
Australia_NPLWesternAustralia;Dianella White Eagle;Perth Azzurri;83.69;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Dianella White Eagle - Perth Azzurri;2.18;11.08;12.33;8.4;8.4
Australia_TasmaniaSouthernChampionship;New Town;Olympia Warriors;83.62;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;New Town - Olympia Warriors;1.78;13.0;11.57;7.2;10.8
