LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_TasmaniaSouthernChampionship;Glenorchy Knights U21;Clarence Zebras U21;101.78;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Glenorchy Knights U21 - Clarence Zebras U21;2.67;13.0;14.0;12.0;10.8
Australia_NPLNorthernNSW;Edgeworth E.;Kahibah;91.04;ALTA;19;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Edgeworth E. - Kahibah;4.36;11.82;14.0;10.8;12.0
Australia_NPLQueensland;Wynnum Wolves;Rochedale;88.11;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Wynnum Wolves - Rochedale;1.45;10.34;14.0;12.0;9.6
Australia_QueenslandPremierLeague;Caboolture;Sunshine Coast Wanderers;84.17;ALTA;18;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Caboolture - Sunshine Coast Wanderers;2.18;11.45;8.35;9.6;8.4
Australia_SAStateLeague;Adelaide Olympic;Salisbury Utd.;82.62;ALTA;17;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Adelaide Olympic - Salisbury Utd.;5.09;11.45;14.0;8.4;10.8
Australia_NSWLeagueOne;Hurstville Zagreb;Canterbury Bankstown;79.43;ALTA;22;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;Hurstville Zagreb - Canterbury Bankstown;3.73;9.0;10.61;8.4;9.6
USA_USLLeagueTwo_Metropolitan;Motown 2;Morris Elite;79.33;ALTA;20260630;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Motown 2 - Morris Elite;6.22;13.0;14.0;9.33;8.0
USA_USLLeagueTwo_Southwest;Redlands FC;Capo;78.39;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, buon profilo over interno, alta tendenza BTTS;Redlands FC - Capo;4.57;12.47;12.73;6.67;6.0
USA_USLLeagueTwo_Mountain;Flatirons;Colorado Storm;76.97;ALTA;20260631;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Flatirons - Colorado Storm;6.67;7.39;2.12;10.5;8.0
Australia_NPLSouthAustralia;Adelaide Comets;Croydon;75.25;ALTA;17;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;Adelaide Comets - Croydon;3.64;6.65;11.53;8.4;8.4
Australia_NPLNorthernNSW;Cooks Hill United;Valentine;71.5;MEDIA;19;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno;Cooks Hill United - Valentine;2.18;10.71;12.33;9.6;6.0
Australia_QueenslandPremierLeague;Ipswich;Holland Park Hawks;71.05;MEDIA;18;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta;Ipswich - Holland Park Hawks;4.36;8.86;12.33;7.2;9.6
Australia_NPLVictoria;Heidelberg;St Albans;70.79;MEDIA;19;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Heidelberg - St Albans;3.08;9.85;11.67;8.4;7.2
USA_USLLeagueTwo_LoneStar;Lonestar SC;Laredo Heat;70.28;MEDIA;20260630;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Lonestar SC - Laredo Heat;3.0;11.82;2.83;7.2;8.0
USA_USLLeagueTwo_MidSouth;Red River;Little Rock Rangers;70.01;MEDIA;20260630;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno;Red River - Little Rock Rangers;2.67;12.41;2.39;9.6;6.0
Australia_NSWLeagueOne;Prospect United;Hakoah Sydney;69.47;MEDIA;22;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, alta tendenza BTTS;Prospect United - Hakoah Sydney;3.73;5.63;10.91;6.0;9.6
USA_USLLeagueTwo_GreatPlains;Peoria;St. Louis Ambush;61.9;MEDIA;20260630;buon attacco casa, difesa trasferta vulnerabile;Peoria - St. Louis Ambush;4.8;13.0;9.19;6.67;5.33
Australia_SAStateLeague;Eastern United;Modbury;61.66;MEDIA;17;buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta;Eastern United - Modbury;3.64;6.65;5.91;3.6;7.2
Australia_VictoriaPremierLeague2;Kingston City;Nunawading City;60.82;MEDIA;19;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno;Kingston City - Nunawading City;2.46;4.87;9.36;9.6;3.6
