MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;Bolivia_DivisionProfesional;Academia del Balompie;Independiente;84.77;ALTA;13;2026-07-15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;0.53;11.08;8.86;10.0;9.55;10.5;10.5;6.0;8.0;9.75;2.1.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;Kazakhstan_FirstLeague;Taraz;Aktobe 2;81.82;ALTA;23;2026-07-15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;0.62;8.64;11.82;6.64;14.0;8.4;10.8;6.67;6.86;7.38;2.1.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Finland_Kakkonen_GroupA;HIFK;PPJ;79.05;ALTA;13;2026-07-15;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;11.82;11.33;5.37;9.55;6.0;9.6;6.4;8.0;8.32;2.1.0;Finland_Kakkonen_GroupA;Finland_Kakkonen_GroupA;
2026-07-16;Somalia_NationalLeague;Raadsan;Jubba;77.92;ALTA;23;2026-07-15;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;0.73;8.21;3.61;10.0;14.0;10.8;9.6;7.11;7.2;6.67;2.1.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;USA_USLLeagueTwo_PlayOff;Minneapolis City;West Virginia;72.53;MEDIA;1;2026-07-15;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno;4.43;13.0;10.83;2.1;6.36;10.8;7.2;8.0;4.0;5.81;2.1.0;USA_USLLeagueTwo_Heartland;USA_USLLeagueTwo_Valley;USA_USLLeagueTwo
2026-07-16;Australia_SAStateLeague;Fulham Utd.;Cumberland Utd.;72.38;MEDIA;20;2026-07-15;buon attacco casa, buon attacco trasferta, trend over recente casa, buon profilo over interno;3.64;12.86;10.08;6.42;8.61;8.4;6.0;7.0;2.67;6.71;2.1.0;Australia_SAStateLeague;Australia_SAStateLeague;
2026-07-16;Kazakhstan_FirstLeague;Arys;Turan;71.29;MEDIA;23;2026-07-15;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;5.54;6.82;11.36;9.79;5.38;9.6;7.2;5.71;4.8;5.08;2.1.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Kazakhstan_FirstLeague;Khan Tengri;Yelimay Semey 2;68.54;MEDIA;23;2026-07-15;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno;4.31;8.18;4.55;8.74;13.22;8.4;6.0;5.71;3.43;6.0;2.1.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Estonia_Esiliiga;Viimsi JK;Elva;68.46;MEDIA;22;2026-07-15;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;1.78;11.03;10.83;4.24;11.31;4.8;7.2;4.57;6.22;6.47;2.1.0;Estonia_Esiliiga;Estonia_Esiliiga;
2026-07-16;Somalia_NationalLeague;Jeenyo;Heegan;68.42;MEDIA;23;2026-07-15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;4.36;9.85;13.0;7.58;5.3;3.6;8.4;5.0;4.0;7.33;2.1.0;Somalia_NationalLeague;Somalia_NationalLeague;
