LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
USA_USLLeagueTwo_Northeast;Albany Rush;Boston Bolts;93.08;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Albany Rush - Boston Bolts;2.67;10.74;14.0;10.8;10.67
USA_USLLeagueTwo_NorCal;Academica SC;Marin;92.65;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Academica SC - Marin;1.14;10.51;14.0;8.0;12.0
USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;92.42;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Atletico Union - Real Colorado;1.33;11.08;14.0;10.5;12.0
USA_USLLeagueTwo_Northwest;Tacoma Stars;West Seattle Junction;85.88;ALTA;20260629;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Tacoma Stars - West Seattle Junction;3.43;12.47;12.02;8.0;10.67
Iceland_Division_1;Afturelding;Aegir;85.43;ALTA;17;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Afturelding - Aegir;5.09;13.0;12.73;9.33;9.6
USA_USLLeagueTwo_Northwest;Portland Bangers;Bigfoot;85.15;ALTA;20260629;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Portland Bangers - Bigfoot;5.71;10.51;14.0;9.33;10.67
USA_USLLeagueTwo_SouthFlorida;Miami;Brevard SC;80.37;ALTA;16;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Miami - Brevard SC;3.2;8.54;14.0;6.67;9.33
Iceland_BestaDeildKarla;Akranes;Fram;80.12;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;Akranes - Fram;2.18;8.6;13.88;7.2;9.6
USA_USLLeagueTwo_MidAtlantic;West Chester Utd;LVU Rush;79.63;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;West Chester Utd - LVU Rush;4.0;9.19;7.0;8.0;10.8
USA_USLLeagueTwo_LoneStar;Hill Country Lobos;Lonestar SC;74.36;MEDIA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Hill Country Lobos - Lonestar SC;3.0;8.54;7.78;9.33;6.67
USA_USLLeagueTwo_Mountain;Albion Colorado;Colorado Storm;71.94;MEDIA;20260629;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Albion Colorado - Colorado Storm;1.33;13.0;1.82;9.0;8.57
USA_USLLeagueTwo_SouthFlorida;Weston;Lakeland United;65.15;MEDIA;16;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile;Weston - Lakeland United;3.2;7.6;9.55;6.86;6.0
Finland_Ykkonen;VJS;TPV;64.81;MEDIA;13;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;VJS - TPV;2.18;10.05;12.15;6.0;7.2
USA_USLLeagueTwo_SouthCentral;Swarm FC;Dothan United;64.38;MEDIA;18;buon attacco casa, buon attacco trasferta, trend over recente casa, buon profilo over interno;Swarm FC - Dothan United;1.33;13.0;3.18;9.33;6.0
USA_USLLeagueTwo_SouthAtlantic;Asheville City;Charlotte Independ. 2;54.56;BASSA;20260629;buon attacco casa, buon attacco trasferta;Asheville City - Charlotte Independ. 2;2.4;11.23;3.47;6.0;6.0
