LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Estonia_Esiliiga_2026;18;Nomme Utd U21;Flora U21;Nomme Utd U21 - Flora U21;98.42;ALTA;6.22;11.4;10.91;10.8;12.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
Estonia_Esiliiga_2026;18;Nomme Utd U21;Flora U21;Nomme Utd U21 - Flora U21;98.42;ALTA;6.22;11.4;10.91;10.8;12.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
USA_USLLeagueTwo_Mountain_2026;20260629;Atletico Union;Real Colorado;Atletico Union - Real Colorado;92.42;ALTA;1.33;11.08;14.0;10.5;12.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
USA_USLLeagueTwo_Mountain_2026;20260629;Atletico Union;Real Colorado;Atletico Union - Real Colorado;92.42;ALTA;1.33;11.08;14.0;10.5;12.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
USA_USLLeagueTwo_MidAtlantic_2026;20260629;Philadelphia Lone Star;Ocean City;Philadelphia Lone Star - Ocean City;80.31;ALTA;6.0;11.33;2.31;10.8;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno
USA_USLLeagueTwo_Northeast_2026;20260629;Seacoast Utd Phantoms;Black Rock;Seacoast Utd Phantoms - Black Rock;79.48;ALTA;2.67;8.86;7.64;9.6;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
Finland_Kakkonen_GroupC_2026;11;SJK Akatemia 2;Vaajakoski;SJK Akatemia 2 - Vaajakoski;78.98;ALTA;0.89;8.54;14.0;9.33;8.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno
Finland_Kakkonen_GroupC_2026;11;SJK Akatemia 2;Vaajakoski;SJK Akatemia 2 - Vaajakoski;78.98;ALTA;0.89;8.54;14.0;9.33;8.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno
Australia_QueenslandPremierLeague_2026;17;Logan Lightning;Redlands;Logan Lightning - Redlands;77.4;ALTA;2.91;9.06;9.76;7.2;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno
Australia_QueenslandPremierLeague_2026;17;Logan Lightning;Redlands;Logan Lightning - Redlands;77.4;ALTA;2.91;9.06;9.76;7.2;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno
USA_USLLeagueTwo_GreatForest_2026;20260629;Erie Sports Center;Pittsburgh Riverhounds 2;Erie Sports Center - Pittsburgh Riverhounds 2;77.39;ALTA;5.33;3.94;8.1;10.67;7.2;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno
Latvia_Virsliga_2026;21;FK Liepaja;Ogre United;FK Liepaja - Ogre United;75.67;ALTA;5.33;7.55;14.0;8.4;8.4;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
Latvia_Virsliga_2026;21;FK Liepaja;Ogre United;FK Liepaja - Ogre United;75.67;ALTA;5.33;7.55;14.0;8.4;8.4;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
Lithuania_Toplyga_2026;23;FA Siauliai;Transinvest;FA Siauliai - Transinvest;75.59;ALTA;6.22;7.02;7.42;7.2;9.6;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS
Australia_NPL_NSW_U20_2026;22;SD Raiders U20;Sydney FC U20;SD Raiders U20 - Sydney FC U20;74.61;MEDIA;1.6;9.75;8.59;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS
Australia_NPL_NSW_U20_2026;22;SD Raiders U20;Sydney FC U20;SD Raiders U20 - Sydney FC U20;74.61;MEDIA;1.6;9.75;8.59;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS
USA_USLLeagueTwo_LoneStar_2026;20260629;Hill Country Lobos;Lonestar SC;Hill Country Lobos - Lonestar SC;74.36;MEDIA;3.0;8.54;7.78;9.33;6.67;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
USA_USLLeagueTwo_LoneStar_2026;20260629;Hill Country Lobos;Lonestar SC;Hill Country Lobos - Lonestar SC;74.36;MEDIA;3.0;8.54;7.78;9.33;6.67;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
Latvia_Virsliga_2026;21;Auda;Riga FC;Auda - Riga FC;73.12;MEDIA;1.78;10.51;6.01;6.0;9.6;buon attacco casa, buon attacco trasferta, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS
FaroeIslands_PremierLeague_2026;16;Vikingur;Runavik;Vikingur - Runavik;66.59;MEDIA;2.67;8.67;6.79;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno
FaroeIslands_PremierLeague_2026;16;HB Torshavn;Skala Itrottarfelag;HB Torshavn - Skala Itrottarfelag;64.24;MEDIA;3.56;9.71;10.18;7.2;7.2;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS
USA_USLLeagueTwo_NorCal_2026;20260629;Glens SC;San Francisco City;Glens SC - San Francisco City;63.87;MEDIA;3.43;5.32;6.36;6.0;8.4;buon attacco trasferta, trend over recente trasferta, buon profilo over esterno
FaroeIslands_PremierLeague_2026;16;Toftir;Argir;Toftir - Argir;63.07;MEDIA;3.56;5.91;9.76;4.8;6.0;difesa casa vulnerabile, difesa trasferta vulnerabile
Latvia_Virsliga_2026;21;RFS;BFC Daugavpils;RFS - BFC Daugavpils;62.34;MEDIA;2.67;13.0;7.64;9.6;2.4;buon attacco casa, trend over recente casa, buon profilo over interno
Latvia_Virsliga_2026;21;RFS;BFC Daugavpils;RFS - BFC Daugavpils;62.34;MEDIA;2.67;13.0;7.64;9.6;2.4;buon attacco casa, trend over recente casa, buon profilo over interno
Lithuania_Toplyga_2026;23;FK Panevezys;Suduva;FK Panevezys - Suduva;62.18;MEDIA;4.44;6.57;5.3;8.4;7.2;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta
Australia_NPLNSW_2026;22;SD Raiders;Sydney FC U23;SD Raiders - Sydney FC U23;62.09;MEDIA;2.13;8.57;9.23;4.8;6.0;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, buon profilo over esterno
Australia_NPLNSW_2026;22;SD Raiders;Sydney FC U23;SD Raiders - Sydney FC U23;62.09;MEDIA;2.13;8.57;9.23;4.8;6.0;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, buon profilo over esterno
USA_USLLeagueTwo_SouthAtlantic_2026;20260629;Asheville City;Charlotte Independ. 2;Asheville City - Charlotte Independ. 2;54.56;BASSA;2.4;11.23;3.47;6.0;6.0;buon attacco casa, buon attacco trasferta
USA_USLLeagueTwo_SouthAtlantic_2026;20260629;Asheville City;Charlotte Independ. 2;Asheville City - Charlotte Independ. 2;54.56;BASSA;2.4;11.23;3.47;6.0;6.0;buon attacco casa, buon attacco trasferta
Latvia_Virsliga_2026;21;Jelgava;Grobina;Jelgava - Grobina;49.24;BASSA;2.67;5.91;10.61;4.8;3.6;difesa casa vulnerabile, difesa trasferta vulnerabile
