MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;USA_USLLeagueTwo_PlayOff;Minneapolis City;West Virginia;68.48;MEDIA-ALTA;1;2026-07-15;Ranking gap: 0.549 | Attacco casa: 3.85/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;10.98;25.0;;;10.0;13.5;9.0;;;;2.0.0;USA_USLLeagueTwo_Heartland;USA_USLLeagueTwo_Valley;USA_USLLeagueTwo
2026-07-16;Somalia_NationalLeague;Raadsan;Jubba;65.65;MEDIA-ALTA;23;2026-07-15;Ranking gap: 0.063 | Attacco casa: 1.39/gara | Difesa trasferta subisce: 4.06/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;1.26;13.89;;;25.0;13.5;12.0;;;;2.0.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;Kazakhstan_FirstLeague;Taraz;Aktobe 2;63.92;MEDIA-ALTA;23;2026-07-15;Ranking gap: 0.015 | Attacco casa: 1.46/gara | Difesa trasferta subisce: 3.00/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.90;0.3;14.62;;;25.0;10.5;13.5;;;;2.0.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;USA_USLLeagueOne;Forward Madison;Richmond Kickers;63.69;MEDIA-ALTA;23;2026-07-15;Ranking gap: 0.581 | Attacco casa: 1.69/gara | Difesa trasferta subisce: 1.71/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;11.62;16.92;;;17.14;9.0;9.0;;;;2.0.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;Bolivia_DivisionProfesional;Academia del Balompie;Independiente;60.14;MEDIA-ALTA;13;2026-07-15;Ranking gap: 0.007 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 0.88;0.14;18.75;;;15.0;13.12;13.12;;;;2.0.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Swarm FC;59.86;MEDIA;1;2026-07-15;Ranking gap: 0.443 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 1.17/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.90;8.86;18.33;;;11.67;7.5;13.5;;;;2.0.0;USA_USLLeagueTwo_SouthFlorida;USA_USLLeagueTwo_SouthCentral;USA_USLLeagueTwo
2026-07-16;Iceland_Division_1;Afturelding;Leiknir;58.13;MEDIA;22;2026-07-15;Ranking gap: 0.216 | Attacco casa: 3.00/gara | Difesa trasferta subisce: 1.23/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.50;4.32;25.0;;;12.31;9.0;7.5;;;;2.0.0;Iceland_Division_1;Iceland_Division_1;
2026-07-16;Australia_SAStateLeague;Fulham Utd.;Cumberland Utd.;57.41;MEDIA;20;2026-07-15;Ranking gap: 0.206 | Attacco casa: 2.18/gara | Difesa trasferta subisce: 1.35/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;4.12;21.76;;;13.53;10.5;7.5;;;;2.0.0;Australia_SAStateLeague;Australia_SAStateLeague;
2026-07-16;Finland_Kakkonen_GroupA;HIFK;PPJ;57.36;MEDIA;13;2026-07-15;Ranking gap: 0.143 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.80;2.86;20.0;;;15.0;7.5;12.0;;;;2.0.0;Finland_Kakkonen_GroupA;Finland_Kakkonen_GroupA;
2026-07-16;Kazakhstan_FirstLeague;Khan Tengri;Yelimay Semey 2;56.12;MEDIA;23;2026-07-15;Ranking gap: 0.175 | Attacco casa: 1.38/gara | Difesa trasferta subisce: 2.08/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;3.5;13.85;;;20.77;10.5;7.5;;;;2.0.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
