LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
USA_USLLeagueTwo_NorCal;Project 51O;Marin;89.96;ALTA;27;;;;;;2026-07-08;Ranking gap: 0.723 | Attacco casa: 2.75/gara | Difesa trasferta subisce: 3.18/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;14.46;25.0;;;25.0;12.0;13.5;;;;2.0.0;Project 51O - Marin
USA_USLLeagueTwo_Chesapeake;Bethesda SC;Virginia Marauders;86.1;ALTA;26;;;;;;2026-07-08;Ranking gap: 0.655 | Attacco casa: 2.25/gara | Difesa trasferta subisce: 3.25/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;13.1;22.5;;;25.0;13.5;12.0;;;;2.0.0;Bethesda SC - Virginia Marauders
USA_USLLeagueTwo_SouthCentral;Swarm FC;East Atlanta;85.93;ALTA;20;;;;;;2026-07-08;Ranking gap: 0.816 | Attacco casa: 2.64/gara | Difesa trasferta subisce: 2.11/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.67;16.32;25.0;;;21.11;13.5;10.0;;;;2.0.0;Swarm FC - East Atlanta
USA_USLLeagueTwo_GreatLakes;Kalamazoo FC;Lansing City;85.16;ALTA;22;;;;;;2026-07-08;Ranking gap: 0.633 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 3.50/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;12.66;25.0;;;25.0;10.5;12.0;;;;2.0.0;Kalamazoo FC - Lansing City
USA_USLLeagueTwo_LoneStar;Houston FC;Houston Sur;84.06;ALTA;25;;;;;;2026-07-08;Ranking gap: 0.628 | Attacco casa: 2.10/gara | Difesa trasferta subisce: 3.60/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;12.56;21.0;;;25.0;12.0;13.5;;;;2.0.0;Houston FC - Houston Sur
USA_USLLeagueTwo_NorCal;Academica SC;San Juan;81.21;ALTA;27;;;;;;2026-07-08;Ranking gap: 0.490 | Attacco casa: 2.09/gara | Difesa trasferta subisce: 2.67/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;9.8;20.91;;;25.0;12.0;13.5;;;;2.0.0;Academica SC - San Juan
USA_USLLeagueTwo_Metropolitan;Manhattan;New Jersey Copa;80.56;ALTA;25;;;;;;2026-07-08;Ranking gap: 0.353 | Attacco casa: 2.30/gara | Difesa trasferta subisce: 2.50/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;7.06;23.0;;;25.0;13.5;12.0;;;;2.0.0;Manhattan - New Jersey Copa
USA_USLLeagueTwo_SouthFlorida;Lakeland United;Miami City;80.11;ALTA;18;;;;;;2026-07-08;Ranking gap: 0.700 | Attacco casa: 2.11/gara | Difesa trasferta subisce: 2.78/gara | Over25 casa ultime10: 0.56 | Over25 trasferta ultime10: 0.78;14.0;21.11;;;25.0;8.33;11.67;;;;2.0.0;Lakeland United - Miami City
USA_USLLeagueTwo_Southwest;City SC;AMSG FC;78.87;ALTA;27;;;;;;2026-07-08;Ranking gap: 0.480 | Attacco casa: 1.73/gara | Difesa trasferta subisce: 3.30/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.80;9.6;17.27;;;25.0;15.0;12.0;;;;2.0.0;City SC - AMSG FC
USA_USLLeagueTwo_Heartland;River Light;Rockford Raptors;77.92;ALTA;23;;;;;;2026-07-08;Ranking gap: 0.365 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 2.20/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 0.70;7.3;25.0;;;22.0;13.12;10.5;;;;2.0.0;River Light - Rockford Raptors
