LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
USA_USLLeagueTwo_MidAtlantic;Reading;Philadelphia Lone Star;76.44;ALTA;28;;;;;;2026-07-08;Ranking gap: 0.372 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 2.58/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.90;7.44;20.0;;;25.0;10.5;13.5;;;;2.0.0;Reading - Philadelphia Lone Star
USA_USLLeagueTwo_LoneStar;San Antonio FC 2;Twin City Toucans;75.6;ALTA;25;;;;;;2026-07-08;Ranking gap: 0.489 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 2.18/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;9.78;20.0;;;21.82;13.5;10.5;;;;2.0.0;San Antonio FC 2 - Twin City Toucans
USA_USLLeagueTwo_SouthAtlantic;Salem City;Tobacco Road;74.11;MEDIA-ALTA;36;;;;;;2026-07-08;Ranking gap: 0.339 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 2.50/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;6.78;18.33;;;25.0;12.0;12.0;;;;2.0.0;Salem City - Tobacco Road
USA_USLLeagueTwo_MidSouth;Little Rock Rangers;Memphis FC;73.26;MEDIA-ALTA;18;;;;;;2026-07-08;Ranking gap: 0.802 | Attacco casa: 1.89/gara | Difesa trasferta subisce: 2.10/gara | Over25 casa ultime10: 0.56 | Over25 trasferta ultime10: 0.60;16.04;18.89;;;21.0;8.33;9.0;;;;2.0.0;Little Rock Rangers - Memphis FC
USA_USLLeagueTwo_Southeast;Brave SC;Inter Gainesville;72.22;MEDIA-ALTA;25;;;;;;2026-07-08;Ranking gap: 0.755 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 1.88/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.62;15.1;20.0;;;18.75;9.0;9.38;;;;2.0.0;Brave SC - Inter Gainesville
USA_USLLeagueTwo_Chesapeake;Northern Virginia;Lionsbridge;71.57;MEDIA-ALTA;26;;;;;;2026-07-08;Ranking gap: 0.712 | Attacco casa: 2.64/gara | Difesa trasferta subisce: 0.83/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;14.24;25.0;;;8.33;12.0;12.0;;;;2.0.0;Northern Virginia - Lionsbridge
USA_USLLeagueTwo_Northeast;Black Rock;Boston Bolts;70.29;MEDIA-ALTA;29;;;;;;2026-07-08;Ranking gap: 0.506 | Attacco casa: 1.75/gara | Difesa trasferta subisce: 2.17/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;10.12;17.5;;;21.67;10.5;10.5;;;;2.0.0;Black Rock - Boston Bolts
USA_USLLeagueTwo_MidAtlantic;Ocean City;LVU Rush;69.49;MEDIA-ALTA;28;;;;;;2026-07-08;Ranking gap: 0.358 | Attacco casa: 3.08/gara | Difesa trasferta subisce: 1.33/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.90;7.16;25.0;;;13.33;10.5;13.5;;;;2.0.0;Ocean City - LVU Rush
USA_USLLeagueTwo_Heartland;Rochester FC;St. Croix;68.96;MEDIA-ALTA;23;;;;;;2026-07-08;Ranking gap: 0.462 | Attacco casa: 0.89/gara | Difesa trasferta subisce: 2.40/gara | Over25 casa ultime10: 0.89 | Over25 trasferta ultime10: 0.90;9.24;8.89;;;24.0;13.33;13.5;;;;2.0.0;Rochester FC - St. Croix
USA_USLLeagueTwo_Southwest;Ventura;Stars FC;68.52;MEDIA-ALTA;27;;;;;;2026-07-08;Ranking gap: 0.526 | Attacco casa: 2.90/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;10.52;25.0;;;15.0;10.5;7.5;;;;2.0.0;Ventura - Stars FC
USA_USLLeagueTwo_SouthAtlantic;Wake FC;Port City;68.18;MEDIA-ALTA;36;;;;;;2026-07-08;Ranking gap: 0.309 | Attacco casa: 1.08/gara | Difesa trasferta subisce: 2.42/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.90;6.18;10.83;;;24.17;13.5;13.5;;;;2.0.0;Wake FC - Port City
USA_USLLeagueTwo_MidSouth;Mississippi Brilla;Louisiana;68.06;MEDIA-ALTA;18;;;;;;2026-07-08;Ranking gap: 0.328 | Attacco casa: 2.40/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;6.56;24.0;;;15.0;12.0;10.5;;;;2.0.0;Mississippi Brilla - Louisiana
USA_USLLeagueTwo_Chesapeake;Virginia Beach;Annapolis Blues;67.48;MEDIA-ALTA;26;;;;;;2026-07-08;Ranking gap: 0.449 | Attacco casa: 2.25/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;8.98;22.5;;;15.0;10.5;10.5;;;;2.0.0;Virginia Beach - Annapolis Blues
USA_USLLeagueTwo_LoneStar;Laredo Heat;GFI Woodlands;67.01;MEDIA-ALTA;25;;;;;;2026-07-08;Ranking gap: 0.353 | Attacco casa: 2.64/gara | Difesa trasferta subisce: 1.55/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;7.06;25.0;;;15.45;10.5;9.0;;;;2.0.0;Laredo Heat - GFI Woodlands
USA_USLLeagueTwo_NorCal;Davis Legacy;San Francisco City;66.63;MEDIA-ALTA;27;;;;;;2026-07-08;Ranking gap: 0.745 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;14.9;15.0;;;12.73;13.5;10.5;;;;2.0.0;Davis Legacy - San Francisco City
Somalia_NationalLeague;Jeenyo;Gantaalaha Afgooye;64.95;MEDIA-ALTA;18;;;;;;2026-07-08;Ranking gap: 0.179 | Attacco casa: 1.69/gara | Difesa trasferta subisce: 4.86/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.90;3.58;16.88;;;25.0;6.0;13.5;;;;2.0.0;Jeenyo - Gantaalaha Afgooye
USA_USLLeagueTwo_SouthFlorida;Fort Lauderdale;Weston;64.83;MEDIA-ALTA;18;;;;;;2026-07-08;Ranking gap: 0.533 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 1.67/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.67;10.66;20.0;;;16.67;7.5;10.0;;;;2.0.0;Fort Lauderdale - Weston
USA_USLLeagueTwo_Metropolitan;Morris Elite;Westchester Flames;62.86;MEDIA-ALTA;25;;;;;;2026-07-08;Ranking gap: 0.318 | Attacco casa: 0.90/gara | Difesa trasferta subisce: 3.20/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;6.36;9.0;;;25.0;10.5;12.0;;;;2.0.0;Morris Elite - Westchester Flames
USA_USLLeagueTwo_Chesapeake;Patuxent;Christos;62.41;MEDIA-ALTA;26;;;;;;2026-07-08;Ranking gap: 0.684 | Attacco casa: 0.27/gara | Difesa trasferta subisce: 2.58/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;13.68;2.73;;;25.0;9.0;12.0;;;;2.0.0;Patuxent - Christos
Kazakhstan_FirstLeague;Akademiya Ontustik;Arys;62.04;MEDIA-ALTA;22;;;;;;2026-07-08;Ranking gap: 0.177 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 2.25/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;3.54;15.0;;;22.5;9.0;12.0;;;;2.0.0;Akademiya Ontustik - Arys
USA_USLLeagueTwo_Northwest;Bigfoot;Ballard;61.32;MEDIA-ALTA;33;;;;;;2026-07-08;Ranking gap: 0.888 | Attacco casa: 1.27/gara | Difesa trasferta subisce: 0.83/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;17.76;12.73;;;8.33;12.0;10.5;;;;2.0.0;Bigfoot - Ballard
USA_USLLeagueTwo_SouthCentral;Montgomery United;Columbus United;61.3;MEDIA-ALTA;20;;;;;;2026-07-08;Ranking gap: 0.340 | Attacco casa: 1.60/gara | Difesa trasferta subisce: 1.90/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;6.8;16.0;;;19.0;12.0;7.5;;;;2.0.0;Montgomery United - Columbus United
USA_USLLeagueTwo_Heartland;RKC SC;Chicago Dutch Lions;60.1;MEDIA-ALTA;23;;;;;;2026-07-08;Ranking gap: 0.555 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 1.80/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.90;11.1;10.0;;;18.0;7.5;13.5;;;;2.0.0;RKC SC - Chicago Dutch Lions
Estonia_Esiliiga;Maardu;Flora U21;59.9;MEDIA;20;;;;;;2026-07-08;Ranking gap: 0.150 | Attacco casa: 1.35/gara | Difesa trasferta subisce: 1.94/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 1.00;3.0;13.53;;;19.38;9.0;15.0;;;;2.0.0;Maardu - Flora U21
USA_USLLeagueOne;New York Cosmos;FC Naples;59.78;MEDIA;23;;;;;;2026-07-08;Ranking gap: 0.436 | Attacco casa: 1.23/gara | Difesa trasferta subisce: 1.62/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;8.72;12.31;;;16.25;13.5;9.0;;;;2.0.0;New York Cosmos - FC Naples
USA_USLLeagueTwo_MidAtlantic;RC New Jersey;West Chester Utd;59.59;MEDIA;28;;;;;;2026-07-08;Ranking gap: 0.353 | Attacco casa: 1.67/gara | Difesa trasferta subisce: 1.64/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;7.06;16.67;;;16.36;10.5;9.0;;;;2.0.0;RC New Jersey - West Chester Utd
USA_USLLeagueTwo_MidSouth;Jackson Boom;Hattiesburg;59.56;MEDIA;18;;;;;;2026-07-08;Ranking gap: 0.567 | Attacco casa: 0.20/gara | Difesa trasferta subisce: 2.22/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 1.00;11.34;2.0;;;22.22;9.0;15.0;;;;2.0.0;Jackson Boom - Hattiesburg
USA_USLLeagueTwo_Valley;Toledo Villa;Northern Indiana;59.06;MEDIA;23;;;;;;2026-07-08;Ranking gap: 0.653 | Attacco casa: 1.10/gara | Difesa trasferta subisce: 1.40/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;13.06;11.0;;;14.0;10.5;10.5;;;;2.0.0;Toledo Villa - Northern Indiana
Kazakhstan_FirstLeague;Aktobe 2;Khan Tengri;58.29;MEDIA;22;;;;;;2026-07-08;Ranking gap: 0.081 | Attacco casa: 1.75/gara | Difesa trasferta subisce: 1.67/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;1.62;17.5;;;16.67;13.5;9.0;;;;2.0.0;Aktobe 2 - Khan Tengri
Kazakhstan_FirstLeague;Jaiyq;Tobol 2;58.05;MEDIA;22;;;;;;2026-07-08;Ranking gap: 0.111 | Attacco casa: 0.83/gara | Difesa trasferta subisce: 3.08/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 1.00;2.22;8.33;;;25.0;7.5;15.0;;;;2.0.0;Jaiyq - Tobol 2
USA_USLLeagueTwo_SouthAtlantic;North Carolina FC U23;Charlotte Eagles;57.24;MEDIA;36;;;;;;2026-07-08;Ranking gap: 0.336 | Attacco casa: 1.64/gara | Difesa trasferta subisce: 1.62/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;6.72;16.36;;;16.15;10.5;7.5;;;;2.0.0;North Carolina FC U23 - Charlotte Eagles
USA_USLLeagueTwo_GreatForest;Cleveland Force;Steel City;57.11;MEDIA;25;;;;;;2026-07-08;Ranking gap: 0.701 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 0.30/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.40;14.02;19.09;;;3.0;15.0;6.0;;;;2.0.0;Cleveland Force - Steel City
Bolivia_DivisionProfesional;Real Oruro;Universitario de Vinto;54.58;MEDIA;11;;;;;;2026-07-08;Ranking gap: 0.052 | Attacco casa: 1.67/gara | Difesa trasferta subisce: 1.50/gara | Over25 casa ultime10: 0.83 | Over25 trasferta ultime10: 0.62;1.04;16.67;;;15.0;12.5;9.38;;;;2.0.0;Real Oruro - Universitario de Vinto
USA_USLLeagueTwo_SouthAtlantic;SC United Bantams;Charlotte Independ. 2;52.83;MEDIA;36;;;;;;2026-07-08;Ranking gap: 0.458 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 0.58/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;9.16;18.33;;;5.83;12.0;7.5;;;;2.0.0;SC United Bantams - Charlotte Independ. 2
USA_USLLeagueTwo_Metropolitan;Cedar;Ironbound SC;52.0;MEDIA;25;;;;;;2026-07-08;Ranking gap: 0.461 | Attacco casa: 1.56/gara | Difesa trasferta subisce: 1.22/gara | Over25 casa ultime10: 0.33 | Over25 trasferta ultime10: 0.67;9.22;15.56;;;12.22;5.0;10.0;;;;2.0.0;Cedar - Ironbound SC
Bolivia_DivisionProfesional;Real Potosi;Academia del Balompie;51.0;MEDIA;11;;;;;;2026-07-08;Ranking gap: 0.026 | Attacco casa: 0.83/gara | Difesa trasferta subisce: 2.43/gara | Over25 casa ultime10: 0.33 | Over25 trasferta ultime10: 0.86;0.52;8.33;;;24.29;5.0;12.86;;;;2.0.0;Real Potosi - Academia del Balompie
USA_USLLeagueOne;Greenville;Sarasota Paradise;50.84;MEDIA;23;;;;;;2026-07-08;Ranking gap: 0.310 | Attacco casa: 1.17/gara | Difesa trasferta subisce: 1.65/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.60;6.2;11.67;;;16.47;7.5;9.0;;;;2.0.0;Greenville - Sarasota Paradise
USA_USLLeagueTwo_Ranger;West Texas;Lubbock Matadors;49.9;MEDIA;21;;;;;;2026-07-08;Ranking gap: 0.342 | Attacco casa: 1.56/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.50;6.84;15.56;;;10.0;10.0;7.5;;;;2.0.0;West Texas - Lubbock Matadors
USA_USLLeagueTwo_SouthCentral;Apotheos;Dothan United;49.26;MEDIA;20;;;;;;2026-07-08;Ranking gap: 0.613 | Attacco casa: 1.10/gara | Difesa trasferta subisce: 0.80/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;12.26;11.0;;;8.0;9.0;9.0;;;;2.0.0;Apotheos - Dothan United
Bhutan_PremierLeague;Transport United;BFF Academy U19;47.82;MEDIA;9;;;;;;2026-07-08;Ranking gap: 0.034 | Attacco casa: 1.14/gara | Difesa trasferta subisce: 1.86/gara | Over25 casa ultime10: 0.57 | Over25 trasferta ultime10: 0.57;0.68;11.43;;;18.57;8.57;8.57;;;;2.0.0;Transport United - BFF Academy U19
Finland_Kakkonen_GroupB;MuSa;GrIFK;43.25;BASSA;12;;;;;;2026-07-08;Ranking gap: 0.167 | Attacco casa: 1.09/gara | Difesa trasferta subisce: 1.40/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.40;3.34;10.91;;;14.0;9.0;6.0;;;;2.0.0;MuSa - GrIFK
USA_USLChampionship;Sacramento Republic;Rhode Island;37.77;BASSA;22;;;;;;2026-07-08;Ranking gap: 0.005 | Attacco casa: 1.08/gara | Difesa trasferta subisce: 1.33/gara | Over25 casa ultime10: 0.30 | Over25 trasferta ultime10: 0.60;0.1;10.83;;;13.33;4.5;9.0;;;;2.0.0;Sacramento Republic - Rhode Island
USA_USLChampionship;Hartford Athletic;Orange County SC;32.14;BASSA;22;;;;;;2026-07-08;Ranking gap: 0.089 | Attacco casa: 0.77/gara | Difesa trasferta subisce: 1.07/gara | Over25 casa ultime10: 0.30 | Over25 trasferta ultime10: 0.50;1.78;7.69;;;10.67;4.5;7.5;;;;2.0.0;Hartford Athletic - Orange County SC
