LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;79.0;ALTA;20260629;Ranking gap: 0.356 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 2.67/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 1.00;Atletico Union - Real Colorado;7.12;18.75;25.0;13.12;15.0
USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;79.0;ALTA;20260629;Ranking gap: 0.356 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 2.67/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 1.00;Atletico Union - Real Colorado;7.12;18.75;25.0;13.12;15.0
Estonia_Esiliiga;Nomme Utd U21;Flora U21;68.51;MEDIA-ALTA;18;Ranking gap: 0.179 | Attacco casa: 1.93/gara | Difesa trasferta subisce: 1.71/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00;Nomme Utd U21 - Flora U21;3.58;19.29;17.14;13.5;15.0
Estonia_Esiliiga;Nomme Utd U21;Flora U21;68.51;MEDIA-ALTA;18;Ranking gap: 0.179 | Attacco casa: 1.93/gara | Difesa trasferta subisce: 1.71/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00;Nomme Utd U21 - Flora U21;3.58;19.29;17.14;13.5;15.0
Latvia_Virsliga;FK Liepaja;Ogre United;62.64;MEDIA-ALTA;21;Ranking gap: 0.193 | Attacco casa: 1.28/gara | Difesa trasferta subisce: 2.75/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;FK Liepaja - Ogre United;3.86;12.78;25.0;10.5;10.5
Latvia_Virsliga;FK Liepaja;Ogre United;62.64;MEDIA-ALTA;21;Ranking gap: 0.193 | Attacco casa: 1.28/gara | Difesa trasferta subisce: 2.75/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;FK Liepaja - Ogre United;3.86;12.78;25.0;10.5;10.5
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;62.28;MEDIA-ALTA;20260629;Ranking gap: 0.774 | Attacco casa: 1.92/gara | Difesa trasferta subisce: 0.36/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;Philadelphia Lone Star - Ocean City;15.48;19.17;3.64;13.5;10.5
Finland_Kakkonen_GroupC;SJK Akatemia 2;Vaajakoski;61.55;MEDIA-ALTA;11;Ranking gap: 0.022 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 2.56/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.67;SJK Akatemia 2 - Vaajakoski;0.44;14.44;25.0;11.67;10.0
Finland_Kakkonen_GroupC;SJK Akatemia 2;Vaajakoski;61.55;MEDIA-ALTA;11;Ranking gap: 0.022 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 2.56/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.67;SJK Akatemia 2 - Vaajakoski;0.44;14.44;25.0;11.67;10.0
USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;Black Rock;61.0;MEDIA-ALTA;20260629;Ranking gap: 0.500 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Seacoast Utd Phantoms - Black Rock;10.0;15.0;12.0;12.0;12.0
