LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group3;Austevoll;Fyllingsdalen;72.32;MEDIA-ALTA;13;Ranking gap: 0.116 | Attacco casa: 2.25/gara | Difesa trasferta subisce: 2.67/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;Austevoll - Fyllingsdalen;2.32;22.5;25.0;13.5;9.0
Sweden_Division2_NorraGotaland;IFK Skovde;Lidkoping;70.09;MEDIA-ALTA;15;Ranking gap: 0.213 | Attacco casa: 2.07/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;IFK Skovde - Lidkoping;4.26;20.67;22.67;12.0;10.5
Sweden_Division2_SodraSvealand;Nykopings;Nacka FC;69.61;MEDIA-ALTA;15;Ranking gap: 0.389 | Attacco casa: 2.07/gara | Difesa trasferta subisce: 2.47/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.70;Nykopings - Nacka FC;7.78;20.67;24.67;6.0;10.5
Norway_3rdDivision_Group4;Staal Jorpeland;Hinna;67.03;MEDIA-ALTA;13;Ranking gap: 0.135 | Attacco casa: 1.83/gara | Difesa trasferta subisce: 2.83/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;Staal Jorpeland - Hinna;2.7;18.33;25.0;10.5;10.5
Norway_3rdDivision_Group3;Åsane 2;OS;65.66;MEDIA-ALTA;13;Ranking gap: 0.258 | Attacco casa: 1.42/gara | Difesa trasferta subisce: 2.08/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;Åsane 2 - OS;5.16;14.17;20.83;12.0;13.5
Norway_3rdDivision_Group2;Strindheim;Melhus;64.63;MEDIA-ALTA;14;Ranking gap: 0.040 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 1.33/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.70;Strindheim - Melhus;0.8;25.0;13.33;15.0;10.5
Iceland_BestaDeildKarla;Breidablik;Vikingur Reykjavik;59.56;MEDIA;17;Ranking gap: 0.184 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 0.54/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;Breidablik - Vikingur Reykjavik;3.68;25.0;5.38;13.5;12.0
Norway_3rdDivision_Group1;Konnerud;Ready;53.24;MEDIA;13;Ranking gap: 0.237 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.25/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;Konnerud - Ready;4.74;15.0;12.5;10.5;10.5
Norway_3rdDivision_Group4;Vag;Viking 2;50.52;MEDIA;13;Ranking gap: 0.101 | Attacco casa: 1.42/gara | Difesa trasferta subisce: 1.33/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;Vag - Viking 2;2.02;14.17;13.33;10.5;10.5
Sweden_Division2_VastraGotaland;Galtabacks BK;Boljan;46.74;MEDIA;15;Ranking gap: 0.212 | Attacco casa: 1.33/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.50;Galtabacks BK - Boljan;4.24;13.33;12.67;9.0;7.5
Norway_3rdDivision_Group6;Brumunddal;SK Gjovik-Lyn;42.11;BASSA;13;Ranking gap: 0.264 | Attacco casa: 1.17/gara | Difesa trasferta subisce: 0.42/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.40;Brumunddal - SK Gjovik-Lyn;5.28;11.67;4.17;15.0;6.0
Sweden_Division2_NorraSvealand;Helges;Sunnersta AIF;39.8;BASSA;15;Ranking gap: 0.415 | Attacco casa: 0.53/gara | Difesa trasferta subisce: 0.67/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;Helges - Sunnersta AIF;8.3;5.33;6.67;12.0;7.5
