id;data;model_version;country;league;home;away;match;risultato;ESITO;score;band;ranking_component;strong_gf_component;weak_ga_component;strong_ga_component;weak_gf_component;last10_component;real_over_index_component;random_component;reason;Column1;_1;_2
20260623_020;23/06/2026;1.1;USA;USL League Two;Black Rock;AC Connecticut;Black Rock - AC Connecticut;2-1;;71.27;MEDIA-ALTA;5.79;13.1;20;5.38;7;10;10;0;Squadra alta: Black Rock (4¦), squadra bassa: AC Connecticut (9¦) | GF alta: 1.57/gara | GS bassa: 2.67/gara | Profilo ultime 10: 1.00;;;
20260623_021;23/06/2026;1.1;USA;USL League Two;Albany Rush;Western Mass Pioneers;Albany Rush - Western Mass Pioneers;4-3;;70.41;MEDIA-ALTA;3.47;16.67;20;6.73;7;8.92;7.62;0;Squadra alta: Western Mass Pioneers (3¦), squadra bassa: Albany Rush (6¦) | GF alta: 2.00/gara | GS bassa: 2.90/gara | Profilo ultime 10: 0.89;;;
20260623_022;23/06/2026;1.1;USA;USL League Two;Louisiana;Hattiesburg;Louisiana - Hattiesburg;3-1;;69.96;MEDIA-ALTA;10.4;17.71;18.18;7;7;9.56;9.46;0;Squadra alta: Louisiana (3¦), squadra bassa: Hattiesburg (5¦) | GF alta: 2.12/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.96;;;
20260623_023;23/06/2026;1.1;USA;USL League Two;Midlakes United;Snohomish United;Midlakes United - Snohomish United;0-4;;69.34;MEDIA-ALTA;4.63;20;15.15;5.38;7;8.91;8.26;0;Squadra alta: Snohomish United (1¦), squadra bassa: Midlakes United (5¦) | GF alta: 2.88/gara | GS bassa: 1.67/gara | Profilo ultime 10: 0.89;;;
20260623_024;23/06/2026;1.1;USA;USL League Two;Port City;SC United Bantams;Port City - SC United Bantams;1-2;;69.2;MEDIA-ALTA;4.63;15.74;20;7;5.19;8.31;8.33;0;Squadra alta: SC United Bantams (6¦), squadra bassa: Port City (10¦) | GF alta: 1.89/gara | GS bassa: 2.44/gara | Profilo ultime 10: 0.83;;;
20260623_025;23/06/2026;1.1;USA;USL League Two;Eagle FC;PA Classics;Eagle FC - PA Classics;0-3;;67.99;MEDIA-ALTA;9.9;12.5;20;7;3.65;7.57;7.38;0;Squadra alta: PA Classics (7¦), squadra bassa: Eagle FC (9¦) | GF alta: 1.50/gara | GS bassa: 3.00/gara | Profilo ultime 10: 0.76;;;
20260623_026;23/06/2026;1.1;USA;USL League Two;Swarm FC;Montgomery United;Swarm FC - Montgomery United;4-0;;67.64;MEDIA-ALTA;15.6;20;15.58;4.71;7;9.41;9.38;0;Squadra alta: Swarm FC (2¦), squadra bassa: Montgomery United (5¦) | GF alta: 2.50/gara | GS bassa: 1.71/gara | Profilo ultime 10: 0.94;;;
20260623_027;23/06/2026;1.1;USA;USL League Two;Salem City;Asheville City;Salem City - Asheville City;1-2;;67.51;MEDIA-ALTA;4.63;15.62;20;4.04;7;8.65;7.57;0;Squadra alta: Asheville City (4¦), squadra bassa: Salem City (8¦) | GF alta: 1.88/gara | GS bassa: 2.22/gara | Profilo ultime 10: 0.86;;;
20260623_028;23/06/2026;1.1;USA;USL League Two;Union FC Macomb;Lansing City;Union FC Macomb - Lansing City;2-3;;67.08;MEDIA-ALTA;2.32;14.58;20;7;4.38;8.8;10;0;Squadra alta: Union FC Macomb (5¦), squadra bassa: Lansing City (7¦) | GF alta: 1.75/gara | GS bassa: 3.50/gara | Profilo ultime 10: 0.88;;;
20260623_029;23/06/2026;1.1;USA;USL League Two;West Chester Utd;Ocean City;West Chester Utd - Ocean City;0-1;;65.36;MEDIA-ALTA;10.4;20;15.91;2.69;7;9.34;9.38;0;Squadra alta: Ocean City (1¦), squadra bassa: West Chester Utd (3¦) | GF alta: 3.25/gara | GS bassa: 1.75/gara | Profilo ultime 10: 0.93;;;
20260623_030;23/06/2026;1.1;USA;USL League Two;Peoria;St. Louis Ambush;Peoria - St. Louis Ambush;2-0;;64.71;MEDIA-ALTA;15.6;20;12.5;4.62;7;9.56;9.46;0;Squadra alta: Peoria (1¦), squadra bassa: St. Louis Ambush (4¦) | GF alta: 2.71/gara | GS bassa: 1.38/gara | Profilo ultime 10: 0.96;;;
20260623_031;23/06/2026;1.1;USA;USL League Two;Pittsburgh Riverhounds 2;Akron City;Pittsburgh Riverhounds 2 - Akron City;2-1;;63.54;MEDIA-ALTA;2.32;15.74;18.18;7;5.83;8.36;6.11;0;Squadra alta: Pittsburgh Riverhounds 2 (4¦), squadra bassa: Akron City (6¦) | GF alta: 1.89/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.84;;;
20260623_032;23/06/2026;1.1;USA;USL League Two;Toledo Villa;Dayton;Toledo Villa - Dayton;0-1;;63.15;MEDIA-ALTA;11.6;10.71;20;7;6.56;9.14;8.57;0;Squadra alta: Dayton (5¦), squadra bassa: Toledo Villa (6¦) | GF alta: 1.29/gara | GS bassa: 2.62/gara | Profilo ultime 10: 0.91;;;
20260623_033;23/06/2026;1.1;USA;USL League Two;Northern Indiana;Kings Hammer Columbus;Northern Indiana - Kings Hammer Columbus;2-1;;58.5;MEDIA;5.2;14.29;11.69;7;7;9.43;8.57;0;Squadra alta: Northern Indiana (3¦), squadra bassa: Kings Hammer Columbus (4¦) | GF alta: 1.71/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.94;;;
20260623_034;23/06/2026;1.1;USA;USL League Two;Nona;Brooke House;Nona - Brooke House;5-0;;51.98;MEDIA;5.2;13.54;13.13;4.04;7;7.92;5.83;0;Squadra alta: Nona (2¦), squadra bassa: Brooke House (3¦) | GF alta: 1.62/gara | GS bassa: 1.44/gara | Profilo ultime 10: 0.79;;;
20260623_035;23/06/2026;1.1;USA;USL League Two;Sporting Jax 2;Shark Coast;Sporting Jax 2 - Shark Coast;1-1;;40.32;BASSA;11.6;2.78;17.17;4.19;7;4.69;3.33;0;Squadra alta: Sporting Jax 2 (4¦), squadra bassa: Shark Coast (5¦) | GF alta: 0.33/gara | GS bassa: 1.89/gara | Profilo ultime 10: 0.4720260624_001;2026-06-24;1.1;
20260624_002;2026-06-24;1.1;Norway;3rd Division Group 6;Gamle Oslo;Lokomotiv Oslo;Gamle Oslo - Lokomotiv Oslo;7-1;;92.11;ALTA;22;20;20;7;7;8.84;7.27;0;Squadra alta: Gamle Oslo (6¦), squadra bassa: Lokomotiv Oslo (14¦) | GF alta: 3.36/gara | GS bassa: 3.55/gara | Profilo ultime 10: 0.88;;;
20260624_002;2026-06-24;1.1;Australia;Northern NSW State League;Lake Macquarie;West Wallsend;Lake Macquarie - West Wallsend;;;89.81;ALTA;22;20;19.83;7;7;8.07;5.91;0;Squadra alta: Lake Macquarie (2¦), squadra bassa: West Wallsend (6¦) | GF alta: 3.09/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.81;;;
20260624_003;2026-06-24;1.1;Sweden;Division 2 Norrland;Kubikenborgs IF;Fransta;Kubikenborgs IF - Fransta;2-2;;86.45;ALTA;22;16.67;20;7;7;7.88;5.91;0;Squadra alta: Kubikenborgs IF (2¦), squadra bassa: Fransta (7¦) | GF alta: 2.00/gara | GS bassa: 2.64/gara | Profilo ultime 10: 0.79;;;
20260624_004;2026-06-24;1.1;Australia;Northern NSW NPL;Charlestown Azzurri;Cooks Hill United;Charlestown Azzurri - Cooks Hill United;;;83.53;ALTA;22;16.07;19.58;7;7;6.69;5.19;0;Squadra alta: Cooks Hill United (7¦), squadra bassa: Charlestown Azzurri (12¦) | GF alta: 1.93/gara | GS bassa: 2.15/gara | Profilo ultime 10: 0.67;;;
20260624_005;2026-06-24;1.1;Sweden;Division 2 Vastra Gotaland;Frlunda;Qviding;Frlunda - Qviding;;;82.57;ALTA;22;17.31;16.78;7;7;7.48;5;0;Squadra alta: Frlunda (3¦), squadra bassa: Qviding (8¦) | GF alta: 2.08/gara | GS bassa: 1.85/gara | Profilo ultime 10: 0.75;;;
20260624_006;2026-06-24;1.1;Sweden;Division 2 Sodra Svealand;Lindo FF;Smedby;Lindo FF - Smedby;;;81.45;ALTA;22;18.59;16.08;7;7;6.16;4.62;0;Squadra alta: Smedby (5¦), squadra bassa: Lindo FF (11¦) | GF alta: 2.23/gara | GS bassa: 1.77/gara | Profilo ultime 10: 0.62;;;
20260624_007;2026-06-24;1.1;Sweden;Division 1 Norra;Karlbergs;Pitea;Karlbergs - Pitea;;;80.27;ALTA;22;12.82;20;7;6.73;6.33;5.38;0;Squadra alta: Karlbergs (9¦), squadra bassa: Pitea (15¦) | GF alta: 1.54/gara | GS bassa: 2.23/gara | Profilo ultime 10: 0.63;;;
20260624_008;2026-06-24;1.1;Australia;Northern NSW NPL;Kahibah;Adamstown Rosebud;Kahibah - Adamstown Rosebud;1-2;;78.25;ALTA;22;11.11;20;7;7;6.28;4.86;0;Squadra alta: Adamstown Rosebud (10¦), squadra bassa: Kahibah (11¦) | GF alta: 1.33/gara | GS bassa: 2.43/gara | Profilo ultime 10: 0.63;;;
20260624_009;2026-06-24;1.1;USA;USL League Two - Southeast;Brave SC;Inter Gainesville KF;Brave SC - Inter Gainesville KF;;;77.09;ALTA;22;20;9.09;0;7;9;10;0;Squadra alta: Brave SC (1¦), squadra bassa: Inter Gainesville KF (6¦) | GF alta: 2.67/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.90;;;
20260624_010;2026-06-24;1.1;Sweden;Division 2 Norra Svealand;Angby;Enskede;Angby - Enskede;;;73.06;MEDIA-ALTA;22;15.38;11.89;6.21;7;6.34;4.23;0;Squadra alta: Angby (2¦), squadra bassa: Enskede (6¦) | GF alta: 1.85/gara | GS bassa: 1.31/gara | Profilo ultime 10: 0.63;;;
20260624_011;2026-06-24;1.1;Sweden;Division 2 Sodra Gotaland;Lilla Torg;Torns;Lilla Torg - Torns;;;72.48;MEDIA-ALTA;22;7.05;20;7;7;5.58;3.85;0;Squadra alta: Lilla Torg (9¦), squadra bassa: Torns (10¦) | GF alta: 0.85/gara | GS bassa: 2.54/gara | Profilo ultime 10: 0.56;;;
20260624_012;2026-06-24;1.1;USA;USL League Two - Lone Star;GFI;Twin City Toucans;GFI - Twin City Toucans;;;70.68;MEDIA-ALTA;22;10.61;12.99;0;7;8.09;10;0;Squadra alta: GFI (2¦), squadra bassa: Twin City Toucans (7¦) | GF alta: 1.27/gara | GS bassa: 1.43/gara | Profilo ultime 10: 0.81;;;
20260624_013;2026-06-24;1.1;Sweden;Division 2 Norra Gotaland;Grebbestad;Kumla;Grebbestad - Kumla;;;70.26;MEDIA-ALTA;22;16.03;9.79;7;6.28;5.31;3.85;0;Squadra alta: Grebbestad (5¦), squadra bassa: Kumla (8¦) | GF alta: 1.92/gara | GS bassa: 1.08/gara | Profilo ultime 10: 0.53;;;
20260624_014;2026-06-24;1.1;USA;USL League Two - Heartland;Minneapolis City SC;RKC Third Coast;Minneapolis City SC - RKC Third Coast;;;69.63;MEDIA-ALTA;22;20;3.9;0;7;7.44;9.29;0;Squadra alta: Minneapolis City SC (1¦), squadra bassa: RKC Third Coast (5¦) | GF alta: 3.00/gara | GS bassa: 0.43/gara | Profilo ultime 10: 0.74;;;
20260624_015;2026-06-24;1.1;USA;USL League Two - Nor Cal;Marin FC Legends;San Juan SC;Marin FC Legends - San Juan SC;;;69;MEDIA-ALTA;22;0;20;0;7;10;10;0;Squadra alta: Marin FC Legends (6¦), squadra bassa: San Juan SC (8¦) | GF alta: -1.38/gara | GS bassa: 3.50/gara | Profilo ultime 10: 1.00;;;
20260624_016;2026-06-24;1.1;USA;USL Championship;Charleston;Loudoun United;Charleston - Loudoun United;;;68.98;MEDIA-ALTA;22;4.76;16.36;0;7;8.86;10;0;Squadra alta: Charleston (2¦), squadra bassa: Loudoun United (11¦) | GF alta: 0.57/gara | GS bassa: 1.80/gara | Profilo ultime 10: 0.89;;;
20260624_017;2026-06-24;1.1;USA;USL League Two - Heartland;Rockford Raptors FC;Edgewater Castle FC;Rockford Raptors FC - Edgewater Castle FC;;;68.42;MEDIA-ALTA;22;0;20;0;7;9.42;10;0;Squadra alta: Rockford Raptors FC (7¦), squadra bassa: Edgewater Castle FC (9¦) | GF alta: -0.67/gara | GS bassa: 2.50/gara | Profilo ultime 10: 0.94;;;
20260624_018;2026-06-24;1.1;Faroe Islands;Division 1;TB Tvoroyri;HB Torshavn 2;TB Tvoroyri - HB Torshavn 2;;;68.38;MEDIA-ALTA;22;13.46;11.19;7;5.83;5.43;3.46;0;Squadra alta: TB Tvoroyri (7¦), squadra bassa: HB Torshavn 2 (8¦) | GF alta: 1.62/gara | GS bassa: 1.23/gara | Profilo ultime 10: 0.54;;;
20260624_019;2026-06-24;1.1;USA;USL League One;Hearts of Pine;Richmond;Hearts of Pine - Richmond;;;67.39;MEDIA-ALTA;22;0;19.09;0;7;9.3;10;0;Squadra alta: Hearts of Pine (13¦), squadra bassa: Richmond (15¦) | GF alta: -0.45/gara | GS bassa: 2.10/gara | Profilo ultime 10: 0.93;;;
20260624_020;2026-06-24;1.1;Georgia;Erovnuli Liga;Gagra;Samgurali;Gagra - Samgurali;;;65.76;MEDIA-ALTA;22;11.57;12.12;7;5.83;4.17;3.06;0;Squadra alta: Samgurali (7¦), squadra bassa: Gagra (9¦) | GF alta: 1.39/gara | GS bassa: 1.33/gara | Profilo ultime 10: 0.42;;;
20260624_021;2026-06-24;1.1;USA;MLS Next Pro;Los Angeles FC 2;Minnesota 2;Los Angeles FC 2 - Minnesota 2;;;64.63;MEDIA-ALTA;22;18.33;0.4;7;0;7.62;9.28;0;Squadra alta: Minnesota 2 (6¦), squadra bassa: Los Angeles FC 2 (9¦) | GF alta: 2.20/gara | GS bassa: 0.04/gara | Profilo ultime 10: 0.76;;;
20260624_022;2026-06-24;1.1;USA;USL League Two - Chesapeake;Bethesda SC;Annapolis Blues FC;Bethesda SC - Annapolis Blues FC;;;64.07;MEDIA-ALTA;22;16.67;3.03;7;0;7.04;8.33;0;Squadra alta: Annapolis Blues FC (7¦), squadra bassa: Bethesda SC (8¦) | GF alta: 2.00/gara | GS bassa: 0.33/gara | Profilo ultime 10: 0.70;;;
20260624_023;2026-06-24;1.1;Lithuania;I Lyga;Babrungas;Kauno Zalgiris 2;Babrungas - Kauno Zalgiris 2;;;63.29;MEDIA-ALTA;22;16.03;16.08;1.66;3.14;3.23;1.15;0;Squadra alta: Babrungas (2¦), squadra bassa: Kauno Zalgiris 2 (16¦) | GF alta: 1.92/gara | GS bassa: 1.77/gara | Profilo ultime 10: 0.32;;;
20260624_024;2026-06-24;1.1;USA;USL League Two - Chesapeake;Northern Virginia FC;Hill City FC;Northern Virginia FC - Hill City FC;;;63.26;MEDIA-ALTA;22;3.12;15.45;1.35;7;6.59;7.75;0;Squadra alta: Northern Virginia FC (5¦), squadra bassa: Hill City FC (6¦) | GF alta: 0.38/gara | GS bassa: 1.70/gara | Profilo ultime 10: 0.66;;;
20260624_025;2026-06-24;1.1;USA;USL League Two - Ranger;West Texas FC;Fort Worth Vaqueros FC;West Texas FC - Fort Worth Vaqueros FC;;;63.03;MEDIA-ALTA;22;0;15.15;0;7;8.88;10;0;Squadra alta: West Texas FC (5¦), squadra bassa: Fort Worth Vaqueros FC (6¦) | GF alta: -1.00/gara | GS bassa: 1.67/gara | Profilo ultime 10: 0.89;;;
20260624_026;2026-06-24;1.1;USA;USL League Two - South Florida;Miami AC;FC Miami City;Miami AC - FC Miami City;;;62.79;MEDIA-ALTA;22;0;14.77;0;7;9.02;10;0;Squadra alta: Miami AC (4¦), squadra bassa: FC Miami City (6¦) | GF alta: -0.09/gara | GS bassa: 1.62/gara | Profilo ultime 10: 0.90;;;
20260624_027;2026-06-24;1.1;Mongolia;Premier League;FC Ulaanbaatar;Khangarid;FC Ulaanbaatar - Khangarid;;;62.53;MEDIA-ALTA;9.9;20;11.76;2.85;7;6.6;4.41;0;Squadra alta: FC Ulaanbaatar (1¦), squadra bassa: Khangarid (4¦) | GF alta: 4.00/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.66;;;
20260624_028;2026-06-24;1.1;USA;USL League Two - Southwest;Ventura County Fusion;Southern California Eagles;Ventura County Fusion - Southern California Eagles;;;62.31;MEDIA-ALTA;22;10;5.19;0;7;8.12;10;0;Squadra alta: Ventura County Fusion (1¦), squadra bassa: Southern California Eagles (7¦) | GF alta: 1.20/gara | GS bassa: 0.57/gara | Profilo ultime 10: 0.81;;;
20260624_029;2026-06-24;1.1;USA;USL League Two - Mid South;Mississippi Brilla FC;Memphis FC;Mississippi Brilla FC - Memphis FC;;;62.13;MEDIA-ALTA;22;0;15.15;0;7;7.98;10;0;Squadra alta: Mississippi Brilla FC (4¦), squadra bassa: Memphis FC (6¦) | GF alta: -0.10/gara | GS bassa: 1.67/gara | Profilo ultime 10: 0.80;;;
20260624_030;2026-06-24;1.1;Mongolia;Premier League;Deren;Central Stallions;Deren - Central Stallions;;;61.83;MEDIA-ALTA;9.9;20;9.63;5.38;7;5.8;4.12;0;Squadra alta: Central Stallions (2¦), squadra bassa: Deren (3¦) | GF alta: 3.18/gara | GS bassa: 1.06/gara | Profilo ultime 10: 0.58;;;
20260624_031;2026-06-24;1.1;USA;USL League Two - Mountain;CISA;ALBION SC Colorado;CISA - ALBION SC Colorado;;;61.32;MEDIA-ALTA;22;13.89;3.03;7;0;7.06;8.33;0;Squadra alta: ALBION SC Colorado (3¦), squadra bassa: CISA (6¦) | GF alta: 1.67/gara | GS bassa: 0.33/gara | Profilo ultime 10: 0.71;;;
20260624_032;2026-06-24;1.1;USA;USL Championship;CS Switchbacks;San Antonio FC;CS Switchbacks - San Antonio FC;;;60.87;MEDIA-ALTA;22;16.67;1.01;7;0.32;6.93;6.94;0;Squadra alta: San Antonio FC (2¦), squadra bassa: CS Switchbacks (7¦) | GF alta: 2.00/gara | GS bassa: 0.11/gara | Profilo ultime 10: 0.69;;;
20260624_033;2026-06-24;1.1;USA;USL League Two - South Atlantic;Hickory FC;Tobacco Road FC;Hickory FC - Tobacco Road FC;;;60.87;MEDIA-ALTA;22;4.39;10.1;0;7;7.38;10;0;Squadra alta: Hickory FC (2¦), squadra bassa: Tobacco Road FC (9¦) | GF alta: 0.53/gara | GS bassa: 1.11/gara | Profilo ultime 10: 0.74;;;
20260624_034;2026-06-24;1.1;USA;USL League One;Corpus Christi;AV Alta FC;Corpus Christi - AV Alta FC;;;60.53;MEDIA-ALTA;22;14.17;3.03;7;0;7;7.33;0;Squadra alta: AV Alta FC (4¦), squadra bassa: Corpus Christi (14¦) | GF alta: 1.70/gara | GS bassa: 0.33/gara | Profilo ultime 10: 0.70;;;
20260624_035;2026-06-24;1.1;USA;USL League Two - Nor Cal;Academica SC;San Francisco City FC;Academica SC - San Francisco City FC;;;60.01;MEDIA-ALTA;22;14.58;6.4;7;0;5.43;4.61;0;Squadra alta: San Francisco City FC (1¦), squadra bassa: Academica SC (7¦) | GF alta: 1.75/gara | GS bassa: 0.70/gara | Profilo ultime 10: 0.54;;;
20260624_036;2026-06-24;1.1;USA;USL League Two - Metropolitan;Westchester Flames;Hudson Valley Hammers;Westchester Flames - Hudson Valley Hammers;;;59.45;MEDIA;22;13.54;0.53;7;0;7.3;9.08;0;Squadra alta: Hudson Valley Hammers (5¦), squadra bassa: Westchester Flames (9¦) | GF alta: 1.62/gara | GS bassa: 0.06/gara | Profilo ultime 10: 0.73;;;
20260624_037;2026-06-24;1.1;USA;USL League Two - Northwest;Ballard FC;West Seattle Junction FC;Ballard FC - West Seattle Junction FC;;;58.01;MEDIA;22;7.78;7.07;0.36;7;6.35;7.44;0;Squadra alta: Ballard FC (2¦), squadra bassa: West Seattle Junction FC (6¦) | GF alta: 0.93/gara | GS bassa: 0.78/gara | Profilo ultime 10: 0.64;;;
20260624_038;2026-06-24;1.1;USA;USL League Two - Lone Star;AC Houston Sur;AHFC Royals;AC Houston Sur - AHFC Royals;;;57.8;MEDIA;22;10.71;4.33;7;0;6.13;7.62;0;Squadra alta: AHFC Royals (4¦), squadra bassa: AC Houston Sur (9¦) | GF alta: 1.29/gara | GS bassa: 0.48/gara | Profilo ultime 10: 0.61;;;
20260624_039;2026-06-24;1.1;USA;USL League Two - Northeast;Connecticut Rush;NEFC;Connecticut Rush - NEFC;;;57.63;MEDIA;22;12.5;4;7;0;5.83;6.3;0;Squadra alta: NEFC (2¦), squadra bassa: Connecticut Rush (6¦) | GF alta: 1.50/gara | GS bassa: 0.44/gara | Profilo ultime 10: 0.58;;;
20260624_040;2026-06-24;1.1;USA;USL League Two - Southwest;AMSG FC;Capo FC;AMSG FC - Capo FC;;;57.62;MEDIA;22;10.71;0;7;0;7.91;10;0;Squadra alta: Capo FC (6¦), squadra bassa: AMSG FC (8¦) | GF alta: 1.29/gara | GS bassa: -0.36/gara | Profilo ultime 10: 0.79;;;
20260624_041;2026-06-24;1.1;USA;USL League One;Spokane;Westchester SC;Spokane - Westchester SC;;;56.7;MEDIA;22;0;14.55;0.98;7;6.08;6.09;0;Squadra alta: Spokane (8¦), squadra bassa: Westchester SC (12¦) | GF alta: -0.05/gara | GS bassa: 1.60/gara | Profilo ultime 10: 0.61;;;
20260624_042;2026-06-24;1.1;USA;USL League Two - Great Lakes;AFC Ann Arbor;Flint City Bucks;AFC Ann Arbor - Flint City Bucks;;;55.95;MEDIA;22;9.52;6.36;7;0;5.27;5.79;0;Squadra alta: Flint City Bucks (1¦), squadra bassa: AFC Ann Arbor (5¦) | GF alta: 1.14/gara | GS bassa: 0.70/gara | Profilo ultime 10: 0.53;;;
20260624_043;2026-06-24;1.1;USA;USL League Two - Metropolitan;Ironbound SC;FC Motown STA;Ironbound SC - FC Motown STA;;;55.5;MEDIA;9.9;20;7.07;7;1.73;5.12;4.68;0;Squadra alta: FC Motown STA (1¦), squadra bassa: Ironbound SC (2¦) | GF alta: 2.57/gara | GS bassa: 0.78/gara | Profilo ultime 10: 0.51;;;
20260624_044;2026-06-24;1.1;USA;USL League Two - Great Lakes;Kalamazoo FC;Midwest United FC;Kalamazoo FC - Midwest United FC;;;55.47;MEDIA;9.9;3.12;19.48;2.69;7;6.49;6.79;0;Squadra alta: Kalamazoo FC (3¦), squadra bassa: Midwest United FC (4¦) | GF alta: 0.38/gara | GS bassa: 2.14/gara | Profilo ultime 10: 0.65;;;
20260624_045;2026-06-24;1.1;USA;USL Championship;Miami FC;Orange County;Miami FC - Orange County;;;54.26;MEDIA;22;12.5;2.53;7;0;5.63;4.61;0;Squadra alta: Orange County (1¦), squadra bassa: Miami FC (9¦) | GF alta: 1.50/gara | GS bassa: 0.28/gara | Profilo ultime 10: 0.56;;;
20260624_046;2026-06-24;1.1;USA;USL League Two - Great Forest;Erie Sports Center;Steel City FC;Erie Sports Center - Steel City FC;;;53.05;MEDIA;22;5.95;9.09;7;0;4.72;4.29;0;Squadra alta: Steel City FC (1¦), squadra bassa: Erie Sports Center (7¦) | GF alta: 0.71/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.47;;;
20260624_047;2026-06-24;1.1;USA;USL League Two - Valley;Louisville City FC;West Virginia United;Louisville City FC - West Virginia United;;;52.55;MEDIA;9.9;17.71;6.06;7;2.33;5.38;4.17;0;Squadra alta: West Virginia United (1¦), squadra bassa: Louisville City FC (2¦) | GF alta: 2.12/gara | GS bassa: 0.67/gara | Profilo ultime 10: 0.54;;;
20260624_048;2026-06-24;1.1;USA;USL League Two - Metropolitan;Morris Elite SC;New Jersey Copa FC;Morris Elite SC - New Jersey Copa FC;;;50.89;MEDIA;22;4.76;0;7;0;7.13;10;0;Squadra alta: New Jersey Copa FC (7¦), squadra bassa: Morris Elite SC (10¦) | GF alta: 0.57/gara | GS bassa: -0.64/gara | Profilo ultime 10: 0.71;;;
20260624_049;2026-06-24;1.1;USA;USL League Two - Heartland;Sueno FC;River Light FC;Sueno FC - River Light FC;;;50.44;MEDIA;9.9;9.72;8.08;2.39;7;6.12;7.22;0;Squadra alta: Sueno FC (2¦), squadra bassa: River Light FC (4¦) | GF alta: 1.17/gara | GS bassa: 0.89/gara | Profilo ultime 10: 0.61;;;
20260624_050;2026-06-24;1.1;USA;USL League Two - Mid-Atlantic;Real Central NJ;LVU Rush;Real Central NJ - LVU Rush;;;49.75;MEDIA;9.9;15.74;5.14;7;0.76;5.7;5.51;0;Squadra alta: LVU Rush (2¦), squadra bassa: Real Central NJ (3¦) | GF alta: 1.89/gara | GS bassa: 0.57/gara | Profilo ultime 10: 0.57;;;
20260624_051;2026-06-24;1.1;USA;USL League Two - Chesapeake;Charlottesville Blues FC;Lionsbridge FC;Charlottesville Blues FC - Lionsbridge FC;;;48.43;MEDIA;9.9;17.5;6.49;3.77;2.33;4.51;3.93;0;Squadra alta: Lionsbridge FC (1¦), squadra bassa: Charlottesville Blues FC (2¦) | GF alta: 2.10/gara | GS bassa: 0.71/gara | Profilo ultime 10: 0.45;;;
20260624_052;2026-06-24;1.1;USA;USL League Two - South Florida;Fort Lauderdale United;Weston FC;Fort Lauderdale United - Weston FC;;;48.04;MEDIA;9.9;14.58;2.27;0;7;6.78;7.5;0;Squadra alta: Fort Lauderdale United (1¦), squadra bassa: Weston FC (2¦) | GF alta: 1.75/gara | GS bassa: 0.25/gara | Profilo ultime 10: 0.68;;;
20260624_053;2026-06-24;1.1;USA;USL League Two - Nor Cal;Davis Legacy SC;Project 51O;Davis Legacy SC - Project 51O;;;47.44;MEDIA;9.9;13.54;4.55;7;0;6.2;6.25;0;Squadra alta: Project 51O (2¦), squadra bassa: Davis Legacy SC (5¦) | GF alta: 1.62/gara | GS bassa: 0.50/gara | Profilo ultime 10: 0.62;;;
20260624_054;2026-06-24;1.1;USA;USL League Two - Lone Star;Lonestar SC;San Antonio FC II;Lonestar SC - San Antonio FC II;;;46.36;MEDIA;9.9;1.47;11.69;0;7;6.97;9.33;0;Squadra alta: Lonestar SC (3¦), squadra bassa: San Antonio FC II (5¦) | GF alta: 0.18/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.70;;;
20260624_055;2026-06-24;1.1;USA;USL League Two - Great Plains;Santafe Wanderers FC;Sunflower State FC;Santafe Wanderers FC - Sunflower State FC;;;45.71;MEDIA;9.9;3.33;9.09;0;7;7.24;9.14;0;Squadra alta: Santafe Wanderers FC (2¦), squadra bassa: Sunflower State FC (4¦) | GF alta: 0.40/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.72;;;
20260624_056;2026-06-24;1.1;USA;USL League Two - Ranger;Lubbock Matadors SC;McKinney Chupacabras FC;Lubbock Matadors SC - McKinney Chupacabras FC;;;45.5;MEDIA;9.9;12.5;4.55;6.73;0.65;5.55;5.62;0;Squadra alta: McKinney Chupacabras FC (1¦), squadra bassa: Lubbock Matadors SC (4¦) | GF alta: 1.50/gara | GS bassa: 0.50/gara | Profilo ultime 10: 0.56;;;
20260624_057;2026-06-24;1.1;USA;USL League Two - Southwest;Stars FC;City SC;Stars FC - City SC;;;44.59;BASSA;9.9;0.52;12.73;0;7;6.44;8;0;Squadra alta: Stars FC (3¦), squadra bassa: City SC (4¦) | GF alta: 0.06/gara | GS bassa: 1.40/gara | Profilo ultime 10: 0.64;;;
20260624_058;2026-06-24;1.1;USA;USL League Two - Chesapeake;Patuxent FA;Loudoun United FC 2;Patuxent FA - Loudoun United FC 2;;;44.47;BASSA;22;2.08;0;7;0;3.39;10;0;Squadra alta: Loudoun United FC 2 (9¦), squadra bassa: Patuxent FA (11¦) | GF alta: 0.25/gara | GS bassa: -0.47/gara | Profilo ultime 10: 0.34;;;
