LeagueId;MatchDate;Home;Away;HG;AG;Reason
CzechRepublic_ChNL;2026-07-24;Jihlava;Zizkov;1;0;Nessuna prediction con stessi nomi canonici
CzechRepublic_ChNL;2026-07-24;Kromeriz;Taborsko;0;0;Nessuna prediction con stessi nomi canonici
CzechRepublic_ChNL;2026-07-24;Prostejov;Trinec;1;1;Nessuna prediction con stessi nomi canonici
CzechRepublic_ChNL;2026-07-24;Usti n. L.;Kladno;2;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-09;SKA Khabarovsk;S. Kostroma;1;3;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-08;Torpedo Moscow;Sochi;1;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-08;Pari NN;Neftekhimik;5;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-08;Ural;Ufa;3;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-08;Yaroslavl;Arsenal Tula;2;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-08;Yenisey;Tekstilshtik;0;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-03;Veles Moscow;R. Volgograd;2;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-03;Ufa;Kamaz;1;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-02;Pari NN;Yaroslavl;3;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-02;Ulyanovsk;Chelyabinsk;0;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-02;Arsenal Tula;Torpedo Moscow;1;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-02;SKA Khabarovsk;Ural;0;3;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-01;S. Kostroma;Yenisey;2;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-01;Neftekhimik;Tekstilshtik;1;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-08-01;Leningradets;Sochi;2;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-27;Kamaz;R. Volgograd;0;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-26;Sochi;Arsenal Tula;5;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-26;Torpedo Moscow;Yaroslavl;1;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-26;Ufa;SKA Khabarovsk;1;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-26;Leningradets;Ural;0;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-26;Yenisey;Veles Moscow;4;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-25;Tekstilshtik;S. Kostroma;0;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-25;Chelyabinsk;Pari NN;1;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-25;Ulyanovsk;Neftekhimik;2;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-20;R. Volgograd;SKA Khabarovsk;1;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Arsenal Tula;Neftekhimik;0;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Torpedo Moscow;Ulyanovsk;3;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Sochi;S. Kostroma;0;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Tekstilshtik;Ufa;2;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Veles Moscow;Chelyabinsk;1;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Yaroslavl;Leningradets;2;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Kamaz;Pari NN;1;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-19;Ural;Yenisey;3;0;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-13;Arsenal Tula;Tekstilshtik;2;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-13;Chelyabinsk;SKA Khabarovsk;3;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-13;Ural;Torpedo Moscow;0;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-12;S. Kostroma;Kamaz;3;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-12;Yaroslavl;Sochi;2;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-12;Pari NN;R. Volgograd;4;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-11;Neftekhimik;Veles Moscow;0;1;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-11;Ulyanovsk;Yenisey;1;2;Nessuna prediction con stessi nomi canonici
Russia_FNL;2026-07-11;Ufa;Leningradets;3;0;Nessuna prediction con stessi nomi canonici
