LeagueId;MatchDate;Home;Away;HG;AG;Reason
Denmark_2ndDivision;2026-08-01;Brabrand;Skive;1;3;Nessuna prediction con stessi nomi canonici
Denmark_2ndDivision;2026-08-01;Hellerup;VSK Aarhus;0;2;Nessuna prediction con stessi nomi canonici
Denmark_2ndDivision;2026-08-01;Middelfart;Thisted;4;1;Nessuna prediction con stessi nomi canonici
Denmark_2ndDivision;2026-07-31;FA 2000;B.93;1;3;Nessuna prediction con stessi nomi canonici
Denmark_2ndDivision;2026-07-31;Nykobing;F. Amager;2;2;Nessuna prediction con stessi nomi canonici
Denmark_2ndDivision;2026-07-31;Roskilde;Naestved;2;2;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-27;Tapatio;Cruz Azul Hidalgo;0;0;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-26;Atl. Morelia;Atletico La Paz;4;2;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-26;Jaiba Brava;Piratas;0;0;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-26;Venados;Alebrijes Oaxaca;3;0;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-26;Tlaxcala;Leones Negros;2;4;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-25;Tepatitlan de Morelos;Alacranes;0;1;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-25;Zacatecas Mineros;Correcaminos;3;3;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-02;Cancun;Leones Negros;0;2;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-02;Piratas;Atl. Morelia;1;0;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-02;Tapatio;Jaiba Brava;1;0;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-01;Cruz Azul Hidalgo;Venados;1;1;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-01;Atletico La Paz;Alacranes;0;1;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-01;Correcaminos;Tepatitlan de Morelos;3;1;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-01;Zacatecas Mineros;Tlaxcala;3;1;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-07-31;Alebrijes Oaxaca;Dorados;0;2;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-08;Alacranes;Piratas;0;3;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-08;Tepatitlan de Morelos;Atletico La Paz;0;5;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-07;Dorados;Zacatecas Mineros;2;2;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-07;Leones Negros;Correcaminos;1;3;Nessuna prediction con stessi nomi canonici
Mexico_LigaExpansionMX_Apertura;2026-08-07;Tlaxcala;Alebrijes Oaxaca;0;2;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-20;Sea Hawks;Red Star;1;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-18;Renown;Ratnam;3;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-17;Blue Star;UP Country Lions;1;9;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-12;Colombo;Defenders FC;0;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-11;New Young's SC;Blue Eagles;1;1;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-29;UP Country Lions;Red Star;4;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-28;Renown;Defenders FC;3;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-27;Sea Hawks;Ratnam;7;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-26;Colombo;New Young's SC;3;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-07-25;Blue Star;Blue Eagles;3;1;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-05;Blue Eagles;Defenders FC;2;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-04;Sea Hawks;UP Country Lions;0;1;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-03;Colombo;Ratnam;5;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-02;Red Star;Blue Star;2;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-01;Renown;New Young's SC;10;0;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-08;Red Star;New Young's SC;3;3;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-07;Colombo;Renown;0;0;Nessuna prediction con stessi nomi canonici
