LeagueId;MatchDate;Home;Away;HG;AG;Reason
Germany_Regionalliga_Nordost;2026-08-04;Babelsberg;Altglienicke;2;2;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nordost;2026-08-04;Chemnitzer;Zwickau;3;1;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nordost;2026-08-04;Hertha II;Greifswald;1;4;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nordost;2026-08-04;Jena;RSV Eintracht;4;0;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nordost;2026-08-04;Magdeburg II;Luckenwalde;0;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;Flensburg;Rotenhof;4;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;Hohenwestedt;PSV Neumunster;1;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;Kaltenkirchen;Eichede;1;0;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;Nordmark Satrup;Eckernforder SV;2;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;Oldenburger;Lubeck II;4;0;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;Rapid Lubeck;Phonix Lubeck B;3;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_SchleswigHolstein;2026-08-04;VfR Neumunster;Kilia Kiel;1;1;Nessuna prediction con stessi nomi canonici
Romania_Liga2;2026-08-04;Politehnica Timisoara;Chindia Targoviste;1;0;Nessuna prediction con stessi nomi canonici
