LeagueId;MatchDate;Home;Away;HG;AG;Reason
Austria_Regionalliga_North;2026-08-11;Grodig;Wals-Grunau;2;3;Nessuna prediction con stessi nomi canonici
Austria_Regionalliga_North;2026-08-11;LASK (Am);Seekirchen;8;0;Nessuna prediction con stessi nomi canonici
Austria_Regionalliga_North;2026-08-11;Saalfelden;Wallern/St Marienkirchen;1;4;Nessuna prediction con stessi nomi canonici
Austria_Regionalliga_North;2026-08-11;Vorwarts Steyr;Ried (Am);0;2;Nessuna prediction con stessi nomi canonici
Austria_Regionalliga_North;2026-08-11;UFC Hallein;Dietach;2;2;Nessuna prediction con stessi nomi canonici
Austria_Regionalliga_North;2026-08-11;Leonfelden;Union Gurten;2;5;Nessuna prediction con stessi nomi canonici
Austria_Regionalliga_North;2026-08-11;TSV St. Johann;Kuchl;0;2;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Union Unis Gschwandt;Micheldorf;1;2;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Edelweiss;St. Martin im Muhlreis;4;0;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Mondsee;ASK St.Valentin;4;1;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Pregarten;Bad Ischl;2;2;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Weisskirchen;Andorf;1;3;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Garsten;Friedburg;1;2;Nessuna prediction con stessi nomi canonici
Austria_Oberosterreich;2026-08-11;Gmunden;Perg;1;1;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;Golling;USK Anif;2;4;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;Thalgau;USV 1960 Berndorf;3;2;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;Eugendorf;Seekirchen U21;3;3;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;TSU Bramberg;Schwarzach;3;0;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;Union Henndorf;Puch;2;3;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;Neumarkt;Strasswalchen;1;2;Nessuna prediction con stessi nomi canonici
Austria_Salzburg;2026-08-11;SAK 1914;UFC Siezenheim;1;1;Nessuna prediction con stessi nomi canonici
Bulgaria_VtoraLiga;2026-08-11;CSKA Sofia II;Hebar;4;3;Nessuna prediction con stessi nomi canonici
Bulgaria_VtoraLiga;2026-08-11;Yantra Gabrovo;Montana;3;2;Nessuna prediction con stessi nomi canonici
Denmark_3rdDivision;2026-08-11;Ishoj;ASA Aarhus;0;1;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-11;VfB Lubeck;VfB Oldenburg;1;1;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nordost;2026-08-11;Altglienicke;Hertha II;3;1;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nordost;2026-08-11;Magdeburg II;Babelsberg;3;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-11;OSC Bremerhaven;Bremen III;2;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-11;Woltmershausen;Brinkumer;0;10;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_BadenWurttemberg;2026-08-11;Bahlinger;Karlsruher II;1;1;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Annagh;Rathfriland;4;2;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Ards;Dundela;2;2;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Institute;Ballinamallard;1;2;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Loughgall;Newington;2;2;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Moyola;Strabane Athletic;1;3;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Newry City;Glenavon;1;4;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Queens Univ.;H&W Welders;2;1;Nessuna prediction con stessi nomi canonici
NorthernIreland_NIFLChampionship;2026-08-11;Warrenpoint;Armagh;2;0;Nessuna prediction con stessi nomi canonici
Kyrgyzstan_PremierLiga;2026-08-11;Ilbirs;Asia Talas;1;1;Nessuna prediction con stessi nomi canonici
Kyrgyzstan_PremierLiga;2026-08-11;Toktogul;Alga;1;0;Nessuna prediction con stessi nomi canonici
Paraguay_DivisionIntermedia;2026-08-11;Atl. Tembetary;General Caballero JLM;1;3;Nessuna prediction con stessi nomi canonici
SriLanka_SuperLeague;2026-08-11;UP Country Lions;Defenders FC;2;1;Nessuna prediction con stessi nomi canonici
