LeagueId;MatchDate;Home;Away;HG;AG;Reason
Albania_AbissnetSuperiore;2026-09-06;Tirana;Vora;4;0;Nessuna prediction con stessi nomi canonici
Albania_AbissnetSuperiore;2026-09-06;Dinamo City;AF Elbasani;2;1;Nessuna prediction con stessi nomi canonici
Bosnia_WWINLigaBiH;2026-09-06;Sarajevo;Borac Banja Luka;1;0;Nessuna prediction con stessi nomi canonici
Bosnia_WWINLigaBiH;2026-09-06;Zeljeznicar;Velez Mostar;3;1;Nessuna prediction con stessi nomi canonici
Bosnia_WWINLigaBiH;2026-09-06;Zrinjski;Siroki Brijeg;2;1;Nessuna prediction con stessi nomi canonici
Bosnia_PrvaLiga_FBiH;2026-09-06;Stupcanica;NK Vitez;3;1;Nessuna prediction con stessi nomi canonici
Bosnia_PrvaLiga_FBiH;2026-09-06;GOSK Gabela;Gradacac;1;0;Nessuna prediction con stessi nomi canonici
Croatia_HNL;2026-09-06;Rudes;Hajduk Split;0;4;Nessuna prediction con stessi nomi canonici
Croatia_HNL;2026-09-06;Slaven Belupo;Lok. Zagreb;2;1;Nessuna prediction con stessi nomi canonici
France_Ligue1;2026-09-06;Troyes;Strasburgo;2;6;Nessuna prediction con stessi nomi canonici
France_Ligue1;2026-09-06;Marsiglia;Paris FC;2;3;Nessuna prediction con stessi nomi canonici
Germany_Bundesliga;2026-09-06;Amburgo;Magonza;0;5;Nessuna prediction con stessi nomi canonici
Germany_Bundesliga;2026-09-06;Francoforte;Augusta;1;4;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-09-06;Schwachhausen;Bremen III;1;0;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Niederrhein;2026-09-06;Juchen-Garzweiler;Dusseldorf 2;0;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Niederrhein;2026-09-06;Meerbusch;SW Essen;0;1;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Chiba;G-Osaka;2;0;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Kashima;Urawa;0;1;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Nagoya;Machida;1;3;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Okayama;Hiroshima;3;2;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;C-Osaka;Verdy;0;0;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Kashiwa;Yokohama M.;0;2;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Kawasaki;Shimizu;3;1;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Kobe;V-Varen Nagasaki;3;1;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-09-06;Tokyo;Kyoto;2;0;Nessuna prediction con stessi nomi canonici
Indonesia_SuperLeague;2026-09-06;Java United;Garudayaksa;1;1;Nessuna prediction con stessi nomi canonici
Indonesia_SuperLeague;2026-09-06;Madura United;Persijap Jepara;2;0;Nessuna prediction con stessi nomi canonici
Indonesia_SuperLeague;2026-09-06;Persib;PSM Makassar;3;1;Nessuna prediction con stessi nomi canonici
England_PremierLeague;2026-09-06;Everton;Manchester Utd;2;2;Nessuna prediction con stessi nomi canonici
England_PremierLeague;2026-09-06;Arsenal;Chelsea;2;1;Nessuna prediction con stessi nomi canonici
Iceland_BestaDeildKvenna;2026-09-06;Grindavik/Njarovik;Valur Reykjavík;1;1;Nessuna prediction con stessi nomi canonici
Iceland_BestaDeildKvenna;2026-09-06;FH Hafnarfjörður Women;Þór/KA Akureyri;2;2;Nessuna prediction con stessi nomi canonici
Italy_SerieA;2026-09-06;Parma;Monza;1;1;Nessuna prediction con stessi nomi canonici
Italy_SerieB;2026-09-06;Cesena;Mantova;1;1;Nessuna prediction con stessi nomi canonici
Italy_SerieB;2026-09-06;Entella;L.R. Vicenza;2;2;Nessuna prediction con stessi nomi canonici
Italy_SerieB;2026-09-06;Modena;Avellino;0;1;Nessuna prediction con stessi nomi canonici
Italy_SerieB;2026-09-06;Verona;Arezzo;5;0;Nessuna prediction con stessi nomi canonici
Italy_SerieB;2026-09-06;Cremonese;Padova;3;1;Nessuna prediction con stessi nomi canonici
