LeagueId;MatchDate;Home;Away;HG;AG;Reason
Italy_SerieC_GironeA;2026-09-06;AlbinoLeffe;Carpi;0;1;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeA;2026-09-06;Giana Erminio;Dolomiti Bellunesi;1;2;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeA;2026-09-06;Juventus U23;Pergolettese;0;0;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeA;2026-09-06;Brescia;Desenzano;1;0;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeA;2026-09-06;Cittadella;Lumezzane;2;1;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeA;2026-09-06;Ospitaletto;Arzignano;3;1;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeB;2026-09-06;Livorno;Atalanta U23;1;0;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeB;2026-09-06;Pescara;Ravenna;0;0;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeB;2026-09-06;Reggiana;Vado;3;1;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeC;2026-09-06;Salernitana;Cavese;1;1;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeC;2026-09-06;Casertana;Scafatese;2;2;Nessuna prediction con stessi nomi canonici
Italy_SerieC_GironeC;2026-09-06;Foggia;Audace Cerignola;0;2;Nessuna prediction con stessi nomi canonici
Portugal_Liga3_SerieA;2026-09-06;Vitoria Sernache;Os Belenenses;1;3;Nessuna prediction con stessi nomi canonici
Portugal_Liga3_SerieA;2026-09-06;Atletico;Oliveirense;3;1;Nessuna prediction con stessi nomi canonici
Portugal_Liga3_SerieA;2026-09-06;Louletano;Lusitano GC;1;0;Nessuna prediction con stessi nomi canonici
