LeagueId;MatchDate;Home;Away;HG;AG;Reason
Austria_Salzburg;2026-08-12;ATSV Salzburg;Burmoos;0;6;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Bremer;Phonix Lubeck;0;0;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Eimsbutteler;Schoningen;1;2;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Hannoverscher SC;Delmenhorst;3;0;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Jeddeloh;St. Pauli II;2;0;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Norderstedt;Emden;6;2;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Amburgo II;Todesfelde;2;2;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Nord;2026-08-12;Drochtersen/Assel;Hannover II;1;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-12;Aumund-Vegesack;BTS Neustadt;5;4;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-12;Eiche Horn;Grohn;1;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-12;Hemelingen;Leher;2;0;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-12;Vatan Bremen;Geestemunde;3;3;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-13;Blumenthaler;Schwachhausen;3;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Bremen;2026-08-13;Union 60 Bremen;Oberneuland;3;3;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;Fernwald;Pohlheim;1;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;Giessen;Hadamar;0;0;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;CSC 03 Kassel;Baunatal;3;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;Hanauer SC;Alzenau;2;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;Kassel 2;Hunfelder;0;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;RW Walldorf;Darmstadt U21;1;4;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;VfB Marburg;Stadtallendorf;2;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;Eddersheim;Friedberg;1;1;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Hessen;2026-08-12;Hummetroth;Unter-Flockenbach;1;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_RheinlandPfalzSaar;2026-08-12;Schott Mainz;Cosmos Koblenz;4;1;Nessuna prediction con stessi nomi canonici
Finland_Kolmonen_Eastern_Group1;2026-08-12;JJK Jyvaskyla II;Jyväskylän Seudun Palloseura;0;8;Nessuna prediction con stessi nomi canonici
SaudiArabia_ProfessionalLeague;2026-08-13;Abha;Al Hazem;1;2;Nessuna prediction con stessi nomi canonici
SaudiArabia_ProfessionalLeague;2026-08-13;Al Diriyah;Al Ahli SC;0;1;Nessuna prediction con stessi nomi canonici
SaudiArabia_ProfessionalLeague;2026-08-13;Al Shabab;Al Qadsiah;1;3;Nessuna prediction con stessi nomi canonici
Austria_Burgenland;2026-08-13;Klingenbach;Rust;3;2;Nessuna prediction con stessi nomi canonici
Finland_Kolmonen_North;2026-08-11;KajHa;Villan Pojat;1;1;Prediction trovata ma data/status non compatibili
Armenia_FirstLeague;2026-08-13;Lernayin Artsakh;Ararat-Armenia 2;1;0;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-13;Olympia Yerevan;Sardarapat 2;3;0;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-10;Urartu 2;Noah 2;2;2;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-10;Andranik;Shirak 2;4;0;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-10;Mika;Pyunik 2;2;4;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-09;Araks Ararat;Ararat 2;3;1;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-09;Ararat-Armenia 2;BKMA 2;0;2;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-09;Bentonit;Olympia Yerevan;3;3;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-04;Noah 2;Mika;2;3;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-04;Ararat 2;Andranik;0;4;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-04;Pyunik 2;Ararat-Armenia 2;1;0;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-03;BKMA 2;Lernayin Artsakh;4;0;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-03;Olympia Yerevan;Urartu 2;2;0;Nessuna prediction con stessi nomi canonici
Armenia_FirstLeague;2026-08-03;Shirak 2;Sardarapat 2;0;1;Nessuna prediction con stessi nomi canonici
