MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;Bolivia_DivisionProfesional;Academia del Balompie;Independiente;83.41;ALTA;13;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;0.4;11.08;8.86;8.0;6.82;10.5;10.5;7.5;10.0;9.75;2.3.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;Kazakhstan_FirstLeague;Taraz;Aktobe 2;79.72;ALTA;23;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;0.46;8.64;11.82;5.31;10.0;8.4;10.8;8.33;8.57;7.38;2.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Finland_Kakkonen_GroupA;HIFK;PPJ;78.18;ALTA;13;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte;2.0;11.82;11.33;4.3;6.82;6.0;9.6;8.0;10.0;8.32;2.3.0;Finland_Kakkonen_GroupA;Finland_Kakkonen_GroupA;
2026-07-16;Somalia_NationalLeague;Raadsan;Jubba;71.32;MEDIA;23;2026-07-15;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: ospite poco prolifico;0.55;8.21;3.61;8.0;10.0;10.8;9.6;8.89;9.0;6.67;2.3.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;Australia_SAStateLeague;Fulham Utd.;Cumberland Utd.;70.14;MEDIA;20;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | profilo over interno positivo || CONTRO: trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;2.73;12.86;10.08;5.13;6.15;8.4;6.0;8.75;3.33;6.71;2.3.0;Australia_SAStateLeague;Australia_SAStateLeague;
2026-07-16;USA_USLLeagueTwo_PlayOff;Minneapolis City;West Virginia;68.18;MEDIA;1;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo || CONTRO: profilo over esterno debole | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: BTTS basso;3.32;13.0;10.83;1.68;4.55;10.8;7.2;10.0;5.0;5.81;2.3.0;USA_USLLeagueTwo_Heartland;USA_USLLeagueTwo_Valley;USA_USLLeagueTwo
2026-07-16;Estonia_Esiliiga;Viimsi JK;Elva;66.63;MEDIA;22;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.33;11.03;10.83;3.39;8.08;4.8;7.2;5.71;7.78;6.47;2.3.0;Estonia_Esiliiga;Estonia_Esiliiga;
2026-07-16;Somalia_NationalLeague;Jeenyo;Heegan;66.55;MEDIA;23;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: trend over casa non forte | profilo over esterno debole;3.27;9.85;13.0;6.06;3.79;3.6;8.4;6.25;5.0;7.33;2.3.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;Kazakhstan_FirstLeague;Arys;Turan;65.03;MEDIA;23;2026-07-15;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: BTTS basso;4.15;6.82;11.36;7.83;3.85;9.6;7.2;7.14;6.0;5.08;2.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;USA_MLSNextPro_EasternConference_NortheastDivision;New England Revolution II;Columbus Crew 2;64.95;MEDIA;21;2026-07-15;PRO: attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | profilo over interno debole;0.86;7.6;11.33;3.64;5.68;7.2;9.6;5.56;6.0;7.5;2.3.0;USA_MLSNextPro_EasternConference_NortheastDivision;USA_MLSNextPro_EasternConference_NortheastDivision;
2026-07-16;Iceland_Division_1;Afturelding;Leiknir;64.64;MEDIA;22;2026-07-15;PRO: attacco casa positivo | trend over recente casa || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;3.27;13.0;7.73;4.94;5.59;7.2;6.0;5.71;5.0;6.2;2.3.0;Iceland_Division_1;Iceland_Division_1;
2026-07-16;USA_USLLeagueOne;Chattanooga Red Wolves;AV Alta;63.35;MEDIA;23;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | profilo over esterno positivo | alta tendenza BTTS || CONTRO: trend over trasferta non forte | profilo over interno debole;2.25;10.83;8.49;4.55;5.11;7.2;6.0;5.0;6.67;7.25;2.3.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;USA_USLChampionship;Sporting Jax;Pittsburgh;62.63;MEDIA;23;2026-07-15;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;3.91;7.48;6.82;8.0;5.24;9.6;2.4;8.57;4.29;6.31;2.3.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Swarm FC;62.49;MEDIA;1;2026-07-15;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: BTTS basso;2.17;10.83;13.0;1.21;5.3;6.0;10.8;3.33;8.33;5.5;2.3.0;USA_USLLeagueTwo_SouthFlorida;USA_USLLeagueTwo_SouthCentral;USA_USLLeagueTwo
2026-07-16;Norway_Eliteserien;Vålerenga;Aalesund;60.77;MEDIA;20;2026-07-15;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | profilo over esterno debole;0.4;6.4;8.37;6.36;8.33;6.0;8.4;5.0;4.0;7.5;2.3.0;Norway_Eliteserien;Norway_Eliteserien;
2026-07-16;Kazakhstan_FirstLeague;Khan Tengri;Yelimay Semey 2;60.22;MEDIA;23;2026-07-15;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: ospite poco prolifico;3.23;8.18;4.55;6.99;9.44;8.4;6.0;7.14;4.29;6.0;2.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;USA_USLChampionship;Miami FC;Indy Eleven;58.77;BASSA;23;2026-07-15;PRO: attacco trasferta positivo | difesa casa vulnerabile | profilo over interno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;2.61;7.09;8.86;5.82;4.55;6.0;6.0;7.14;4.0;6.7;2.3.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;Bolivia_DivisionProfesional;The Strongest;Oriente Petrolero;57.9;BASSA;13;2026-07-15;PRO: attacco casa positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;4.4;9.6;7.39;3.18;6.25;6.0;6.0;5.0;3.33;6.75;2.3.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;Bolivia_DivisionProfesional;Real Potosi;SA Bulo Bulo;57.16;BASSA;13;2026-07-15;PRO: difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | BTTS basso: possibile partita a senso unico;0.4;5.91;7.39;4.09;7.95;4.5;7.5;6.0;6.67;6.75;2.3.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;USA_USLLeagueOne;Forward Madison;Richmond Kickers;56.1;BASSA;23;2026-07-15;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: ospite poco prolifico | v23: BTTS basso;3.38;10.0;5.06;3.92;7.79;7.2;7.2;7.5;6.25;5.8;2.3.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;USA_USLChampionship;Lexington;New Mexico;56.02;BASSA;23;2026-07-15;PRO: attacco casa positivo | trend over recente casa | profilo over interno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.83;9.55;6.82;4.48;4.9;7.2;4.8;6.67;3.33;6.46;2.3.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;USA_USLLeagueOne;One Knoxville;Fort Wayne;55.79;BASSA;23;2026-07-15;PRO: attacco casa positivo | trend over recente casa || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.75;10.97;8.44;3.12;3.9;9.6;4.8;5.71;2.5;6.0;2.3.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;Bhutan_PremierLeague;Thimphu FC;Paro;52.8;BASSA;10;2026-07-15;PRO: attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: BTTS basso;2.67;6.65;13.0;4.09;3.98;4.5;9.0;2.5;6.67;3.75;2.3.0;Bhutan_PremierLeague;Bhutan_PremierLeague;
2026-07-16;Kazakhstan_FirstLeague;FC Batyr;Shakhter K.;51.73;BASSA;23;2026-07-15;PRO: attacco trasferta positivo | difesa casa vulnerabile || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: BTTS basso;2.77;7.73;13.0;6.71;1.75;6.0;6.0;3.33;4.29;4.15;2.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
