PredictionDate;AlgorithmVersion;LeagueId;Round;Home;Away;Match;Score;Band;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;HG;AG;Goals;Over25;BTTS
2026-07-06;2.3.0;USA_USLLeagueTwo_SouthCentral_2026;20;East Atlanta;Birmingham 2;East Atlanta - Birmingham 2;72.15;MEDIA;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;1.0;7.22;7.09;7.68;9.09;8.0;7.2;8.0;8.0;8.87;;;;;
2026-07-06;2.3.0;USA_USLLeagueOne_2026;22;AV Alta;Charlotte Independ.;AV Alta - Charlotte Independ.;71.25;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole;0.38;8.67;13.0;4.12;5.94;7.2;9.6;5.56;8.57;8.22;;;;;
2026-07-06;2.3.0;USA_USLLeagueTwo_MidSouth_2026;17;Little Rock Rangers;Louisiana;Little Rock Rangers - Louisiana;70.53;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.0;11.16;13.0;1.62;6.82;6.67;8.4;5.0;10.0;6.87;;;;;
2026-07-06;2.3.0;USA_USLLeagueTwo_Chesapeake_2026;26;Northern Virginia;Patuxent;Northern Virginia - Patuxent;67.46;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.2;13.0;1.61;6.94;10.0;9.6;7.2;8.0;5.0;4.91;;;;;
2026-07-06;2.3.0;Sweden_Allsvenskan_2026;17;Brommapojkarna;GAIS;Brommapojkarna - GAIS;66.62;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS basso: possibile partita a senso unico;0.4;8.86;8.6;5.82;4.55;9.6;7.2;6.67;8.0;6.93;;;;;
2026-07-06;2.3.0;Latvia_Virsliga_2026;22;Super Nova;Ogre United;Super Nova - Ogre United;66.29;MEDIA;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte;1.33;5.91;5.91;6.59;10.0;6.0;8.4;7.14;7.5;7.5;;;;;
2026-07-06;2.3.0;USA_MLSNextPro_WesternConference_CentralDivision_2026;18;Austin FC II;Colorado Rapids 2;Austin FC II - Colorado Rapids 2;65.6;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | profilo over interno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;6.0;13.0;4.43;2.8;9.85;6.0;6.0;6.25;5.0;6.27;;;;;
2026-07-06;2.3.0;Lithuania_Toplyga_2026;24;Suduva;Transinvest;Suduva - Transinvest;65.5;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: profilo over interno debole | BTTS basso: possibile partita a senso unico;0.67;8.86;10.51;3.03;5.3;7.2;9.6;4.44;8.89;7.0;;;;;
2026-07-06;2.3.0;USA_USLLeagueTwo_SouthAtlantic_2026;36;North Carolina FC U23;Asheville City;North Carolina FC U23 - Asheville City;63.73;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | profilo over esterno positivo || CONTRO: trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.2;9.67;10.83;6.61;2.65;8.4;6.0;4.0;8.0;6.36;;;;;
2026-07-06;2.3.0;USA_MLSNextPro_WesternConference_PacificDivision_2026;19;Tacoma Defiance;Portland Timbers 2;Tacoma Defiance - Portland Timbers 2;47.49;BASSA;PRO: difesa trasferta vulnerabile | trend over recente trasferta || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.0;7.22;7.52;2.42;6.61;4.0;7.2;4.29;2.5;4.73;;;;;
2026-07-06;2.3.0;USA_MLSNextPro_WesternConference_CentralDivision_2026;18;Huntsville;Chicago Fire II;Huntsville - Chicago Fire II;0;BASSA;PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
