PredictionDate;MatchDate;LeagueId;Round;Home;Away;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup;Score;Band;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
16/07/2026;17/07/2026;Sweden_Allsvenskan_2026;18;Göteborg;Brommapojkarna;Sweden_Allsvenskan_2026;Sweden_Allsvenskan_2026;;67.83;MEDIA;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole;1.2;6.89;8.37;8.0;7.2;7.2;8.4;4.0;8.57;8.0;2.5.0
16/07/2026;17/07/2026;Australia_NPLSouthAustralia_2026;20;Campbelltown City;Adelaide Comets;Australia_NPLSouthAustralia_2026;Australia_NPLSouthAustralia_2026;;67.72;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;1.09;8.86;6.6;5.86;9.09;7.2;8.4;6.25;7.5;6.86;2.5.0
16/07/2026;17/07/2026;Finland_Kakkonen_GroupB_2026;14;GrIFK;Abo;Finland_Kakkonen_GroupB_2026;Finland_Kakkonen_GroupB_2026;;66.92;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | profilo over interno debole;2.67;7.88;13.0;6.97;4.17;7.2;7.2;3.33;6.0;8.5;2.5.0
16/07/2026;17/07/2026;USA_USLLeagueTwo_PlayOff_2026;1;Little Rock Rangers;GFI Woodlands;USA_USLLeagueTwo_MidSouth_2026;USA_USLLeagueTwo_LoneStar_2026;USA_USLLeagueTwo_2026;66.57;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;3.45;10.83;13.0;1.82;7.58;6.0;8.4;3.33;6.67;5.5;2.5.0
16/07/2026;17/07/2026;Australia_VictoriaPremierLeague2_2026;21;Eastern Lions;Bayside Argonauts;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;65.5;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over interno debole;2.31;9.33;11.82;4.98;6.7;6.0;6.0;3.33;7.78;7.26;2.5.0
16/07/2026;17/07/2026;Australia_NSWLeagueOne_2026;26;Hurstville Zagreb;Dulwich Hill;Australia_NSWLeagueOne_2026;Australia_NSWLeagueOne_2026;;65.04;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | profilo over esterno debole;1.6;8.74;6.68;6.01;8.7;7.2;7.2;5.38;5.45;8.09;2.5.0
16/07/2026;17/07/2026;Kazakhstan_FirstLeague_2026;23;FC Astana 2;Jaiyq;Kazakhstan_FirstLeague_2026;Kazakhstan_FirstLeague_2026;;64.59;MEDIA;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.92;10.91;5.0;6.15;5.94;10.8;6.0;8.57;4.29;6.0;2.5.0
16/07/2026;17/07/2026;Australia_VictoriaPremierLeague2_2026;21;Whittlesea United;Essendon Royals SC;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;64.39;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | profilo over esterno debole;1.38;9.16;13.0;4.18;6.82;4.8;8.4;4.44;5.0;7.2;2.5.0
16/07/2026;17/07/2026;USA_USLLeagueTwo_PlayOff_2026;1;Dothan United;Brave SC;USA_USLLeagueTwo_Southeast_2026;USA_USLLeagueTwo_Southeast_2026;USA_USLLeagueTwo_2026;64.1;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over interno positivo || CONTRO: trend over casa non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.26;13.0;11.82;2.42;3.85;6.0;8.4;6.67;5.0;6.69;2.5.0
16/07/2026;17/07/2026;Iceland_Division_2_2026;24;Hviti;Olafsvik;Iceland_Division_2_2026;Iceland_Division_2_2026;;63.83;MEDIA;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.64;8.37;7.88;6.36;8.71;4.8;8.4;4.0;6.67;7.0;2.5.0
16/07/2026;17/07/2026;USA_USLLeagueTwo_PlayOff_2026;1;Charlotte Independ. 2;Appalachian;USA_USLLeagueTwo_SouthAtlantic_2026;USA_USLLeagueTwo_PlayIn_2026;USA_USLLeagueTwo_2026;62.64;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | profilo over interno positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.15;12.66;12.21;2.34;3.94;6.0;6.0;7.14;5.0;6.2;2.5.0
16/07/2026;17/07/2026;USA_USLLeagueTwo_PlayOff_2026;1;Steel City;Northern Indiana;USA_USLLeagueTwo_GreatLakes_2026;USA_USLLeagueTwo_Valley_2026;USA_USLLeagueTwo_2026;61.96;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;0.89;9.85;11.82;0.91;6.29;4.8;9.6;5.0;7.14;5.65;2.5.0
16/07/2026;17/07/2026;Australia_NPLVictoria_2026;23;Green Gully;Dandenong Thunder;Australia_NPLVictoria_2026;Australia_NPLVictoria_2026;;59.91;BASSA;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | BTTS basso: possibile partita a senso unico;0.46;4.14;6.5;7.64;9.77;7.2;7.2;5.0;6.0;6.0;2.5.0
16/07/2026;17/07/2026;Iceland_Division_1_2026;22;Fylkir;Njardvik;Iceland_Division_1_2026;Iceland_Division_1_2026;;59.05;BASSA;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;2.18;11.82;8.02;5.45;5.52;7.2;6.0;5.71;2.86;4.29;2.5.0
16/07/2026;17/07/2026;Australia_NPLVictoria_2026;23;Bentleigh;Dandenong City;Australia_NPLVictoria_2026;Australia_NPLVictoria_2026;;57.87;BASSA;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.38;5.32;7.32;8.0;5.84;9.6;4.8;6.36;4.0;5.24;2.5.0
16/07/2026;17/07/2026;Somalia_NationalLeague_2026;23;Elman;Gaadiidka;Somalia_NationalLeague_2026;Somalia_NationalLeague_2026;;56.99;BASSA;PRO: attacco casa positivo | attacco trasferta positivo | profilo over esterno positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.64;10.51;13.0;2.22;3.74;3.6;6.0;4.44;6.67;5.18;2.5.0
16/07/2026;17/07/2026;Australia_VictoriaPremierLeague2_2026;21;Box Hill;Altona City;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;56.24;BASSA;PRO: attacco casa positivo | trend over recente casa | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;2.77;8.71;5.02;4.78;6.36;8.4;2.4;5.0;6.0;6.79;2.5.0
16/07/2026;17/07/2026;Australia_VictoriaPremierLeague2_2026;21;Springvale;Nunawading City;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;55.49;BASSA;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.92;7.39;5.6;6.36;7.18;6.0;3.6;7.0;5.0;6.44;2.5.0
16/07/2026;17/07/2026;Australia_NSWLeagueOne_2026;26;Prospect United;Macarthur Rams;Australia_NSWLeagueOne_2026;Australia_NSWLeagueOne_2026;;50.71;BASSA;PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;4.8;5.65;8.12;6.48;4.92;6.0;3.6;2.73;2.0;6.4;2.5.0
16/07/2026;17/07/2026;Australia_NPLNSW_2026;25;Sydney FC U23;Manly Utd;Australia_NPLNSW_2026;Australia_NPLNSW_2026;;50.64;BASSA;PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;0.8;8.37;6.4;5.61;5.49;6.0;3.6;4.17;5.45;4.75;2.5.0
16/07/2026;17/07/2026;Finland_Ykkosliiga_2026;16;KaPa;SJK Akatemia;Finland_Ykkosliiga_2026;Finland_Ykkosliiga_2026;;45.81;BASSA;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.33;6.82;2.27;5.59;5.59;8.4;1.2;6.67;2.86;5.08;2.5.0
16/07/2026;17/07/2026;Finland_Ykkosliiga_2026;16;Klubi 04;Haka;Finland_Ykkosliiga_2026;Finland_Ykkosliiga_2026;;44.48;BASSA;PRO: attacco trasferta positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS basso: possibile partita a senso unico;3.33;4.55;10.34;4.48;4.92;1.2;6.0;1.43;2.0;6.23;2.5.0
16/07/2026;17/07/2026;Lebanon_PremierLeague_2026;24;Tadamon;Al Riyadi Abbasiyah;Lebanon_PremierLeague_2026;Lebanon_PremierLeague_2026;;43.75;BASSA;PRO: profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.09;3.38;5.37;4.5;6.2;3.6;6.0;3.33;6.36;3.91;2.5.0
