LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
USA_USLLeagueOne;Charlotte Independ.;Corpus Christi FC;74.99;MEDIA-ALTA;21;Ranking gap: 0.628 | Attacco casa: 2.58/gara | Difesa trasferta subisce: 1.64/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;Charlotte Independ. - Corpus Christi FC;12.56;25.0;16.43;12.0;9.0
Sweden_Division2_NorraGotaland;Husqvarna;Lidkoping;74.89;MEDIA-ALTA;15;Ranking gap: 0.311 | Attacco casa: 2.50/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;Husqvarna - Lidkoping;6.22;25.0;22.67;10.5;10.5
USA_USLLeagueTwo_LoneStar;Houston FC;Twin City Toucans;70.0;MEDIA-ALTA;20260630;Ranking gap: 0.389 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 2.22/gara | Over25 casa ultime10: 0.75 | Over25 trasferta ultime10: 0.67;Houston FC - Twin City Toucans;7.78;18.75;22.22;11.25;10.0
USA_USLLeagueTwo_Northeast;NEFC;Vermont Green;67.92;MEDIA-ALTA;20260629;Ranking gap: 0.305 | Attacco casa: 2.45/gara | Difesa trasferta subisce: 0.73/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 1.00;NEFC - Vermont Green;6.1;24.55;7.27;15.0;15.0
Iceland_Division_2;Haukar;Kari;65.21;MEDIA-ALTA;22;Ranking gap: 0.055 | Attacco casa: 2.44/gara | Difesa trasferta subisce: 1.60/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.80;Haukar - Kari;1.1;24.44;16.0;11.67;12.0
USA_USLLeagueTwo_NorCal;Glens SC;San Juan;64.84;MEDIA-ALTA;20260629;Ranking gap: 0.567 | Attacco casa: 0.90/gara | Difesa trasferta subisce: 2.64/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.80;Glens SC - San Juan;11.34;9.0;25.0;7.5;12.0
USA_USLLeagueTwo_SouthAtlantic;Asheville City;SC United Bantams;64.0;MEDIA-ALTA;20260630;Ranking gap: 0.332 | Attacco casa: 1.82/gara | Difesa trasferta subisce: 1.82/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.90;Asheville City - SC United Bantams;6.64;18.18;18.18;7.5;13.5
USA_USLLeagueTwo_NorCal;Project 51O;San Francisco City;61.54;MEDIA-ALTA;20260629;Ranking gap: 0.377 | Attacco casa: 2.30/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;Project 51O - San Francisco City;7.54;23.0;10.0;10.5;10.5
Latvia_Virsliga;Tukums 2000;Super Nova;56.89;MEDIA;21;Ranking gap: 0.022 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 1.81/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;Tukums 2000 - Super Nova;0.44;18.82;18.12;12.0;7.5
Sweden_Division1_Sodra;Eskilsminne;Kristianstad;53.91;MEDIA;15;Ranking gap: 0.052 | Attacco casa: 1.57/gara | Difesa trasferta subisce: 1.62/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;Eskilsminne - Kristianstad;1.04;15.71;16.15;12.0;9.0
Lithuania_ILyga;Siauliai 2;Tauras;41.65;BASSA;16;Ranking gap: 0.218 | Attacco casa: 0.86/gara | Difesa trasferta subisce: 1.07/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;Siauliai 2 - Tauras;4.36;8.57;10.71;9.0;9.0
Lithuania_ILyga;Atmosfera;BE1 NFA;41.22;BASSA;16;Ranking gap: 0.104 | Attacco casa: 1.64/gara | Difesa trasferta subisce: 1.07/gara | Over25 casa ultime10: 0.30 | Over25 trasferta ultime10: 0.50;Atmosfera - BE1 NFA;2.08;16.43;10.71;4.5;7.5
