MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-28;Finland_Kolmonen_Eastern_Group3;MiPK;LAUTP/2;77.03;ALTA;13;2026-07-27;Finland_Kolmonen_Eastern_Group3;Finland_Kolmonen_Eastern_Group3;None;Ranking gap: 0.343 | Attacco casa: 2.42/gara | Difesa trasferta subisce: 3.18/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.50;6.86;24.17;;;25.0;13.5;7.5;;;;2.0.0
2026-07-28;Germany_Oberliga_Bayern_Sud;FC Schwaig;TSV 1880 Wasserburg;75.32;ALTA;3;2026-07-27;Germany_Oberliga_Bayern_Sud;Germany_Oberliga_Bayern_Sud;;Ranking gap: 0.016 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 3.00/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 1.00;0.32;20.0;;;25.0;15.0;15.0;;;;2.0.0
2026-07-28;Bhutan_PremierLeague;Paro;Thimphu FC;63.64;MEDIA-ALTA;12;2026-07-27;Bhutan_PremierLeague;Bhutan_PremierLeague;;Ranking gap: 0.232 | Attacco casa: 3.90/gara | Difesa trasferta subisce: 1.60/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.40;4.64;25.0;;;16.0;12.0;6.0;;;;2.0.0
2026-07-28;Lithuania_ILyga;Dainava Alytus;Transinvest 2;62.12;MEDIA-ALTA;19;2026-07-27;Lithuania_ILyga;Lithuania_ILyga;;Ranking gap: 0.152 | Attacco casa: 1.73/gara | Difesa trasferta subisce: 2.38/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.70;3.04;17.33;;;23.75;7.5;10.5;;;;2.0.0
2026-07-28;Somalia_NationalLeague;Horseed;Badbaado;60.47;MEDIA-ALTA;25;2026-07-27;Somalia_NationalLeague;Somalia_NationalLeague;;Ranking gap: 0.155 | Attacco casa: 1.90/gara | Difesa trasferta subisce: 1.74/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.90;3.1;19.0;;;17.37;7.5;13.5;;;;2.0.0
2026-07-28;Finland_Kolmonen_Western_Group2;FC Haka j.;Tampere Utd/2;57.81;MEDIA;13;2026-07-27;Finland_Kolmonen_Western_Group2;Finland_Kolmonen_Western_Group2;None;Ranking gap: 0.299 | Attacco casa: 2.08/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.40;5.98;20.83;;;10.0;15.0;6.0;;;;2.0.0
2026-07-28;Iceland_Division_1;Aegir;Njardvik;53.21;MEDIA;26;2026-07-27;Iceland_Division_1;Iceland_Division_1;;Ranking gap: 0.298 | Attacco casa: 1.19/gara | Difesa trasferta subisce: 1.44/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;5.96;11.88;;;14.37;12.0;9.0;;;;2.0.0
2026-07-28;FaroeIslands_PremierLeague;B36 Torshavn;Argir;52.94;MEDIA;17;2026-07-27;FaroeIslands_PremierLeague;FaroeIslands_PremierLeague;;Ranking gap: 0.122 | Attacco casa: 1.69/gara | Difesa trasferta subisce: 1.56/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;2.44;16.88;;;15.62;9.0;9.0;;;;2.0.0
2026-07-28;Sweden_Superettan;Helsingborg;Nordic United;50.46;MEDIA;18;2026-07-27;Sweden_Superettan;Sweden_Superettan;;Ranking gap: 0.072 | Attacco casa: 1.79/gara | Difesa trasferta subisce: 1.47/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.30;1.44;17.86;;;14.67;12.0;4.5;;;;2.0.0
2026-07-28;Somalia_NationalLeague;Raadsan;Elman;49.16;MEDIA;25;2026-07-27;Somalia_NationalLeague;Somalia_NationalLeague;;Ranking gap: 0.358 | Attacco casa: 1.65/gara | Difesa trasferta subisce: 0.75/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.40;7.16;16.5;;;7.5;12.0;6.0;;;;2.0.0
2026-07-28;Finland_Kolmonen_Western_Group1;SalPa II;VG-62;47.13;MEDIA;14;2026-07-27;Finland_Kolmonen_Western_Group1;Finland_Kolmonen_Western_Group1;None;Ranking gap: 0.229 | Attacco casa: 1.36/gara | Difesa trasferta subisce: 1.09/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.70;4.58;13.64;;;10.91;7.5;10.5;;;;2.0.0
2026-07-28;Lithuania_ILyga;Zalgiris 2;FK Minija;46.27;MEDIA;19;2026-07-27;Lithuania_ILyga;Lithuania_ILyga;;Ranking gap: 0.232 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 0.62/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;4.64;14.37;;;6.25;12.0;9.0;;;;2.0.0
