LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
USA_USLLeagueTwo_Mountain_2026;20260629;Atletico Union;Real Colorado;Atletico Union - Real Colorado;79.0;ALTA;7.12;18.75;25.0;13.12;15.0;Ranking gap: 0.356 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 2.67/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 1.00
USA_USLLeagueTwo_Mountain_2026;20260629;Atletico Union;Real Colorado;Atletico Union - Real Colorado;79.0;ALTA;7.12;18.75;25.0;13.12;15.0;Ranking gap: 0.356 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 2.67/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 1.00
Estonia_Esiliiga_2026;18;Nomme Utd U21;Flora U21;Nomme Utd U21 - Flora U21;68.51;MEDIA-ALTA;3.58;19.29;17.14;13.5;15.0;Ranking gap: 0.179 | Attacco casa: 1.93/gara | Difesa trasferta subisce: 1.71/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00
Estonia_Esiliiga_2026;18;Nomme Utd U21;Flora U21;Nomme Utd U21 - Flora U21;68.51;MEDIA-ALTA;3.58;19.29;17.14;13.5;15.0;Ranking gap: 0.179 | Attacco casa: 1.93/gara | Difesa trasferta subisce: 1.71/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00
Latvia_Virsliga_2026;21;FK Liepaja;Ogre United;FK Liepaja - Ogre United;62.64;MEDIA-ALTA;3.86;12.78;25.0;10.5;10.5;Ranking gap: 0.193 | Attacco casa: 1.28/gara | Difesa trasferta subisce: 2.75/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70
Latvia_Virsliga_2026;21;FK Liepaja;Ogre United;FK Liepaja - Ogre United;62.64;MEDIA-ALTA;3.86;12.78;25.0;10.5;10.5;Ranking gap: 0.193 | Attacco casa: 1.28/gara | Difesa trasferta subisce: 2.75/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70
USA_USLLeagueTwo_MidAtlantic_2026;20260629;Philadelphia Lone Star;Ocean City;Philadelphia Lone Star - Ocean City;62.28;MEDIA-ALTA;15.48;19.17;3.64;13.5;10.5;Ranking gap: 0.774 | Attacco casa: 1.92/gara | Difesa trasferta subisce: 0.36/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70
Finland_Kakkonen_GroupC_2026;11;SJK Akatemia 2;Vaajakoski;SJK Akatemia 2 - Vaajakoski;61.55;MEDIA-ALTA;0.44;14.44;25.0;11.67;10.0;Ranking gap: 0.022 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 2.56/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.67
Finland_Kakkonen_GroupC_2026;11;SJK Akatemia 2;Vaajakoski;SJK Akatemia 2 - Vaajakoski;61.55;MEDIA-ALTA;0.44;14.44;25.0;11.67;10.0;Ranking gap: 0.022 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 2.56/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.67
USA_USLLeagueTwo_Northeast_2026;20260629;Seacoast Utd Phantoms;Black Rock;Seacoast Utd Phantoms - Black Rock;61.0;MEDIA-ALTA;10.0;15.0;12.0;12.0;12.0;Ranking gap: 0.500 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80
USA_USLLeagueTwo_LoneStar_2026;20260629;Hill Country Lobos;Lonestar SC;Hill Country Lobos - Lonestar SC;56.75;MEDIA;10.08;14.44;12.22;11.67;8.33;Ranking gap: 0.504 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 1.22/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.56
USA_USLLeagueTwo_LoneStar_2026;20260629;Hill Country Lobos;Lonestar SC;Hill Country Lobos - Lonestar SC;56.75;MEDIA;10.08;14.44;12.22;11.67;8.33;Ranking gap: 0.504 | Attacco casa: 1.44/gara | Difesa trasferta subisce: 1.22/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.56
USA_USLLeagueTwo_GreatForest_2026;20260629;Erie Sports Center;Pittsburgh Riverhounds 2;Erie Sports Center - Pittsburgh Riverhounds 2;56.31;MEDIA;14.58;6.67;12.73;13.33;9.0;Ranking gap: 0.729 | Attacco casa: 0.67/gara | Difesa trasferta subisce: 1.27/gara | Over25 casa ultime10: 0.89 | Over25 trasferta ultime10: 0.60
Latvia_Virsliga_2026;21;RFS;BFC Daugavpils;RFS - BFC Daugavpils;54.9;MEDIA;2.9;25.0;12.0;12.0;3.0;Ranking gap: 0.145 | Attacco casa: 2.71/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.20
Latvia_Virsliga_2026;21;RFS;BFC Daugavpils;RFS - BFC Daugavpils;54.9;MEDIA;2.9;25.0;12.0;12.0;3.0;Ranking gap: 0.145 | Attacco casa: 2.71/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.20
Australia_QueenslandPremierLeague_2026;17;Logan Lightning;Redlands;Logan Lightning - Redlands;54.75;MEDIA;3.08;15.33;15.33;9.0;12.0;Ranking gap: 0.154 | Attacco casa: 1.53/gara | Difesa trasferta subisce: 1.53/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80
Australia_QueenslandPremierLeague_2026;17;Logan Lightning;Redlands;Logan Lightning - Redlands;54.75;MEDIA;3.08;15.33;15.33;9.0;12.0;Ranking gap: 0.154 | Attacco casa: 1.53/gara | Difesa trasferta subisce: 1.53/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80
FaroeIslands_PremierLeague_2026;16;HB Torshavn;Skala Itrottarfelag;HB Torshavn - Skala Itrottarfelag;53.63;MEDIA;3.2;16.43;16.0;9.0;9.0;Ranking gap: 0.160 | Attacco casa: 1.64/gara | Difesa trasferta subisce: 1.60/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60
Australia_NPL_NSW_U20_2026;22;SD Raiders U20;Sydney FC U20;SD Raiders U20 - Sydney FC U20;52.76;MEDIA;1.76;16.5;13.5;10.5;10.5;Ranking gap: 0.088 | Attacco casa: 1.65/gara | Difesa trasferta subisce: 1.35/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70
Australia_NPL_NSW_U20_2026;22;SD Raiders U20;Sydney FC U20;SD Raiders U20 - Sydney FC U20;52.76;MEDIA;1.76;16.5;13.5;10.5;10.5;Ranking gap: 0.088 | Attacco casa: 1.65/gara | Difesa trasferta subisce: 1.35/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70
USA_USLLeagueTwo_NorCal_2026;20260629;Glens SC;San Francisco City;Glens SC - San Francisco City;48.92;MEDIA;11.92;9.0;10.0;7.5;10.5;Ranking gap: 0.596 | Attacco casa: 0.90/gara | Difesa trasferta subisce: 1.00/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.70
Lithuania_Toplyga_2026;23;FA Siauliai;Transinvest;FA Siauliai - Transinvest;48.7;MEDIA;4.16;11.88;11.67;9.0;12.0;Ranking gap: 0.208 | Attacco casa: 1.19/gara | Difesa trasferta subisce: 1.17/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80
Latvia_Virsliga_2026;21;Auda;Riga FC;Auda - Riga FC;48.66;MEDIA;1.94;17.78;9.44;7.5;12.0;Ranking gap: 0.097 | Attacco casa: 1.78/gara | Difesa trasferta subisce: 0.94/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.80
