LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group1;Asker;Ullern;80.73;ALTA;13;Ranking gap: 0.209 | Attacco casa: 3.36/gara | Difesa trasferta subisce: 2.45/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.90;Asker - Ullern;4.18;25.0;24.55;13.5;13.5
Iceland_Division_2;Kari;Magni;79.2;ALTA;21;Ranking gap: 0.210 | Attacco casa: 3.00/gara | Difesa trasferta subisce: 3.22/gara | Over25 casa ultime10: 0.89 | Over25 trasferta ultime10: 0.78;Kari - Magni;4.2;25.0;25.0;13.33;11.67
USA_USLLeagueTwo_Heartland;Edgewater Castle;Chicago Dutch Lions;78.42;ALTA;21;Ranking gap: 0.612 | Attacco casa: 1.56/gara | Difesa trasferta subisce: 2.25/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.88;Edgewater Castle - Chicago Dutch Lions;12.24;15.56;22.5;15.0;13.12
Norway_3rdDivision_Group3;Sogndal 2;Stord;74.47;MEDIA-ALTA;13;Ranking gap: 0.121 | Attacco casa: 3.00/gara | Difesa trasferta subisce: 2.45/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Sogndal 2 - Stord;2.42;25.0;24.55;12.0;10.5
USA_USLLeagueTwo_Heartland;Rochester FC;Rockford Raptors;73.66;MEDIA-ALTA;21;Ranking gap: 0.556 | Attacco casa: 1.14/gara | Difesa trasferta subisce: 2.44/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.78;Rochester FC - Rockford Raptors;11.12;11.43;24.44;15.0;11.67
Norway_3rdDivision_Group1;Frigg;Baerum Sportsklubb;72.44;MEDIA-ALTA;13;Ranking gap: 0.038 | Attacco casa: 2.55/gara | Difesa trasferta subisce: 1.82/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.90;Frigg - Baerum Sportsklubb;0.76;25.0;18.18;15.0;13.5
Norway_3rdDivision_Group2;Byåsen;Aalesund 2;70.87;MEDIA-ALTA;14;Ranking gap: 0.139 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 3.27/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Byåsen - Aalesund 2;2.78;19.09;25.0;12.0;12.0
Norway_3rdDivision_Group2;Ranheim 2;Nardo;70.6;MEDIA-ALTA;14;Ranking gap: 0.064 | Attacco casa: 2.73/gara | Difesa trasferta subisce: 2.18/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Ranheim 2 - Nardo;1.28;25.0;21.82;12.0;10.5
Norway_3rdDivision_Group2;Herd;Ntnui;70.04;MEDIA-ALTA;14;Ranking gap: 0.202 | Attacco casa: 2.64/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;Herd - Ntnui;4.04;25.0;20.0;12.0;9.0
Norway_3rdDivision_Group1;Grei;Nordstrand;69.05;MEDIA-ALTA;13;Ranking gap: 0.057 | Attacco casa: 1.82/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.80;Grei - Nordstrand;1.14;18.18;22.73;15.0;12.0
Norway_3rdDivision_Group6;Lillehammer;Elverum;69.05;MEDIA-ALTA;13;Ranking gap: 0.080 | Attacco casa: 4.18/gara | Difesa trasferta subisce: 1.55/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.80;Lillehammer - Elverum;1.6;25.0;15.45;15.0;12.0
Norway_3rdDivision_Group5;Fauske Sprint;Floya;69.03;MEDIA-ALTA;12;Ranking gap: 0.049 | Attacco casa: 2.73/gara | Difesa trasferta subisce: 1.45/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.90;Fauske Sprint - Floya;0.98;25.0;14.55;15.0;13.5
Norway_3rdDivision_Group3;Brann 2;Fana;68.66;MEDIA-ALTA;13;Ranking gap: 0.051 | Attacco casa: 2.36/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Brann 2 - Fana;1.02;23.64;20.0;12.0;12.0
Iceland_Division_2;Dalvik/Reynir;KFA;68.46;MEDIA-ALTA;21;Ranking gap: 0.145 | Attacco casa: 1.89/gara | Difesa trasferta subisce: 2.33/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.89;Dalvik/Reynir - KFA;2.9;18.89;23.33;10.0;13.33
Norway_3rdDivision_Group2;Orkla;Molde 2;68.14;MEDIA-ALTA;14;Ranking gap: 0.064 | Attacco casa: 1.64/gara | Difesa trasferta subisce: 3.00/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 1.00;Orkla - Molde 2;1.28;16.36;25.0;10.5;15.0
Iceland_Division_2;Olafsvik;KFG Gardabaer;67.41;MEDIA-ALTA;21;Ranking gap: 0.037 | Attacco casa: 1.67/gara | Difesa trasferta subisce: 3.11/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.89;Olafsvik - KFG Gardabaer;0.74;16.67;25.0;11.67;13.33
