LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_TasmaniaSouthernChampionship;Glenorchy Knights U21;Clarence Zebras U21;81.38;ALTA;13;Ranking gap: 0.144 | Attacco casa: 3.10/gara | Difesa trasferta subisce: 2.82/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.90;Glenorchy Knights U21 - Clarence Zebras U21;2.88;25.0;25.0;15.0;13.5
USA_USLLeagueTwo_GreatForest;Akron City;Erie Sports Center;77.65;ALTA;20260630;Ranking gap: 0.513 | Attacco casa: 1.89/gara | Difesa trasferta subisce: 3.90/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.90;Akron City - Erie Sports Center;10.26;18.89;25.0;10.0;13.5
Australia_NPLNorthernNSW;Edgeworth E.;Kahibah;77.36;ALTA;19;Ranking gap: 0.243 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 2.40/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00;Edgeworth E. - Kahibah;4.86;20.0;24.0;13.5;15.0
Norway_OBOSLigaen;Kongsvinger;Sogndal;74.99;MEDIA-ALTA;15;Ranking gap: 0.165 | Attacco casa: 2.38/gara | Difesa trasferta subisce: 2.38/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Kongsvinger - Sogndal;3.3;23.85;23.85;12.0;12.0
Australia_SAStateLeague;Adelaide Olympic;Salisbury Utd.;73.41;MEDIA-ALTA;17;Ranking gap: 0.314 | Attacco casa: 1.94/gara | Difesa trasferta subisce: 2.38/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.90;Adelaide Olympic - Salisbury Utd.;6.28;19.38;23.75;10.5;13.5
Australia_NPLQueensland;Wynnum Wolves;Rochedale;72.16;MEDIA-ALTA;17;Ranking gap: 0.133 | Attacco casa: 1.75/gara | Difesa trasferta subisce: 2.50/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.80;Wynnum Wolves - Rochedale;2.66;17.5;25.0;15.0;12.0
Latvia_Virsliga;Riga FC;Jelgava;67.12;MEDIA-ALTA;21;Ranking gap: 0.234 | Attacco casa: 3.22/gara | Difesa trasferta subisce: 1.94/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.40;Riga FC - Jelgava;4.68;25.0;19.44;12.0;6.0
Iceland_Division_1;IR Reykjavik;Afturelding;65.39;MEDIA-ALTA;18;Ranking gap: 0.206 | Attacco casa: 2.09/gara | Difesa trasferta subisce: 1.64/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;IR Reykjavik - Afturelding;4.12;20.91;16.36;13.5;10.5
FaroeIslands_1Deild;B36 Torshavn 2;Hoyvik;62.9;MEDIA-ALTA;16;Ranking gap: 0.029 | Attacco casa: 1.18/gara | Difesa trasferta subisce: 3.17/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;B36 Torshavn 2 - Hoyvik;0.58;11.82;25.0;12.0;13.5
Iceland_Division_2;KFG Gardabaer;Selfoss;61.38;MEDIA-ALTA;22;Ranking gap: 0.094 | Attacco casa: 1.40/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;KFG Gardabaer - Selfoss;1.88;14.0;20.0;12.0;13.5
Iceland_BestaDeildKarla;Hafnarfjordur;Stjarnan;60.74;MEDIA-ALTA;19;Ranking gap: 0.130 | Attacco casa: 1.33/gara | Difesa trasferta subisce: 2.23/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;Hafnarfjordur - Stjarnan;2.6;13.33;22.31;10.5;12.0
Norway_OBOSLigaen;Raufoss;Strømmen;60.15;MEDIA-ALTA;15;Ranking gap: 0.017 | Attacco casa: 1.23/gara | Difesa trasferta subisce: 2.69/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Raufoss - Strømmen;0.34;12.31;25.0;12.0;10.5
Estonia_Esiliiga;Tallinna Kalev;Maardu;59.85;MEDIA;19;Ranking gap: 0.045 | Attacco casa: 1.88/gara | Difesa trasferta subisce: 2.06/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;Tallinna Kalev - Maardu;0.9;18.82;20.62;12.0;7.5
Australia_QueenslandPremierLeague;Ipswich;Holland Park Hawks;59.67;MEDIA;18;Ranking gap: 0.215 | Attacco casa: 1.50/gara | Difesa trasferta subisce: 1.94/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;Ipswich - Holland Park Hawks;4.3;15.0;19.38;9.0;12.0
Iceland_Division_1;Grotta;Kopavogur;59.6;MEDIA;18;Ranking gap: 0.087 | Attacco casa: 1.90/gara | Difesa trasferta subisce: 1.64/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;Grotta - Kopavogur;1.74;19.0;16.36;13.5;9.0
