LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Iceland_BestaDeildKarla;Vikingur Reykjavik;Akureyri;74.37;MEDIA-ALTA;18;Ranking gap: 0.377 | Attacco casa: 3.46/gara | Difesa trasferta subisce: 2.08/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;Vikingur Reykjavik - Akureyri;7.54;25.0;20.83;12.0;9.0
Iceland_BestaDeildKarla;Thor Akureyri;KR Reykjavik;62.63;MEDIA-ALTA;18;Ranking gap: 0.356 | Attacco casa: 0.92/gara | Difesa trasferta subisce: 2.38/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.90;Thor Akureyri - KR Reykjavik;7.12;9.17;23.85;9.0;13.5
Finland_Kakkonen_GroupA;PPJ;Kiffen;62.04;MEDIA-ALTA;11;Ranking gap: 0.077 | Attacco casa: 2.10/gara | Difesa trasferta subisce: 1.70/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;PPJ - Kiffen;1.54;21.0;17.0;10.5;12.0
USA_USLLeagueTwo_SouthCentral;Birmingham 2;Columbus United;60.6;MEDIA-ALTA;19;Ranking gap: 0.502 | Attacco casa: 1.22/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.56;Birmingham 2 - Columbus United;10.04;12.22;20.0;10.0;8.33
Finland_Ykkonen;Jazz Pori;KPV;59.93;MEDIA;14;Ranking gap: 0.188 | Attacco casa: 1.17/gara | Difesa trasferta subisce: 3.67/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.90;Jazz Pori - KPV;3.76;11.67;25.0;6.0;13.5
Lithuania_ILyga;Zalgiris 2;Hegelmann Litauen 2;55.27;MEDIA;17;Ranking gap: 0.035 | Attacco casa: 1.29/gara | Difesa trasferta subisce: 2.07/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;Zalgiris 2 - Hegelmann Litauen 2;0.7;12.86;20.71;12.0;9.0
Lithuania_ILyga;BFA Vilnius;Ekranas;53.8;MEDIA;17;Ranking gap: 0.098 | Attacco casa: 1.08/gara | Difesa trasferta subisce: 1.86/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;BFA Vilnius - Ekranas;1.96;10.77;18.57;10.5;12.0
Estonia_Esiliiga;Tartu Welco;Viimsi JK;47.63;MEDIA;19;Ranking gap: 0.072 | Attacco casa: 3.06/gara | Difesa trasferta subisce: 0.77/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.30;Tartu Welco - Viimsi JK;1.44;25.0;7.69;9.0;4.5
Norway_OBOSLigaen;Lyn;Åsane;45.92;MEDIA;14;Ranking gap: 0.050 | Attacco casa: 0.85/gara | Difesa trasferta subisce: 1.85/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.50;Lyn - Åsane;1.0;8.46;18.46;10.5;7.5
Finland_Kakkonen_GroupB;EBK;Abo;45.5;MEDIA;11;Ranking gap: 0.264 | Attacco casa: 1.22/gara | Difesa trasferta subisce: 0.90/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.60;EBK - Abo;5.28;12.22;9.0;10.0;9.0
Estonia_Meistriliiga;Kuressaare;Flora;44.81;BASSA;18;Ranking gap: 0.203 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 1.12/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.90;Kuressaare - Flora;4.06;10.0;11.25;6.0;13.5
Belarus_VysshayaLiga;FC Minsk;Din. Minsk;44.13;BASSA;15;Ranking gap: 0.114 | Attacco casa: 1.46/gara | Difesa trasferta subisce: 0.92/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;FC Minsk - Din. Minsk;2.28;14.62;9.23;9.0;9.0
Belarus_VysshayaLiga;BATE;Gomel;31.61;BASSA;15;Ranking gap: 0.176 | Attacco casa: 0.69/gara | Difesa trasferta subisce: 0.92/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 0.40;BATE - Gomel;3.52;6.92;9.17;6.0;6.0
