LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group5;Lillestrom 2;Tromsø 2;75.03;ALTA;13;Ranking gap: 0.181 | Attacco casa: 3.18/gara | Difesa trasferta subisce: 2.09/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.70;Lillestrom 2 - Tromsø 2;3.62;25.0;20.91;15.0;10.5
Norway_3rdDivision_Group6;Rade;Lyn 2;71.52;MEDIA-ALTA;13;Ranking gap: 0.126 | Attacco casa: 3.82/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Rade - Lyn 2;2.52;25.0;20.0;12.0;12.0
Norway_3rdDivision_Group4;Brodd;Haugesund 2;71.02;MEDIA-ALTA;13;Ranking gap: 0.019 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 2.45/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.90;Brodd - Haugesund 2;0.38;19.09;24.55;13.5;13.5
Norway_3rdDivision_Group4;Vindbjart;Stabaek 2;68.44;MEDIA-ALTA;13;Ranking gap: 0.138 | Attacco casa: 1.82/gara | Difesa trasferta subisce: 3.00/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 1.00;Vindbjart - Stabaek 2;2.76;18.18;25.0;7.5;15.0
Finland_Ykkonen;OLS Oulu;KuPS Akatemia;67.09;MEDIA-ALTA;13;Ranking gap: 0.210 | Attacco casa: 1.92/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;OLS Oulu - KuPS Akatemia;4.2;19.17;22.73;9.0;12.0
Sweden_Division2_SodraGotaland;Linero IF;IFK Karlshamn;66.33;MEDIA-ALTA;15;Ranking gap: 0.230 | Attacco casa: 1.92/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Linero IF - IFK Karlshamn;4.6;19.23;20.0;12.0;10.5
Norway_3rdDivision_Group4;Varhaug;Odd 2;65.65;MEDIA-ALTA;13;Ranking gap: 0.119 | Attacco casa: 1.73/gara | Difesa trasferta subisce: 2.73/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.90;Varhaug - Odd 2;2.38;17.27;25.0;7.5;13.5
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;64.15;MEDIA-ALTA;20260629;Ranking gap: 0.762 | Attacco casa: 2.09/gara | Difesa trasferta subisce: 0.40/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.70;Philadelphia Lone Star - Ocean City;15.24;20.91;4.0;13.5;10.5
Iceland_BestaDeildKarla;Keflavik;KR Reykjavik;62.6;MEDIA-ALTA;17;Ranking gap: 0.202 | Attacco casa: 1.27/gara | Difesa trasferta subisce: 2.33/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.90;Keflavik - KR Reykjavik;4.04;12.73;23.33;9.0;13.5
Sweden_Superettan;Landskrona;Värnamo;62.49;MEDIA-ALTA;15;Ranking gap: 0.188 | Attacco casa: 1.62/gara | Difesa trasferta subisce: 2.31/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;Landskrona - Värnamo;3.76;16.15;23.08;9.0;10.5
Iceland_BestaDeildKarla;Hafnarfjordur;Vestmannaeyjar;62.18;MEDIA-ALTA;17;Ranking gap: 0.091 | Attacco casa: 1.36/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Hafnarfjordur - Vestmannaeyjar;1.82;13.64;22.73;12.0;12.0
Sweden_Division2_SodraSvealand;Ragsved;Forward;61.38;MEDIA-ALTA;15;Ranking gap: 0.021 | Attacco casa: 2.23/gara | Difesa trasferta subisce: 1.62/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Ragsved - Forward;0.42;22.31;16.15;12.0;10.5
USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;Black Rock;60.59;MEDIA-ALTA;20260629;Ranking gap: 0.474 | Attacco casa: 1.56/gara | Difesa trasferta subisce: 1.22/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.78;Seacoast Utd Phantoms - Black Rock;9.48;15.56;12.22;11.67;11.67
Iceland_BestaDeildKarla;Stjarnan;Akureyri;59.47;MEDIA;17;Ranking gap: 0.040 | Attacco casa: 1.92/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.50;Stjarnan - Akureyri;0.8;19.17;20.0;12.0;7.5
Norway_2ndDivision_Group2;Skeid;Trygg/Lade;58.84;MEDIA;13;Ranking gap: 0.074 | Attacco casa: 1.18/gara | Difesa trasferta subisce: 2.45/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 1.00;Skeid - Trygg/Lade;1.48;11.82;24.55;6.0;15.0
USA_USLLeagueTwo_GreatForest;Erie Sports Center;Pittsburgh Riverhounds 2;57.92;MEDIA;20260629;Ranking gap: 0.715 | Attacco casa: 0.75/gara | Difesa trasferta subisce: 1.40/gara | Over25 casa ultime10: 0.88 | Over25 trasferta ultime10: 0.60;Erie Sports Center - Pittsburgh Riverhounds 2;14.3;7.5;14.0;13.12;9.0
Norway_2ndDivision_Group2;Stjordals Blink;Junkeren;56.76;MEDIA;13;Ranking gap: 0.031 | Attacco casa: 1.55/gara | Difesa trasferta subisce: 1.82/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Stjordals Blink - Junkeren;0.62;15.45;18.18;12.0;10.5
Sweden_Division1_Norra;Umeå;Jarfalla;55.68;MEDIA;15;Ranking gap: 0.078 | Attacco casa: 1.46/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;Umeå - Jarfalla;1.56;14.62;20.0;9.0;10.5
Sweden_Superettan;Sandviken;Helsingborg;55.52;MEDIA;15;Ranking gap: 0.032 | Attacco casa: 1.54/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;Sandviken - Helsingborg;0.64;15.38;20.0;9.0;10.5
Norway_3rdDivision_Group1;K. Oslo 2;Heming;54.87;MEDIA;13;Ranking gap: 0.148 | Attacco casa: 1.73/gara | Difesa trasferta subisce: 1.36/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;K. Oslo 2 - Heming;2.96;17.27;13.64;12.0;9.0
Sweden_Division2_SodraSvealand;Karlslund;Fittja;53.81;MEDIA;15;Ranking gap: 0.104 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 1.92/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;Karlslund - Fittja;2.08;10.0;19.23;10.5;12.0
Sweden_Division2_SodraSvealand;Orebro Syr.;Syrianska;53.36;MEDIA;15;Ranking gap: 0.037 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 2.46/gara | Over25 casa ultime10: 0.30 | Over25 trasferta ultime10: 0.90;Orebro Syr. - Syrianska;0.74;10.0;24.62;4.5;13.5
Norway_3rdDivision_Group3;Varegg;V. Haugesund;53.06;MEDIA;13;Ranking gap: 0.235 | Attacco casa: 1.10/gara | Difesa trasferta subisce: 1.64/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;Varegg - V. Haugesund;4.7;11.0;16.36;9.0;12.0
USA_USLLeagueTwo_NorCal;Glens SC;San Francisco City;52.65;MEDIA;20260629;Ranking gap: 0.577 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 1.11/gara | Over25 casa ultime10: 0.56 | Over25 trasferta ultime10: 0.78;Glens SC - San Francisco City;11.54;10.0;11.11;8.33;11.67
Norway_2ndDivision_Group2;Follo;Levanger;51.52;MEDIA;13;Ranking gap: 0.210 | Attacco casa: 1.30/gara | Difesa trasferta subisce: 1.18/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.80;Follo - Levanger;4.2;13.0;11.82;10.5;12.0
Iceland_BestaDeildKarla;Thor Akureyri;Valur;51.16;MEDIA;17;Ranking gap: 0.174 | Attacco casa: 0.82/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;Thor Akureyri - Valur;3.48;8.18;20.0;9.0;10.5
Norway_2ndDivision_Group1;Sotra;Jerv;50.23;MEDIA;13;Ranking gap: 0.173 | Attacco casa: 1.91/gara | Difesa trasferta subisce: 0.82/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;Sotra - Jerv;3.46;19.09;8.18;9.0;10.5
Sweden_Superettan;Norrkoping;Norrby;49.38;MEDIA;15;Ranking gap: 0.215 | Attacco casa: 1.77/gara | Difesa trasferta subisce: 1.54/gara | Over25 casa ultime10: 0.30 | Over25 trasferta ultime10: 0.50;Norrkoping - Norrby;4.3;17.69;15.38;4.5;7.5
Finland_Ykkonen;KPV;Keski-Uusimaa;44.44;BASSA;13;Ranking gap: 0.163 | Attacco casa: 0.82/gara | Difesa trasferta subisce: 1.20/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;KPV - Keski-Uusimaa;3.26;8.18;12.0;12.0;9.0
Finland_Ykkosliiga;KaPa;JaPS;42.71;BASSA;13;Ranking gap: 0.380 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 1.11/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.33;KaPa - JaPS;7.6;10.0;11.11;9.0;5.0
