LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
USA_USLLeagueTwo_Southwest;Ventura;AMSG FC;89.85;ALTA;20260630;Ranking gap: 0.909 | Attacco casa: 2.56/gara | Difesa trasferta subisce: 3.00/gara | Over25 casa ultime10: 0.67 | Over25 trasferta ultime10: 0.78;Ventura - AMSG FC;18.18;25.0;25.0;10.0;11.67
Australia_TasmaniaNorthernChampionship;Devonport U21;Launceston United U21;88.56;ALTA;13;Ranking gap: 0.653 | Attacco casa: 5.00/gara | Difesa trasferta subisce: 4.91/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80;Devonport U21 - Launceston United U21;13.06;25.0;25.0;13.5;12.0
Australia_TasmaniaSouthernChampionship;Taroona;Hobart Utd.;82.84;ALTA;13;Ranking gap: 0.217 | Attacco casa: 3.82/gara | Difesa trasferta subisce: 5.00/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 1.00;Taroona - Hobart Utd.;4.34;25.0;25.0;13.5;15.0
Australia_NPLACT;Monaro Panthers;Brindabella;81.72;ALTA;16;Ranking gap: 0.461 | Attacco casa: 3.23/gara | Difesa trasferta subisce: 2.75/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.60;Monaro Panthers - Brindabella;9.22;25.0;25.0;13.5;9.0
USA_USLLeagueTwo_Chesapeake;Lionsbridge;Hill City;78.91;ALTA;20260630;Ranking gap: 0.612 | Attacco casa: 3.45/gara | Difesa trasferta subisce: 1.92/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.70;Lionsbridge - Hill City;12.24;25.0;19.17;12.0;10.5
Australia_TasmaniaSouthernChampionship;Hobart City;University of Tasmania;78.64;ALTA;13;Ranking gap: 0.150 | Attacco casa: 2.36/gara | Difesa trasferta subisce: 3.58/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.90;Hobart City - University of Tasmania;3.0;23.64;25.0;13.5;13.5
Australia_NPLTasmania;Launceston;Launceston United;77.6;ALTA;14;Ranking gap: 0.330 | Attacco casa: 2.67/gara | Difesa trasferta subisce: 3.50/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.60;Launceston - Launceston United;6.6;25.0;25.0;12.0;9.0
Australia_TasmaniaNorthernChampionship;Burnie Utd.;Riverside Olympic U21;77.18;ALTA;13;Ranking gap: 0.056 | Attacco casa: 2.27/gara | Difesa trasferta subisce: 4.22/gara | Over25 casa ultime10: 1.00 | Over25 trasferta ultime10: 0.89;Burnie Utd. - Riverside Olympic U21;1.12;22.73;25.0;15.0;13.33
Australia_NPLQueensland;Queensland Lions;Olympic FC;76.78;ALTA;17;Ranking gap: 0.283 | Attacco casa: 3.00/gara | Difesa trasferta subisce: 2.06/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;Queensland Lions - Olympic FC;5.66;25.0;20.62;12.0;13.5
Finland_Kakkonen_GroupB;Honka;MuSa;75.58;ALTA;12;Ranking gap: 0.379 | Attacco casa: 3.00/gara | Difesa trasferta subisce: 2.90/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.60;Honka - MuSa;7.58;25.0;25.0;9.0;9.0
Finland_Kakkonen_GroupC;Narpes Kraft;Jaro 2;75.4;ALTA;12;Ranking gap: 0.159 | Attacco casa: 2.89/gara | Difesa trasferta subisce: 2.22/gara | Over25 casa ultime10: 0.89 | Over25 trasferta ultime10: 0.78;Narpes Kraft - Jaro 2;3.18;25.0;22.22;13.33;11.67
USA_USLLeagueTwo_LoneStar;Houston FC;Hill Country Lobos;74.02;MEDIA-ALTA;20260631;Ranking gap: 0.323 | Attacco casa: 1.89/gara | Difesa trasferta subisce: 2.70/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.80;Houston FC - Hill Country Lobos;6.46;18.89;25.0;11.67;12.0
USA_USLLeagueTwo_GreatForest;Buffalo;Lorain County Leviathan;73.92;MEDIA-ALTA;20260630;Ranking gap: 0.421 | Attacco casa: 2.80/gara | Difesa trasferta subisce: 1.67/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.89;Buffalo - Lorain County Leviathan;8.42;25.0;16.67;10.5;13.33
Australia_NPLSouthAustralia;Adelaide City;Para;73.47;MEDIA-ALTA;17;Ranking gap: 0.480 | Attacco casa: 1.94/gara | Difesa trasferta subisce: 4.56/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.80;Adelaide City - Para;9.6;19.38;25.0;7.5;12.0
Australia_NPL_NSW_U20;WS Wanderers U20;Sydney Olympic U20;73.02;MEDIA-ALTA;23;Ranking gap: 0.276 | Attacco casa: 2.00/gara | Difesa trasferta subisce: 2.90/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.90;WS Wanderers U20 - Sydney Olympic U20;5.52;20.0;25.0;9.0;13.5
