LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Norway_3rdDivision_Group5;Skedsmo;Skjetten;77.25;ALTA;12;Ranking gap: 0.224 | Attacco casa: 2.45/gara | Difesa trasferta subisce: 2.27/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.90;Skedsmo - Skjetten;4.48;24.55;22.73;12.0;13.5
Norway_3rdDivision_Group4;Flekkeroy;Akra;73.11;MEDIA-ALTA;13;Ranking gap: 0.226 | Attacco casa: 2.45/gara | Difesa trasferta subisce: 2.45/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.60;Flekkeroy - Akra;4.52;24.55;24.55;10.5;9.0
Norway_2ndDivision_Group2;Eidsvold;Tromsdalen;70.41;MEDIA-ALTA;12;Ranking gap: 0.093 | Attacco casa: 2.27/gara | Difesa trasferta subisce: 2.18/gara | Over25 casa ultime10: 0.80 | Over25 trasferta ultime10: 0.80;Eidsvold - Tromsdalen;1.86;22.73;21.82;12.0;12.0
Sweden_Division2_NorraGotaland;Skara;Herrestads AIF;63.65;MEDIA-ALTA;15;Ranking gap: 0.171 | Attacco casa: 2.08/gara | Difesa trasferta subisce: 1.85/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;Skara - Herrestads AIF;3.42;20.77;18.46;9.0;12.0
USA_USLLeagueTwo_SouthFlorida;Brevard SC;Weston;62.96;MEDIA-ALTA;16;Ranking gap: 0.406 | Attacco casa: 1.89/gara | Difesa trasferta subisce: 1.57/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.57;Brevard SC - Weston;8.12;18.89;15.71;11.67;8.57
Iceland_Division_2;Selfoss;Haukar;59.77;MEDIA;21;Ranking gap: 0.072 | Attacco casa: 2.11/gara | Difesa trasferta subisce: 1.22/gara | Over25 casa ultime10: 0.89 | Over25 trasferta ultime10: 0.78;Selfoss - Haukar;1.44;21.11;12.22;13.33;11.67
Iceland_Division_1;Leiknir;IR Reykjavik;59.56;MEDIA;16;Ranking gap: 0.078 | Attacco casa: 1.20/gara | Difesa trasferta subisce: 2.70/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.90;Leiknir - IR Reykjavik;1.56;12.0;25.0;7.5;13.5
Iceland_Division_1;Fylkir;Kopavogur;58.2;MEDIA;16;Ranking gap: 0.085 | Attacco casa: 1.90/gara | Difesa trasferta subisce: 1.80/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.70;Fylkir - Kopavogur;1.7;19.0;18.0;9.0;10.5
Sweden_Division1_Norra;Assyriska FF;Vasalund;57.48;MEDIA;15;Ranking gap: 0.055 | Attacco casa: 1.46/gara | Difesa trasferta subisce: 2.08/gara | Over25 casa ultime10: 0.60 | Over25 trasferta ultime10: 0.80;Assyriska FF - Vasalund;1.1;14.62;20.77;9.0;12.0
Sweden_Superettan;Brage;Falkenberg;56.07;MEDIA;14;Ranking gap: 0.138 | Attacco casa: 1.85/gara | Difesa trasferta subisce: 1.38/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;Brage - Falkenberg;2.76;18.46;13.85;10.5;10.5
Iceland_Division_2;Throttur Vogar;Fjolnir;54.41;MEDIA;21;Ranking gap: 0.137 | Attacco casa: 1.00/gara | Difesa trasferta subisce: 2.00/gara | Over25 casa ultime10: 0.56 | Over25 trasferta ultime10: 0.89;Throttur Vogar - Fjolnir;2.74;10.0;20.0;8.33;13.33
Norway_3rdDivision_Group1;Vålerenga 2;Union Carl Berner;53.9;MEDIA;13;Ranking gap: 0.038 | Attacco casa: 2.18/gara | Difesa trasferta subisce: 1.18/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.40;Vålerenga 2 - Union Carl Berner;0.76;21.82;11.82;13.5;6.0
USA_USLLeagueTwo_SouthCentral;Birmingham 2;Swarm FC;53.57;MEDIA;17;Ranking gap: 0.675 | Attacco casa: 1.12/gara | Difesa trasferta subisce: 0.78/gara | Over25 casa ultime10: 0.62 | Over25 trasferta ultime10: 0.78;Birmingham 2 - Swarm FC;13.5;11.25;7.78;9.38;11.67
Iceland_Division_1;Afturelding;Njardvik;53.05;MEDIA;16;Ranking gap: 0.069 | Attacco casa: 2.56/gara | Difesa trasferta subisce: 0.90/gara | Over25 casa ultime10: 0.78 | Over25 trasferta ultime10: 0.40;Afturelding - Njardvik;1.38;25.0;9.0;11.67;6.0
