LeagueId;MatchDate;Home;Away
SaudiArabia_ProfessionalLeague;2026-08-28;Al Riyadh;Neom SC
SaudiArabia_ProfessionalLeague;2026-08-28;Al Fayha;Abha
SaudiArabia_ProfessionalLeague;2026-08-28;Al Khaleej;Al-Hilal
SaudiArabia_ProfessionalLeague;2026-08-28;Al Nassr FC;Al-Taawon
Armenia_PremierLeague;2026-08-28;Urartu;Alashkert
Australia_NSWLeagueOne;2026-08-28;Prospect United;Hurstville Zagreb
Austria_Bundesliga;2026-08-28;A. Lustenau;Tirol
Austria_2Liga;2026-08-28;First Vienna;Amstetten
Austria_2Liga;2026-08-28;Kapfenberg;BW Linz
Austria_2Liga;2026-08-28;St. Polten;A. Salzburg
Austria_2Liga;2026-08-28;Voitsberg;Liefering
Austria_2Liga;2026-08-28;Hertha Wels;Admira
Austria_Regionalliga_East;2026-08-28;Parndorf;Marchfeld
Austria_Regionalliga_East;2026-08-28;Warth;Wiener
Austria_Regionalliga_East;2026-08-28;Kremser;Horn
Austria_Regionalliga_East;2026-08-28;SV Donau;Traiskirchen
Austria_Regionalliga_West;2026-08-28;SK St. Johann;Tirol (Am)
Austria_Regionalliga_South;2026-08-28;Gleisdorf;Lafnitz
Austria_Regionalliga_South;2026-08-28;Kalsdorf;Weiz
Austria_Regionalliga_South;2026-08-28;Tillmitsch;Deutschlandsberger
Austria_Regionalliga_South;2026-08-28;Treibach;ATSV Wolfsberger
Austria_Regionalliga_South;2026-08-28;A. Klagenfurt;Volkermarkt
Austria_Regionalliga_North;2026-08-28;Seekirchen;Wallern/St Marienkirchen
Austria_Regionalliga_North;2026-08-28;Union Gurten;LASK (Am)
Austria_Regionalliga_North;2026-08-28;UFC Hallein;Vorwarts Steyr
Austria_Regionalliga_North;2026-08-28;TSV St. Johann;Dietach
Austria_Burgenland;2026-08-28;Bad Sauerbrunn;Rust
Austria_Burgenland;2026-08-28;Edelserpentin;Lackenbach
Austria_Burgenland;2026-08-28;Klingenbach;Pama
