LeagueId;MatchDate;Home;Away
Armenia_PremierLeague;2026-08-14;FC Gandzasar;Shirak
Australia_NPLNSW;2026-08-14;Sydney FC U23;St. George City
Australia_NPLQueensland;2026-08-14;Brisbane Roar U23;Gold Coast Knights
Australia_NPLQueensland;2026-08-14;Gold Coast;Eastern Suburbs
Australia_NPLQueensland;2026-08-14;Moreton City Excelsior;Queensland Lions
Australia_NPLQueensland;2026-08-14;Olympic FC;Rochedale
Australia_NPLQueensland;2026-08-14;Peninsula;Brisbane City
Australia_NPLQueensland;2026-08-14;Wynnum Wolves;Magic United
Australia_NPLVictoria;2026-08-14;Dandenong City;Altona Magic
Australia_NPLVictoria;2026-08-14;Oakleigh;Green Gully
Australia_NPLVictoria;2026-08-14;St Albans;Bentleigh
Australia_NPLWesternAustralia;2026-08-14;Bayswater City;Stirling Macedonia
Australia_VictoriaPremierLeague;2026-08-14;Eltham Redbacks;Manningham United Blues
Australia_VictoriaPremierLeague2;2026-08-14;Keilor Park;Whittlesea United
Australia_VictoriaPremierLeague2;2026-08-14;Nunawading City;Bayside Argonauts
Australia_VictoriaPremierLeague2;2026-08-14;Eastern Lions;Essendon Royals SC
Australia_VictoriaPremierLeague2;2026-08-14;Springvale;Malvern
Australia_NPL_NSW_U20;2026-08-14;Sydney FC U20;St. George City U20
Austria_Bundesliga;2026-08-14;LASK;Ried
Austria_2Liga;2026-08-14;Hertha Wels;SK Rapid II
Austria_2Liga;2026-08-14;St. Polten;BW Linz
Austria_Regionalliga_East;2026-08-14;Donaufeld Wien;SV Oberwart
Austria_Regionalliga_East;2026-08-14;Leobendorf;Horn
Austria_Regionalliga_East;2026-08-14;Warth;Favoritner
Austria_Regionalliga_East;2026-08-14;Kremser;Parndorf
Austria_Regionalliga_East;2026-08-14;Wiener;Gloggnitz
Austria_Regionalliga_West;2026-08-14;Wolfurt;Reichenau
Austria_Regionalliga_West;2026-08-14;Kitzbuhel;Rothis
Austria_Regionalliga_South;2026-08-14;ATSV Wolfsberger;Volkermarkt
Austria_Regionalliga_South;2026-08-14;Kalsdorf;Allerheiligen
Austria_Regionalliga_South;2026-08-14;Tillmitsch;Gleisdorf
Austria_Regionalliga_South;2026-08-14;Treibach;Atus Velden
Austria_Regionalliga_South;2026-08-14;Weiz;Deutschlandsberger
Austria_Regionalliga_South;2026-08-14;A. Klagenfurt;Wolfsberger (Am)
Austria_Regionalliga_North;2026-08-14;Seekirchen;Kuchl
Austria_Regionalliga_North;2026-08-14;Union Gurten;Vorwarts Steyr
Austria_Regionalliga_North;2026-08-14;Wallern/St Marienkirchen;Dietach
Austria_Regionalliga_North;2026-08-14;UFC Hallein;Schallerbach
Austria_Regionalliga_North;2026-08-14;TSV St. Johann;Saalfelden
Austria_Burgenland;2026-08-14;Halbturn;Neudorf/Parndorf
Austria_Burgenland;2026-08-14;Bad Sauerbrunn;Leithaprodersdorf
Austria_Burgenland;2026-08-14;Kohfidisch;Deutschkreutz
Austria_Burgenland;2026-08-14;Neusiedl;Pinkafeld
Austria_Burgenland;2026-08-14;Oberpullendorf;Pama
Austria_Karnten;2026-08-14;Launsdorf;Kottmannsdorf
Austria_Karnten;2026-08-14;SC St. Veit;Saint Michael Lavanttal
Austria_Karnten;2026-08-14;SV Spittal;TSV Grafenstein
Austria_Niederosterreich;2026-08-14;Amstetten (Am);Ebreichsdorf
Austria_Niederosterreich;2026-08-14;Korneuburg;ASK Ybbs
Austria_Niederosterreich;2026-08-14;SCU Kilb;Zwettl
Austria_Niederosterreich;2026-08-14;St. Peter in der Au;Wieselburg
Austria_Niederosterreich;2026-08-14;Admira (Am);Hohenau
Austria_Niederosterreich;2026-08-14;Ortmann;St. Polten (Am)
Austria_Niederosterreich;2026-08-14;Wiener Neustadt;Ardagger
Austria_Oberosterreich;2026-08-14;Friedburg;Edelweiss
Austria_Oberosterreich;2026-08-14;Mondsee;Union Unis Gschwandt
Austria_Oberosterreich;2026-08-14;Ostermiething;Gmunden
Austria_Oberosterreich;2026-08-14;Micheldorf;Vocklamarkt
Austria_Oberosterreich;2026-08-14;ASK St.Valentin;Bad Ischl
Austria_Salzburg;2026-08-14;Strasswalchen;SAK 1914
Austria_Tirol;2026-08-14;Absam;SC Kundl
Austria_Tirol;2026-08-14;FC Natters;Innsbrucker AC
Austria_Tirol;2026-08-14;Vols;SV Worgl
Belgium_JupilerProLeague;2026-08-14;Cercle Brugge;St. Truiden
Belarus_VysshayaLiga;2026-08-14;Arsenal Dzerzhinsk;Slavia Mozyr
Belarus_VysshayaLiga;2026-08-14;Dnepr Mogilev;Belshina
Bolivia_DivisionProfesional;2026-08-14;Universitario de Vinto;Tomayapo
Bulgaria_ParvaLiga;2026-08-14;CSKA 1948 Sofia;Cherno More
Bulgaria_VtoraLiga;2026-08-14;Fratria;Beroe
Denmark_Superliga;2026-08-14;Viborg;Aarhus
Denmark_1stDivision;2026-08-14;Aalborg;Fredericia
Denmark_1stDivision;2026-08-14;Kolding;Vejle
Denmark_2ndDivision;2026-08-14;Hellerup;FA 2000
Denmark_2ndDivision;2026-08-14;Brabrand;Naestved
Denmark_2ndDivision;2026-08-14;Nykobing;B.93
Denmark_2ndDivision;2026-08-14;Skive;F. Amager
Denmark_3rdDivision;2026-08-14;Helsingor;BK Frem
Estonia_Meistriliiga;2026-08-14;Nomme Utd;Tammeka
Finland_Veikkausliiga;2026-08-14;VPS;TPS Turku
Finland_Ykkosliiga;2026-08-14;JaPS;Haka
France_Ligue2;2026-08-14;Annecy;Rodez
France_Ligue2;2026-08-14;Dijon;Pau FC
France_Ligue2;2026-08-14;Grenoble;Metz
France_Ligue2;2026-08-14;Guingamp;Boulogne
France_Ligue2;2026-08-14;Laval;Nantes
France_Ligue2;2026-08-14;Nancy;Montpellier
France_Ligue2;2026-08-14;Red Star;Sochaux
France_Ligue2;2026-08-14;Reims;Dunkerque
France_Ligue2;2026-08-14;St. Etienne;Clermont
Wales_CymruPremier;2026-08-14;Airbus;Ammanford
Wales_CymruPremier;2026-08-14;Cambrian United;Flint
Wales_CymruPremier;2026-08-14;Connah's Q.;Trefelin
Wales_CymruPremier;2026-08-14;Haverfordwest;Penybont
Wales_CymruPremier;2026-08-14;Llandudno;Holywell
Wales_CymruPremier;2026-08-14;TNS;Briton Ferry
Wales_CymruSouth;2026-08-14;Carmarthen;Afan Lido
Wales_CymruSouth;2026-08-14;Trethomas Bluebirds;Caerau Ely
Wales_CymruNorth;2026-08-14;Ruthin;Denbigh
Germany_2Bundesliga;2026-08-14;Braunschweig;Bochum
Germany_2Bundesliga;2026-08-14;Kiel;St. Pauli
Germany_3Liga;2026-08-14;Wurzburger Kickers;Wehen
Germany_Regionalliga_Nordost;2026-08-14;Babelsberg;RSV Eintracht
Germany_Regionalliga_Nordost;2026-08-14;Chemie Leipzig;Jena
