LeagueId;MatchDate;Home;Away
Austria_Wien;2026-09-23;Stammersdorf;Sportunion Mauer
Bhutan_PremierLeague;2026-09-23;Thimphu City;Transport United
Bosnia_PrvaLiga_RS;2026-09-23;Drina Zvornik;Prijedor
Bosnia_PrvaLiga_RS;2026-09-23;Majevica;Laktasi
Bosnia_PrvaLiga_RS;2026-09-23;Nevesinje;Zvijezda 09
Bosnia_PrvaLiga_RS;2026-09-23;Romanija Pale;Potkozarje
Bosnia_PrvaLiga_RS;2026-09-23;Slavija;Kozara
Bosnia_PrvaLiga_RS;2026-09-23;Sutjeska Foca;Omarska
Germany_Oberliga_Bremen;2026-09-23;Oberneuland;Hemelingen
Germany_Oberliga_RheinlandPfalzSaar;2026-09-23;Elversberg II;Schott Mainz
NorthMacedonia_1MFL;2026-09-23;Bregalnica;FK Skopje
Peru_Liga1_Clausura;2026-09-23;AD Tarma;Cienciano
CzechRepublic_4Liga_GroupB;2026-09-23;Meteor Prague;Sokolov
CzechRepublic_4Liga_GroupB;2026-09-23;Ostrov;Brandys n. Labem
CzechRepublic_4Liga_GroupC;2026-09-23;Vykan;Slavia HK
USA_USLChampionship;2026-09-23;Birmingham;Brooklyn
