LeagueId;MatchDate;Home;Away
Albania_AbissnetSuperiore;2026-09-18;Vllaznia;Teuta
Armenia_PremierLeague;2026-09-18;FC Gandzasar;Urartu
Armenia_PremierLeague;2026-09-18;Noah;Van
Austria_Bundesliga;2026-09-18;SK Rapid;Tirol
Austria_2Liga;2026-09-18;Floridsdorfer AC;Liefering
Austria_2Liga;2026-09-18;Hertha Wels;First Vienna
Austria_2Liga;2026-09-18;Kapfenberg;Amstetten
Austria_2Liga;2026-09-18;BW Linz;Admira
Austria_Regionalliga_East;2026-09-18;Gloggnitz;Horn
Austria_Regionalliga_East;2026-09-18;Favoritner;Kremser
Austria_Regionalliga_East;2026-09-18;Mattersburg SV 2020;SV Donau
Austria_Regionalliga_East;2026-09-18;SV Oberwart;Parndorf
Austria_Regionalliga_East;2026-09-18;Traiskirchen;Marchfeld
Austria_Regionalliga_East;2026-09-18;Wiener;Leobendorf
Austria_Regionalliga_West;2026-09-18;Dornbirn;Lauterach
Austria_Regionalliga_South;2026-09-18;Allerheiligen;Lafnitz
Austria_Regionalliga_South;2026-09-18;Deutschlandsberger;Kalsdorf
Austria_Regionalliga_South;2026-09-18;Volkermarkt;Treibach
Austria_Regionalliga_South;2026-09-18;Weiz;Gleisdorf
Austria_Regionalliga_North;2026-09-18;Seekirchen;Wals-Grunau
Austria_Regionalliga_North;2026-09-18;Vorwarts Steyr;Dietach
Austria_Regionalliga_North;2026-09-18;Wallern/St Marienkirchen;Union Gurten
Austria_Regionalliga_North;2026-09-18;Kuchl;UFC Hallein
Austria_Burgenland;2026-09-18;Deutschkreutz;Edelserpentin
Austria_Burgenland;2026-09-18;Kohfidisch;Margarethen
Austria_Burgenland;2026-09-18;Pinkafeld;Bad Sauerbrunn
Austria_Burgenland;2026-09-18;Neusiedl;Oberpullendorf
Austria_Karnten;2026-09-18;Atus Ferlach;Lendorf
Austria_Karnten;2026-09-18;SV Spittal;SC St. Veit
Austria_Karnten;2026-09-18;TSV Grafenstein;Saint Michael Lavanttal
Austria_Karnten;2026-09-18;Dellach/Gail;Nussdorf
Austria_Karnten;2026-09-18;Matrei;Seeboden
Austria_Niederosterreich;2026-09-18;Ardagger;Wieselburg
Austria_Niederosterreich;2026-09-18;Ebreichsdorf;Retz
Austria_Niederosterreich;2026-09-18;Korneuburg;Admira (Am)
Austria_Niederosterreich;2026-09-18;Langenrohr;Amstetten (Am)
Austria_Niederosterreich;2026-09-18;St. Peter in der Au;St. Polten (Am)
Austria_Oberosterreich;2026-09-18;Pregarten;Micheldorf
Austria_Oberosterreich;2026-09-18;Edelweiss;Union Unis Gschwandt
Austria_Oberosterreich;2026-09-18;Gmunden;ASK St.Valentin
Austria_Oberosterreich;2026-09-18;Garsten;Vocklamarkt
Austria_Salzburg;2026-09-18;Thalgau;Neumarkt
Austria_Salzburg;2026-09-18;Schwarzach;Strasswalchen
Austria_Salzburg;2026-09-18;Puch;UFC Siezenheim
Austria_Steiermark;2026-09-18;Grossklein;Weindorf St. Anna
Austria_Steiermark;2026-09-18;Pachern;Kindberg Murzhofen
Austria_Steiermark;2026-09-18;SV Union Gnas;SV Wildon
Austria_Tirol;2026-09-18;SV Worgl;Stubai
Austria_Tirol;2026-09-18;SC Kundl;FC Volders
Austria_Tirol;2026-09-18;Munster;Vols
Austria_Wien;2026-09-18;Red Star-Penzing;Lac Inter
Austria_Wien;2026-09-18;TWL Elektra;A XIII-Auhof Center
Austria_Wien;2026-09-18;Schwechat;First Vienna (Am)
Azerbaijan_PremierLeague;2026-09-18;Gabala;Neftci Baku
Azerbaijan_PremierLeague;2026-09-18;Qarabag;Safa Baku
Azerbaijan_FirstLeague;2026-09-18;Khankendi;Moik Baku
Belgium_JupilerProLeague;2026-09-18;Gent;St. Liege
Belgium_ChallengerProLeague;2026-09-18;Club Brugge U23;Gent U23
Belgium_ChallengerProLeague;2026-09-18;Francs Borains;Anderlecht U23
Bhutan_PremierLeague;2026-09-18;Transport United;RTC
Belarus_VysshayaLiga;2026-09-18;Belshina;FC Minsk
Belarus_VysshayaLiga;2026-09-18;ML Vitebsk;Arsenal Dzerzhinsk
Belarus_PershayaLiga;2026-09-18;Gomel 2;Din. Minsk 2
Bolivia_DivisionProfesional;2026-09-18;Tomayapo;Oriente Petrolero
Bolivia_DivisionProfesional;2026-09-18;Bolivar;GV San Jose
Bosnia_WWINLigaBiH;2026-09-18;Zeljeznicar;Celik Zenica
Bulgaria_ParvaLiga;2026-09-18;Slavia Sofia;CSKA 1948 Sofia
Croatia_HNL;2026-09-18;Rudes;Slaven Belupo
Croatia_PrvaNL;2026-09-18;Mladost Zdralovi;Segesta
Croatia_PrvaNL;2026-09-18;Sesvete;Cibalia
Denmark_Superliga;2026-09-18;Lyngby;Silkeborg
Denmark_1stDivision;2026-09-18;Kolding;Hillerod
Denmark_2ndDivision;2026-09-18;F. Amager;Naestved
Denmark_2ndDivision;2026-09-18;Nykobing;Hellerup
Denmark_2ndDivision;2026-09-18;Roskilde;FA 2000
Denmark_2ndDivision;2026-09-18;Skive;B.93
Denmark_3rdDivision;2026-09-18;Holbaek;Ringsted
Estonia_Meistriliiga;2026-09-18;Harju JK Laagri;Kuressaare
Estonia_Esiliiga;2026-09-18;Tallinna Kalev;Flora U21
Estonia_EsiliigaB;2026-09-18;Parnu JK Vaprus U21;Legion
Finland_Veikkausliiga;2026-09-18;Lahti;Jaro
Finland_Veikkausliiga;2026-09-18;SJK;Mariehamn
Finland_Ykkosliiga;2026-09-18;Haka;Klubi 04
Finland_Ykkosliiga;2026-09-18;JaPS;Ekenas
France_Ligue1;2026-09-18;Monaco;Lens
France_Ligue2;2026-09-18;Annecy;Dijon
France_Ligue2;2026-09-18;Grenoble;Clermont
France_Ligue2;2026-09-18;Laval;Sochaux
France_Ligue2;2026-09-18;Pau FC;Dunkerque
France_Ligue2;2026-09-18;Reims;Montpellier
France_Ligue2;2026-09-18;Rodez;Nancy
Wales_CymruPremier;2026-09-18;Airbus;Flint
Wales_CymruPremier;2026-09-18;Ammanford;Penybont
Wales_CymruPremier;2026-09-18;Briton Ferry;Trefelin
Wales_CymruPremier;2026-09-18;Caernarfon;Cambrian United
Wales_CymruPremier;2026-09-18;Colwyn Bay;Barry
Wales_CymruPremier;2026-09-18;Connah's Q.;Cardiff Metropolitan
Wales_CymruPremier;2026-09-18;Haverfordwest;Holywell
Germany_Bundesliga;2026-09-18;Bayern;Union Berlino
Germany_2Bundesliga;2026-09-18;Furth;Magdeburg
Germany_2Bundesliga;2026-09-18;Wolfsburg;Darmstadt
Germany_3Liga;2026-09-18;Verl;Wurzburger Kickers
Germany_Regionalliga_Nordost;2026-09-18;Zwickau;Hallescher
Germany_Regionalliga_West;2026-09-18;Rodinghausen;FC Gutersloh
Germany_Regionalliga_West;2026-09-18;Siegen;Wattenscheid
Germany_Regionalliga_Sudwest;2026-09-18;FSV Francoforte;Kickers Stoccarda
Germany_Regionalliga_Sudwest;2026-09-18;Trier;Offenbach
Germany_Regionalliga_Bayern;2026-09-18;Aubstadt;Bayern II
Germany_Regionalliga_Bayern;2026-09-18;Buchbach;Schweinfurt
Germany_Oberliga_NOFV_Nord;2026-09-18;Reinickendorfer Fuchse;Klosterfelde
Germany_Oberliga_NOFV_Nord;2026-09-18;Schwerin;Wismar
Germany_Oberliga_NOFV_Sud;2026-09-18;1.FC Frankfurt;Meuselwitz
Germany_Oberliga_Hamburg;2026-09-18;Vorwarts-Wacker;Suderelbe
Germany_Oberliga_Hamburg;2026-09-18;Harksheide;TSV Buchholz 08
Germany_Oberliga_Hamburg;2026-09-18;Victoria Hamburg;Pinneberg
Germany_Oberliga_Hamburg;2026-09-18;Norderstedt II;ETSV Hamburg
Germany_Oberliga_Bremen;2026-09-18;Leher;Geestemunde
Germany_Oberliga_Bremen;2026-09-18;Oberneuland;Vatan Bremen
Germany_Oberliga_Hessen;2026-09-18;Hanauer SC;RW Walldorf
Germany_Oberliga_RheinlandPfalzSaar;2026-09-18;Ahrweiler;RW Koblenz
Germany_Oberliga_Bayern_Nord;2026-09-18;Cham;Neudrossenfeld
Germany_Oberliga_Bayern_Nord;2026-09-18;Grossbardorf;Bamberg
Germany_Oberliga_Bayern_Nord;2026-09-18;Kornburg;Aschaffenburg
Germany_Oberliga_Bayern_Nord;2026-09-18;Weiden;Gebenbach
Germany_Oberliga_Bayern_Sud;2026-09-18;Heimstetten;Gundelfingen
Germany_Oberliga_Bayern_Sud;2026-09-18;Monaco 1860 II;Erlbach
Germany_Oberliga_Bayern_Sud;2026-09-18;FC Schwaig;Rosenheim
Germany_Oberliga_BadenWurttemberg;2026-09-18;Nottingen;Young Boys Reutlingen
Germany_Oberliga_BadenWurttemberg;2026-09-18;Villingen;Singen
Germany_Oberliga_Niederrhein;2026-09-18;Schonnebeck;SC St.Tonis
Indonesia_SuperLeague;2026-09-18;Arema;Persik Kediri
Indonesia_SuperLeague;2026-09-18;Madura United;PSIM Yogyakarta
England_PremierLeague;2026-09-18;Brentford;Chelsea
England_Championship;2026-09-18;Bristol City;Watford
NorthernIreland_NIFLChampionship;2026-09-18;Dundela;Strabane Athletic
NorthernIreland_NIFLChampionship;2026-09-18;Newry City;Annagh
Iceland_BestaDeildKvenna;2026-09-18;Fram D;Vikingur Reykjavik D
Iceland_BestaDeildKvenna;2026-09-18;Hafnarfjordur D;Stjarnan D
Iceland_BestaDeildKvenna;2026-09-18;IBV Vestmannaeyjar D;Throttur D
FaroeIslands_PremierLeague;2026-09-18;B36 Torshavn;Runavik
FaroeIslands_PremierLeague;2026-09-18;Klaksvik;Skala Itrottarfelag
FaroeIslands_1Deild;2026-09-18;Fuglafjordur;HB Torshavn 2
FaroeIslands_1Deild;2026-09-18;Sandur;Streymur 2
Italy_SerieA;2026-09-18;Monza;Sassuolo
Italy_SerieB;2026-09-18;Juve Stabia;Cesena
Kazakhstan_PremierLeague;2026-09-18;Okzhetpes;Zhenis
Kazakhstan_PremierLeague;2026-09-18;Altai;Ertis Pavlodar
Kazakhstan_PremierLeague;2026-09-18;Zhetysu;Kaspij Aktau
Kazakhstan_PremierLeague;2026-09-18;Kyzylzhar;Kaisar
Kazakhstan_PremierLeague;2026-09-18;Aktobe;Ulytau
Kazakhstan_FirstLeague;2026-09-18;FC Astana 2;FC Batyr
Kazakhstan_FirstLeague;2026-09-18;Khan Tengri;Kairat Almaty 2
Kazakhstan_FirstLeague;2026-09-18;Turan;Yelimay Semey 2
Kyrgyzstan_PremierLiga;2026-09-18;Bars;Aldier
Kyrgyzstan_PremierLiga;2026-09-18;Bishkek City;Alay Osh
Lithuania_ILyga;2026-09-18;BE1 NFA;Transinvest 2
Lithuania_ILyga;2026-09-18;Hegelmann Litauen 2;Dainava Alytus
Lithuania_ILyga;2026-09-18;Jonava;Tauras
NorthMacedonia_1MFL;2026-09-18;Shkendija;Bashkimi
NorthMacedonia_1MFL;2026-09-18;Sileks;Tikves
Mexico_LigaExpansionMX_Apertura;2026-09-18;Alacranes;Cruz Azul Hidalgo
Moldova_Liga1_GroupA;2026-09-18;Iskra Ribnita;Zimbru 2
Moldova_Liga1_GroupB;2026-09-18;Stauceni;Victoria
Moldova_Liga1_GroupA;2026-09-18;Univer Comrat;FCM Ungheni
Montenegro_PrvaCrnogorskaLiga;2026-09-18;Buducnost;Petrovac
Norway_Eliteserien;2026-09-18;Sarpsborg 08;KFUM Oslo
Netherlands_Eredivisie;2026-09-18;Groningen;Zwolle
Netherlands_EersteDivisie;2026-09-18;Almere City;Heracles
Netherlands_EersteDivisie;2026-09-18;Den Bosch;Helmond
Netherlands_EersteDivisie;2026-09-18;Eindhoven;FC Emmen
Netherlands_EersteDivisie;2026-09-18;Jong Ajax;Roda
Netherlands_EersteDivisie;2026-09-18;Jong AZ;FC Volendam
Netherlands_EersteDivisie;2026-09-18;Jong Utrecht;Venlo
Netherlands_EersteDivisie;2026-09-18;Oss;Dordrecht
Netherlands_EersteDivisie;2026-09-18;Waalwijk;Maastricht
Paraguay_DivisionIntermedia;2026-09-18;Deportivo Santani;Sol De America
Peru_Liga1_Clausura;2026-09-18;Alianza Atl.;Comerciantes Unidos
Poland_Ekstraklasa;2026-09-18;Widzew Lodz;Wieczysta Krakow
Poland_Ekstraklasa;2026-09-18;Wisla;Slask
Poland_Division1;2026-09-18;Warta Poznan;Puszcza
Poland_Division1;2026-09-18;Polonia B.;Ruch
Poland_Division2;2026-09-18;Kleczew;Avia Swidnik
Poland_Division2;2026-09-18;Bielsko-Biala;Swit Szczecin
Poland_Division2;2026-09-18;Zawisza;Leczna
Poland_IIILiga_Group1;2026-09-18;LKS Lomza;Zabki
