LeagueId;MatchDate;Home;Away
SaudiArabia_ProfessionalLeague;2026-08-25;Abha;Al Khaleej
SaudiArabia_ProfessionalLeague;2026-08-25;Al-Taawon;Al Fayha
SaudiArabia_ProfessionalLeague;2026-08-25;Al Shabab;Al Riyadh
SaudiArabia_ProfessionalLeague;2026-08-25;Al-Ettifaq;Al Nassr FC
Australia_VictoriaPremierLeague2;2026-08-25;Moreland City;Nunawading City
Austria_Tirol;2026-08-25;Telfs;Haiming
Bolivia_DivisionProfesional;2026-08-25;GV San Jose;Oriente Petrolero
Bulgaria_VtoraLiga;2026-08-25;CSKA Sofia II;Ludogorets II
Bulgaria_VtoraLiga;2026-08-25;Beroe;Spartak Pleven
Estonia_EsiliigaB;2026-08-25;Tartu Kalev;Tallinna Kalev U21
Germany_Regionalliga_Nordost;2026-08-25;BFC Dynamo;BFC Preussen
Germany_Regionalliga_Nordost;2026-08-25;Lokomotive Leipzig;Chemnitzer
Germany_Regionalliga_Nordost;2026-08-25;Luckenwalde;Erfurt
Germany_Regionalliga_Nordost;2026-08-25;Magdeburg II;Chemie Leipzig
Germany_Regionalliga_Bayern;2026-08-25;Bayern II;Memmingen
Germany_Oberliga_Bayern_Sud;2026-08-25;Pfaffenhofen;Heimstetten
Iceland_Division_1;2026-08-25;Afturelding;Grotta
Kazakhstan_PremierLeague;2026-08-25;Tobol;Kaisar
Latvia_Virsliga;2026-08-25;Auda;FK Liepaja
Lithuania_ILyga;2026-08-25;Zalgiris 2;Transinvest 2
Romania_Liga2;2026-08-25;Unirea Slobozia;Metaloglobus Bucharest
Spain_LaLiga;2026-08-25;Valencia;Betis
SriLanka_SuperLeague;2026-08-25;Sea Hawks;Renown
SouthKorea_KLeague1;2026-08-25;Gimcheon Sangmu;Jeonbuk
SouthKorea_KLeague1;2026-08-25;Jeju SK;Pohang
SouthKorea_KLeague1;2026-08-25;Seoul;Bucheon
Sweden_Superettan;2026-08-25;Örebro;Varberg
Sweden_Superettan;2026-08-25;Öster;Sundsvall
Sweden_Division2_SodraGotaland;2026-08-25;Vaxjo Norra;Solvesborgs
USA_MLSNextPro_WesternConference_PacificDivision;2026-08-25;Tacoma Defiance;Sporting Kansas City II
Finland_Kolmonen_Western_Group1;2026-08-25;SalPa II;ÅCF
Finland_Kolmonen_Eastern_Group2;2026-08-25;Kings SC;NiemU
