LeagueId;MatchDate;Home;Away
Finland_Kolmonen_Southern_Group2;2026-09-10;Atlantis FC/2;Laajasalon Palloseura
Finland_Kolmonen_Southern_Group3;2026-09-10;TiPS/2 U21;Lahti/69
Finland_Kolmonen_Western_Group2;2026-09-10;TP-T;NoPS
Finland_Kolmonen_Western_Group3;2026-09-10;VPV;FC Ylivieska
Finland_Kolmonen_Southern_Group2;2026-09-10;PPJ/Lauttasaari;VJS/2
Finland_Kolmonen_Western_Group2;2026-09-10;Fish United;FC Lasten
Finland_Kolmonen_Southern_Group1;2026-09-10;HooGee;MPS
Finland_Kolmonen_Southern_Group2;2026-09-10;HPS/2;Valtti
Bhutan_PremierLeague;2026-09-10;RTC;Thimphu City
Estonia_Esiliiga;2026-09-10;FC Tallinn;Maardu
Estonia_Esiliiga;2026-09-10;Nomme Kalju U21;Flora U21
Estonia_Esiliiga;2026-09-10;Nomme Utd U21;Tallinna Kalev
Estonia_Esiliiga;2026-09-10;Levadia U21;Tartu Welco
Estonia_Esiliiga;2026-09-10;Viimsi JK;Elva
Estonia_EsiliigaB;2026-09-10;Legion;Tartu Kalev
Estonia_EsiliigaB;2026-09-10;Parnu JK Vaprus U21;Johvi Phoenix
Estonia_EsiliigaB;2026-09-10;Tammeka U21;Tulevik
Georgia_ErovnuliLiga;2026-09-10;Din. Tbilisi;Meshakhte Tkibuli
Georgia_ErovnuliLiga;2026-09-10;Gagra;Torpedo Kutaisi
Germany_Regionalliga_Nordost;2026-09-10;BFC Dynamo;Tasmania Berlin
England_LeagueOne;2026-09-10;Stevenage;Luton
Kazakhstan_FirstLeague;2026-09-10;Kairat Almaty 2;FC Astana 2
Kazakhstan_FirstLeague;2026-09-10;Yelimay Semey 2;Akademiya Ontustik
Kazakhstan_FirstLeague;2026-09-10;Aktobe 2;Turan
Kyrgyzstan_PremierLiga;2026-09-10;Alay Osh;Muras United
Latvia_Virsliga;2026-09-10;Super Nova;Tukums 2000
Montenegro_PrvaCrnogorskaLiga;2026-09-10;Arsenal Tivat;Mladost DG
Montenegro_PrvaCrnogorskaLiga;2026-09-10;Bokelj;Otrant
Montenegro_PrvaCrnogorskaLiga;2026-09-10;Buducnost;Jezero
Paraguay_DivisionIntermedia;2026-09-10;Sp. Carapegua;Benjamin Aceval
Portugal_LigaPortugal;2026-09-10;Estrela;Braga
Serbia_SuperLiga;2026-09-10;Radnik;Stella Rossa
Serbia_PrvaLiga;2026-09-10;Teleoptik;Proleter 023
Sweden_Superettan;2026-09-10;Falkenberg;Öster
Sweden_Superettan;2026-09-10;Östersund;Brage
Sweden_Superettan;2026-09-10;Sundsvall;Örebro
Sweden_Superettan;2026-09-10;Varberg;Norrkoping
Sweden_Division1_Norra;2026-09-10;Enkoping SK;Assyriska FF
Switzerland_PromotionLeague;2026-09-10;Bulle;Amical Saint-Prex
