LeagueId;MatchDate;Home;Away
Finland_Kolmonen_Southern_Group1;2026-07-31;NuPS;HooGee
Finland_Kolmonen_Southern_Group1;2026-07-31;LoPa;EPS Reservi
Finland_Kolmonen_Southern_Group3;2026-07-31;RiPS;Ponnistus
Finland_Kolmonen_Western_Group2;2026-07-31;Sääksjärven Loiske;NoPS
Finland_Kolmonen_Western_Group2;2026-07-31;ACE;TP-49
Australia_NPLNorthernNSW;2026-07-31;Cooks Hill United;Broadmeadow
Australia_NPLQueensland;2026-07-31;Rochedale;Eastern Suburbs
Australia_NPLQueensland;2026-07-31;Wynnum Wolves;Brisbane City
Australia_NPLSouthAustralia;2026-07-31;Campbelltown City;Adelaide City
Australia_NPLVictoria;2026-07-31;Bentleigh;Oakleigh
Australia_NPLVictoria;2026-07-31;Preston Lions;Green Gully
Australia_NSWLeagueOne;2026-07-31;Prospect United;Blacktown Spartans
Australia_TasmaniaNorthernChampionship;2026-07-31;Ulverstone U21;Launceston United U21
Australia_TasmaniaSouthernChampionship;2026-07-31;Glenorchy Knights U21;University of Tasmania
Australia_TasmaniaSouthernChampionship;2026-07-31;Olympia Warriors;Hobart Utd.
Australia_TasmaniaSouthernChampionship;2026-07-31;South Hobart U21;Taroona
Australia_VictoriaPremierLeague;2026-07-31;Melbourne Knights;Western Utd. U21
Australia_VictoriaPremierLeague;2026-07-31;Northcote City;Eltham Redbacks
Australia_VictoriaPremierLeague2;2026-07-31;Box Hill;Keilor Park
Australia_VictoriaPremierLeague2;2026-07-31;Kingston City;Springvale
Australia_VictoriaPremierLeague2;2026-07-31;Essendon Royals SC;Altona City
Australia_VictoriaPremierLeague2;2026-07-31;Whittlesea United;Eastern Lions
Austria_Bundesliga;2026-07-31;LASK;Grazer
Austria_2Liga;2026-07-31;Admira;SK Rapid II
Austria_2Liga;2026-07-31;Austria (Am);BW Linz
Austria_2Liga;2026-07-31;Innsbruck;Bregenz
Austria_2Liga;2026-07-31;Kapfenberg;Liefering
Austria_2Liga;2026-07-31;Voitsberg;Amstetten
Austria_2Liga;2026-07-31;Floridsdorfer AC;St. Polten
Austria_Regionalliga_East;2026-07-31;Donaufeld Wien;Horn
Austria_Regionalliga_East;2026-07-31;Leobendorf;Parndorf
Austria_Regionalliga_East;2026-07-31;SV Donau;Kremser
Austria_Regionalliga_East;2026-07-31;Warth;Traiskirchen
Austria_Regionalliga_East;2026-07-31;Wiener;Favoritner
Austria_Regionalliga_West;2026-07-31;Fugen;Schwaz
Austria_Regionalliga_West;2026-07-31;Kitzbuhel;FC Lustenau
Austria_Regionalliga_West;2026-07-31;SC Imst;Reichenau
Bhutan_PremierLeague;2026-07-31;Drukpa;BFF Academy U19
Belarus_VysshayaLiga;2026-07-31;Dnepr Mogilev;Naftan
Belarus_PershayaLiga;2026-07-31;Orsha;Soligorsk
Belarus_PershayaLiga;2026-07-31;Slutsk;SKA-1938
Belarus_PershayaLiga;2026-07-31;Din. Minsk 2;Niva Dolbizno
Bolivia_DivisionProfesional;2026-07-31;Universitario de Vinto;Guabira
Bolivia_DivisionProfesional;2026-07-31;The Strongest;Aurora
Bulgaria_ParvaLiga;2026-07-31;Slavia Sofia;Lok. Sofia
Bulgaria_ParvaLiga;2026-07-31;CSKA 1948 Sofia;Arda
Denmark_1stDivision;2026-07-31;Aarhus Fremad;Aalborg
Denmark_1stDivision;2026-07-31;AB Copenhagen;Fredericia
Denmark_1stDivision;2026-07-31;Koge;Vejle
Estonia_Meistriliiga;2026-07-31;Nomme Utd;Narva
Finland_Ykkosliiga;2026-07-31;Ekenas;Klubi 04
Finland_Ykkosliiga;2026-07-31;KTP;SJK Akatemia
Finland_Ykkosliiga;2026-07-31;PK-35;Haka
Finland_Ykkonen;2026-07-31;Inter Turku 2;VJS
Finland_Ykkonen;2026-07-31;Keski-Uusimaa;Tampere Utd
Finland_Kakkonen_GroupA;2026-07-31;Union Plaani;PEPO
Finland_Kakkonen_GroupB;2026-07-31;Abo;HJS
Finland_Kakkonen_GroupB;2026-07-31;GrIFK;EBK
Germany_Regionalliga_Nordost;2026-07-31;Babelsberg;Jena
Germany_Regionalliga_Nordost;2026-07-31;Chemnitzer;BFC Preussen
Germany_Regionalliga_Nordost;2026-07-31;Tasmania Berlin;Aue
Germany_Regionalliga_Bayern;2026-07-31;Norinberga II;Unterhaching
Germany_Regionalliga_Bayern;2026-07-31;Augsburg II;Landsberg
Germany_Regionalliga_Bayern;2026-07-31;Buchbach;Eichstatt
Germany_Regionalliga_Bayern;2026-07-31;Burghausen;Bayern II
Germany_Regionalliga_Bayern;2026-07-31;Eltersdorf;Vilzing
Germany_Regionalliga_Bayern;2026-07-31;Illertissen;Schwaben Augsburg
Germany_Oberliga_Hamburg;2026-07-31;Wandsbeker Concordia;HEBC Hamburg
Germany_Oberliga_Hamburg;2026-07-31;ETSV Hamburg;Teutonia Ottensen
Germany_Oberliga_Hamburg;2026-07-31;Harksheide;Suderelbe
Germany_Oberliga_Hamburg;2026-07-31;Norderstedt II;Pinneberg
Germany_Oberliga_Bayern_Nord;2026-07-31;Neumarkt;Kornburg
Germany_Oberliga_Bayern_Nord;2026-07-31;Ammerthal;Bayern Hof
Germany_Oberliga_Bayern_Nord;2026-07-31;Cham;Fortuna Regensburg
Germany_Oberliga_Bayern_Nord;2026-07-31;DJK Bamberg;Weiden
Germany_Oberliga_Bayern_Nord;2026-07-31;Neudrossenfeld;Gebenbach
Germany_Oberliga_Bayern_Sud;2026-07-31;Ismaning;Landshut
Germany_Oberliga_Bayern_Sud;2026-07-31;Heimstetten;Geretsried
Germany_Oberliga_Bayern_Sud;2026-07-31;Monaco 1860 II;Schalding
Germany_Oberliga_Bayern_Sud;2026-07-31;Rosenheim;Hankofen-Hailing
Germany_Oberliga_Bayern_Sud;2026-07-31;Erlbach;Deisenhofen
Germany_Oberliga_Bayern_Sud;2026-07-31;FC Schwaig;Gundelfingen
Kazakhstan_FirstLeague;2026-07-31;Kairat Almaty 2;Jaiyq
Kazakhstan_FirstLeague;2026-07-31;Tobol 2;Shakhter K.
Kazakhstan_FirstLeague;2026-07-31;FC Astana 2;Arys
Latvia_NakotnesLiga;2026-07-31;Super Nova 2;Riga Mariners
Lithuania_ILyga;2026-07-31;BE1 NFA;Jonava
Lithuania_ILyga;2026-07-31;Hegelmann Litauen 2;FK Minija
Norway_Eliteserien;2026-07-31;Vålerenga;HamKam
Norway_Eliteserien;2026-07-31;Bodo/Glimt;Lilleström
Norway_3rdDivision_Group1;2026-07-31;Gamle Oslo;Union Carl Berner
Norway_3rdDivision_Group2;2026-07-31;Herd;Volda TI
Norway_3rdDivision_Group4;2026-07-31;Varhaug;Hinna
Poland_Ekstraklasa;2026-07-31;Plock;Widzew Lodz
Poland_Ekstraklasa;2026-07-31;Motor Lublin;Jagiellonia
Poland_Division1;2026-07-31;LKS Lodz;Polonia B.
Poland_Division1;2026-07-31;Lechia;Warta Poznan
Poland_Division2;2026-07-31;Pruszkow;Legia II
Poland_Division2;2026-07-31;S. Wola;Tychy
CzechRepublic_1Liga;2026-07-31;Sparta Praga;Zlin
CzechRepublic_ChNL;2026-07-31;Zizkov;Prostejov
CzechRepublic_ChNL;2026-07-31;Karvina;Vlasim
CzechRepublic_ChNL;2026-07-31;Kladno;Ostrava B
CzechRepublic_ChNL;2026-07-31;Pribram;Opava
CzechRepublic_ChNL;2026-07-31;Taborsko;Dukla Praga
Romania_Superliga;2026-07-31;FC Arges;Csikszereda M. Ciuc
Romania_Superliga;2026-07-31;Otelul;Din. Bucuresti
Russia_PremierLeague;2026-07-31;Rodina Moscow;FK Rostov
Slovakia_2Liga;2026-07-31;Pohronie;Povazska Bystrica
Slovakia_2Liga;2026-07-31;L. Mikulas;Galanta
Sweden_Superettan;2026-07-31;Oddevold;Norrby
Sweden_Division2_NorraGotaland;2026-07-31;Tord;Kumla
Sweden_Division2_NorraGotaland;2026-07-31;Vanersborgs FK;Herrestads AIF
Sweden_Division2_NorraGotaland;2026-07-31;IFK Skovde;Ahlafors IF
Sweden_Division2_NorraGotaland;2026-07-31;Karlstad II;Grebbestad
Sweden_Division2_NorraGotaland;2026-07-31;Stenungsunds;Skara
Sweden_Division2_SodraGotaland;2026-07-31;IFK Karlshamn;Rappe GOIF
Sweden_Division2_SodraSvealand;2026-07-31;Farsta;Ragsved
Sweden_Division2_VastraGotaland;2026-07-31;Boljan;Frölunda
Sweden_Division2_VastraGotaland;2026-07-31;Lindome;Jonsereds
Sweden_Division2_VastraGotaland;2026-07-31;Kongahalla;Onsala
Switzerland_ChallengeLeague;2026-07-31;Nyonnais;Rapperswil-Jona
Switzerland_ChallengeLeague;2026-07-31;Wil;Xamax
Switzerland_ChallengeLeague;2026-07-31;Yverdon;Etoile-Carouge
Switzerland_ChallengeLeague;2026-07-31;Kriens;Winterthur
