LeagueId;MatchDate;Home;Away
Armenia_FirstLeague;2026-09-14;Ararat-Armenia 2;Bentonit
Armenia_FirstLeague;2026-09-14;BKMA 2;Andranik
Armenia_FirstLeague;2026-09-14;Noah 2;Ararat 2
Azerbaijan_PremierLeague;2026-09-14;Safa Baku;Sabah Baku
Bhutan_PremierLeague;2026-09-14;Drukpa;RTC
Bolivia_DivisionProfesional;2026-09-14;Tomayapo;Bolivar
Bulgaria_ParvaLiga;2026-09-14;Ludogorets;Septemvri Sofia
Bulgaria_VtoraLiga;2026-09-14;Hebar;Etar
Croatia_HNL;2026-09-14;Gorica;Varazdin
Denmark_Superliga;2026-09-14;Midtjylland;Brondby
Estonia_Esiliiga;2026-09-14;Tartu Welco;Nomme Kalju U21
Estonia_EsiliigaB;2026-09-14;Johvi Phoenix;Tallinna Kalev U21
Estonia_EsiliigaB;2026-09-14;Tabasalu;Legion
France_Ligue2;2026-09-14;Red Star;Metz
Georgia_ErovnuliLiga;2026-09-14;Meshakhte Tkibuli;Rustavi
Georgia_ErovnuliLiga;2026-09-14;Torpedo Kutaisi;Samgurali
Georgia_ErovnuliLiga;2026-09-14;Din. Tbilisi;Gagra
England_PremierLeague;2026-09-14;Leeds;Newcastle
Iceland_BestaDeildKarla;2026-09-14;Vikingur Reykjavik;Keflavik
Italy_SerieA;2026-09-14;Como;Parma
Italy_SerieA;2026-09-14;Torino;Roma
Italy_SerieA;2026-09-14;Inter;Udinese
Latvia_NakotnesLiga;2026-09-14;RFS 2;Skanste
Lithuania_Toplyga;2026-09-14;Banga;Transinvest
Lithuania_ILyga;2026-09-14;Siauliai 2;BE1 NFA
NorthMacedonia_1MFL;2026-09-14;Shkendija Haracine;FK Skopje
Mexico_LigaMX_Apertura;2026-09-14;Santos Laguna;Juarez
Mexico_LigaMX_Apertura;2026-09-14;Guadalajara;U.N.A.M.
Montenegro_PrvaCrnogorskaLiga;2026-09-14;Mladost DG;Buducnost
Montenegro_PrvaCrnogorskaLiga;2026-09-14;Mornar;Otrant
Montenegro_PrvaCrnogorskaLiga;2026-09-14;Petrovac;Arsenal Tivat
Norway_Eliteserien;2026-09-14;Bodo/Glimt;Sandefjord
Norway_3rdDivision_Group1;2026-09-14;Asker;K. Oslo 2
Norway_3rdDivision_Group2;2026-09-14;Aalesund 2;Spjelkavik
Norway_3rdDivision_Group3;2026-09-14;Åsane 2;Brann 2
Norway_3rdDivision_Group4;2026-09-14;Akra;Odd 2
Norway_3rdDivision_Group4;2026-09-14;Viking 2;Varhaug
Norway_3rdDivision_Group5;2026-09-14;Fauske Sprint;Strømsgodset 2
Norway_3rdDivision_Group5;2026-09-14;Skjetten;Tromsø 2
Norway_3rdDivision_Group5;2026-09-14;Skedsmo;Lillestrom 2
Netherlands_EersteDivisie;2026-09-14;Jong PSV;Jong AZ
Netherlands_EersteDivisie;2026-09-14;Jong Utrecht;Jong Ajax
Paraguay_DivisionIntermedia;2026-09-14;Benjamin Aceval;Paraguari AC
Poland_Ekstraklasa;2026-09-14;Radomiak Radom;Piast
Poland_Division1;2026-09-14;Stal Mielec;Termalica B-B.
Portugal_LigaPortugal;2026-09-14;Rio Ave;Estrela
Portugal_LigaPortugal;2026-09-14;Moreirense;Maritimo
Portugal_LigaPortugal;2026-09-14;Braga;Estoril
Portugal_LigaPortugal2;2026-09-14;FC Porto B;Vizela
Portugal_LigaPortugal2;2026-09-14;Sporting B;Lusitania FC
Romania_Superliga;2026-09-14;U. Cluj;Otelul
Romania_Superliga;2026-09-14;FCSB;Petrolul
Russia_FNL;2026-09-14;Kamaz;Chelyabinsk
Russia_FNL;2026-09-14;S. Kostroma;Neftekhimik
Russia_FNL;2026-09-14;Yaroslavl;Ural
Russia_FNL;2026-09-14;Veles Moscow;Sochi
Serbia_SuperLiga;2026-09-14;Zemun;Radnik
Slovakia_2Liga;2026-09-14;Z. Moravce-Vrable;Zvolen
Spain_LaLiga;2026-09-14;Villarreal;Betis
Spain_LaLiga2;2026-09-14;Celta Vigo B;Eibar
SriLanka_SuperLeague;2026-09-14;Ratnam;Blue Star
Sweden_Allsvenskan;2026-09-14;Djurgarden;GAIS
Sweden_Allsvenskan;2026-09-14;Sirius;Degerfors
Sweden_Superettan;2026-09-14;Norrby;Varberg
Sweden_Superettan;2026-09-14;Örebro;Nordic United
Sweden_Superettan;2026-09-14;Östersund;Helsingborg
Sweden_Division2_SodraSvealand;2026-09-14;Haninge;Syrianska
Turkey_SuperLig;2026-09-14;Gaziantep;Fenerbahce
Turkey_1Lig;2026-09-14;Kayserispor;Istanbulspor
Ukraine_PremierLeague;2026-09-14;Dyn. Kyiv;Epitsentr
Ukraine_PremierLeague;2026-09-14;Shakhtar;Ch. Odesa
Ukraine_PershaLiga;2026-09-14;Zhytomyr 2;Ahrobiznes Volochysk
Ukraine_PershaLiga;2026-09-14;Oleksandriya;Viktoria
USA_MLS;2026-09-14;Vancouver Whitecaps;Austin FC
USA_MLS;2026-09-14;San Diego FC;Philadelphia Union
USA_USLLeagueOne;2026-09-14;Portland Hearts of Pine;AV Alta
