LeagueId;MatchDate;Home;Away
SaudiArabia_ProfessionalLeague;2026-09-07;Al Khaleej;Al Riyadh
SaudiArabia_ProfessionalLeague;2026-09-07;Al-Hilal;Neom SC
Armenia_FirstLeague;2026-09-07;Andranik;Pyunik 2
Armenia_FirstLeague;2026-09-07;Araks Ararat;Noah 2
Armenia_FirstLeague;2026-09-07;Ararat 2;Olympia Yerevan
Belarus_VysshayaLiga;2026-09-07;Isloch;Arsenal Dzerzhinsk
Belarus_VysshayaLiga;2026-09-07;Dynamo Brest;BATE
Bolivia_DivisionProfesional;2026-09-07;The Strongest;Tomayapo
Bolivia_DivisionProfesional;2026-09-07;Nacional Potosi;Blooming
Bulgaria_ParvaLiga;2026-09-07;Dunav Ruse;Slavia Sofia
Bulgaria_VtoraLiga;2026-09-07;Svoge;Lok. Gorna
Bulgaria_VtoraLiga;2026-09-07;Fratria;Chernomorets 1919
Bulgaria_VtoraLiga;2026-09-07;Pirin Blagoevgrad;Ludogorets 2
Bulgaria_VtoraLiga;2026-09-07;Spartak Pleven;Hebar
Denmark_Superliga;2026-09-07;Midtjylland;Nordsjaelland
Finland_Ykkosliiga;2026-09-07;Klubi 04;KaPa
Finland_Kolmonen_Southern_Group2;2026-09-07;VJS 2;ToTe
France_Ligue2;2026-09-07;Nantes;Nancy
England_LeagueOne;2026-09-07;Bromley;Wimbledon
Iceland_BestaDeildKvenna;2026-09-07;Stjarnan D;Vikingur Reykjavik D
Iceland_BestaDeildKvenna;2026-09-07;Throttur D;Breidablik D
Iceland_BestaDeildKvenna;2026-09-07;Thróttur Reykjavík;Breiðablik Kópavogur
Iceland_BestaDeildKvenna;2026-09-07;Stjarnan;Víkingur
FaroeIslands_1Deild;2026-09-07;TB Tvoroyri;Vikingur 2
Italy_SerieA;2026-09-07;Cagliari;Lecce
Italy_SerieA;2026-09-07;Udinese;Lazio
Italy_SerieB;2026-09-07;Palermo;Sampdoria
Italy_SerieC_GironeA;2026-09-07;Alcione Milano;Treviso
Italy_SerieC_GironeA;2026-09-07;Pro Vercelli;Folgore Caratese
Italy_SerieC_GironeA;2026-09-07;Renate;Novara
Italy_SerieC_GironeA;2026-09-07;Trento;Lecco
Italy_SerieC_GironeC;2026-09-07;Catania;Cosenza
Italy_SerieC_GironeC;2026-09-07;Picerno;Inter U23
Kyrgyzstan_PremierLiga;2026-09-07;Asia Talas;Alga
Kyrgyzstan_PremierLiga;2026-09-07;Asiagoal Bishkek;Kyrgyzaltyn
Kyrgyzstan_PremierLiga;2026-09-07;Dordoi Bishkek;Aldier
Latvia_Virsliga;2026-09-07;RFS;FK Liepaja
Latvia_Virsliga;2026-09-07;Riga FC;BFC Daugavpils
Latvia_NakotnesLiga;2026-09-07;Riga FC 2;Skanste
Lithuania_Toplyga;2026-09-07;Hegelmann;FK Panevezys
Lithuania_ILyga;2026-09-07;Zalgiris 2;Neptunas
NorthMacedonia_1MFL;2026-09-07;Struga;Sileks
NorthMacedonia_1MFL;2026-09-07;Vardar;Arsimi
Mexico_LigaMX_Apertura;2026-09-07;Cruz Azul;Santos Laguna
Mexico_LigaExpansionMX_Apertura;2026-09-07;Tapatio;Leones Negros
Norway_3rdDivision_Group1;2026-09-07;K. Oslo 2;Lokomotiv Oslo
Norway_3rdDivision_Group2;2026-09-07;Molde 2;Aalesund 2
Norway_3rdDivision_Group2;2026-09-07;FK Kvik;Ranheim 2
Norway_3rdDivision_Group3;2026-09-07;Gneist;Åsane 2
Norway_3rdDivision_Group6;2026-09-07;Drobak-Frogn;Lyn 2
Norway_3rdDivision_Group6;2026-09-07;Orn;Sarpsborg 08 2
Netherlands_EersteDivisie;2026-09-07;Jong PSV;Den Bosch
Netherlands_EersteDivisie;2026-09-07;Jong Utrecht;Eindhoven
Peru_Liga1_Clausura;2026-09-07;Melgar;AD Tarma
Peru_Liga2;2026-09-07;Pirata;Carlos Mannucci
Poland_Ekstraklasa;2026-09-07;Wieczysta Krakow;Zaglebie
Poland_Ekstraklasa;2026-09-07;Pogon Szczecin;Plock
Poland_Division1;2026-09-07;Ruch;Skierniewice
Portugal_LigaPortugal;2026-09-07;Estoril;Arouca
Portugal_LigaPortugal2;2026-09-07;Lusitania FC;AFS
Romania_Superliga;2026-09-07;FC Voluntari;FC Arges
Romania_Superliga;2026-09-07;Univ. Craiova;U. Cluj
Russia_PremierLeague;2026-09-07;Kazan;Akhmat Grozny
Serbia_SuperLiga;2026-09-07;OFK Belgrado;IMT Novi Beograd
Serbia_PrvaLiga;2026-09-07;Vozdovac;TSC
Slovakia_2Liga;2026-09-07;Zilina B;S. Bratislava B
Spain_LaLiga;2026-09-07;Getafe;Celta Vigo
Spain_LaLiga;2026-09-07;Elche;Real Sociedad
Spain_LaLiga2;2026-09-07;Sabadell;Cordoba
SriLanka_SuperLeague;2026-09-07;New Young's SC;Sea Hawks
Sweden_Allsvenskan;2026-09-07;Kalmar;Djurgarden
Sweden_Allsvenskan;2026-09-07;Malmo FF;AIK Stockholm
Sweden_Allsvenskan;2026-09-07;Mjallby;Göteborg
Sweden_Superettan;2026-09-07;Örebro;Östersund
Turkey_SuperLig;2026-09-07;Goztepe;Gaziantep
Turkey_SuperLig;2026-09-07;Rizespor;Alanyaspor
Turkey_1Lig;2026-09-07;Erokspor;Kayserispor
