LeagueId;MatchDate;Home;Away
Australia_NPLACT;2026-07-22;Tuggeranong Utd;Canberra White Eagles
Australia_NPLNorthernNSW;2026-07-22;Newcastle Olympic;Belmont Swansea Utd.
Australia_NPLTasmania;2026-07-22;Launceston;Launceston United
Bolivia_DivisionProfesional;2026-07-22;Independiente;Real Potosi
Finland_Ykkonen;2026-07-22;Keski-Uusimaa;VJS
Finland_Kakkonen_GroupC;2026-07-22;Jaro 2;GBK Kokkola
Norway_Eliteserien;2026-07-22;Bodo/Glimt;HamKam
Norway_Eliteserien;2026-07-22;Lilleström;Viking
Somalia_NationalLeague;2026-07-22;Gantaalaha Afgooye;Mogadishu City
Somalia_NationalLeague;2026-07-22;Jazeera;Gaadiidka
SouthKorea_KLeague1;2026-07-22;Bucheon;Anyang
SouthKorea_KLeague1;2026-07-22;Gwangju;Gimcheon Sangmu
SouthKorea_KLeague1;2026-07-22;Seoul;Pohang
