LeagueId;MatchDate;Home;Away
Armenia_FirstLeague;2026-09-15;Lernayin Artsakh;Sardarapat 2
Armenia_FirstLeague;2026-09-15;Mika;Urartu 2
Armenia_FirstLeague;2026-09-15;Olympia Yerevan;Shirak 2
Armenia_FirstLeague;2026-09-15;Pyunik 2;Araks Ararat
Austria_Regionalliga_North;2026-09-15;Vorwarts Steyr;Schallerbach
Austria_Oberosterreich;2026-09-15;Vocklamarkt;Ostermiething
Austria_Steiermark;2026-09-15;Leoben;SV Union Gnas
Austria_Steiermark;2026-09-15;Furstenfeld;Lebring
Austria_Steiermark;2026-09-15;Hohenhaus Schladming;Koflach
Austria_Steiermark;2026-09-15;Kindberg Murzhofen;TUS Bad Waltersdorf
Austria_Steiermark;2026-09-15;SV Wildon;SV Schermann Rorhrach
Austria_Steiermark;2026-09-15;UFC Fehring;Grossklein
Austria_Steiermark;2026-09-15;Weindorf St. Anna;Stadtwerke Bruck/Mur
Austria_Steiermark;2026-09-15;Ilzer SV;Pachern
Bhutan_PremierLeague;2026-09-15;Tensung;BFF Academy U19
Bolivia_DivisionProfesional;2026-09-15;Real Oruro;Real Potosi
Bolivia_DivisionProfesional;2026-09-15;Academia del Balompie;The Strongest
Bulgaria_VtoraLiga;2026-09-15;Lok. Gorna;Nesebar
Bulgaria_VtoraLiga;2026-09-15;Ludogorets II;Fratria
Estonia_EsiliigaB;2026-09-15;Narva U21;Tammeka U21
Estonia_EsiliigaB;2026-09-15;Levadia U19;Tulevik
Wales_CymruPremier;2026-09-15;Barry;Ammanford
Wales_CymruPremier;2026-09-15;Connah's Q.;Airbus
Wales_CymruPremier;2026-09-15;Holywell;Colwyn Bay
Wales_CymruPremier;2026-09-15;Llandudno;Caernarfon
Wales_CymruPremier;2026-09-15;Penybont;Briton Ferry
Wales_CymruPremier;2026-09-15;TNS;Flint
Wales_CymruPremier;2026-09-15;Trefelin;Cambrian United
Wales_CymruNorth;2026-09-15;Penrhyncoch;Bala Town
Germany_3Liga;2026-09-15;Duisburg;Havelse
