LeagueId;MatchDate;Home;Away
SaudiArabia_ProfessionalLeague;2026-08-24;Neom SC;Al Qadsiah
SaudiArabia_ProfessionalLeague;2026-08-24;Al-Ittihad FC;Al Hazem
Belarus_VysshayaLiga;2026-08-24;Isloch;Din. Minsk
Belarus_VysshayaLiga;2026-08-24;Zhodino;Dnepr Mogilev
Bolivia_DivisionProfesional;2026-08-24;Tomayapo;Always Ready
Bulgaria_ParvaLiga;2026-08-24;Botev Vratsa;Botev Plovdiv
Bulgaria_ParvaLiga;2026-08-24;Lok. Plovdiv;Arda
Bulgaria_VtoraLiga;2026-08-24;Vihren;Fratria
Denmark_Superliga;2026-08-24;Brondby;Silkeborg
Estonia_Esiliiga;2026-08-24;Elva;Flora U21
Estonia_Esiliiga;2026-08-24;Tallinna Kalev;Maardu
Estonia_Esiliiga;2026-08-24;Viimsi JK;Nomme Utd U21
Estonia_EsiliigaB;2026-08-24;Levadia U19;Legion
Estonia_EsiliigaB;2026-08-24;Parnu JK Vaprus U21;Tabasalu
France_Ligue2;2026-08-24;Reims;Annecy
England_PremierLeague;2026-08-24;Fulham;Chelsea
England_PremierLeague;2026-08-24;Breidablik;Fram
Italy_SerieA;2026-08-24;Bologna;Lazio
Italy_SerieC_GironeA;2026-08-24;Folgore Caratese;Dolomiti Bellunesi
Italy_SerieC_GironeB;2026-08-24;Livorno;Torres
Italy_SerieC_GironeB;2026-08-24;Reggiana;Ravenna
Italy_SerieC_GironeC;2026-08-24;Altamura;Monopoli
Italy_SerieC_GironeC;2026-08-24;Crotone;Foggia
Italy_SerieC_GironeC;2026-08-24;Salernitana;Sorrento
Kyrgyzstan_PremierLiga;2026-08-24;Bishkek City;Alga
Kyrgyzstan_PremierLiga;2026-08-24;Toktogul;Aldier
Latvia_NakotnesLiga;2026-08-24;Riga FC 2;Riga Mariners
Lithuania_Toplyga;2026-08-24;Transinvest;FA Siauliai
NorthMacedonia_1MFL;2026-08-24;Vardar;Sileks
NorthMacedonia_1MFL;2026-08-24;Shkendija;Struga
Mexico_LigaMX_Apertura;2026-08-24;Atl. San Luis;Pachuca
Mexico_LigaMX_Apertura;2026-08-24;U.N.A.M.;Necaxa
Mexico_LigaExpansionMX_Apertura;2026-08-24;Tapatio;Zacatecas Mineros
Netherlands_EersteDivisie;2026-08-24;Jong PSV;Oss
Netherlands_EersteDivisie;2026-08-24;Jong Utrecht;Heracles
Paraguay_DivisionIntermedia;2026-08-24;12 de Junio;Paraguari AC
Peru_Liga1_Clausura;2026-08-24;U. de Deportes;Los Chankas
Peru_Liga2;2026-08-24;Alianza Huanuco;Tacna Heroica
Poland_Division1;2026-08-24;S. Rzeszow;Ruch
Portugal_LigaPortugal;2026-08-24;Gil Vicente;Casa Pia
Portugal_LigaPortugal2;2026-08-24;Farense;Felgueiras
Portugal_LigaPortugal2;2026-08-24;Feirense;FC Porto B
Romania_Superliga;2026-08-24;Botosani;Csikszereda M. Ciuc
Romania_Superliga;2026-08-24;Otelul;FC Arges
Russia_PremierLeague;2026-08-24;Baltika;Kazan
Russia_FNL;2026-08-24;Kamaz;Sochi
Russia_FNL;2026-08-24;R. Volgograd;Neftekhimik
Russia_FNL;2026-08-24;Veles Moscow;Arsenal Tula
Russia_FNL;2026-08-24;Pari NN;SKA Khabarovsk
Serbia_PrvaLiga;2026-08-24;Proleter 023;Graficar Beograd
Serbia_PrvaLiga;2026-08-24;Smederevo;Teleoptik
Serbia_PrvaLiga;2026-08-24;Sp. Subotica;Javor
Slovakia_2Liga;2026-08-24;Zvolen;Petrzalka
Spain_LaLiga;2026-08-24;Osasuna;Levante
Spain_LaLiga2;2026-08-24;Celta Vigo B;Andorra
Spain_LaLiga2;2026-08-24;Granada;Maiorca
SriLanka_SuperLeague;2026-08-24;Red Star;Blue Eagles
Sweden_Allsvenskan;2026-08-24;Malmo FF;Djurgarden
Sweden_Superettan;2026-08-24;Östersund;Ljungskile
Sweden_Superettan;2026-08-24;Värnamo;Landskrona
Sweden_Superettan;2026-08-24;Norrkoping;Falkenberg
Sweden_Division1_Sodra;2026-08-24;Hassleholms IF;Laholms
Turkey_SuperLig;2026-08-24;Kocaelispor;Amedspor
Turkey_1Lig;2026-08-24;Sivasspor;Manisa FK
USA_MLS;2026-08-24;Atlanta Utd;Sporting Kansas City
USA_MLSNextPro_EasternConference_SoutheastDivision;2026-08-24;Crown Legacy;Chattanooga
USA_MLSNextPro_EasternConference_SoutheastDivision;2026-08-24;Huntsville;Columbus Crew 2
USA_MLSNextPro_EasternConference_NortheastDivision;2026-08-24;New York Red Bulls II;Toronto FC II
USA_MLSNextPro_WesternConference_CentralDivision;2026-08-24;Colorado Rapids 2;Real Monarchs
USA_MLSNextPro_WesternConference_CentralDivision;2026-08-24;St. Louis City 2;Houston Dynamo 2
USA_MLSNextPro_WesternConference_CentralDivision;2026-08-24;Austin FC II;San Jose Earthquakes II
USA_MLSNextPro_WesternConference_PacificDivision;2026-08-24;Ventura County;Portland Timbers 2
