LeagueId;MatchDate;Home;Away
SaudiArabia_ProfessionalLeague;2026-09-03;Al Fayha;Al Kholood
SaudiArabia_ProfessionalLeague;2026-09-03;Neom SC;Al Khaleej
SaudiArabia_ProfessionalLeague;2026-09-03;Al Diriyah;Al Qadsiah
Armenia_PremierLeague;2026-09-03;Alashkert;Van
Belgium_JupilerProLeague;2026-09-03;Anderlecht;Kortrijk
Belgium_JupilerProLeague;2026-09-03;Gent;Leuven
Belarus_VysshayaLiga;2026-09-03;Isloch;BATE
Bulgaria_VtoraLiga;2026-09-03;CSKA Sofia 2;Spartak Pleven
Bulgaria_VtoraLiga;2026-09-03;Vihren;Etar
Bulgaria_VtoraLiga;2026-09-03;Lok. Gorna;Dobrudzha
Bulgaria_VtoraLiga;2026-09-03;Beroe;Montana
Denmark_Superliga;2026-09-03;FC Copenhagen;Nordsjaelland
Estonia_Esiliiga;2026-09-03;Viimsi JK;FC Tallinn
Finland_Kakkonen_GroupA;2026-09-03;Atlantis;PEPO
Finland_Kakkonen_GroupA;2026-09-03;HIFK;HPS
France_Ligue1;2026-09-03;Tolosa;Lilla
France_National;2026-09-03;Rouen;Valenciennes
Germany_Oberliga_Bayern_Sud;2026-09-03;FC Schwaig;Ismaning
Kazakhstan_FirstLeague;2026-09-03;Akademiya Ontustik;Aktobe 2
Kazakhstan_FirstLeague;2026-09-03;Arys;FC Batyr
Kazakhstan_FirstLeague;2026-09-03;Shakhter K.;Khan Tengri
Kazakhstan_FirstLeague;2026-09-03;FC Astana 2;Taraz
Kazakhstan_FirstLeague;2026-09-03;Tobol 2;Kairat Almaty 2
Lithuania_Toplyga;2026-09-03;Banga;FK Panevezys
Montenegro_PrvaCrnogorskaLiga;2026-09-03;Mornar;Bokelj
Paraguay_DivisionIntermedia;2026-09-03;Dep. Capiata;3 de Noviembre
Poland_Ekstraklasa;2026-09-03;Rakow;Gornik Zabrze
Poland_Ekstraklasa;2026-09-03;Lech;Jagiellonia
Scotland_Premiership;2026-09-03;Hibernian;Hearts
Spain_LaLiga;2026-09-03;Real Sociedad;Celta Vigo
Sweden_Allsvenskan;2026-09-03;Mjallby;Djurgarden
Switzerland_SuperLeague;2026-09-03;Basilea;Sion
Switzerland_SuperLeague;2026-09-03;Lugano;Servette
Turkey_1Lig;2026-09-03;Igdir FK;Manisa FK
Turkey_1Lig;2026-09-03;Bodrumspor;Erokspor
Turkey_1Lig;2026-09-03;Bursaspor;Istanbulspor
Hungary_NBI;2026-09-03;Győr;Ferencvaros
USA_USLChampionship;2026-09-03;Charleston;Hartford Athletic
USA_USLLeagueOne;2026-09-03;Westchester SC;Chattanooga Red Wolves
USA_USLLeagueOne;2026-09-03;Charlotte Independ.;Portland Hearts of Pine
USA_USLLeagueOne;2026-09-03;Fort Wayne;Richmond Kickers
USA_USLLeagueOne;2026-09-03;New York Cosmos;Sarasota Paradise
USA_USLLeagueOne;2026-09-03;Forward Madison;One Knoxville
Finland_Kolmonen_Eastern_Group3;2026-09-03;Kultsu;KoPa
Finland_Kolmonen_North;2026-09-03;Ajax Sarkkiranta;Hercules 2
Finland_Kolmonen_Eastern_Group3;2026-09-03;LAUTP 2;Mikkelin Palloilijat 2
Finland_Kolmonen_North;2026-09-03;RoPo;FC Santa Claus
Finland_Kolmonen_Eastern_Group3;2026-09-03;MiPK;Edustus IPS
Finland_Kolmonen_Southern_Group1;2026-09-03;EIF/Akademi;LePa
Finland_Kolmonen_Western_Group3;2026-09-03;VIFK;Larsmo Bollklubb
Finland_Kolmonen_Western_Group3;2026-09-03;NIK;VPV
Finland_Kolmonen_Western_Group3;2026-09-03;FC Ylivieska;SJK-j
Finland_Kolmonen_Southern_Group2;2026-09-03;PPJ/Lauttasaari;MPS
Finland_Kolmonen_Southern_Group3;2026-09-03;TuPS;FC Lahti/69
Finland_Kolmonen_Western_Group2;2026-09-03;FC Lasten;ACE
Finland_Kolmonen_Southern_Group1;2026-09-03;HooGee;LoPa
