LeagueId;MatchDate;Home;Away
Armenia_FirstLeague;2026-09-21;Andranik;Lernayin Artsakh
Armenia_FirstLeague;2026-09-21;Araks Ararat;BKMA 2
Armenia_FirstLeague;2026-09-21;Shirak 2;Noah 2
Bhutan_PremierLeague;2026-09-21;Thimphu FC;Ugyen Academy
Bulgaria_VtoraLiga;2026-09-21;Svoge;Vihren
Bulgaria_VtoraLiga;2026-09-21;Dobrudzha;CSKA Sofia II
Bulgaria_VtoraLiga;2026-09-21;Spartak Pleven;Ludogorets II
Bulgaria_VtoraLiga;2026-09-21;Montana;Hebar
Denmark_1stDivision;2026-09-21;Koge;Hobro
Estonia_Esiliiga;2026-09-21;Nomme Kalju U21;Nomme Utd U21
Estonia_EsiliigaB;2026-09-21;Levadia U19;Tammeka U21
Georgia_ErovnuliLiga;2026-09-21;Rustavi;Iberia 1999
Georgia_ErovnuliLiga;2026-09-21;Spaeri;Dila Gori
Germany_Regionalliga_West;2026-09-21;Paderborn II;Dortmund II
Italy_SerieC_GironeA;2026-09-21;Dolomiti Bellunesi;Lumezzane
Italy_SerieC_GironeA;2026-09-21;Trento;Pro Vercelli
Italy_SerieC_GironeA;2026-09-21;Treviso;Desenzano
Italy_SerieC_GironeB;2026-09-21;Guidonia;Livorno
Italy_SerieC_GironeB;2026-09-21;Pianese;Sambenedettese
Italy_SerieC_GironeB;2026-09-21;Spezia;Vis Pesaro
NorthMacedonia_1MFL;2026-09-21;Struga;Arsimi
Mexico_LigaMX_Apertura;2026-09-21;Pachuca;Tijuana
Mexico_LigaMX_Apertura;2026-09-21;Toluca;Santos Laguna
Mexico_LigaMX_Apertura;2026-09-21;Queretaro;Leon
Mexico_LigaExpansionMX_Apertura;2026-09-21;Tapatio;Tlaxcala
Norway_3rdDivision_Group1;2026-09-21;K. Oslo 2;Ready
Norway_3rdDivision_Group2;2026-09-21;Spjelkavik;Rosenborg 2
Norway_3rdDivision_Group2;2026-09-21;Nardo;Ranheim 2
Norway_3rdDivision_Group3;2026-09-21;Brann 2;Fyllingsdalen
Norway_3rdDivision_Group3;2026-09-21;OS;Åsane 2
Norway_3rdDivision_Group4;2026-09-21;Odd 2;Stabaek 2
Norway_3rdDivision_Group4;2026-09-21;Madla IL;Haugesund 2
Norway_3rdDivision_Group4;2026-09-21;Staal Jorpeland;Viking 2
Norway_3rdDivision_Group5;2026-09-21;Tromsø 2;Kongsvinger 2
Norway_3rdDivision_Group5;2026-09-21;Alta;Strømsgodset 2
Norway_3rdDivision_Group6;2026-09-21;Brumunddal;Sandefjord 2
Norway_3rdDivision_Group6;2026-09-21;Lyn 2;Sarpsborg 08 2
Paraguay_DivisionIntermedia;2026-09-21;Benjamin Aceval;Atl. Tembetary
Peru_Liga1_Clausura;2026-09-21;Juan Pablo II;Moquegua
Romania_Superliga;2026-09-21;Otelul;Corvinul
Romania_Superliga;2026-09-21;Petrolul;Csikszereda M. Ciuc
Serbia_PrvaLiga;2026-09-21;TSC;Dubocica
Serbia_PrvaLiga;2026-09-21;Vrsac;Bor 1919
Serbia_PrvaLiga;2026-09-21;Javor;Proleter 023
Serbia_PrvaLiga;2026-09-21;Jedinstvo U.;Loznica
Serbia_PrvaLiga;2026-09-21;Metalac;Graficar Beograd
Serbia_PrvaLiga;2026-09-21;Napredak;Smederevo
Serbia_PrvaLiga;2026-09-21;Sp. Subotica;Vozdovac
Slovakia_2Liga;2026-09-21;Petrzalka;Pohronie
Sweden_Division1_Norra;2026-09-21;Arlanda;Hammarby TFF
Sweden_Division1_Norra;2026-09-21;Vasalund;Assyriska FF
Sweden_Division1_Sodra;2026-09-21;Angelholm;Eskilsminne
Sweden_Division1_Sodra;2026-09-21;Jonkoping;Skövde
Ukraine_PershaLiga;2026-09-21;Viktoria;Nyva Ternopil
USA_MLS;2026-09-21;Inter Miami;San Diego FC
USA_USLChampionship;2026-09-21;Indy Eleven;Oakland Roots
USA_USLChampionship;2026-09-21;Sacramento Republic;San Antonio
USA_USLLeagueOne;2026-09-21;Spokane Velocity;Boise
