LeagueId;MatchDate;Home;Away
Australia_NPLACT;2026-08-05;Queanbeyan City;Tuggeranong Utd
Bhutan_PremierLeague;2026-08-05;Ugyen Academy;BFF Academy U19
Belarus_PershayaLiga;2026-08-05;Niva Dolbizno;Slutsk
Belarus_PershayaLiga;2026-08-05;Ostrovets;Osipovichi
Belarus_PershayaLiga;2026-08-05;Din. Minsk 2;Lida
Belarus_PershayaLiga;2026-08-05;Uni X Labs;Smorgon
Belarus_PershayaLiga;2026-08-05;Soligorsk;SKA-1938
Bolivia_DivisionProfesional;2026-08-05;Independiente;Aurora
Bolivia_DivisionProfesional;2026-08-05;Guabira;Tomayapo
Bolivia_DivisionProfesional;2026-08-05;GV San Jose;SA Bulo Bulo
Finland_Ykkonen;2026-08-05;OLS Oulu;TPV
Finland_Ykkonen;2026-08-05;Rovaniemi;Jazz Pori
Finland_Ykkonen;2026-08-05;SalPa;JJK Jyvaskyla
Finland_Ykkonen;2026-08-05;Tampere Utd;KPV
Finland_Ykkonen;2026-08-05;VJS;Keski-Uusimaa
Germany_Regionalliga_Nordost;2026-08-05;BFC Preussen;Lokomotive Leipzig
Germany_Regionalliga_Nordost;2026-08-05;Chemie Leipzig;Hallescher
Germany_Regionalliga_Nordost;2026-08-05;Erfurt;Tasmania Berlin
Germany_Oberliga_Hamburg;2026-08-05;Tesla Hamburg;Victoria Hamburg
Iceland_BestaDeildKarla;2026-08-05;Keflavik;Akureyri
Iceland_BestaDeildKarla;2026-08-05;Hafnarfjordur;KR Reykjavik
Norway_3rdDivision_Group2;2026-08-05;Ranheim 2;Ntnui
Finland_Kolmonen_Southern_Group3;2026-08-05;TuPS;Atlantis II
Finland_Kolmonen_Western_Group2;2026-08-05;TP-49;Fish United
Finland_Kolmonen_Eastern_Group1;2026-08-05;Jyväskylän Seudun Palloseura;FC Vaajakoski/2
Finland_Kolmonen_Eastern_Group3;2026-08-05;LAUTP/2;STPS
Finland_Kolmonen_Eastern_Group2;2026-08-05;Jippo-j/Punamusta;PK-37
Finland_Kolmonen_Eastern_Group2;2026-08-05;KuPS/Akatemia II;ToU
Finland_Kolmonen_North;2026-08-05;Santa Claus;Hercules-j
Finland_Kolmonen_Southern_Group1;2026-08-05;LePa;LoPa
