MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-09-24;Sweden_Division2_VastraGotaland;Kongahalla;Lindome;56.4;MEDIA;25;2026-09-22;Sweden_Division2_VastraGotaland;Sweden_Division2_VastraGotaland;;Ranking gap: 0.260 | Attacco casa: 1.45/gara | Difesa trasferta subisce: 1.57/gara | Over25 casa ultime10: 0.70 | Over25 trasferta ultime10: 0.70;5.2;14.55;;;15.65;10.5;10.5;;;;2.0.plus1
2026-09-24;Austria_Salzburg;SAK 1914;Thalgau;54.48;MEDIA;11;2026-09-22;Austria_Salzburg;Austria_Salzburg;;Ranking gap: 0.078 | Attacco casa: 1.38/gara | Difesa trasferta subisce: 2.33/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.56;1.56;13.75;;;23.33;7.5;8.33;;;;2.0.plus1
2026-09-24;Bhutan_PremierLeague;Ugyen Academy;Drukpa;49.44;MEDIA;18;2026-09-22;Bhutan_PremierLeague;Bhutan_PremierLeague;;Ranking gap: 0.328 | Attacco casa: 0.56/gara | Difesa trasferta subisce: 1.62/gara | Over25 casa ultime10: 0.40 | Over25 trasferta ultime10: 1.00;6.56;5.62;;;16.25;6.0;15.0;;;;2.0.plus1
2026-09-24;USA_MLS;Seattle Sounders;Real Salt Lake;45.6;MEDIA;30;2026-09-22;USA_MLS;USA_MLS;;Ranking gap: 0.015 | Attacco casa: 1.20/gara | Difesa trasferta subisce: 1.68/gara | Over25 casa ultime10: 0.50 | Over25 trasferta ultime10: 0.60;0.3;12.0;;;16.8;7.5;9.0;;;;2.0.plus1
2026-09-24;France_National;Caen;Rouen;31.29;BASSA;8;2026-09-22;France_National;France_National;;Ranking gap: 0.029 | Attacco casa: 1.71/gara | Difesa trasferta subisce: 0.29/gara | Over25 casa ultime10: 0.29 | Over25 trasferta ultime10: 0.43;0.58;17.14;;;2.86;4.29;6.43;;;;2.0.plus1
