Window;MatchDate;LeagueId;Home;Away;Outcome;StoredV20Score;RecomputedLast10Score;RecomputedLast10Band;ParityDelta;ParityOK;RankingGapScore;HomeAttackScore;AwayDefenseWeaknessScore;Last10Score;Last10Band;HomeLast10Rate;AwayLast10Rate;HomeLast10Sequence;AwayLast10Sequence;Last9Score;Last9Band;HomeLast9Rate;AwayLast9Rate;HomeLast9Sequence;AwayLast9Sequence;Last8Score;Last8Band;HomeLast8Rate;AwayLast8Rate;HomeLast8Sequence;AwayLast8Sequence;Last7Score;Last7Band;HomeLast7Rate;AwayLast7Rate;HomeLast7Sequence;AwayLast7Sequence;Last6Score;Last6Band;HomeLast6Rate;AwayLast6Rate;HomeLast6Sequence;AwayLast6Sequence;Last5Score;Last5Band;HomeLast5Rate;AwayLast5Rate;HomeLast5Sequence;AwayLast5Sequence
Last5;2026-07-25;Norway_2ndDivision_Group2;Levanger;Ull/Kisa;OK;76.31;76.03;ALTA;-0.28;False;4.7;20.83;25.0;76.03;ALTA;0.7;1.0;1011101110;1111111111;75.53;ALTA;0.666667;1.0;011101110;111111111;76.78;ALTA;0.75;1.0;11101110;11111111;76.24;ALTA;0.714286;1.0;1101110;1111111;75.53;ALTA;0.666667;1.0;101110;111111;74.53;MEDIA-ALTA;0.6;1.0;01110;11111
Last5;2026-07-25;Australia_NPLQueensland;Gold Coast Knights;Gold Coast;KO;75.8;75.8;ALTA;0.0;True;9.24;22.0;20.56;75.8;ALTA;0.9;0.7;1111111101;1111010110;75.13;ALTA;0.888889;0.666667;111111101;111010110;74.3;MEDIA-ALTA;0.875;0.625;11111101;11010110;73.23;MEDIA-ALTA;0.857143;0.571429;1111101;1010110;71.8;MEDIA-ALTA;0.833333;0.5;111101;010110;72.8;MEDIA-ALTA;0.8;0.6;11101;10110
Last5;2026-07-26;USA_USLLeagueOne;Charlotte Independ.;Richmond Kickers;OK;76.37;76.37;ALTA;0.0;True;14.12;22.5;18.75;76.37;ALTA;0.8;0.6;1111011011;1111001010;75.37;ALTA;0.777778;0.555556;111011011;111001010;74.12;MEDIA-ALTA;0.75;0.5;11011011;11001010;72.51;MEDIA-ALTA;0.714286;0.428571;1011011;1001010;70.37;MEDIA-ALTA;0.666667;0.333333;011011;001010;73.37;MEDIA-ALTA;0.8;0.4;11011;01010
Last5;2026-08-01;Australia_NPLACT;Monaro Panthers;O'Connor Knights;KO;75.59;75.59;ALTA;0.0;True;11.72;25.0;19.38;75.6;ALTA;0.9;0.4;1111011111;1101010000;74.43;MEDIA-ALTA;0.888889;0.333333;111011111;101010000;72.97;MEDIA-ALTA;0.875;0.25;11011111;01010000;73.24;MEDIA-ALTA;0.857143;0.285714;1011111;1010000;71.1;MEDIA-ALTA;0.833333;0.166667;011111;010000;74.1;MEDIA-ALTA;1.0;0.2;11111;10000
Last5;2026-08-01;Australia_NPLACT;Queanbeyan City;Brindabella;OK;75.02;75.02;ALTA;0.0;True;6.02;20.0;25.0;75.02;ALTA;0.9;0.7;1111111110;1110111010;74.35;MEDIA-ALTA;0.888889;0.666667;111111110;110111010;73.52;MEDIA-ALTA;0.875;0.625;11111110;10111010;72.45;MEDIA-ALTA;0.857143;0.571429;1111110;0111010;73.52;MEDIA-ALTA;0.833333;0.666667;111110;111010;72.02;MEDIA-ALTA;0.8;0.6;11110;11010
Last5;2026-08-03;Finland_Kakkonen_GroupC;VPS 2;Jaro 2;OK;78.1;78.78;ALTA;0.68;False;3.28;25.0;25.0;78.78;ALTA;0.9;0.8;1111111110;1111111100;78.28;ALTA;0.888889;0.777778;111111110;111111100;77.66;ALTA;0.875;0.75;11111110;11111100;76.85;ALTA;0.857143;0.714286;1111110;1111100;75.78;ALTA;0.833333;0.666667;111110;111100;74.28;MEDIA-ALTA;0.8;0.6;11110;11100
Last5;2026-08-03;Norway_3rdDivision_Group4;Brodd;Stabaek 2;OK;76.79;76.49;ALTA;-0.3;False;0.68;22.31;25.0;76.49;ALTA;1.0;0.9;1111111111;1111111110;76.32;ALTA;1.0;0.888889;111111111;111111110;76.11;ALTA;1.0;0.875;11111111;11111110;75.85;ALTA;1.0;0.857143;1111111;1111110;75.49;ALTA;1.0;0.833333;111111;111110;74.99;MEDIA-ALTA;1.0;0.8;11111;11110
Last5;2026-08-05;Finland_Kolmonen_Eastern_Group2;KuPS/Akatemia II;ToU;OK;77.68;77.68;ALTA;0.0;True;7.32;22.86;25.0;77.68;ALTA;0.7;0.8;1111110001;1110101111;76.85;ALTA;0.666667;0.777778;111110001;110101111;75.81;ALTA;0.625;0.75;11110001;10101111;74.47;MEDIA-ALTA;0.571429;0.714286;1110001;0101111;75.18;ALTA;0.5;0.833333;110001;101111;73.18;MEDIA-ALTA;0.4;0.8;10001;01111
Last5;2026-08-06;Finland_Kolmonen_Western_Group2;FC Lasten;TP-T;OK;77.05;77.05;ALTA;0.0;True;5.72;25.0;20.83;77.05;ALTA;0.8;0.9;1111111100;1111110111;76.55;ALTA;0.777778;0.888889;111111100;111110111;75.92;ALTA;0.75;0.875;11111100;11110111;75.12;ALTA;0.714286;0.857143;1111100;1110111;74.05;MEDIA-ALTA;0.666667;0.833333;111100;110111;72.55;MEDIA-ALTA;0.6;0.8;11100;10111
Last5;2026-08-07;Australia_NPLQueensland;Queensland Lions;Brisbane Roar U23;OK;78.68;78.68;ALTA;0.0;True;10.18;25.0;22.5;78.68;ALTA;0.6;0.8;1111101000;1111110110;77.68;ALTA;0.555556;0.777778;111101000;111110110;76.43;ALTA;0.5;0.75;11101000;11110110;74.82;MEDIA-ALTA;0.428571;0.714286;1101000;1110110;72.68;MEDIA-ALTA;0.333333;0.666667;101000;110110;69.68;MEDIA-ALTA;0.2;0.6;01000;10110
Last5;2026-08-08;Norway_3rdDivision_Group3;OS;Stord;OK;77.08;77.08;ALTA;0.0;True;5.22;25.0;22.86;77.08;ALTA;1.0;0.6;1111111111;0111110010;78.08;ALTA;1.0;0.666667;111111111;111110010;77.45;ALTA;1.0;0.625;11111111;11110010;76.65;ALTA;1.0;0.571429;1111111;1110010;75.58;ALTA;1.0;0.5;111111;110010;74.08;MEDIA-ALTA;1.0;0.4;11111;10010
Last5;2026-08-08;Norway_3rdDivision_Group2;Volda TI;Nardo;KO;76.25;76.25;ALTA;0.0;True;5.18;25.0;23.57;76.25;ALTA;0.7;0.8;1101111010;1111010111;75.42;ALTA;0.666667;0.777778;101111010;111010111;74.38;MEDIA-ALTA;0.625;0.75;01111010;11010111;75.18;ALTA;0.714286;0.714286;1111010;1010111;73.75;MEDIA-ALTA;0.666667;0.666667;111010;010111;74.75;MEDIA-ALTA;0.6;0.8;11010;10111
Last5;2026-08-08;Norway_3rdDivision_Group5;Harstad;Skjervoy;OK;75.91;75.91;ALTA;0.0;True;1.12;25.0;24.29;75.91;ALTA;0.9;0.8;1111111011;1111001111;75.41;ALTA;0.888889;0.777778;111111011;111001111;74.78;MEDIA-ALTA;0.875;0.75;11111011;11001111;73.98;MEDIA-ALTA;0.857143;0.714286;1111011;1001111;72.91;MEDIA-ALTA;0.833333;0.666667;111011;001111;74.41;MEDIA-ALTA;0.8;0.8;11011;01111
Last5;2026-08-08;Norway_3rdDivision_Group3;Fana;Gneist;OK;75.37;75.37;ALTA;0.0;True;2.08;24.29;25.0;75.37;ALTA;0.8;0.8;0111101111;1111100111;76.37;ALTA;0.888889;0.777778;111101111;111100111;75.75;ALTA;0.875;0.75;11101111;11100111;74.94;MEDIA-ALTA;0.857143;0.714286;1101111;1100111;73.87;MEDIA-ALTA;0.833333;0.666667;101111;100111;72.37;MEDIA-ALTA;0.8;0.6;01111;00111
