Rank;Engine;LeagueId;OK;KO;FirstMatchDate;LastMatchDate;Total;HitRate
1;v20defplus_v2;Finland_Kolmonen_Southern_Group2;10;0;2026-04-09;2026-10-09;10;100.0
2;v20defplus_v2;Finland_Kolmonen_Western_Group2;7;1;2026-01-09;2026-11-09;8;87.5
3;v20defplus_v2;Switzerland_PromotionLeague;7;2;2026-05-09;2026-10-09;9;77.78
4;v20defplus_v2;Estonia_EsiliigaB;7;3;2026-06-09;2026-10-09;10;70.0
5;v20defplus_v2;Finland_Kolmonen_Eastern_Group3;6;0;2026-02-09;2026-09-19;6;100.0
6;v20defplus_v2;Germany_Oberliga_SchleswigHolstein;6;1;2026-08-30;2026-12-09;7;85.71
7;v20defplus_v2;Norway_3rdDivision_Group1;6;1;2026-01-09;2026-12-09;7;85.71
8;v20defplus_v2;Norway_3rdDivision_Group2;6;1;2026-07-09;2026-12-09;7;85.71
9;v20defplus_v2;Norway_3rdDivision_Group5;6;2;2026-06-09;2026-12-09;8;75.0
10;v20defplus_v2;Poland_IIILiga_Group1;6;2;2026-05-09;2026-12-09;8;75.0
11;v20defplus_v2;Poland_IIILiga_Group2;6;3;2026-05-09;2026-12-09;9;66.67
12;v20defplus_v2;Austria_Regionalliga_North;5;0;2026-04-09;2026-12-09;5;100.0
13;v20defplus_v2;Norway_2ndDivision_Group2;5;0;2026-08-29;2026-12-09;5;100.0
14;v20defplus_v2;Norway_OBOSLigaen;5;1;2026-05-09;2026-09-13;6;83.33
15;v20defplus_v2;Austria_Karnten;5;2;2026-04-09;2026-11-09;7;71.43
16;v20defplus_v2;Austria_Tirol;5;3;2026-04-09;2026-12-09;8;62.5
17;v20defplus_v2;CzechRepublic_4Liga_GroupB;4;0;2026-09-19;2026-12-09;4;100.0
18;v20defplus_v2;Finland_Kakkonen_GroupC;4;0;2026-02-09;2026-08-22;4;100.0
19;v20defplus_v2;Germany_Oberliga_RheinlandPfalzSaar;4;0;2026-08-09;2026-09-20;4;100.0
20;v20defplus_v2;Finland_Kolmonen_North;4;1;2026-08-29;2026-09-19;5;80.0
21;v20defplus_v2;Austria_Regionalliga_South;4;3;2026-04-09;2026-11-09;7;57.14
22;v20defplus_v2;Finland_Kolmonen_Eastern_Group1;3;0;2026-09-18;2026-12-09;3;100.0
23;v20defplus_v2;Finland_Kolmonen_Southern_Group3;3;0;2026-05-09;2026-09-16;3;100.0
24;v20defplus_v2;Norway_3rdDivision_Group6;3;0;2026-08-31;2026-09-21;3;100.0
25;v20defplus_v2;Netherlands_Eredivisie;3;1;2026-09-13;2026-12-09;4;75.0
26;v20defplus_v2;Switzerland_SuperLeague;3;1;2026-06-09;2026-09-20;4;75.0
27;v20defplus_v2;FaroeIslands_1Deild;3;2;2026-04-09;2026-09-19;5;60.0
28;v20defplus_v2;Wales_CymruPremier;3;3;2026-04-09;2026-11-09;6;50.0
29;v20defplus_v2;Finland_Kolmonen_Southern_Group1;2;0;2026-08-21;2026-08-30;2;100.0
30;v20defplus_v2;Germany_Oberliga_Hamburg;2;0;2026-09-13;2026-09-13;2;100.0
31;v20defplus_v2;Germany_Regionalliga_West;2;0;2026-01-09;2026-11-09;2;100.0
32;v20defplus_v2;Norway_3rdDivision_Group3;2;0;2026-08-31;2026-09-21;2;100.0
33;v20defplus_v2;Norway_Eliteserien;2;0;2026-08-30;2026-09-19;2;100.0
34;v20defplus_v2;Sweden_Division2_Norrland;2;0;2026-08-22;2026-09-19;2;100.0
35;v20defplus_v2;Sweden_Division2_SodraGotaland;2;0;2026-08-22;2026-09-19;2;100.0
36;v20defplus_v2;CzechRepublic_4Liga_GroupE;2;1;2026-09-20;2026-12-09;3;66.67
37;v20defplus_v2;Finland_Kolmonen_Eastern_Group2;2;1;2026-02-09;2026-09-18;3;66.67
38;v20defplus_v2;Finland_Kolmonen_Western_Group3;2;1;2026-03-09;2026-09-18;3;66.67
39;v20defplus_v2;Netherlands_EersteDivisie;2;1;2026-09-13;2026-11-09;3;66.67
40;v20defplus_v2;Norway_3rdDivision_Group4;2;1;2026-06-09;2026-09-21;3;66.67
41;v20defplus_v2;Poland_IIILiga_Group3;2;1;2026-05-09;2026-09-19;3;66.67
42;v20defplus_v2;Slovakia_NikeLiga;2;1;2026-06-09;2026-09-19;3;66.67
43;v20defplus_v2;Austria_Salzburg;1;0;2026-09-13;2026-09-13;1;100.0
44;v20defplus_v2;Bhutan_PremierLeague;1;0;2026-09-13;2026-09-13;1;100.0
45;v20defplus_v2;CzechRepublic_3CFL_GroupB;1;0;2026-09-20;2026-09-20;1;100.0
46;v20defplus_v2;CzechRepublic_3MSFL;1;0;2026-02-09;2026-02-09;1;100.0
47;v20defplus_v2;CzechRepublic_4Liga_GroupC;1;0;2026-09-19;2026-09-19;1;100.0
48;v20defplus_v2;Denmark_3rdDivision;1;0;2026-09-18;2026-09-18;1;100.0
49;v20defplus_v2;Estonia_Esiliiga;1;0;2026-09-14;2026-09-14;1;100.0
50;v20defplus_v2;Finland_Ykkonen;1;0;2026-08-29;2026-08-29;1;100.0
51;v20defplus_v2;Germany_3Liga;1;0;2026-09-15;2026-09-15;1;100.0
52;v20defplus_v2;Germany_Oberliga_Bayern_Sud;1;0;2026-09-19;2026-09-19;1;100.0
53;v20defplus_v2;Germany_Oberliga_Bremen;1;0;2026-12-09;2026-12-09;1;100.0
54;v20defplus_v2;Germany_Oberliga_Hessen;1;0;2026-09-09;2026-09-09;1;100.0
55;v20defplus_v2;Germany_Oberliga_Niedersachsen;1;0;2026-09-13;2026-09-13;1;100.0
56;v20defplus_v2;Germany_Regionalliga_Nord;1;0;2026-09-15;2026-09-15;1;100.0
57;v20defplus_v2;Iceland_Division_1;1;0;2026-05-09;2026-05-09;1;100.0
58;v20defplus_v2;Kyrgyzstan_PremierLiga;1;0;2026-09-18;2026-09-18;1;100.0
59;v20defplus_v2;Mexico_LigaExpansionMX_Apertura;1;0;2026-09-13;2026-09-13;1;100.0
60;v20defplus_v2;Moldova_SuperLiga;1;0;2026-09-20;2026-09-20;1;100.0
61;v20defplus_v2;SriLanka_SuperLeague;1;0;2026-08-22;2026-08-22;1;100.0
62;v20defplus_v2;Sweden_Division2_NorraSvealand;1;0;2026-09-13;2026-09-13;1;100.0
63;v20defplus_v2;USA_MLS;1;0;2026-06-09;2026-06-09;1;100.0
64;v20defplus_v2;USA_MLSNextPro_EasternConference_NortheastDivision;1;0;2026-08-24;2026-08-24;1;100.0
65;v20defplus_v2;Iceland_BestaDeildKarla;1;2;2026-08-23;2026-08-31;3;33.33
66;v20defplus_v2;Moldova_Liga1_GroupA;1;2;2026-09-18;2026-12-09;3;33.33
67;v20defplus_v2;NorthernIreland_NIFLChampionship;0;2;2026-09-18;2026-12-09;2;0.0
68;v20defplus_v2;Sweden_Division2_SodraSvealand;0;2;2026-09-14;2026-12-09;2;0.0
69;v20defplus_v2;Austria_Oberosterreich;0;1;2026-09-18;2026-09-18;1;0.0
70;v20defplus_v2;Austria_Regionalliga_West;0;1;2026-09-18;2026-09-18;1;0.0
71;v20defplus_v2;Belgium_JupilerProLeague;0;1;2026-09-20;2026-09-20;1;0.0
72;v20defplus_v2;Finland_Kakkonen_GroupA;0;1;2026-04-09;2026-04-09;1;0.0
73;v20defplus_v2;Germany_Oberliga_BadenWurttemberg;0;1;2026-12-09;2026-12-09;1;0.0
74;v20defplus_v2;Germany_Regionalliga_Nordost;0;1;2026-08-26;2026-08-26;1;0.0
