MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-16;Kazakhstan_FirstLeague;Arys;Turan;78.38;ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Turan (3ª), squadra bassa: Arys (12ª) | GF alta: 1.92/gara | GS bassa: 2.15/gara | Profilo ultime 10: 0.82 | Real over index: 0.70;16.33;16.03;;;19.58;8.16;7.0;;;;1.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Somalia_NationalLeague;Jeenyo;Heegan;74.34;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Heegan (1ª), squadra bassa: Jeenyo (7ª) | GF alta: 2.61/gara | GS bassa: 1.67/gara | Profilo ultime 10: 0.68 | Real over index: 0.50;15.85;20.0;;;15.15;6.85;5.0;;;;1.3.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;Kazakhstan_FirstLeague;FC Batyr;Shakhter K.;74.22;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Shakhter K. (2ª), squadra bassa: FC Batyr (8ª) | GF alta: 2.77/gara | GS bassa: 1.85/gara | Profilo ultime 10: 0.74 | Real over index: 0.50;16.02;20.0;;;16.78;7.35;5.0;;;;1.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;USA_USLChampionship;Sporting Jax;Pittsburgh;71.64;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Pittsburgh (10ª), squadra bassa: Sporting Jax (25ª) | GF alta: 1.15/gara | GS bassa: 2.73/gara | Profilo ultime 10: 0.67 | Real over index: 0.50;17.15;9.62;;;20.0;6.67;5.0;;;;1.3.0;USA_USLChampionship;USA_USLChampionship;
2026-07-16;Iceland_Division_1;Afturelding;Leiknir;69.31;MEDIA-ALTA;22;2026-07-15;Engine v1.3 | Squadra alta: Afturelding (1ª), squadra bassa: Leiknir (7ª) | GF alta: 3.00/gara | GS bassa: 1.23/gara | Profilo ultime 10: 0.72 | Real over index: 0.55;11.38;20.0;;;11.19;7.24;5.5;;;;1.3.0;Iceland_Division_1;Iceland_Division_1;
2026-07-16;USA_USLLeagueOne;Forward Madison;Richmond Kickers;66.77;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Forward Madison (7ª), squadra bassa: Richmond Kickers (16ª) | GF alta: 1.69/gara | GS bassa: 1.71/gara | Profilo ultime 10: 0.73 | Real over index: 0.60;13.03;14.1;;;15.58;7.26;6.0;;;;1.3.0;USA_USLLeagueOne;USA_USLLeagueOne;
2026-07-16;Kazakhstan_FirstLeague;Khan Tengri;Yelimay Semey 2;66.75;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Khan Tengri (7ª), squadra bassa: Yelimay Semey 2 (14ª) | GF alta: 1.38/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.66 | Real over index: 0.60;12.21;11.54;;;18.88;6.63;6.0;;;;1.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Finland_Kakkonen_GroupA;HIFK;PPJ;66.45;MEDIA-ALTA;13;2026-07-15;Engine v1.3 | Squadra alta: HIFK (3ª), squadra bassa: PPJ (6ª) | GF alta: 2.00/gara | GS bassa: 1.50/gara | Profilo ultime 10: 0.82 | Real over index: 0.65;8.06;16.67;;;13.64;8.22;6.5;;;;1.3.0;Finland_Kakkonen_GroupA;Finland_Kakkonen_GroupA;
2026-07-16;Australia_SAStateLeague;Fulham Utd.;Cumberland Utd.;66.42;MEDIA-ALTA;20;2026-07-15;Engine v1.3 | Squadra alta: Fulham Utd. (2ª), squadra bassa: Cumberland Utd. (7ª) | GF alta: 2.18/gara | GS bassa: 1.35/gara | Profilo ultime 10: 0.80 | Real over index: 0.60;7.99;18.14;;;12.3;8.0;6.0;;;;1.3.0;Australia_SAStateLeague;Australia_SAStateLeague;
2026-07-16;Bolivia_DivisionProfesional;Academia del Balompie;Independiente;64.94;MEDIA-ALTA;13;2026-07-15;Engine v1.3 | Squadra alta: Independiente (7ª), squadra bassa: Academia del Balompie (8ª) | GF alta: 1.50/gara | GS bassa: 2.38/gara | Profilo ultime 10: 0.92 | Real over index: 0.88;0.51;12.5;;;20.0;9.17;8.75;;;;1.3.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;Bolivia_DivisionProfesional;The Strongest;Oriente Petrolero;64.82;MEDIA-ALTA;13;2026-07-15;Engine v1.3 | Squadra alta: The Strongest (1ª), squadra bassa: Oriente Petrolero (12ª) | GF alta: 1.62/gara | GS bassa: 1.38/gara | Profilo ultime 10: 0.69 | Real over index: 0.50;15.18;13.54;;;12.5;6.88;5.0;;;;1.3.0;Bolivia_DivisionProfesional;Bolivia_DivisionProfesional;
2026-07-16;USA_USLLeagueTwo_PlayOff;Minneapolis City;West Virginia;64.67;MEDIA-ALTA;1;2026-07-15;Engine v1.3 | Squadra alta: Minneapolis City (3ª), squadra bassa: West Virginia (29ª) | GF alta: 3.85/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.80 | Real over index: 0.75;10.62;20.0;;;9.09;7.98;7.5;;;;1.3.0;USA_USLLeagueTwo_Heartland;USA_USLLeagueTwo_Valley;USA_USLLeagueTwo
2026-07-16;Bhutan_PremierLeague;Thimphu FC;Paro;64.5;MEDIA-ALTA;10;2026-07-15;Engine v1.3 | Squadra alta: Paro (1ª), squadra bassa: Thimphu FC (5ª) | GF alta: 3.88/gara | GS bassa: 1.12/gara | Profilo ultime 10: 0.68 | Real over index: 0.56;10.57;20.0;;;10.23;6.8;5.62;;;;1.3.0;Bhutan_PremierLeague;Bhutan_PremierLeague;
2026-07-16;Kazakhstan_FirstLeague;Taraz;Aktobe 2;63.55;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Taraz (9ª), squadra bassa: Aktobe 2 (10ª) | GF alta: 1.46/gara | GS bassa: 3.00/gara | Profilo ultime 10: 0.88 | Real over index: 0.80;0.59;12.18;;;20.0;8.78;8.0;;;;1.3.0;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-07-16;Estonia_Esiliiga;Viimsi JK;Elva;62.94;MEDIA-ALTA;22;2026-07-15;Engine v1.3 | Squadra alta: Viimsi JK (3ª), squadra bassa: Elva (5ª) | GF alta: 1.87/gara | GS bassa: 1.78/gara | Profilo ultime 10: 0.74 | Real over index: 0.50;6.8;15.56;;;16.16;7.4;5.0;;;;1.3.0;Estonia_Esiliiga;Estonia_Esiliiga;
2026-07-16;Somalia_NationalLeague;Raadsan;Jubba;61.53;MEDIA-ALTA;23;2026-07-15;Engine v1.3 | Squadra alta: Raadsan (10ª), squadra bassa: Jubba (11ª) | GF alta: 1.39/gara | GS bassa: 4.06/gara | Profilo ultime 10: 0.81 | Real over index: 0.85;2.82;11.57;;;20.0;8.07;8.5;;;;1.3.0;Somalia_NationalLeague;Somalia_NationalLeague;
2026-07-16;USA_USLChampionship;Miami FC;Indy Eleven;59.92;MEDIA;23;2026-07-15;Engine v1.3 | Squadra alta: Indy Eleven (7ª), squadra bassa: Miami FC (17ª) | GF alta: 1.50/gara | GS bassa: 1.60/gara | Profilo ultime 10: 0.69 | Real over index: 0.50;8.59;12.5;;;14.55;6.9;5.0;;;;1.3.0;USA_USLChampionship;USA_USLChampionship;
